feature_set,method,heldout_source,n_eval,n_positive,observed_rate,mean_predicted_probability,predicted_minus_observed_rate
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,raw,9_c2_x10_010723,9,9,1.0,0.3822492482651152,-0.6177507517348848
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.7860525511184905,-0.21394744888150952
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.558252100472837,-0.441747899527163
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5921313693370308,0.5921313693370308
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.2996337481695896,0.2996337481695896
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.49868831081201126,-0.16797835585465537
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5583410791382231,-0.44165892086177694
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.21544216139214423,0.21544216139214423
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.6499796088125634,0.14997960881256345
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5230214230811427,-0.47697857691885726
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,11_c2_x10_050723,3,3,1.0,0.8000637600886429,-0.19993623991135712
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,12_c2_x10_070723,6,6,1.0,0.5718675705641774,-0.42813242943582264
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.6649408767774748,0.6649408767774748
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.16747163731694892,0.16747163731694892
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5867030313742033,-0.07996363529246331
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5962922009434302,-0.40370779905656984
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.3546289563127938,0.3546289563127938
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,5_c2_x10_260623,6,3,0.5,0.6379706429964531,0.13797064299645312
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,raw,9_c2_x10_010723,9,9,1.0,0.40946551033838485,-0.5905344896616151
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.7860525511184905,-0.21394744888150952
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.558252100472837,-0.441747899527163
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5921313693370308,0.5921313693370308
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.2996337481695896,0.2996337481695896
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.49868831081201126,-0.16797835585465537
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5583410791382231,-0.44165892086177694
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.21544216139214423,0.21544216139214423
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.6499796088125634,0.14997960881256345
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_min,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5230214230811427,-0.47697857691885726
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,11_c2_x10_050723,3,3,1.0,0.7961965857805272,-0.2038034142194728
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,12_c2_x10_070723,6,6,1.0,0.5675589039004313,-0.4324410960995687
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.6908940083236038,0.6908940083236038
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.2870524898193305,0.2870524898193305
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5562048275640344,-0.11046183910263219
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.4873697405704227,-0.5126302594295773
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.2785557297297061,0.2785557297297061
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,5_c2_x10_260623,6,3,0.5,0.6624794692424937,0.16247946924249368
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,raw,9_c2_x10_010723,9,9,1.0,0.5264778027792651,-0.47352219722073485
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.7860525511184905,-0.21394744888150952
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.49258574134947053,-0.5074142586505295
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5921313693370308,0.5921313693370308
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.2996337481695896,0.2996337481695896
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5099877935656307,-0.1566788731010359
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5583410791382231,-0.44165892086177694
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.21544216139214423,0.21544216139214423
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.6499796088125634,0.14997960881256345
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5230214230811427,-0.47697857691885726
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,11_c2_x10_050723,3,3,1.0,0.7985854653406368,-0.2014145346593632
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,12_c2_x10_070723,6,6,1.0,0.5667901045146647,-0.4332098954853353
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.707514234065599,0.707514234065599
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.28371550913696947,0.28371550913696947
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5717337595502818,-0.0949329071163848
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5104117881111778,-0.4895882118888222
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.28014327169190717,0.28014327169190717
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,5_c2_x10_260623,6,3,0.5,0.6694542375078082,0.1694542375078082
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,9_c2_x10_010723,9,9,1.0,0.5258235351709005,-0.4741764648290995
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.7860525511184905,-0.21394744888150952
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.558252100472837,-0.441747899527163
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.707403286716615,0.707403286716615
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.2996337481695896,0.2996337481695896
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5238841660293461,-0.14278250063732056
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5583410791382231,-0.44165892086177694
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.21544216139214423,0.21544216139214423
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.6499796088125634,0.14997960881256345
pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5230214230811427,-0.47697857691885726
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,11_c2_x10_050723,3,3,1.0,0.6565633924265039,-0.34343660757349614
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,12_c2_x10_070723,6,6,1.0,0.5384257709380543,-0.4615742290619457
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.550371564156576,0.550371564156576
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.2469099872379117,0.2469099872379117
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.51803457403977,-0.14863209262689658
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5719028522551647,-0.4280971477448353
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.18879069980330218,0.18879069980330218
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,5_c2_x10_260623,6,3,0.5,0.620002648134938,0.120002648134938
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,raw,9_c2_x10_010723,9,9,1.0,0.5203654402837473,-0.4796345597162527
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.3594538468783757,-0.6405461531216243
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.4877849292312943,-0.5122150707687056
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.46550693961758194,0.46550693961758194
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.4623784284178916,0.4623784284178916
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5207731546310409,-0.14589351203562573
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5098362395767635,-0.4901637604232365
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.4853338501727988,0.4853338501727988
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.4680731806342142,-0.031926819365785786
pair::particle_vs_context_mean_diff_positive_fraction+particle_prior_area_fraction,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5132233318777077,-0.48677666812229226
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,11_c2_x10_050723,3,3,1.0,0.4465460924930234,-0.5534539075069767
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,12_c2_x10_070723,6,6,1.0,0.5378521071750652,-0.46214789282493485
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.5276818632398511,0.5276818632398511
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.5278602301070973,0.5278602301070973
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.10209855703590899,-0.5645681096307577
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5485948530479732,-0.4514051469520268
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.7927531913152078,0.7927531913152078
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,5_c2_x10_260623,6,3,0.5,0.5038408922193749,0.0038408922193748918
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,9_c2_x10_010723,9,9,1.0,0.5283869011185404,-0.47161309888145964
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.4998787446802562,-0.5001212553197438
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.49996491374522445,-0.5000350862547756
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.598946819553393,0.598946819553393
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.5082020513030984,0.5082020513030984
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5340400767681559,-0.13262658989851073
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.46428855444227934,-0.5357114455577207
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.6419257524168971,0.6419257524168971
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.5056598279197703,0.005659827919770266
pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.4994398065670891,-0.5005601934329109
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,11_c2_x10_050723,3,3,1.0,0.47679893562564124,-0.5232010643743588
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,12_c2_x10_070723,6,6,1.0,0.5594753278651449,-0.44052467213485513
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.4997409954646838,0.4997409954646838
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.5217994428446147,0.5217994428446147
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.10442346292663192,-0.5622432037400347
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5614516698090937,-0.43854833019090633
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.748780626289426,0.748780626289426
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,5_c2_x10_260623,6,3,0.5,0.5128661587876303,0.01286615878763031
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,raw,9_c2_x10_010723,9,9,1.0,0.5014232114805699,-0.4985767885194301
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.5054360963928388,-0.4945639036071612
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.5041011321938594,-0.49589886780614056
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5968109944287692,0.5968109944287692
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.49676819987024246,0.49676819987024246
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.5761305665906729,-0.09053610007599378
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.4697543934360335,-0.5302456065639665
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.6378832719650528,0.6378832719650528
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.4992120676196654,-0.0007879323803345883
pair::particle_vs_context_mean_last_minus_first+particle_norm_cv,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.4948144172479523,-0.5051855827520477
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,11_c2_x10_050723,3,3,1.0,0.45003817383715017,-0.5499618261628498
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,12_c2_x10_070723,6,6,1.0,0.5168892527332815,-0.48311074726671854
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.8285669939439732,0.8285669939439732
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.5428108540678869,0.5428108540678869
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.08429949223524746,-0.5823671744314192
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.47900125581427877,-0.5209987441857212
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.46017838110302095,0.46017838110302095
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,5_c2_x10_260623,6,3,0.5,0.5155262703269013,0.015526270326901348
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,raw,9_c2_x10_010723,9,9,1.0,0.45842202148366884,-0.5415779785163312
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.4771999394199313,-0.5228000605800687
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.4781887284960778,-0.5218112715039223
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.8332830349555441,0.8332830349555441
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.450512854133206,0.450512854133206
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.0792771027947459,-0.5873895638719208
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.41843831126583503,-0.581561688734165
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.48077257135383683,0.48077257135383683
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.41319882046134043,-0.08680117953865957
pair::particle_vs_context_mean_last_minus_first+particle_norm_max,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5129179743183541,-0.48708202568164594
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,11_c2_x10_050723,3,3,1.0,0.467015624881659,-0.532984375118341
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,12_c2_x10_070723,6,6,1.0,0.5178107489127349,-0.48218925108726507
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.7182209385654045,0.7182209385654045
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.45616575491455547,0.45616575491455547
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.11298058578008709,-0.5536860808865796
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.561671811962189,-0.43832818803781104
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.5382666024268823,0.5382666024268823
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,5_c2_x10_260623,6,3,0.5,0.37029805946689454,-0.12970194053310546
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,raw,9_c2_x10_010723,9,9,1.0,0.38798423822289146,-0.6120157617771085
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.45853107670743104,-0.5414689232925689
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.5320546586815986,-0.4679453413184014
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5475808204119702,0.5475808204119702
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.5495769817063202,0.5495769817063202
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.0792771027947459,-0.5873895638719208
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5604120110632377,-0.4395879889367623
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.468021969664258,0.468021969664258
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.5070895037302198,0.0070895037302197705
pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,9_c2_x10_010723,9,9,1.0,0.5129179743183541,-0.48708202568164594
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,11_c2_x10_050723,3,3,1.0,0.4596571153105857,-0.5403428846894143
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,12_c2_x10_070723,6,6,1.0,0.5492518073352892,-0.4507481926647108
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,14_c2_x10_HighCOV_110723,3,0,0.0,0.6142590162593763,0.6142590162593763
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,15_c2_x5_HighCOV_120723,3,0,0.0,0.46111036778252323,0.46111036778252323
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.11157507557692808,-0.5550915910897385
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.6017305237087184,-0.3982694762912816
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.6911972571224371,0.6911972571224371
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,5_c2_x10_260623,6,3,0.5,0.42162152480644693,-0.07837847519355307
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,raw,9_c2_x10_010723,9,9,1.0,0.40508337610740947,-0.5949166238925905
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,11_c2_x10_050723,3,3,1.0,0.49830653299874933,-0.5016934670012507
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,12_c2_x10_070723,6,6,1.0,0.5081997066392867,-0.4918002933607133
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,14_c2_x10_HighCOV_110723,3,0,0.0,0.5396028165391277,0.5396028165391277
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,15_c2_x5_HighCOV_120723,3,0,0.0,0.44020529986507057,0.44020529986507057
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,16_c2_x10_HighHighCOV_130723,9,6,0.6666666666666666,0.0792771027947459,-0.5873895638719208
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,17_c2_x10_HighHighCOV_150723,30,30,1.0,0.5604120110632377,-0.4395879889367623
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,18_c2_xN_HighHighCOV_170723,3,0,0.0,0.6735891080238274,0.6735891080238274
pair::particle_vs_context_mean_last_minus_first+particle_norm_min,source_confound_filter_0.50,5_c2_x10_260623,6,3,0.5,0.465155034225879,-0.034844965774120995
