qc_decision_rank,roi_id,cohort_role,cycleNo,event_reference_cycle,review_sources,review_priority_tier,combined_review_priority_score,recommended_review_reason,manual_qc_status,manual_qc_decision,manual_qc_notes,manual_particle_identity_ok,manual_front_mask_ok,manual_diffusion_interpretable,manual_reviewer,manual_review_date,auto_review_flags,mode_label,degradation_mode_hypothesis,qc_priority_score,control_balance_priority_score,mode_review_priority,front_quality_score,rollout_mobility_difficulty_score,threshold_robust_phase_score,phase_slope_positive_fraction_protocol_residual,diffusion_proxy_abs_median_um2_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,q70_phase_ci_positive,q70_radius_ci_crosses_zero,n_components,largest_component_fraction,edge_touch_fraction,q70_fraction_delta,n_frames_percentile,primary_qc_png,control_balanced_qc_png,roi_preview_path,front_crop_preview_path,front_tracking_plot_path,rollout_preview_path,auto_qc_tier,automatic_qc_surrogate_score,automatic_artifact_risk_score,surrogate_particle_identity_score,surrogate_front_mask_score,surrogate_diffusion_interpretability_score,auto_diffusion_guardrail,has_visual_asset,front_radius2_slope_r2_track,front_radius_monotonic_fraction_track,physics_consistency_rank,physics_consistency_tier,claim_readiness,physics_consistency_score,physics_pillar_support_count,physics_pillar_strong_support_count,physics_pillar_contradiction_count,physics_consistency_reason,recommended_claim_language,active_learning_rank,active_learning_qc_score,recommended_qc_tier,review_reason_tags,model_future_drop_probability,future_any_drop_within_8cycles_balanced_future,future_any_drop_within_16cycles_balanced_future,any_abrupt_drop_balanced_future,transferred_masked_residual_signature_balanced_future,phase_slope_positive_fraction_balanced_future,radius2_slope_median_px2_per_s_balanced_future,persistence_particle_mse_fraction_of_full_mean_balanced_future,low_rank_dmd_particle_mse_fraction_of_full_mean_balanced_future,visual_asset_count,qc_decision_priority_score,artifact_review_priority_score,decision_action_tier,decision_reason_tags,manual_label_allowed_values,physics_claim_guardrail
11,cycle156_rank5_obj4,event,156.0,156.0,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,high,13.178349878643404,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;diffusion_ci_check;hard_rollout_mobility,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc,optical_brightening_decorrelating_rollout_hard_front_positive,,4.9375,2.208197423738849,2.932692307692308,1.3097972948929866,3.0384615384615383,0.6826923076923077,0.0296361115027952,5.231516203009118e-07,-9.442528927093386e-07,1.0,1.0,75.0,0.3426616915422885,0.0,0.2043139604553625,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle156_rank5_obj4_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank5_obj4_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank5_obj4.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank5_obj4_dmd_rollout.png,auto_surrogate_artifact_risk,0.5983277058279372,0.625,0.5597826086956522,0.7233580018501388,0.2692553191489362,1,1,0.0756415845917942,0.6451612903225806,2,cross_modal_review_priority,manual_qc_required_no_physics_claim,5.502829257224278,6,6,0,multi-pillar support;multiple strong pillars;front/kinetic agreement;rollout/mode agreement;precursor context;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,23,0.3368018999080781,standard_manual_qc,visual_asset_available,,,,,,,,,,4,0.6474468085106383,0.9202127659574467,review_artifact_or_reject_first,artifact_risk_review;cross_modal_review_priority;multi_pillar_support;front_mask_candidate;artifact_guardrail_needed;diffusion_claim_guardrail;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,no_diffusion_claim_until_manual_front_qc_and_calibration
12,cycle116_rank7_obj37,event,116.0,116.0,primary_visual_qc;control_balanced_visual_qc,medium,6.004618372906563,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,optical_brightening_decorrelating_rollout_hard_front_positive,,0.2702521008403361,1.8968300110416167,1.6153846153846152,1.32518717317117,1.846153846153846,0.6826923076923077,0.0026455239053564,4.588812077925554e-06,2.449019551320061e-06,1.0,0.0,71.0,0.3846153846153846,0.0,-0.0046434991012582,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank7_obj37_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle116_rank7_obj37_qc.png,,,,,standard_review,0.6462848057354302,0.375,0.6641304347826087,0.6722710453283997,0.6994148936170214,0,1,0.1070096376712486,0.6129032258064516,22,rollout_mode_consistent,manual_qc_required_no_physics_claim,0.3395694293580337,2,1,1,rollout/mode agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,1,0.4628752845220501,immediate_manual_qc,model_boundary_case;control_balance_review;visual_asset_available,0.4564320733010648,,,,,,,,,2,0.6451063829787235,0.5563829787234043,routine_pending_review,front_mask_candidate;diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
13,cycle86_rank3_obj5,event,86.0,86.0,ranked_review_packet,routine,5.36121805772891,event_roi,pending,,,,,,,,,,,3.5528846153846154,,,,1.5192307692307692,0.6634615384615385,0.0650642115750638,,,,,,,,,0.0786516853932584,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank3_obj5.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front3_obj5_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front3_obj5_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank3_obj5_dmd_rollout.png,standard_review,0.4899468085106383,0.0,0.3,0.8702127659574469,0.2372340425531915,1,1,,,23,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.3296899777950209,1,0,0,limited cross-modal agreement,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,47,0.3053428384210486,control_balance_review,control_balance_review;visual_asset_available,0.1330537774776231,,,,,,,,,4,0.6140425531914894,0.4053191489361702,review_but_diffusion_guarded,front_mask_candidate;diffusion_claim_guardrail;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,no_diffusion_claim_until_manual_front_qc_and_calibration
14,cycle58_rank6_obj29,control,58.0,60.0,control_balanced_visual_qc;ranked_review_packet,medium,9.91063682471578,control_roi;control_balanced_panel;diffusion_ci_check;large_conditioned_front_sign_residual,pending,,,,,,,,diffusion_ci_crosses_zero,near_baseline_or_context_like,,3.2451923076923075,1.7590923642497396,2.6634615384615383,1.6155277307729818,1.8461538461538465,0.6057692307692308,0.0849698428160106,3.22953107952456e-08,-2.8884899133849952e-06,0.0,1.0,72.0,0.4508492022645394,0.0,0.0004493708807669,0.3539325842696629,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank6_obj29_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank6_obj29.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank6_obj29_dmd_rollout.png,standard_review,0.6040328399629973,0.25,0.7619565217391304,0.5138760407030527,0.3704255319148936,1,1,0.5316272645618885,0.5483870967741935,28,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.2017873611068542,2,0,2,discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,69,0.252679945929551,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5651063829787234,0.41117021276595744,review_but_diffusion_guarded,diffusion_claim_guardrail;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,no_diffusion_claim_until_manual_front_qc_and_calibration
15,cycle158_rank6_obj3,control,158.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,9.392108374656743,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,3.293269230769231,1.6709359668358303,2.2884615384615383,1.5361833653905674,1.6153846153846154,0.4903846153846154,0.1158999767148418,1.3885535501791292e-06,-1.6898866531743609e-07,0.0,0.0,83.0,0.3601220752797558,0.0,0.0157279808268424,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank6_obj3_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank6_obj3.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank6_obj3_dmd_rollout.png,standard_review,0.5285749306197965,0.375,0.5972826086956522,0.3047178538390379,0.8087234042553193,0,1,0.4797337280476476,0.5806451612903226,7,front_kinetic_consistent,manual_qc_required_no_physics_claim,3.1461564766386863,3,3,0,multiple strong pillars;front/kinetic agreement;precursor context;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,63,0.2728588692927077,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5436170212765957,0.6,routine_pending_review,diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
16,cycle62_rank1_obj4,control,62.0,60.0,control_balanced_visual_qc;ranked_review_packet,medium,11.753876369495782,control_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,4.149038461538462,2.934240955613564,2.625,1.9750338827400629,1.8269230769230769,0.5865384615384616,-0.0739292207347166,2.18166299218825e-06,3.1989018492053685e-07,0.0,0.0,64.0,0.4058044806517311,0.0,0.0094367884961054,0.3370786516853932,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle62_rank1_obj4_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank1_obj4.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle62_rank1_obj4_dmd_rollout.png,standard_review,0.6030669518963924,0.25,0.7961956521739132,0.3108233117483811,0.6897340425531916,0,1,0.7753209069709159,0.4193548387096774,37,routine_or_low_consistency,manual_qc_required_no_physics_claim,-1.0761256789220264,0,0,2,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,64,0.2697158582132786,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5361702127659576,0.3356382978723404,routine_pending_review,diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
17,cycle157_rank4_obj8,control,157.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,9.076309947943615,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask,optical_loss_rollout_hard,,3.884615384615385,-0.3359094676715372,2.7211538461538463,0.8642722258468417,1.6730769230769231,0.5096153846153847,-0.0888448999578106,1.2026280201615871e-06,-3.248820112652847e-07,0.0,0.0,77.0,0.3663366336633663,0.0,-0.0624625524266027,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank4_obj8_dmd_rollout.png,standard_review,0.5331953052728955,0.375,0.5122282608695653,0.4698427382053654,0.751968085106383,0,1,0.129826511672363,0.6129032258064516,14,routine_or_low_consistency,manual_qc_required_no_physics_claim,1.5785528316705566,3,2,1,multiple strong pillars;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,62,0.2735786877232308,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5270212765957447,0.572340425531915,routine_pending_review,diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
18,cycle58_rank3_obj9,control,58.0,60.0,control_balanced_visual_qc;ranked_review_packet,medium,9.262519420512536,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask;active_control,near_baseline_or_context_like,,3.3701923076923075,0.76680520822987,2.9134615384615383,0.8161872484866202,2.0961538461538463,0.5480769230769231,0.0849698428160106,3.0287723826118747e-06,1.0798715843163389e-07,1.0,0.0,68.0,0.3744959677419355,0.0,0.0005991611743558,0.3539325842696629,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank3_obj9_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank3_obj9.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank3_obj9_dmd_rollout.png,standard_review,0.6124442645698428,0.375,0.5752717391304348,0.6022201665124884,0.7607446808510638,0,1,0.1050495025748842,0.6129032258064516,27,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.1980772497430147,2,0,2,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,75,0.2435301766239416,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5248936170212767,0.49361702127659574,routine_pending_review,diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
19,cycle116_rank2_obj2,event,116.0,116.0,primary_visual_qc,routine,1.394632703392536,event_roi;primary_visual_panel;no_auto_flags,pending,,,,,,,,none,,,0.3333333333333333,,,,-0.25,0.8173076923076923,0.0026455239053564,1.0648072999505855e-06,,,,51.0,0.5859683794466403,0.0,0.0008987417615338,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank2_obj2_qc.png,,,,,,standard_review,0.6260545790934321,0.0,0.678804347826087,0.9023126734505088,0.2297872340425532,1,1,,,48,discordant_guardrail,manual_qc_required_no_physics_claim,-2.123212302669621,0,0,4,discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,74,0.2437201849874135,control_balance_review,control_balance_review;visual_asset_available,0.1449939368717104,,,,,,,,,1,0.5227659574468085,0.1829787234042553,review_but_diffusion_guarded,front_mask_candidate;diffusion_claim_guardrail;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,no_diffusion_claim_until_manual_front_qc_and_calibration
20,cycle158_rank4_obj8,control,158.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,7.721854621907924,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,3.173076923076923,0.2823149947463765,2.0576923076923075,1.010899066972006,1.3653846153846154,0.5288461538461539,0.1158999767148418,2.256372448977836e-06,6.988302334812708e-07,0.0,0.0,74.0,0.4085213032581453,0.0,0.0202216896345116,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank4_obj8_dmd_rollout.png,standard_review,0.509604532839963,0.375,0.6057065217391304,0.3165124884366327,0.7457446808510639,0,1,0.2163384098559998,0.5806451612903226,6,cross_modal_review_priority,manual_qc_required_no_physics_claim,3.6558644034062655,5,4,1,multi-pillar support;multiple strong pillars;front/kinetic agreement;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,70,0.2504192285086546,control_balance_review,control_balance_review;visual_asset_available,,,,,,,,,,3,0.5102127659574468,0.5914893617021277,routine_pending_review,cross_modal_review_priority;multi_pillar_support;diffusion_proxy_candidate;visual_assets_available,accept_particle_front;accept_particle_only;reject_artifact;reject_not_particle;uncertain,review_priority_only_no_validated_mode_claim
