roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,22.753093817165645,source_balanced_pre_event_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.06724902987480164,0.06835123896598816,0.0011022090911865234,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,23.468019468618884,source_balanced_pre_event_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.07733862847089767,0.07799151539802551,0.0006528869271278381,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.07943174242973328,0.07950437813997269,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.06872641295194626,0.0690276250243187,0.0003012120723724365,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.782550811767575,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.07966338098049164,0.07939852774143219,-0.00026485323905944824,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.06649754196405411,0.06683921813964844,0.00034167617559432983,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.08230766654014587,0.08476927876472473,0.0024616122245788574,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.07094675302505493,0.07392381131649017,0.0029770582914352417,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.07428005337715149,0.07520325481891632,0.0009232014417648315,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.08576320111751556,0.0867747962474823,0.0010115951299667358,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.09048035740852356,0.08885785192251205,-0.0016225054860115051,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.06660732626914978,-0.000846467912197113,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.262612450305785,source_balanced_pre_event_candidate,1198.2117647058824,1103.2470588235294,85.0,8594.083984375,20.40177726745605,1102,1007,1294,1199,192,96,96,6122,7346,8564.75390625,8572.5390625,7.78515625,0.07149695605039597,0.07182428240776062,0.00032732635736465454,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.67298336351326,source_balanced_pre_event_candidate,842.8852459016393,79.27868852459017,61.0,9830.7763671875,23.43086624145508,747,0,939,192,192,96,96,6122,7346,8957.2939453125,8930.2158203125,-27.078125,0.08154164999723434,0.07989440113306046,-0.0016472488641738892,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,22.54593594651929,source_balanced_pre_event_candidate,1200.5333333333333,1102.6222222222225,90.0,8149.2685546875,18.89762306213379,1105,1007,1297,1199,192,96,96,8571,9795,8594.83203125,8484.10546875,-110.7265625,0.07393293082714081,0.06841709464788437,-0.005515836179256439,0.24999999999993178,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,23.07739042520344,source_balanced_pre_event_candidate,846.1639344262295,80.72131147540983,61.0,9666.115234375,22.57683753967285,750,0,942,192,192,96,96,8571,9795,8915.1591796875,8916.51171875,1.3525390625,0.07770233601331711,0.07846790552139282,0.0007655695080757141,0.24999999999993178,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,24,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,28.0,1.0,0.0,True,22.590976176723345,source_balanced_pre_event_candidate,1349.6830601092895,182.8415300546448,183.0,4845.72216796875,14.80323886871338,1254,87,1446,279,192,96,96,9796,11019,8831.65234375,8814.2470703125,-17.4052734375,0.06806931644678116,0.06726572662591934,-0.0008035898208618164,0.22360679774992814,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle144_rank24_obj2_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,24,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,28.0,1.0,0.0,True,22.26423334099348,source_balanced_pre_event_candidate,1199.6043956043957,1099.956043956044,91.0,7784.32568359375,18.023408889770508,1104,1004,1296,1196,192,96,96,9796,11019,8453.20703125,8443.4775390625,-9.7294921875,0.0679221972823143,0.06729468703269958,-0.0006275102496147156,0.22360679774992814,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle144_rank24_obj2_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,9,25,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,11.0,29.0,1.0,0.0,True,22.332565100069694,source_balanced_pre_event_candidate,1200.943820224719,1101.123595505618,89.0,7778.58837890625,18.41042709350586,1105,1005,1297,1197,192,96,96,11020,12244,8454.26953125,8386.8095703125,-67.4599609375,0.0684942901134491,0.06489770859479904,-0.003596581518650055,0.2236067977500298,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle145_rank25_obj2_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,9,25,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,11.0,29.0,1.0,0.0,True,22.74022314039228,source_balanced_pre_event_candidate,848.375,82.875,64.0,8952.8564453125,21.39645004272461,752,0,944,192,192,96,96,11020,12244,8913.169921875,8868.5263671875,-44.6435546875,0.0783439576625824,0.07577545940876007,-0.0025684982538223267,0.2236067977500298,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle145_rank25_obj2_16_c2_x10_HighHighCOV_130723.npz,
source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,146.0,17_c2_x10_HighHighCOV_150723,0,26,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,10.0,30.0,1.0,0.0,True,22.84138279386041,source_balanced_pre_event_candidate,848.1846153846154,83.87692307692308,65.0,8414.287109375,21.813156127929688,752,0,944,192,192,96,96,0,1236,8899.5888671875,8900.8330078125,1.244140625,0.08293253928422928,0.08304312080144882,0.00011058151721954346,0.25,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,146.0,17_c2_x10_HighHighCOV_150723,0,26,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,10.0,30.0,1.0,0.0,True,22.050504417144783,source_balanced_pre_event_candidate,1202.156862745098,1103.0588235294117,102.0,6501.7412109375,17.080944061279297,1106,1007,1298,1199,192,96,96,0,1236,8430.328125,8406.1611328125,-24.1669921875,0.07366474717855453,0.07245068997144699,-0.001214057207107544,0.25,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,27,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,34.0,1.0,0.0,True,23.315261100905644,source_balanced_pre_event_candidate,1201.1304347826087,1102.7391304347825,92.0,6924.46533203125,19.53758811950684,1105,1007,1297,1199,192,96,96,4950,6187,8339.8203125,8320.8447265625,-18.9755859375,0.07368291914463043,0.07241024821996689,-0.0012726709246635437,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,27,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,34.0,1.0,0.0,True,23.953805163905404,source_balanced_pre_event_candidate,846.4516129032259,85.09677419354838,62.0,8405.9931640625,23.582231521606445,750,0,942,192,192,96,96,4950,6187,8927.2958984375,8930.533203125,3.2373046875,0.09141111373901367,0.09214331209659576,0.0007321983575820923,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,28,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,5.0,35.0,1.0,0.0,True,23.25513376257133,source_balanced_pre_event_candidate,844.0588235294117,81.82352941176471,68.0,7681.2578125,22.204782485961918,748,0,940,192,192,96,96,6188,7425,8924.9560546875,8921.62890625,-3.3271484375,0.09088637679815292,0.09040794521570206,-0.0004784315824508667,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,28,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,5.0,35.0,1.0,0.0,True,22.039171339281385,source_balanced_pre_event_candidate,1201.4426229508197,1108.7868852459017,122.0,5056.99951171875,15.51652717590332,1105,1008,1297,1200,192,96,96,6188,7425,8334.48046875,8339.189453125,4.708984375,0.06940001994371414,0.06971979141235352,0.0003197714686393738,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,29,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,36.0,1.0,0.0,True,24.14387666053677,source_balanced_pre_event_candidate,845.448275862069,83.03448275862068,58.0,9333.2646484375,25.55080223083496,749,0,941,192,192,96,96,7426,8662,8921.19921875,8915.037109375,-6.162109375,0.0898796021938324,0.08925586938858032,-0.0006237328052520752,0.29154759474225334,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,29,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,36.0,1.0,0.0,True,23.04046306287261,source_balanced_pre_event_candidate,1199.1827956989248,1103.139784946237,93.0,7140.58154296875,19.68328094482422,1103,1007,1295,1199,192,96,96,7426,8662,8326.26953125,8329.8154296875,3.5458984375,0.06547503173351288,0.06568693369626999,0.0002119019627571106,0.29154759474225334,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,8,30,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,38.0,1.0,0.0,True,24.14632430431297,source_balanced_pre_event_candidate,845.2631578947369,82.87719298245614,57.0,10089.1748046875,25.39972496032715,749,0,941,192,192,96,96,9901,11138,8895.4404296875,8887.27734375,-8.1630859375,0.0844794362783432,0.08400458097457886,-0.00047485530376434326,0.28284271247460296,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,8,30,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,38.0,1.0,0.0,True,23.129301219531644,source_balanced_pre_event_candidate,1203.2093023255811,1110.3720930232555,86.0,7735.7646484375,20.26103782653809,1107,1008,1299,1200,192,96,96,9901,11138,8322.8095703125,8313.04296875,-9.7666015625,0.05771607905626297,0.057171642780303955,-0.0005444362759590149,0.28284271247460296,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle2_rank31_obj1_2_c2_x14_200623,2.0,2_c2_x14_200623,1,31,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,58.0,,0.0,0.0,True,22.71135659408796,source_balanced_pre_event_candidate,1185.4794520547946,1029.5342465753424,73.0,8466.7255859375,21.60968589782715,1089,934,1281,1126,192,96,96,974,1948,8265.8193359375,8241.685546875,-24.1337890625,0.07941827178001404,0.07789809256792068,-0.0015201792120933533,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj1_2_c2_x14_200623.npz,
source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,1,31,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,58.0,,0.0,0.0,True,22.325846619816154,source_balanced_pre_event_candidate,1655.926605504587,127.70642201834862,109.0,6310.44970703125,18.527402877807617,1560,32,1752,224,192,96,96,974,1948,8066.298828125,8027.25,-39.048828125,0.08409294486045837,0.08234386891126633,-0.0017490759491920471,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.npz,
source_balanced_cycle4_rank32_obj1_2_c2_x14_200623,4.0,2_c2_x14_200623,11,32,1,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,56.0,,0.0,0.0,False,23.55776606077156,source_balanced_pre_event_candidate,1182.4,1028.6,60.0,9681.8095703125,24.146244049072266,1086,933,1278,1125,192,96,96,10723,11697,8498.0634765625,8548.8935546875,50.830078125,0.09621336311101913,0.09901047497987747,0.0027971118688583374,0.22360679774997896,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj1_2_c2_x14_200623.npz,
source_balanced_cycle4_rank32_obj2_2_c2_x14_200623,4.0,2_c2_x14_200623,11,32,2,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,56.0,,0.0,0.0,False,22.687511144577737,source_balanced_pre_event_candidate,1329.3818181818183,105.57575757575758,165.0,4999.91650390625,15.894702911376951,1233,10,1425,202,192,96,96,10723,11697,8890.771484375,8910.302734375,19.53125,0.08582568913698196,0.08685493469238281,0.0010292455554008484,0.22360679774997896,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj2_2_c2_x14_200623.npz,
source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.35019795305106,source_balanced_pre_event_candidate,1654.0434782608695,127.6086956521739,92.0,7553.31103515625,21.531736373901367,1558,32,1750,224,192,96,96,2924,3898,8050.41845703125,8077.26904296875,26.8505859375,0.08139261603355408,0.08260497450828552,0.0012123584747314453,0.22360679774992814,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj1_2_c2_x14_200623.npz,
source_balanced_cycle8_rank33_obj2_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.49871855771456,source_balanced_pre_event_candidate,1184.9180327868853,1031.1475409836066,61.0,9451.41015625,23.937150955200195,1089,935,1281,1127,192,96,96,2924,3898,8273.486328125,8296.4521484375,22.9658203125,0.08144794404506683,0.08316519856452942,0.0017172545194625854,0.22360679774992814,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj2_2_c2_x14_200623.npz,
source_balanced_cycle10_rank34_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,23.272724973652963,source_balanced_pre_event_candidate,1653.0454545454545,126.4090909090909,88.0,7940.71728515625,22.496131896972656,1557,30,1749,222,192,96,96,4874,5848,8098.37939453125,8125.857421875,27.47802734375,0.08233177661895752,0.08349031955003738,0.0011585429310798645,0.18027756377319315,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj1_2_c2_x14_200623.npz,
source_balanced_cycle10_rank34_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,22.77690240693432,source_balanced_pre_event_candidate,1333.8074074074077,108.23703703703704,135.0,5872.78076171875,18.528026580810547,1238,12,1430,204,192,96,96,4874,5848,8736.951171875,8762.28515625,25.333984375,0.07851478457450867,0.07955029606819153,0.0010355114936828613,0.18027756377319315,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj2_2_c2_x14_200623.npz,
