comparison,match_scheme,treated_index,control_index,treated_roi_id,control_roi_id,treated_source,control_source,treated_source_class,control_source_class,same_source,same_source_class,treated_cycleNo,control_cycleNo,treated_event_bin,control_event_bin,match_distance
near_vs_far_pre,source_penalized_echem_context,20,87,source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,108.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.8975888965797236
near_vs_far_pre,source_penalized_echem_context,21,87,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,108.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.9599609087425114
near_vs_far_pre,source_penalized_echem_context,22,83,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,110.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.899985009153429
near_vs_far_pre,source_penalized_echem_context,23,83,source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,110.0,38.0,near_pre_event_1_8,far_pre_event_17_32,2.0567326096146297
near_vs_far_pre,source_penalized_echem_context,24,40,source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,12_c2_x10_070723,16_c2_x10_HighHighCOV_130723,standard,HighHighCOV,False,False,112.0,138.0,near_pre_event_1_8,far_pre_event_17_32,2.9739609131245563
near_vs_far_pre,source_penalized_echem_context,25,41,source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,12_c2_x10_070723,16_c2_x10_HighHighCOV_130723,standard,HighHighCOV,False,False,112.0,138.0,near_pre_event_1_8,far_pre_event_17_32,3.045853264776644
near_vs_far_pre,source_penalized_echem_context,26,38,source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,12_c2_x10_070723,15_c2_x5_HighCOV_120723,standard,HighCOV,False,False,114.0,134.0,near_pre_event_1_8,far_pre_event_17_32,1.6792526623016375
near_vs_far_pre,source_penalized_echem_context,27,38,source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,12_c2_x10_070723,15_c2_x5_HighCOV_120723,standard,HighCOV,False,False,114.0,134.0,near_pre_event_1_8,far_pre_event_17_32,1.771795859207044
near_vs_far_pre,source_penalized_echem_context,52,82,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,150.0,38.0,near_pre_event_1_8,far_pre_event_17_32,6.271286325538974
near_vs_far_pre,source_penalized_echem_context,53,84,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,150.0,40.0,near_pre_event_1_8,far_pre_event_17_32,6.1366161919661195
near_vs_far_pre,source_penalized_echem_context,54,84,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,151.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.4402166264626044
near_vs_far_pre,source_penalized_echem_context,55,82,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,151.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.6347053491734571
near_vs_far_pre,source_penalized_echem_context,56,84,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,152.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.4746679752830467
near_vs_far_pre,source_penalized_echem_context,57,82,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,152.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.682679420172329
near_vs_far_pre,source_penalized_echem_context,58,78,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,17_c2_x10_HighHighCOV_150723,4_c2_x10_240623,HighHighCOV,standard,False,False,154.0,34.0,near_pre_event_1_8,far_pre_event_17_32,1.489035421985841
near_vs_far_pre,source_penalized_echem_context,59,82,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,154.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.8113879651876292
near_vs_far_pre,source_penalized_echem_context,96,81,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,52.0,36.0,near_pre_event_1_8,far_pre_event_17_32,1.3831341324954587
near_vs_far_pre,source_penalized_echem_context,97,75,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,6_c2_x10_270623_2,4_c2_x10_240623,standard,standard,False,True,52.0,30.0,near_pre_event_1_8,far_pre_event_17_32,1.5613657865385098
near_vs_far_pre,source_penalized_echem_context,98,87,source_balanced_cycle54_rank50_obj1_6_c2_x10_270623_2,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,54.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.6216228701991344
near_vs_far_pre,source_penalized_echem_context,99,80,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,54.0,36.0,near_pre_event_1_8,far_pre_event_17_32,1.5213137911839936
near_vs_far_pre,source_penalized_echem_context,100,75,source_balanced_cycle56_rank51_obj1_7_c2_x10_290623,source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,7_c2_x10_290623,4_c2_x10_240623,standard,standard,False,True,56.0,30.0,near_pre_event_1_8,far_pre_event_17_32,1.7239718560062793
near_vs_far_pre,source_penalized_echem_context,101,81,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,56.0,36.0,near_pre_event_1_8,far_pre_event_17_32,1.3138124401777802
near_vs_far_pre,source_penalized_echem_context,102,84,source_balanced_cycle58_rank52_obj1_7_c2_x10_290623,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,58.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.1638787778094934
near_vs_far_pre,source_penalized_echem_context,103,85,source_balanced_cycle58_rank52_obj2_7_c2_x10_290623,source_balanced_cycle40_rank43_obj2_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,58.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.1378321003333012
near_vs_far_pre,source_penalized_echem_context,120,87,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,78.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.5969965409082643
near_vs_far_pre,source_penalized_echem_context,121,80,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,78.0,36.0,near_pre_event_1_8,far_pre_event_17_32,1.7209894557416536
near_vs_far_pre,source_penalized_echem_context,122,87,source_balanced_cycle80_rank62_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,80.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.5460932595423047
near_vs_far_pre,source_penalized_echem_context,123,82,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,80.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.6891452229006265
near_vs_far_pre,source_penalized_echem_context,124,85,source_balanced_cycle82_rank63_obj1_9_c2_x10_010723,source_balanced_cycle40_rank43_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,82.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.6829857057304192
near_vs_far_pre,source_penalized_echem_context,125,82,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,82.0,38.0,near_pre_event_1_8,far_pre_event_17_32,2.036167329015667
near_vs_far_pre,source_penalized_echem_context,126,87,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,84.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.584411999534296
near_vs_far_pre,source_penalized_echem_context,127,80,source_balanced_cycle84_rank64_obj2_9_c2_x10_010723,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,84.0,36.0,near_pre_event_1_8,far_pre_event_17_32,2.0055258427789164
near_vs_far_pre,source_class_penalized_echem_context,20,87,source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,108.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.1475888965797236
near_vs_far_pre,source_class_penalized_echem_context,21,87,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,108.0,42.0,near_pre_event_1_8,far_pre_event_17_32,1.2099609087425114
near_vs_far_pre,source_class_penalized_echem_context,22,83,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,110.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.149985009153429
near_vs_far_pre,source_class_penalized_echem_context,23,83,source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,12_c2_x10_070723,5_c2_x10_260623,standard,standard,False,True,110.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.3067326096146297
near_vs_far_pre,source_class_penalized_echem_context,24,40,source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,12_c2_x10_070723,16_c2_x10_HighHighCOV_130723,standard,HighHighCOV,False,False,112.0,138.0,near_pre_event_1_8,far_pre_event_17_32,2.7239609131245563
near_vs_far_pre,source_class_penalized_echem_context,25,41,source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,12_c2_x10_070723,16_c2_x10_HighHighCOV_130723,standard,HighHighCOV,False,False,112.0,138.0,near_pre_event_1_8,far_pre_event_17_32,2.795853264776644
near_vs_far_pre,source_class_penalized_echem_context,26,38,source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,12_c2_x10_070723,15_c2_x5_HighCOV_120723,standard,HighCOV,False,False,114.0,134.0,near_pre_event_1_8,far_pre_event_17_32,1.4292526623016375
near_vs_far_pre,source_class_penalized_echem_context,27,38,source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,12_c2_x10_070723,15_c2_x5_HighCOV_120723,standard,HighCOV,False,False,114.0,134.0,near_pre_event_1_8,far_pre_event_17_32,1.521795859207044
near_vs_far_pre,source_class_penalized_echem_context,52,82,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,150.0,38.0,near_pre_event_1_8,far_pre_event_17_32,6.021286325538974
near_vs_far_pre,source_class_penalized_echem_context,53,84,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,150.0,40.0,near_pre_event_1_8,far_pre_event_17_32,5.8866161919661195
near_vs_far_pre,source_class_penalized_echem_context,54,84,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,151.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.1902166264626044
near_vs_far_pre,source_class_penalized_echem_context,55,82,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,151.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.3847053491734571
near_vs_far_pre,source_class_penalized_echem_context,56,84,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,152.0,40.0,near_pre_event_1_8,far_pre_event_17_32,1.2246679752830467
near_vs_far_pre,source_class_penalized_echem_context,57,82,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,152.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.432679420172329
near_vs_far_pre,source_class_penalized_echem_context,58,78,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,17_c2_x10_HighHighCOV_150723,4_c2_x10_240623,HighHighCOV,standard,False,False,154.0,34.0,near_pre_event_1_8,far_pre_event_17_32,1.239035421985841
near_vs_far_pre,source_class_penalized_echem_context,59,82,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,17_c2_x10_HighHighCOV_150723,5_c2_x10_260623,HighHighCOV,standard,False,False,154.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.5613879651876292
near_vs_far_pre,source_class_penalized_echem_context,96,81,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,52.0,36.0,near_pre_event_1_8,far_pre_event_17_32,0.6331341324954587
near_vs_far_pre,source_class_penalized_echem_context,97,75,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,6_c2_x10_270623_2,4_c2_x10_240623,standard,standard,False,True,52.0,30.0,near_pre_event_1_8,far_pre_event_17_32,0.8113657865385098
near_vs_far_pre,source_class_penalized_echem_context,98,87,source_balanced_cycle54_rank50_obj1_6_c2_x10_270623_2,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,54.0,42.0,near_pre_event_1_8,far_pre_event_17_32,0.8716228701991344
near_vs_far_pre,source_class_penalized_echem_context,99,80,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,6_c2_x10_270623_2,5_c2_x10_260623,standard,standard,False,True,54.0,36.0,near_pre_event_1_8,far_pre_event_17_32,0.7713137911839937
near_vs_far_pre,source_class_penalized_echem_context,100,75,source_balanced_cycle56_rank51_obj1_7_c2_x10_290623,source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,7_c2_x10_290623,4_c2_x10_240623,standard,standard,False,True,56.0,30.0,near_pre_event_1_8,far_pre_event_17_32,0.9739718560062793
near_vs_far_pre,source_class_penalized_echem_context,101,81,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,56.0,36.0,near_pre_event_1_8,far_pre_event_17_32,0.5638124401777802
near_vs_far_pre,source_class_penalized_echem_context,102,84,source_balanced_cycle58_rank52_obj1_7_c2_x10_290623,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,58.0,40.0,near_pre_event_1_8,far_pre_event_17_32,0.4138787778094935
near_vs_far_pre,source_class_penalized_echem_context,103,85,source_balanced_cycle58_rank52_obj2_7_c2_x10_290623,source_balanced_cycle40_rank43_obj2_5_c2_x10_260623,7_c2_x10_290623,5_c2_x10_260623,standard,standard,False,True,58.0,40.0,near_pre_event_1_8,far_pre_event_17_32,0.38783210033330123
near_vs_far_pre,source_class_penalized_echem_context,120,87,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,78.0,42.0,near_pre_event_1_8,far_pre_event_17_32,0.8469965409082643
near_vs_far_pre,source_class_penalized_echem_context,121,80,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,78.0,36.0,near_pre_event_1_8,far_pre_event_17_32,0.9709894557416536
near_vs_far_pre,source_class_penalized_echem_context,122,87,source_balanced_cycle80_rank62_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,80.0,42.0,near_pre_event_1_8,far_pre_event_17_32,0.7960932595423047
near_vs_far_pre,source_class_penalized_echem_context,123,82,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,80.0,38.0,near_pre_event_1_8,far_pre_event_17_32,0.9391452229006265
near_vs_far_pre,source_class_penalized_echem_context,124,85,source_balanced_cycle82_rank63_obj1_9_c2_x10_010723,source_balanced_cycle40_rank43_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,82.0,40.0,near_pre_event_1_8,far_pre_event_17_32,0.9329857057304192
near_vs_far_pre,source_class_penalized_echem_context,125,82,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,82.0,38.0,near_pre_event_1_8,far_pre_event_17_32,1.2861673290156668
near_vs_far_pre,source_class_penalized_echem_context,126,87,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,84.0,42.0,near_pre_event_1_8,far_pre_event_17_32,0.834411999534296
near_vs_far_pre,source_class_penalized_echem_context,127,80,source_balanced_cycle84_rank64_obj2_9_c2_x10_010723,source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,9_c2_x10_010723,5_c2_x10_260623,standard,standard,False,True,84.0,36.0,near_pre_event_1_8,far_pre_event_17_32,1.2555258427789164
near_vs_mid_pre,same_source,20,18,source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,108.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,0.5776459191513744
near_vs_mid_pre,same_source,21,19,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,108.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,0.5781855342743182
near_vs_mid_pre,same_source,22,18,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,110.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,1.7470305068893377
near_vs_mid_pre,same_source,23,18,source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,110.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,1.878276251849558
near_vs_mid_pre,same_source,24,18,source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,112.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,4.30851083229571
near_vs_mid_pre,same_source,25,18,source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,112.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,4.49304382971142
near_vs_mid_pre,same_source,26,18,source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,114.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,4.2131057379982035
near_vs_mid_pre,same_source,27,19,source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,12_c2_x10_070723,12_c2_x10_070723,standard,standard,True,True,114.0,106.0,near_pre_event_1_8,mid_pre_event_9_16,4.212654779106715
near_vs_mid_pre,same_source,52,51,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,150.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,6.018788431810851
near_vs_mid_pre,same_source,53,50,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,150.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,6.021386870311417
near_vs_mid_pre,same_source,54,50,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,151.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.923454424398688
near_vs_mid_pre,same_source,55,51,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,151.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.922272991845347
near_vs_mid_pre,same_source,56,50,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,152.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.935172148320439
near_vs_mid_pre,same_source,57,51,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,152.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.935721627209144
near_vs_mid_pre,same_source,58,50,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,154.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.9552398633145955
near_vs_mid_pre,same_source,59,51,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,HighHighCOV,HighHighCOV,True,True,154.0,146.0,near_pre_event_1_8,mid_pre_event_9_16,4.968418822397008
near_vs_mid_pre,same_source,96,94,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj1_6_c2_x10_270623_2,6_c2_x10_270623_2,6_c2_x10_270623_2,standard,standard,True,True,52.0,50.0,near_pre_event_1_8,mid_pre_event_9_16,0.25864584708470695
near_vs_mid_pre,same_source,97,95,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,6_c2_x10_270623_2,6_c2_x10_270623_2,standard,standard,True,True,52.0,50.0,near_pre_event_1_8,mid_pre_event_9_16,0.21977751187328418
near_vs_mid_pre,same_source,98,95,source_balanced_cycle54_rank50_obj1_6_c2_x10_270623_2,source_balanced_cycle50_rank48_obj2_6_c2_x10_270623_2,6_c2_x10_270623_2,6_c2_x10_270623_2,standard,standard,True,True,54.0,50.0,near_pre_event_1_8,mid_pre_event_9_16,0.5098257931714676
