source_stem,n_rows,n_roi,n_cycles,h5_dt_median_s,h5_dt_min_s,h5_dt_max_s,h5_dt_max_to_median_ratio,roi_elapsed_to_h5_median_ratio,frame_span_in_movie_fraction,positive_D_fraction,median_abs_D_um2_per_s
11_c2_x10_050723,21,3,1,10.038897380232813,8.766361452639103,11.287868365645409,1.1244131639269364,1.0023161799909528,1.0,0.42857142857142855,1.5935613869239408e-06
12_c2_x10_070723,42,6,2,10.06245882064104,8.813488401472569,11.499952841550112,1.1428571332843969,0.99978478251287,1.0,0.38095238095238093,3.1750648217893353e-06
14_c2_x10_HighCOV_110723,21,3,1,10.062458008527756,8.412876304239035,11.924132607877254,1.1850119123748653,1.0006343138431424,1.0,0.5238095238095238,1.0154562467963085e-06
15_c2_x5_HighCOV_120723,21,3,1,10.03889363631606,8.766356565058231,138.06245963275433,13.752756492339794,1.0092960944415108,1.0,0.7619047619047619,1.1573848445773059e-06
16_c2_x10_HighHighCOV_130723,63,9,3,10.038894532248378,8.719227008521557,137.8975005298853,13.736323266163534,1.0015507378207287,1.0,0.8412698412698413,7.62871524136357e-06
17_c2_x10_HighHighCOV_150723,210,30,10,10.038893964141607,8.719225376844406,138.109590575099,13.75745087739935,1.001504784429804,1.0,0.4142857142857143,2.543091944518447e-06
18_c2_xN_HighHighCOV_170723,21,3,1,10.062458090484142,8.67209492623806,11.6413444429636,1.156908614006808,1.0010290195286167,1.0,0.6666666666666666,2.7297597852568867e-06
5_c2_x10_260623,42,6,2,10.03889363631606,8.907752603292465,138.3688085116446,13.783272691633115,1.0016864879291436,1.0,0.5952380952380952,2.373356537103344e-06
9_c2_x10_010723,63,9,3,10.038895670324564,8.624965902417898,11.405692629516125,1.1361501308587034,1.0019366073960005,1.0,0.6349206349206349,1.1577714476408514e-06
