embedding_row_id,roi_id,cycleNo,source_stem,future_any_drop_within_8cycles,future_any_drop_within_16cycles,signed_optical_loss_axis,front_contraction_axis,rollout_difficulty_axis,echem_degraded_state_axis,combined_loss_mechanism_axis,signed_optical_loss_axis__raw,signed_optical_loss_axis__within_source_rank,signed_optical_loss_axis__within_source_centered_z,signed_optical_loss_axis__source_residual,signed_optical_loss_axis__source_mean_only,front_contraction_axis__raw,front_contraction_axis__within_source_rank,front_contraction_axis__within_source_centered_z,front_contraction_axis__source_residual,front_contraction_axis__source_mean_only,rollout_difficulty_axis__raw,rollout_difficulty_axis__within_source_rank,rollout_difficulty_axis__within_source_centered_z,rollout_difficulty_axis__source_residual,rollout_difficulty_axis__source_mean_only,echem_degraded_state_axis__raw,echem_degraded_state_axis__within_source_rank,echem_degraded_state_axis__within_source_centered_z,echem_degraded_state_axis__source_residual,echem_degraded_state_axis__source_mean_only,combined_loss_mechanism_axis__raw,combined_loss_mechanism_axis__within_source_rank,combined_loss_mechanism_axis__within_source_centered_z,combined_loss_mechanism_axis__source_residual,combined_loss_mechanism_axis__source_mean_only
selected_event_control::cycle116_rank8_obj20,cycle116_rank8_obj20,116.0,13_c2_x6_100723,,,1.142618718216584,,,-1.425606545549544,-0.1414939136664799,1.142618718216584,1.0,1.7236198357225587,0.3601398291737696,0.46501320074772196,,,0.0,,,,,0.0,,,-1.425606545549544,0.39285714285714285,-0.6324555320336759,-0.43268177633733007,-1.3025656033052404,-0.1414939136664799,0.9285714285714286,1.4777165144375535,0.18278138109120426,-0.4187762012787592
selected_event_control::cycle118_rank4_obj1,cycle118_rank4_obj1,118.0,13_c2_x6_100723,,,-0.526165535718205,,,-0.9949632476944816,-0.7605643917063434,-0.526165535718205,0.07142857142857142,-2.5212535714005626,-1.3086444247610194,0.46501320074772196,,,0.0,,,,,0.0,,,-0.9949632476944816,0.8928571428571429,1.5811388300841895,-0.0020384784822677915,-1.3025656033052404,-0.7605643917063434,0.07142857142857142,-1.8214868962015944,-0.43628909694865925,-0.4187762012787592
selected_event_control::cycle118_rank1_obj7,cycle118_rank1_obj7,118.0,13_c2_x6_100723,,,0.7711782255559847,,,-0.9949632476944816,-0.1118925110692485,0.7711782255559847,0.7857142857142857,0.7787895702727375,-0.011300663486829676,0.46501320074772196,,,0.0,,,,,0.0,,,-0.9949632476944816,0.8928571428571429,1.5811388300841895,-0.0020384784822677915,-1.3025656033052404,-0.1118925110692485,1.0,1.635470844312414,0.21238278368843563,-0.4187762012787592
selected_event_control::cycle118_rank2_obj2,cycle118_rank2_obj2,118.0,13_c2_x6_100723,,,0.2758196631310814,,,-0.9949632476944816,-0.3595717922817001,0.2758196631310814,0.35714285714285715,-0.4812501165053587,-0.506659225911733,0.46501320074772196,,,0.0,,,,,0.0,,,-0.9949632476944816,0.8928571428571429,1.5811388300841895,-0.0020384784822677915,-1.3025656033052404,-0.3595717922817001,0.6428571428571429,0.3155172068718721,-0.03529649752401595,-0.4187762012787592
selected_event_control::cycle118_rank3_obj9,cycle118_rank3_obj9,118.0,13_c2_x6_100723,,,0.501130948459495,,,-0.9949632476944816,-0.2469161496174933,0.501130948459495,0.5,0.0918724313375973,-0.28134794058331936,0.46501320074772196,,,0.0,,,,,0.0,,,-0.9949632476944816,0.8928571428571429,1.5811388300841895,-0.0020384784822677915,-1.3025656033052404,-0.2469161496174933,0.8571428571428571,0.9158913059281079,0.07735914514019085,-0.4187762012787592
selected_event_control::cycle156_rank1_obj1,cycle156_rank1_obj1,156.0,18_c2_xN_HighHighCOV_170723,,,-4.503904203489143,,,-0.610469647741969,-2.557186925615556,-4.503904203489143,0.19047619047619047,-0.7380185019118872,-2.2901335372726024,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.557186925615556,0.19047619047619047,-0.9326563663473753,-1.5482536314351791,-1.103434200701452
selected_event_control::cycle156_rank6_obj3,cycle156_rank6_obj3,156.0,18_c2_xN_HighHighCOV_170723,,,-4.155365024987519,,,-0.610469647741969,-2.382917336364744,-4.155365024987519,0.40476190476190477,-0.6076223166094822,-1.9415943587709785,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.382917336364744,0.40476190476190477,-0.8208535548443975,-1.3739840421843672,-1.103434200701452
selected_event_control::cycle156_rank8_obj10,cycle156_rank8_obj10,156.0,18_c2_xN_HighHighCOV_170723,,,-4.30293732882835,,,-0.610469647741969,-2.4567034882851595,-4.30293732882835,0.3333333333333333,-0.6628323666241096,-2.0891666626118095,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.4567034882851595,0.3333333333333333,-0.8681911268795015,-1.4477701941047827,-1.103434200701452
selected_event_control::cycle156_rank2_obj2,cycle156_rank2_obj2,156.0,18_c2_xN_HighHighCOV_170723,,,-4.631335899535374,,,-0.610469647741969,-2.6209027736386714,-4.631335899535374,0.11904761904761904,-0.7856935068352339,-2.4175652333188333,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.6209027736386714,0.11904761904761904,-0.9735333258725872,-1.6119694794582946,-1.103434200701452
selected_event_control::cycle156_rank5_obj4,cycle156_rank5_obj4,156.0,18_c2_xN_HighHighCOV_170723,,,-4.485332178856114,,,-0.610469647741969,-2.547900913299041,-4.485332178856114,0.23809523809523808,-0.7310702983386178,-2.2715615126395727,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.547900913299041,0.23809523809523808,-0.9266989168055425,-1.5389676191186643,-1.103434200701452
selected_event_control::cycle156_rank7_obj27,cycle156_rank7_obj27,156.0,18_c2_xN_HighHighCOV_170723,,,-3.602031628910858,,,-0.610469647741969,-2.106250638326413,-3.602031628910858,0.47619047619047616,-0.4006081027153465,-1.388260962694317,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,-0.610469647741969,0.2619047619047619,-1.046668250947759,-0.9346490443794842,0.014538562544488645,-2.106250638326413,0.47619047619047616,-0.643357786231477,-1.097317344146036,-1.103434200701452
selected_event_control::cycle157_rank1_obj1,cycle157_rank1_obj1,157.0,18_c2_xN_HighHighCOV_170723,,,2.6936964917068984,,,0.5130296391423969,1.6033630654246476,2.6936964917068984,0.9047619047619048,1.954762487640856,4.907467157923439,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,0.5130296391423969,0.5952380952380952,0.834796686937383,0.18885024250488164,0.014538562544488645,1.6033630654246476,0.9047619047619048,1.736548217175889,2.6122963596050246,-1.103434200701452
selected_event_control::cycle157_rank4_obj8,cycle157_rank4_obj8,157.0,18_c2_xN_HighHighCOV_170723,,,2.646576253533229,,,0.5130296391423969,1.579802946337813,2.646576253533229,0.8571428571428571,1.9371337684397556,4.8603469197497695,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,0.5130296391423969,0.5952380952380952,0.834796686937383,0.18885024250488164,0.014538562544488645,1.579802946337813,0.8571428571428571,1.7214332016153597,2.5887362405181897,-1.103434200701452
selected_event_control::cycle157_rank2_obj2,cycle157_rank2_obj2,157.0,18_c2_xN_HighHighCOV_170723,,,2.9232115799083287,,,0.5130296391423969,1.7181206095253627,2.9232115799083287,0.9523809523809523,2.0406291385564637,5.1369822461248695,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,0.5130296391423969,0.5952380952380952,0.834796686937383,0.18885024250488164,0.014538562544488645,1.7181206095253627,0.9523809523809523,1.8101710226624586,2.7270539037057393,-1.103434200701452
selected_event_control::cycle157_rank6_obj3,cycle157_rank6_obj3,157.0,18_c2_xN_HighHighCOV_170723,,,2.9463638673731527,,,0.5130296391423969,1.7296967532577747,2.9463638673731527,1.0,2.04929091936233,5.1601345335896935,-2.531236354511633,,,0.0,,-0.2387480052832846,,,0.0,,-0.24336621791271332,0.5130296391423969,0.5952380952380952,0.834796686937383,0.18885024250488164,0.014538562544488645,1.7296967532577747,1.0,1.8175977080710273,2.7386300474381517,-1.103434200701452
selected_event_control::cycle158_rank6_obj3,cycle158_rank6_obj3,158.0,18_c2_xN_HighHighCOV_170723,,,-2.5006823717768936,-0.2387480052832846,-0.2433662179127133,0.622555390612052,-0.5900603010902099,-2.5006823717768936,0.8095238095238095,0.011430918072204713,-0.2869117055603528,-2.531236354511633,-0.2387480052832846,0.5714285714285714,0.0,0.06278550363699299,-0.2387480052832846,-0.2433662179127133,0.5714285714285714,0.0,0.8303892590265747,-0.24336621791271332,0.622555390612052,0.8571428571428571,1.0182136802468655,0.29837599397453685,0.014538562544488645,-0.5900603010902099,0.8095238095238095,0.329355486379084,0.418872993090167,-1.103434200701452
selected_event_control::cycle158_rank1_obj2,cycle158_rank1_obj2,158.0,18_c2_xN_HighHighCOV_170723,,,-3.11216837426362,-0.2387480052832846,-0.2433662179127133,0.622555390612052,-0.7429318017118915,-3.11216837426362,0.5952380952380952,-0.21733946703305157,-0.8983977080470793,-2.531236354511633,-0.2387480052832846,0.5714285714285714,0.0,0.06278550363699299,-0.2387480052832846,-0.2433662179127133,0.5714285714285714,0.0,0.8303892590265747,-0.24336621791271332,0.622555390612052,0.8571428571428571,1.0182136802468655,0.29837599397453685,0.014538562544488645,-0.7429318017118915,0.5952380952380952,0.23128063785468153,0.26600149246848537,-1.103434200701452
