roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,capacity_fraction_of_first,coulombic_inefficiency_pct,echem_regime_pc1,echem_regime_pc2,shape_V_mean,shape_I_abs_mean_mA,all_dq_abs_entropy,front_radius_q60_slope_px_per_norm_time_source_echem_context_residual,front_radius_q70_slope_px_per_norm_time_source_echem_context_residual,front_radius_q80_slope_px_per_norm_time_source_echem_context_residual,masked_minus_background_mean_slope_source_echem_context_residual,masked_minus_background_mean_median_source_echem_context_residual,mask_area_fraction_slope_source_echem_context_residual,mask_centroid_path_px_source_echem_context_residual,front_gradient_peak_radius_slope_px_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,front_radius_slope_r2_source_echem_context_residual,front_radius2_slope_r2_source_echem_context_residual,front_radius_monotonic_fraction_source_echem_context_residual,front_gradient_strength_median_source_echem_context_residual,front_gradient_coherence_source_echem_context_residual,phase_fraction_slope_per_norm_time_source_echem_context_residual,phase_fraction_slope_r2_source_echem_context_residual,kymograph_temporal_energy_source_echem_context_residual,radial_profile_last_minus_first_l1_source_echem_context_residual,consensus_review_rank,consensus_review_score,matched_positive_support_count,visual_sanity_score,visual_sanity_flag,visual_review_score,visual_front_plausibility_score,visual_qc_tier,visual_mode_name,visual_mode_cluster,kinetics_status,stable_particle_mask_fraction,frame_mask_fraction_median,frame_mask_fraction_iqr,particle_centroid_path_px,particle_centroid_max_step_px,masked_mean_delta,masked_mean_total_variation,masked_minus_bg_delta,masked_minus_bg_slope,masked_minus_bg_slope_r2,q55_phase_fraction_first,q55_phase_fraction_last,q55_phase_fraction_delta,q55_phase_fraction_slope,q55_phase_fraction_slope_r2,q55_phase_fraction_total_variation,q55_phase_variation_to_net,q55_max_abs_rate,q55_signed_rate_at_max_abs,q55_time_of_max_abs_rate_frac,q55_positive_rate_fraction,q55_negative_rate_fraction,q55_logistic_amp,q55_logistic_k,q55_logistic_t0,q55_logistic_r2,q55_avrami_n,q55_avrami_logk,q55_avrami_r2,q55_avrami_direction,q65_phase_fraction_first,q65_phase_fraction_last,q65_phase_fraction_delta,q65_phase_fraction_slope,q65_phase_fraction_slope_r2,q65_phase_fraction_total_variation,q65_phase_variation_to_net,q65_max_abs_rate,q65_signed_rate_at_max_abs,q65_time_of_max_abs_rate_frac,q65_positive_rate_fraction,q65_negative_rate_fraction,q65_logistic_amp,q65_logistic_k,q65_logistic_t0,q65_logistic_r2,q65_avrami_n,q65_avrami_logk,q65_avrami_r2,q65_avrami_direction,q75_phase_fraction_first,q75_phase_fraction_last,q75_phase_fraction_delta,q75_phase_fraction_slope,q75_phase_fraction_slope_r2,q75_phase_fraction_total_variation,q75_phase_variation_to_net,q75_max_abs_rate,q75_signed_rate_at_max_abs,q75_time_of_max_abs_rate_frac,q75_positive_rate_fraction,q75_negative_rate_fraction,q75_logistic_amp,q75_logistic_k,q75_logistic_t0,q75_logistic_r2,q75_avrami_n,q75_avrami_logk,q75_avrami_r2,q75_avrami_direction
source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,106.0,12_c2_x10_070723,1,10,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,10.0,20.0,1.0,0.0,False,23.87471907906338,source_balanced_pre_event_candidate,1664.225352112676,223.2112676056338,71.0,10313.61328125,22.96823501586914,1568,127,1760,319,192,96,96,904,1807,8251.080078125,8235.2099609375,-15.8701171875,0.078857809305191,0.0780631303787231,-0.0007946789264678,0.2121320343559321,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj2_12_c2_x10_070723.npz,,0.9393028944169742,1.5091545816132736,-1.0822364545777974,-2.57125460168132,3.819906377444828,0.500889,2.7267530350118685,,-0.2371116893753103,,-0.0013547770831334,0.0023413495924808,0.010207538803486,0.4118072677347273,-2.435397229336132,-0.6822918806863048,-0.2529437324033572,-2.3859703201067983,-0.1326136124367365,-0.1174932730763841,-0.034774962176365,-0.0015126449354866,0.0578993194299971,0.0025621812120983,-0.0109791832027111,1.1976087126580756e-05,0.0099242036379195,82,0.2929709551034342,0.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,25.968927490551877,0.6520913281840105,-0.002050517909026689,0.08166590478978575,-0.0048875273048413215,0.0045542972525655905,0.021973081906129566,0.4484629294755877,0.40867992766726946,-0.035877034358046955,-0.05382944016703649,0.1910925879554064,0.2871609403254976,8.004032258064539,1.185352622061476,-1.185352622061476,0.5684210526315789,0.4895833333333333,0.5104166666666666,-0.09713177389003477,13.388578465921572,0.8255651782324704,0.6030607335878333,0.04291623433745461,-0.851858140969576,0.0014961991449223833,decay,0.34972875226039785,0.32585895117540686,-0.017215189873417636,-0.029411644078223723,0.07505481107668488,0.2602531645569618,15.117647058823591,1.0788426763110266,-1.0788426763110266,0.5684210526315789,0.5208333333333334,0.4791666666666667,-0.07876270165147466,14.40887580504093,0.8506259866474878,0.4581628927257644,-0.13265142745352176,-1.0198548301416956,0.011969464449366418,decay,0.2513562386980108,0.2430379746835443,-0.0036166365280289325,-0.004139091366678321,0.002423364625008251,0.22003616636528014,60.83999999999997,1.0204339963833675,-1.0204339963833675,0.5473684210526316,0.5416666666666666,0.4479166666666667,-0.0517583027107343,18.794051081781248,0.8791867110329012,0.28746071692034414,-0.19196570955827708,-0.7803720847179477,0.021417595030924663,decay
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.272265275644223,source_balanced_pre_event_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.0744398459792137,0.074378527700901,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,,0.942879244635122,1.4097275987098357,-0.6634367127347924,-2.794475083089374,3.817930742964444,0.500889,2.733887846106501,-0.3328369692281603,-0.1613024360364876,,0.0016448859271019,0.0003211208162964,-0.0101780379482748,-0.2960181207356287,2.497726643599178,-0.3616355344646118,,,,,0.0179318042077856,0.008946779918967,0.0528849991779143,0.0059551397299625,0.0463201496724947,-6.945286415904869e-05,-0.0056200410102781,35,0.4918555920871444,48.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,24.227864556415053,0.6826543955017059,-0.00031901568066577957,0.052790990800091364,-0.0005209449019044909,0.004969677743632576,0.05854110037416338,0.44629294755877036,0.45135623869801084,0.00679927667269431,0.005111947950262193,0.0025288968572381165,0.2980108499095834,43.82978723404299,1.0135623869801194,1.0135623869801194,0.4842105263157895,0.5208333333333334,0.4791666666666667,0.06264798467867562,22.000551593878562,0.13429674601881925,0.3460038582794025,0.34709285570346915,-0.2934926373866244,0.0954222719779595,growth,0.34864376130198915,0.34647377938517177,0.00376130198915009,0.004259661452993271,0.0019998575630767457,0.24896925858951152,66.19230769230764,0.8177215189873479,0.8177215189873479,0.4842105263157895,0.5,0.5,0.053884940312828936,24.23130602476314,0.15263850418940997,0.34780311084119286,0.3601826435504815,-0.32253259992536976,0.09429408397923278,growth,0.247377938517179,0.25786618444846293,0.012585895117540685,0.006503653921440643,0.0057536870099828,0.2181555153707054,17.33333333333335,0.7867992766726974,-0.7867992766726974,0.6210526315789473,0.5520833333333334,0.4479166666666667,0.04914191140156089,22.53834622876535,0.15626425752469494,0.35626187705248613,0.3369644589735287,-0.2780173042309435,0.09666527406038594,growth
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.55256855416359,source_balanced_pre_event_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.0769208893179893,0.0768555477261543,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,,0.942879244635122,1.4097275987098357,-0.6634367127347924,-2.794475083089374,3.817930742964444,0.500889,2.733887846106501,,0.4269320155140785,0.1433400564932709,0.0050957933943692,-2.1648900144777272e-08,-0.008641940665277,1.0129527828957334,-1.4754143413730612,-0.0386273188327578,-0.5107013704937886,-4.820551092684923,-0.0467978902673481,-0.0317430453921129,0.0124527515128393,0.0108743322803675,0.0594038491390513,0.0033481626150665,-0.0205936587165365,-1.4624178611507838e-05,-0.0034637838304537,25,0.5528912993620559,37.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,25.22497456141867,0.8600471165827887,-0.0004916849258148615,0.08398740974727972,-0.0007776911747382487,0.008486766755284958,0.0610658438393763,0.4430379746835443,0.447377938517179,0.009692585895117511,0.003417488488282977,0.0006451546100433303,0.3675949367088614,37.92537313432854,1.1681735985533486,1.1681735985533486,0.4842105263157895,0.5,0.5,0.08338714387769951,22.04911113050901,0.13077698123103393,0.3400559329655327,0.28077932451255827,-0.27788837093349944,0.07072171924765791,growth,0.3435804701627486,0.35443037974683544,0.016202531645569618,0.0065420573814805455,0.002779950045217916,0.3182640144665463,19.642857142857157,1.1681735985533486,-1.1681735985533486,0.6210526315789473,0.5625,0.4375,0.07385626046055474,22.260405907554734,0.14377245125353613,0.3495277679346869,0.3274959841308274,-0.2728479261480593,0.11164861344890398,growth,0.24701627486437613,0.2571428571428571,0.014972875226039795,0.006462314274528793,0.0040231685681327845,0.2331283905967449,15.570048309178723,0.8520795660036207,-0.8520795660036207,0.6105263157894737,0.59375,0.40625,0.05921377901598147,22.271175400536862,0.15133414872864207,0.35233458813787955,0.4023517652407248,-0.1926188835957985,0.14023955783990527,growth
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.03471399548354,source_balanced_pre_event_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.0756309404969215,0.0757838860154151,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,,0.9468630347525104,0.9915593813202436,0.7984054952655293,-3.062658698063421,3.836861087936663,0.5008889999999999,2.7248070071868886,-0.1523083036157799,-0.0372372277002881,-0.1397989797038977,-0.0015714570729159,0.0022234713185441,0.0022395088894672,-2.458745094071551,-0.1998108032375985,-0.1118614935730659,-0.023499744123282,-0.4170885674494309,-0.1312471414931278,-0.115052062566948,0.0091117085507048,-0.016261081830961,0.0649564008859873,-0.002017172819835,0.0081844217645029,-7.111687314882835e-05,-0.0045870061830633,13,0.6464941126575097,45.0,0.590322939806,uncertain_auto,0.4123973298819992,0.2,routine_or_low_front_plausibility,low front-plausibility context,1.0,ok,0.3000217013888889,0.3000217013888889,0.0,24.806713776794773,0.6558270506762304,0.0014030921173570077,0.053644810419800265,0.0012841841733410714,0.005355166928090827,0.061326784035918736,0.43978300180831825,0.43291139240506327,-0.002169981916817443,0.011465996159654195,0.011332188747118166,0.32867992766726933,151.46666666666084,1.4155515370705167,1.4155515370705167,0.3684210526315789,0.4479166666666667,0.5520833333333334,-0.0445337772335576,-20.430150386736763,0.245177379758131,0.2780754155118713,-0.31410816140730274,-0.49753816026742703,0.11074649107659862,decay,0.3468354430379747,0.3435804701627486,0.0,0.012591581066721183,0.016478789733182286,0.2874502712477395,287450271.24773943,1.1028933092224236,1.1028933092224236,0.37894736842105264,0.4270833333333333,0.5729166666666666,0.04510869636397364,18.559071992828095,0.22370002332546485,0.3059207821754325,0.4721991252553219,-0.38454920728607944,0.15007802677645843,growth,0.24448462929475587,0.22820976491862568,-0.009764918625678104,0.008948565462985595,0.011608951106562015,0.2043399638336348,20.92592592592597,0.7283905967450313,0.7283905967450313,0.3894736842105263,0.46875,0.53125,-0.04374606261234654,-17.949428137256707,0.18204558034707982,0.32244041970106585,-0.3258847381302713,-0.8174766429508836,0.11587410895177075,decay
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.988204537386228,source_balanced_pre_event_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.0902780815958976,0.0898862034082412,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,,0.9468630347525104,0.9915593813202436,0.7984054952655293,-3.062658698063421,3.836861087936663,0.5008889999999999,2.7248070071868886,-0.1439180518806426,,,-0.0005658401520044,-0.0070029091516985,0.0016406735291873,2.124822824523708,0.199065036842555,,,,,,0.0194989056885378,0.0145339051110329,0.0193642749808278,0.0034861241269343,-0.0027013255682689,2.850309587914947e-05,-0.0020845417667164,64,0.385776828847481,35.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,38.942736293724295,1.6799349861734871,0.0034265538236331605,0.05104841052408032,0.004461664604486798,0.004892059186026381,0.08351685855048863,0.4325497287522604,0.4332730560578662,0.0005786618444846847,0.010495889338379761,0.006638994182236235,0.3762748643761303,650.2499999999378,1.611392405063281,1.611392405063281,0.3684210526315789,0.4166666666666667,0.5833333333333334,0.06078494234084422,18.282976659460285,0.19656338883732957,0.2821659754876338,0.3991640702124843,-0.3345663420903095,0.16718112719806266,growth,0.33960216998191683,0.3334538878842676,-0.0026763110307413407,0.012160753900934185,0.010434146942771672,0.289837251356239,108.29729729730023,1.1028933092224236,1.1028933092224236,0.3894736842105263,0.4479166666666667,0.5520833333333334,-0.052104799437805424,-23.55043742883244,0.23576582007998154,0.3147831895444799,-0.33575038698134463,-0.6010335001502592,0.10630016208142479,decay,0.2423146473779385,0.23652802893309222,-0.004556962025316497,0.012320566357823236,0.014166230690521031,0.23211573236889685,50.93650793650746,0.7283905967450277,0.7283905967450277,0.3894736842105263,0.4791666666666667,0.5208333333333334,-0.051071836076523706,-21.46247514754763,0.2089370660898744,0.3480331123744824,-0.3725135796619209,-0.7526855209769322,0.1568238917083521,decay
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,24.199332988208194,source_balanced_pre_event_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.0892989188432693,0.0890530347824096,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,,1.2560425814094447,0.7444948156563811,2.0754063156920184,-2.5357511566041326,3.914310885314398,0.500889,2.801384367418952,0.6014428297890421,,,-7.434569626495668e-06,-0.0025447857374727,0.0019259371869724,2.260893117822235,-1.35304166110503,,,,,,0.0277526574799235,0.0224978554660515,-0.0688962365927912,0.0118769819376156,-0.0195886938088732,0.0001140320991621,-0.0093848623705785,67,0.3775865539452495,23.0,,,,,,,,ok,0.3001302083333333,0.3000217013888889,0.0,30.923880720266713,1.0266851439251024,-0.0032690358447554357,0.055424145045111395,-0.006941187814257357,0.002875820808906261,0.019409818272535406,0.4417932031814895,0.3882863340563991,-0.05531453362255967,-0.020586410090122347,0.018556790052609573,0.47888647866955913,8.657516339869282,2.174078091106292,2.174078091106292,0.25263157894736843,0.3229166666666667,0.6770833333333334,-0.051971139071804534,-162.12146357103032,0.23224321780223978,0.241414676744223,-0.14229226673943565,-0.7071674189516015,0.02000538922094497,decay,0.3423716558206797,0.31670281995661603,-0.024656543745480874,-0.008021324850355126,0.004531585599215515,0.3430947216196676,13.914956011730194,1.3944323933477953,1.3944323933477953,0.25263157894736843,0.3854166666666667,0.6145833333333334,-0.04517569580996581,-120.5394107363412,0.23232117081678244,0.28991928219545005,-0.20901703967472673,-0.6690791053472525,0.04628014616067233,decay,0.24005784526391902,0.23499638467100506,-0.006724511930585653,0.0011912881752652663,0.0001839537581479478,0.2668835864063631,39.68817204301095,0.8002530730296495,0.8002530730296495,0.5894736842105263,0.4479166666666667,0.5520833333333334,-0.03812765712232962,-42.165644565416095,0.21027884038991526,0.3196423987687521,-0.3104724476414792,-0.8863629511403915,0.0945598767143252,decay
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,23.08806596464201,source_balanced_pre_event_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.073902353644371,0.0733919516205787,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,,1.2560425814094447,0.7444948156563811,2.0754063156920184,-2.5357511566041326,3.914310885314398,0.500889,2.801384367418952,0.914173469659552,0.3294628140495115,0.0949142665725357,-0.0015822613130398,-0.0012795099978997,-0.0062149334758851,-0.8819485813944556,11.756007043931174,-0.1363899085947548,-3.707878339016286,-36.36419586946928,0.1671881731083673,0.1598086406246009,-0.0315357415956185,-0.0261918080267923,0.140374476922425,-0.0257068202033396,0.0218450900046772,-7.120104342402478e-05,0.0066511206254738,29,0.5209171731762109,35.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,23.740141731185524,1.0991648630240651,-0.0014879785707156423,0.09297110240709977,-0.0027097028504463883,0.0015829428095061604,0.0019469362539973334,0.42820976491862567,0.4072332730560579,-0.02177215189873416,-0.008410031505750962,0.0020439402060905554,0.4858589511754068,22.315614617940213,1.1681735985533486,1.1681735985533486,0.5894736842105263,0.46875,0.53125,-0.11161861432801051,-24.039338283457155,0.12054599140741844,0.3012556416516947,-0.31046731155989926,-1.3406931714677217,0.06745011391789979,decay,0.3414104882459313,0.3229656419529837,-0.016925858951175377,0.0019177494826718923,0.00015197955075041403,0.33837251356238696,19.991452991453027,0.6459312839059681,-0.6459312839059681,0.968421052631579,0.5104166666666666,0.4895833333333333,-0.08065255737663853,-24.7587749074503,0.16755495099496887,0.32446851640308927,-0.38786439342909285,-1.184345656235748,0.11842921108577231,decay,0.24159132007233272,0.23688969258589512,-0.005280289330922228,0.006896636900877997,0.0047830333836709205,0.200723327305606,38.01369863013713,0.3745027124773941,-0.3745027124773941,0.9578947368421052,0.5,0.5,-0.049901576160002854,-24.175977410826206,0.19353843440086174,0.34617931967472615,-0.38578993457489674,-0.9480532951196499,0.1350110457213568,decay
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.942180100195944,source_balanced_pre_event_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.0719261765480041,0.0715657845139503,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,,1.2511933001293012,1.4338831608564817,-1.0650848482657531,-1.431633154216109,3.9093519758878257,0.500889,2.807830670181682,-1.8400301286217848,-0.969406567206174,-1.6882723308226408,0.0009586502812856,0.0022332615583381,-0.0002998116745066,-1.1719266182212174,-1.4127109034176133,-0.9060306865923532,,,,,0.0276601973208329,0.0007826429484189,0.0097971399936381,-0.0040481392246152,0.0428208368346788,1.770978965677107e-05,0.0010116836862217,62,0.3861310374323233,29.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,29.09139085087482,1.3057291165092353,-9.720169721849636e-05,0.05417271607663712,-0.0012905199808065093,0.0011070947711211722,0.004092947048552675,0.437251356238698,0.4231464737793852,-0.016781193490054136,-0.03200369120635316,0.1598670896052704,0.30206148282097645,18.00000000000012,1.3159132007233332,1.3159132007233332,0.5894736842105263,0.4479166666666667,0.5520833333333334,0.059160861990895194,-18.916937856778652,0.9021186992473965,0.3294804344939116,0.15976733734742535,-0.5335424035723318,0.02369691133844609,decay,0.3406871609403255,0.33164556962025316,-0.012947558770343592,-0.020921310191830807,0.10010629289972628,0.25555153707052425,19.737430167597733,1.0925858951175407,1.0925858951175407,0.5894736842105263,0.4375,0.5625,-0.056546122775907544,19.09896012163602,0.9195595645778054,0.35918346844103466,-0.009105409491199883,-0.7440361498618853,8.187573552320693e-05,decay,0.244122965641953,0.23544303797468355,-0.008752260397830003,-0.008394651479278913,0.033863419468300404,0.17063291139240527,19.4958677685951,0.6665461121157339,0.6665461121157339,0.5894736842105263,0.4375,0.5625,0.03835201269514246,-22.64163869825106,0.9177204922535352,0.3765234212249188,-0.1369701442285137,-1.0172210553827936,0.017693058794919003,decay
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.740731379998923,source_balanced_pre_event_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.0765645802021026,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,,1.2511933001293012,1.4338831608564817,-1.0650848482657531,-1.431633154216109,3.9093519758878257,0.500889,2.807830670181682,,,-0.0880975656400908,0.000905296330362,0.000646171712168,0.0040973771564633,1.0105553267062453,2.073697115916272,,-1.294003970730683,-10.350766288066538,-0.0131562256194985,-0.014085638706166,-0.0512562015190503,0.0006150545669812,0.0227766773067478,0.0101618374410343,-0.0491442663514517,7.23291156241706e-05,0.0018470982290172,53,0.4095610181020599,22.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,23.155663731929916,0.6976701845561757,-0.0002803827226700861,0.0839319999540262,-0.002013271948347245,0.0012347464178234747,0.0016951412875466643,0.43399638336347196,0.41338155515370706,-0.0253164556962025,-0.04689276859118945,0.1868343683665561,0.3822061482820977,15.097142857142877,1.7144665461121171,1.7144665461121171,0.5894736842105263,0.40625,0.5833333333333334,-439.1201973879067,6.61295671276185,2.3080702663030603,0.33175108878419435,0.1498145477882667,-0.4524715085182668,0.022394741081412706,decay,0.3406871609403255,0.3244122965641953,-0.018155515370705255,-0.02606714080647269,0.14144687266455958,0.2526582278481013,13.916334661354576,1.1028933092224271,1.1028933092224271,0.5894736842105263,0.4166666666666667,0.5833333333333334,0.07394823813985144,-15.419144696449052,0.9489834435137119,0.3593386410110403,0.062358930701693155,-0.6387791385511059,0.004347794362586699,decay,0.2488245931283906,0.23508137432188064,-0.01410488245931285,-0.009927434238735404,0.09568475585968839,0.11739602169981933,8.323076923076927,0.5497287522603997,0.5497287522603997,0.5894736842105263,0.4166666666666667,0.5833333333333334,0.032177030376454085,-21.64339853819804,0.9221438648705543,0.49664334628070406,-0.04751898801173747,-1.121099739790325,0.00199713948218605,decay
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,23.92572024499704,source_balanced_pre_event_candidate,843.9245283018868,77.66037735849056,53.0,11193.2998046875,25.66951560974121,748,0,940,192,192,96,96,3570,4759,8888.2724609375,8885.4208984375,-2.8515625,0.0803607553243637,0.0801430195569992,-0.0002177357673645,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,,1.24280365548795,0.7869727460801244,1.8198574595064725,-2.5426518277428256,3.923187928486056,0.5008889999999999,2.812128136863304,-0.061159178074783,-0.5393634597369792,-0.8695799175217047,0.0008365688005962,0.0007725425705296,0.0022664863385266,0.1110323831674655,-5.334518190700192,-0.6385800187062679,-0.020209422333927,-0.3107928053924694,-0.1168043142285123,-0.1040470336297781,-0.0236698433993653,-0.0077854001988276,-0.0516529706444037,0.0078714847799485,-0.0051976948271915,0.0001027361862573,0.0012434031557552,46,0.4210514822442902,0.0,,,,,,,,ok,0.3000217013888889,0.3000217013888889,0.0,30.76847262057922,2.0529982754120293,-0.001231444431687767,0.06567310860103531,-0.0017121575825760488,0.00640207783896627,0.09726079301556456,0.4517179023508137,0.43616636528028935,-0.006509945750451995,0.0038974851326412656,0.00032996987540090394,0.9141410488245927,140.42222222222398,3.617902350813747,-3.617902350813747,0.4526315789473684,0.4270833333333333,0.5729166666666666,,,,,-0.09913963717562936,-0.5985884646056243,0.009017588147724243,decay,0.34647377938517177,0.33273056057866185,-0.006220614828209792,0.003055824835480259,0.00031982066840718915,0.725207956600362,116.58139534883675,2.7074141048824636,-2.7074141048824636,0.4526315789473684,0.4583333333333333,0.5416666666666666,,,,,-0.12203324961005942,-0.5399129016280525,0.013533477157750218,decay,0.24448462929475587,0.24448462929475587,0.002965641952983711,0.00044853749930096705,1.3440804427000685e-05,0.48745027124773976,164.36585365853745,1.8484629294755912,-1.8484629294755912,0.4526315789473684,0.4479166666666667,0.5416666666666666,0.04996807339090844,178.53485447908034,0.17588444086739644,0.27756198545197575,0.30859068442327914,-0.45295672672133136,0.08692070499680293,growth
