roi_id,cycleNo,cohort_role,event_reference_cycle,method,n_eval_frames,transition_center_frac,transition_iqr_frac,residual_peak_step_fraction,residual_peak_particle_mse,residual_weighted_center_frac,peak_distance_to_transition_frac,weighted_center_distance_to_transition_frac,near_transition_residual_fraction,near_transition_particle_mse_median,far_transition_particle_mse_median,near_minus_far_particle_mse_median,near_far_wilcoxon_p,particle_to_nonparticle_mse_ratio_median,mask_fallback_fraction_eval,alignment_permutation_p,transfer_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,threshold_robust_phase_score,threshold_robust_diffusion_score,diffusion_proxy_median_um2_per_s,radius2_slope_median_px2_per_s,persistence_particle_mse_mean,low_rank_dmd_particle_mse_mean
cycle116_rank12_obj1,116.0,,,low_rank_dmd,32,0.031578947368421054,0.28421052631578947,0.967741935483871,0.0072697289288043,0.6672348167752398,0.93616298811545,0.6356558694068187,0.053660106963935195,0.0009066526545211001,0.00344429863616815,-0.00253764598164705,0.03125,5.38590937298166,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.4687499999999999,1.6532488995223889e-06,0.0007175559459732,0.0001056366379543,0.0032383710240537
cycle116_rank12_obj1,116.0,,,persistence,32,0.031578947368421054,0.28421052631578947,0.1935483870967742,0.0001261026918655,0.496066143897224,0.16196943972835315,0.46448719652880294,0.18800159012522125,0.00010421299521105,0.00010256089080935,1.6521044017000033e-06,0.84375,1.0392631441104219,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.4687499999999999,1.6532488995223889e-06,0.0007175559459732,0.0001056366379543,0.0032383710240537
cycle116_rank12_obj1,116.0,,,velocity,32,0.031578947368421054,0.28421052631578947,0.22580645161290322,0.0003764939319808,0.4965097211162528,0.19422750424448215,0.46493077374783176,0.18519276242547114,0.0003039776493096,0.00030157325090835,2.4043984012499914e-06,0.84375,1.031502948107705,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.4687499999999999,1.6532488995223889e-06,0.0007175559459732,0.0001056366379543,0.0032383710240537
cycle116_rank12_obj2,116.0,,,low_rank_dmd,32,0.5789473684210527,0.268421052631579,1.0,0.0205484889447689,0.6861854406472485,0.42105263157894735,0.10723807222619586,0.33284411131490677,0.0124150644987821,0.0068474076688289,0.005567656829953201,0.00390625,8.683032077028532,0.0,,12,0.6939075621668416,0,0,1,1.03125,0.8229166666666666,-1.269043111364743e-06,-0.0005507999615298,6.45002019155072e-05,0.0102788366075401
cycle116_rank12_obj2,116.0,,,persistence,32,0.5789473684210527,0.268421052631579,0.1935483870967742,8.667849760968238e-05,0.49465738466616893,0.38539898132427847,0.08428998375488372,0.28033827936154854,6.348697934299707e-05,6.11602736171335e-05,2.326705725863576e-06,0.65234375,0.9853545619473028,0.0,,12,0.6939075621668416,0,0,1,1.03125,0.8229166666666666,-1.269043111364743e-06,-0.0005507999615298,6.45002019155072e-05,0.0102788366075401
cycle116_rank12_obj2,116.0,,,velocity,32,0.5789473684210527,0.268421052631579,0.22580645161290322,0.0002720391203183,0.4935696844701038,0.3531409168081494,0.08537768395094886,0.2816223914634931,0.0001841415214585,0.0001768912625266,7.250258931899996e-06,0.65234375,0.9743703196906438,0.0,,12,0.6939075621668416,0,0,1,1.03125,0.8229166666666666,-1.269043111364743e-06,-0.0005507999615298,6.45002019155072e-05,0.0102788366075401
cycle116_rank12_obj3,116.0,,,low_rank_dmd,32,0.3473684210526316,0.2789473684210526,1.0,0.0022948237601667,0.5957195137477481,0.6526315789473685,0.24835109269511652,0.22204072614961604,0.0010677926475182,0.0015167250530794,-0.00044893240556120005,0.07421875,3.5355461381857305,0.0,,12,0.6939075621668416,0,0,1,1.03125,1.2395833333333337,-5.108078883862397e-06,-0.0022170481266763,7.103412508513429e-05,0.0013452227176458
cycle116_rank12_obj3,116.0,,,persistence,32,0.3473684210526316,0.2789473684210526,0.1935483870967742,8.373812306672335e-05,0.5008212181588856,0.15382003395585742,0.15345279710625398,0.27583945996129605,6.905345799168572e-05,7.036815804895014e-05,-1.3147000572644174e-06,0.65234375,1.093235359771475,0.0,,12,0.6939075621668416,0,0,1,1.03125,1.2395833333333337,-5.108078883862397e-06,-0.0022170481266763,7.103412508513429e-05,0.0013452227176458
cycle116_rank12_obj3,116.0,,,velocity,32,0.3473684210526316,0.2789473684210526,0.22580645161290322,0.0002566082694102,0.4996968546969457,0.12156196943972838,0.1523284336443141,0.27801896544451793,0.0001988852163776,0.0002034990757238,-4.613859346200012e-06,0.42578125,1.09962059089987,0.0,,12,0.6939075621668416,0,0,1,1.03125,1.2395833333333337,-5.108078883862397e-06,-0.0022170481266763,7.103412508513429e-05,0.0013452227176458
cycle116_rank12_obj4,116.0,,,low_rank_dmd,32,0.021052631578947368,0.031578947368421054,1.0,0.0049730031751096,0.5756838809581958,0.9789473684210527,0.5546312493792485,0.1365779509104524,0.00229199731256805,0.0032297306461259003,-0.0009377333335578502,0.15625,18.964874173350083,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.6770833333333333,-1.988182720342206e-06,-0.0008629265279263,3.979974133017095e-05,0.0031172876115306
cycle116_rank12_obj4,116.0,,,persistence,32,0.021052631578947368,0.031578947368421054,0.1935483870967742,6.943345215404406e-05,0.4972590036314433,0.1724957555178268,0.47620637205249594,0.1786599695048215,3.684012517624069e-05,3.761870175367221e-05,-7.785765774315223e-07,0.5625,1.039334193918938,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.6770833333333333,-1.988182720342206e-06,-0.0008629265279263,3.979974133017095e-05,0.0031172876115306
cycle116_rank12_obj4,116.0,,,velocity,32,0.021052631578947368,0.031578947368421054,0.22580645161290322,0.0001916426699608,0.49114013077220203,0.20475382003395584,0.47008749919325465,0.1722701103697145,9.74761569523144e-05,9.804499859455973e-05,-5.6884164224533e-07,0.4375,0.9127292517207419,0.0,,12,0.6939075621668416,0,0,1,0.90625,0.6770833333333333,-1.988182720342206e-06,-0.0008629265279263,3.979974133017095e-05,0.0031172876115306
cycle146_rank2_obj1,146.0,,,low_rank_dmd,32,0.9789473684210527,0.3052631578947369,1.0,0.0115825217217206,0.6415145633275123,0.021052631578947323,0.33743280509354034,0.3364257605332601,0.00987226190045475,0.004311844008043349,0.0055604178924114,0.03125,9.855220409859122,0.0,,2,3.21719464829548,0,1,0,0.8854166666666665,0.96875,-5.804518945452093e-06,-0.0025193224589635,0.000124696529383,0.00553698272779
cycle146_rank2_obj1,146.0,,,persistence,32,0.9789473684210527,0.3052631578947369,0.7419354838709677,0.0008295402512885,0.48908900099770153,0.23701188455008493,0.48985836742335115,0.1350074990545275,9.693701213109307e-05,7.630022810189985e-05,2.0636784029193223e-05,0.15625,1.3029493721744352,0.0,,2,3.21719464829548,0,1,0,0.8854166666666665,0.96875,-5.804518945452093e-06,-0.0025193224589635,0.000124696529383,0.00553698272779
cycle146_rank2_obj1,146.0,,,velocity,32,0.9789473684210527,0.3052631578947369,0.1935483870967742,0.0012716322671622,0.4687817083545876,0.7853989813242785,0.510165660066465,0.10674302536763378,0.00016800282901379999,0.00020026354468419998,-3.2260715670399997e-05,0.09375,1.072670921555772,0.0,,2,3.21719464829548,0,1,0,0.8854166666666665,0.96875,-5.804518945452093e-06,-0.0025193224589635,0.000124696529383,0.00553698272779
cycle146_rank2_obj2,146.0,,,low_rank_dmd,32,0.3368421052631579,0.010526315789473661,1.0,0.0206847283989191,0.6832244398088355,0.6631578947368422,0.34638233454567763,0.17059111680237757,0.00449909619055685,0.0092373732477426,-0.004738277057185751,0.625,5.285583653306735,0.0,,2,3.21719464829548,0,1,0,0.6145833333333333,0.59375,-2.736910349840922e-06,-0.0011878951171184,0.0001763800325988,0.0086546744496445
cycle146_rank2_obj2,146.0,,,persistence,32,0.3368421052631579,0.010526315789473661,0.7419354838709677,0.0016174543416127,0.5071928833132167,0.40509337860780986,0.17035077805005877,0.2889849532965033,0.00010222617129324691,9.9206714367005e-05,3.019456926241912e-06,0.556640625,1.6560271986346473,0.0,,2,3.21719464829548,0,1,0,0.6145833333333333,0.59375,-2.736910349840922e-06,-0.0011878951171184,0.0001763800325988,0.0086546744496445
cycle146_rank2_obj2,146.0,,,velocity,32,0.3368421052631579,0.010526315789473661,0.7419354838709677,0.0022180662490427,0.4875405779173151,0.40509337860780986,0.1506984726541572,0.330855951887916,0.00022087254910725,0.00017770472913974998,4.316781996750003e-05,1.0,1.1425727583413159,0.0,,2,3.21719464829548,0,1,0,0.6145833333333333,0.59375,-2.736910349840922e-06,-0.0011878951171184,0.0001763800325988,0.0086546744496445
cycle146_rank2_obj3,146.0,,,low_rank_dmd,32,0.49473684210526314,0.06315789473684208,1.0,0.0083401137962937,0.7032665760644903,0.5052631578947369,0.20852973395922714,0.20082605929654268,0.0022143223322927,0.0030578540172427,-0.0008435316849499997,0.00390625,8.033890598564984,0.0,,2,3.21719464829548,0,1,0,0.5104166666666667,0.90625,-9.276277650584762e-06,-0.0040261621747329,0.000150290466081,0.0030445552092714
cycle146_rank2_obj3,146.0,,,persistence,32,0.49473684210526314,0.06315789473684208,0.7419354838709677,0.0009712706669233,0.492441181085097,0.2471986417657046,0.002295661020166151,0.18940937128837465,8.619164873380214e-05,0.000109147724288,-2.2956075554197855e-05,0.07421875,1.2732363187396523,0.0,,2,3.21719464829548,0,1,0,0.5104166666666667,0.90625,-9.276277650584762e-06,-0.0040261621747329,0.000150290466081,0.0030445552092714
cycle146_rank2_obj3,146.0,,,velocity,32,0.49473684210526314,0.06315789473684208,0.7419354838709677,0.001387802301906,0.47429271545107965,0.2471986417657046,0.020444126654183492,0.1992165589842285,0.000242751018959,0.000250021694228,-7.270675269000008e-06,0.12890625,0.9891856616323532,0.0,,2,3.21719464829548,0,1,0,0.5104166666666667,0.90625,-9.276277650584762e-06,-0.0040261621747329,0.000150290466081,0.0030445552092714
cycle146_rank2_obj4,146.0,,,low_rank_dmd,32,0.49473684210526314,0.0736842105263158,1.0,0.0043200110085308,0.5004223637347083,0.5052631578947369,0.005685521629445134,0.2527673032114303,0.0029060835950076,0.0032771616242825,-0.00037107802927490016,0.00390625,12.454376014968478,0.0,,2,3.21719464829548,0,1,0,0.4270833333333333,0.4479166666666666,-4.9323164869086005e-06,-0.0021407623641096,7.71824003322763e-05,0.0032383133730036
cycle146_rank2_obj4,146.0,,,persistence,32,0.49473684210526314,0.0736842105263158,0.7419354838709677,0.000573247380089,0.5208627027442269,0.2471986417657046,0.026125860638963716,0.18641470016244263,4.8385114496340975e-05,5.442150359158404e-05,-6.0363890952430665e-06,0.09765625,1.305547019844858,0.0,,2,3.21719464829548,0,1,0,0.4270833333333333,0.4479166666666666,-4.9323164869086005e-06,-0.0021407623641096,7.71824003322763e-05,0.0032383133730036
cycle146_rank2_obj4,146.0,,,velocity,32,0.49473684210526314,0.0736842105263158,0.7419354838709677,0.0008251231047324,0.5096382672701409,0.2471986417657046,0.014901425164877802,0.19875602856988706,0.0001275369577342,0.0001225799496751,4.957008059100005e-06,0.1640625,1.0166336517912913,0.0,,2,3.21719464829548,0,1,0,0.4270833333333333,0.4479166666666666,-4.9323164869086005e-06,-0.0021407623641096,7.71824003322763e-05,0.0032383133730036
