roi_id,cycleNo,cohort_role,event_reference_cycle,method,n_eval_frames,transition_center_frac,transition_iqr_frac,residual_peak_step_fraction,residual_peak_particle_mse,residual_weighted_center_frac,peak_distance_to_transition_frac,weighted_center_distance_to_transition_frac,near_transition_residual_fraction,near_transition_particle_mse_median,far_transition_particle_mse_median,near_minus_far_particle_mse_median,near_far_wilcoxon_p,particle_to_nonparticle_mse_ratio_median,mask_fallback_fraction_eval,alignment_permutation_p,transfer_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,threshold_robust_phase_score,threshold_robust_diffusion_score,diffusion_proxy_median_um2_per_s,radius2_slope_median_px2_per_s,persistence_particle_mse_mean,low_rank_dmd_particle_mse_mean
cycle147_rank11_obj1,147.0,,,low_rank_dmd,32,0.5684210526315789,0.026315789473684292,1.0,0.0040446701459586,0.5914344665129345,0.43157894736842106,0.023013413881355582,0.3397253331003832,0.0024540595477446497,0.0024137654108926003,4.0294136852049404e-05,0.001953125,6.206408951106997,0.0,,11,0.6943342227566772,0,1,0,0.5729166666666666,1.0729166666666663,-1.2267893506422475e-05,-0.0053246065566069,0.0001478914493873,0.0022355726814566
cycle147_rank11_obj1,147.0,,,persistence,32,0.5684210526315789,0.026315789473684292,0.16129032258064516,0.0003430391952861,0.48955261081859164,0.4071307300509338,0.0788684418129873,0.2396941293333555,9.45449028222356e-05,0.00014469859161175,-5.0153688789514404e-05,0.064453125,1.2721342628278993,0.0,,11,0.6943342227566772,0,1,0,0.5729166666666666,1.0729166666666663,-1.2267893506422475e-05,-0.0053246065566069,0.0001478914493873,0.0022355726814566
cycle147_rank11_obj1,147.0,,,velocity,32,0.5684210526315789,0.026315789473684292,0.16129032258064516,0.0010142291430383,0.47132416518561515,0.4071307300509338,0.09709688744596379,0.24163775968193651,0.00027682945074045,0.00043191752047269996,-0.00015508806973224998,0.064453125,1.1843836287755676,0.0,,11,0.6943342227566772,0,1,0,0.5729166666666666,1.0729166666666663,-1.2267893506422475e-05,-0.0053246065566069,0.0001478914493873,0.0022355726814566
cycle147_rank11_obj2,147.0,,,low_rank_dmd,32,0.5894736842105263,0.1947368421052632,1.0,0.0083902413025498,0.6383154797123629,0.41052631578947374,0.04884179550183665,0.2959618400324422,0.0040755975060164,0.0031930925324559,0.0008825049735605001,0.00390625,6.98161956811716,0.0,,11,0.6943342227566772,0,1,0,0.96875,1.15625,-7.139088247327485e-06,-0.0030985626073469,0.0001305638934354,0.0038995192408037
cycle147_rank11_obj2,147.0,,,persistence,32,0.5894736842105263,0.1947368421052632,0.16129032258064516,0.0003976186562795,0.48163989188340933,0.42818336162988113,0.10783379232711693,0.2019899319236283,7.104543328750879e-05,0.0001392643898725,-6.821895658499122e-05,0.1640625,1.72308611085663,0.0,,11,0.6943342227566772,0,1,0,0.96875,1.15625,-7.139088247327485e-06,-0.0030985626073469,0.0001305638934354,0.0038995192408037
cycle147_rank11_obj2,147.0,,,velocity,32,0.5894736842105263,0.1947368421052632,0.16129032258064516,0.0009935641428455,0.45691232248967273,0.42818336162988113,0.13256136172085353,0.2091157095900229,0.0002095989621011,0.0003469761577434,-0.00013737719564229996,0.203125,1.453149346286813,0.0,,11,0.6943342227566772,0,1,0,0.96875,1.15625,-7.139088247327485e-06,-0.0030985626073469,0.0001305638934354,0.0038995192408037
cycle147_rank11_obj3,147.0,,,low_rank_dmd,32,0.5894736842105263,0.0,1.0,0.004405035637319,0.6048054201794506,0.41052631578947374,0.015331735968924343,0.30286335184488444,0.0024195960722863,0.0017530450131744,0.0006665510591119001,0.00390625,7.492429433576536,0.0,,11,0.6943342227566772,0,1,0,0.6979166666666666,1.03125,-4.630815101511622e-06,-0.0020099023878088,8.20445328599817e-05,0.0022021403929102
cycle147_rank11_obj3,147.0,,,persistence,32,0.5894736842105263,0.0,0.16129032258064516,0.000235242609051,0.48587771573073435,0.42818336162988113,0.10359596847979191,0.22913198452999037,5.966313983662985e-05,8.154060924425721e-05,-2.187746940762736e-05,0.1640625,1.5593510045630943,0.0,,11,0.6943342227566772,0,1,0,0.6979166666666666,1.03125,-4.630815101511622e-06,-0.0020099023878088,8.20445328599817e-05,0.0022021403929102
cycle147_rank11_obj3,147.0,,,velocity,32,0.5894736842105263,0.0,0.16129032258064516,0.0005453768535517,0.4845256315944254,0.42818336162988113,0.10494805261610085,0.23774377170000124,0.0001718056009849,0.0002118719421559,-4.0066341170999986e-05,0.359375,1.4379875324574127,0.0,,11,0.6943342227566772,0,1,0,0.6979166666666666,1.03125,-4.630815101511622e-06,-0.0020099023878088,8.20445328599817e-05,0.0022021403929102
cycle147_rank11_obj4,147.0,,,low_rank_dmd,32,0.5684210526315789,0.021052631578947434,1.0,0.0070817261002957,0.5959554665396128,0.43157894736842106,0.027534413908033906,0.24469380723404563,0.0024154793936759,0.0026324307546019,-0.00021695136092599997,0.6953125,3.3174219744994717,0.0,,11,0.6943342227566772,0,1,0,0.6770833333333333,-0.4583333333333333,-1.3002342023247751e-06,-0.0005643377614256,0.0001463760739852,0.0031506686354987
cycle147_rank11_obj4,147.0,,,persistence,32,0.5684210526315789,0.021052631578947434,0.16129032258064516,0.0003666577395051,0.4900788821340474,0.4071307300509338,0.07834217049753156,0.2038802412788361,6.826040407759137e-05,0.00014088769967195,-7.262729559435864e-05,0.048828125,1.6170200123075835,0.0,,11,0.6943342227566772,0,1,0,0.6770833333333333,-0.4583333333333333,-1.3002342023247751e-06,-0.0005643377614256,0.0001463760739852,0.0031506686354987
cycle147_rank11_obj4,147.0,,,velocity,32,0.5684210526315789,0.021052631578947434,0.16129032258064516,0.001196491648443,0.460534191987114,0.4071307300509338,0.10788686064446495,0.204982264284907,0.00019153764151265,0.00037184896063985004,-0.00018031131912720004,0.048828125,1.495731875918981,0.0,,11,0.6943342227566772,0,1,0,0.6770833333333333,-0.4583333333333333,-1.3002342023247751e-06,-0.0005643377614256,0.0001463760739852,0.0031506686354987
cycle148_rank9_obj1,148.0,,,low_rank_dmd,32,0.4631578947368421,0.04210526315789476,1.0,0.005345232784748,0.5499946347427257,0.5368421052631579,0.0868367400058836,0.3211075501209652,0.004052021540701349,0.00421707076020535,-0.0001650492195040005,0.00390625,6.103412243463618,0.0,,9,0.7480825471472065,1,1,0,0.6770833333333333,1.1979166666666663,-7.820668708162389e-06,-0.0033943874601399,0.0001903573672734,0.0039590068554389
cycle148_rank9_obj1,148.0,,,persistence,32,0.4631578947368421,0.04210526315789476,0.8064516129032258,0.0004963938845321,0.49049307646327267,0.34329371816638365,0.02733518172643057,0.24646015673026883,0.00014068388554725,0.00014539589028570002,-4.712004738450007e-06,0.322265625,1.2597113668887447,0.0,,9,0.7480825471472065,1,1,0,0.6770833333333333,1.1979166666666663,-7.820668708162389e-06,-0.0033943874601399,0.0001903573672734,0.0039590068554389
cycle148_rank9_obj1,148.0,,,velocity,32,0.4631578947368421,0.04210526315789476,0.8064516129032258,0.0017103621503338,0.48738039002924843,0.34329371816638365,0.024222495292406332,0.23211771461849937,0.00042526198376429997,0.0004548163124127,-2.9554328648400048e-05,0.130859375,1.218483360205123,0.0,,9,0.7480825471472065,1,1,0,0.6770833333333333,1.1979166666666663,-7.820668708162389e-06,-0.0033943874601399,0.0001903573672734,0.0039590068554389
cycle148_rank9_obj2,148.0,,,low_rank_dmd,32,0.4631578947368421,0.30000000000000004,1.0,0.0048993676900863,0.5327461203804974,0.5368421052631579,0.0695882256436553,0.27095477855530786,0.0026372767752036,0.00309994281269605,-0.0004626660374924497,0.083984375,3.924352724000438,0.0,,9,0.7480825471472065,1,1,0,0.84375,-0.5416666666666666,-5.273960130712847e-07,-0.0002289045195621,0.0002035733937191,0.0031004342745291
cycle148_rank9_obj2,148.0,,,persistence,32,0.4631578947368421,0.30000000000000004,0.8064516129032258,0.0006609034608118,0.4856028963482472,0.34329371816638365,0.022445001611405113,0.21955101022979653,0.00012580412294475,0.0001404518043273,-1.4647681382550003e-05,0.232421875,1.6847486445901811,0.0,,9,0.7480825471472065,1,1,0,0.84375,-0.5416666666666666,-5.273960130712847e-07,-0.0002289045195621,0.0002035733937191,0.0031004342745291
cycle148_rank9_obj2,148.0,,,velocity,32,0.4631578947368421,0.30000000000000004,0.8064516129032258,0.0021990449167788,0.48175366451777224,0.34329371816638365,0.018595769780930138,0.1985231656687652,0.00037827764754175004,0.00047891381836954994,-0.00010063617082779991,0.130859375,1.9042257430819116,0.0,,9,0.7480825471472065,1,1,0,0.84375,-0.5416666666666666,-5.273960130712847e-07,-0.0002289045195621,0.0002035733937191,0.0031004342745291
cycle148_rank9_obj3,148.0,,,low_rank_dmd,32,0.9789473684210527,0.2578947368421053,1.0,0.0101063651964068,0.6190636558959483,0.021052631578947323,0.3598837125251044,0.30379632976411236,0.00808062311261885,0.0042878256645053,0.0037927974481135503,0.03125,7.320130097676888,0.0,,9,0.7480825471472065,1,1,0,0.9479166666666664,1.0104166666666663,-4.3939326880650246e-06,-0.001907088840306,0.0001790544617961,0.0051523783040465
cycle148_rank9_obj3,148.0,,,persistence,32,0.9789473684210527,0.2578947368421053,0.8064516129032258,0.0006009144126437,0.504213524553195,0.17249575551782692,0.47473384386785766,0.15732606692348575,0.0001430961201549,0.00013279915583545,1.029696431945e-05,0.09375,1.6994969959979223,0.0,,9,0.7480825471472065,1,1,0,0.9479166666666664,1.0104166666666663,-4.3939326880650246e-06,-0.001907088840306,0.0001790544617961,0.0051523783040465
cycle148_rank9_obj3,148.0,,,velocity,32,0.9789473684210527,0.2578947368421053,0.8064516129032258,0.0017711514374241,0.5068292041584358,0.17249575551782692,0.4721181642626169,0.15762896407356047,0.00028172966995035,0.00040270804311145,-0.0001209783731611,0.3125,1.718095356410944,0.0,,9,0.7480825471472065,1,1,0,0.9479166666666664,1.0104166666666663,-4.3939326880650246e-06,-0.001907088840306,0.0001790544617961,0.0051523783040465
cycle148_rank9_obj4,148.0,,,low_rank_dmd,32,0.4631578947368421,0.0,0.8387096774193549,0.006634515710175,0.6281961123016708,0.37555178268251277,0.16503821756482873,0.2649208332829435,0.0028666332364082,0.0034915450960397,-0.0006249118596315002,0.001953125,9.10825913410282,0.0,,9,0.7480825471472065,1,1,0,0.78125,0.96875,-4.672469430755894e-06,-0.0020279815237655,0.0001088007398948,0.0031240272983268
cycle148_rank9_obj4,148.0,,,persistence,32,0.4631578947368421,0.0,0.16129032258064516,0.0002883768756873,0.47942299136369265,0.301867572156197,0.01626509662685055,0.25640734320486386,8.774646630627103e-05,9.50955982261803e-05,-7.349131919909269e-06,0.083984375,1.7775077926388865,0.0,,9,0.7480825471472065,1,1,0,0.78125,0.96875,-4.672469430755894e-06,-0.0020279815237655,0.0001088007398948,0.0031240272983268
cycle148_rank9_obj4,148.0,,,velocity,32,0.4631578947368421,0.0,0.16129032258064516,0.0008040140382945,0.4855484687987351,0.301867572156197,0.022390574061892987,0.24337873158981532,0.0002423337718937,0.00025200024538200004,-9.666473488300026e-06,0.10546875,1.6414720079064296,0.0,,9,0.7480825471472065,1,1,0,0.78125,0.96875,-4.672469430755894e-06,-0.0020279815237655,0.0001088007398948,0.0031240272983268
cycle150_rank1_obj1,150.0,,,low_rank_dmd,32,0.5473684210526316,0.047368421052631615,1.0,0.007569954264909,0.5959583328425108,0.4526315789473684,0.04858991178987915,0.30427172123262325,0.0043415040709078,0.0041037048213183,0.00023779924958949959,0.00390625,6.97208497193404,0.0,,1,40.97186183003927,1,1,0,0.90625,0.2083333333333333,-8.94348877963008e-07,-0.0003881722560603,0.0001762248762133,0.0040274156744999
cycle150_rank1_obj1,150.0,,,persistence,32,0.5473684210526316,0.047368421052631615,0.03225806451612903,0.0004445220693014,0.5349561295027705,0.5151103565365026,0.01241229154986112,0.28019856188978914,0.0001177334343083,0.0001404304639436,-2.2697029635299995e-05,0.42578125,1.1597943395218793,0.0,,1,40.97186183003927,1,1,0,0.90625,0.2083333333333333,-8.94348877963008e-07,-0.0003881722560603,0.0001762248762133,0.0040274156744999
cycle150_rank1_obj1,150.0,,,velocity,32,0.5473684210526316,0.047368421052631615,0.6129032258064516,0.0011408133432269,0.5132974284533778,0.06553480475382001,0.034070992599253835,0.3256006523667427,0.0003738368395715,0.0003783249121624,-4.488072590900008e-06,0.42578125,1.109806327117367,0.0,,1,40.97186183003927,1,1,0,0.90625,0.2083333333333333,-8.94348877963008e-07,-0.0003881722560603,0.0001762248762133,0.0040274156744999
cycle150_rank1_obj2,150.0,,,low_rank_dmd,32,0.5684210526315789,0.07894736842105265,1.0,0.0053179399110376,0.5604703024560951,0.43157894736842106,0.007950750175483856,0.28646241848655996,0.0023890323936939,0.0022652384359388997,0.0001237939577550004,0.083984375,3.1783859742449367,0.0,,1,40.97186183003927,1,1,0,1.21875,0.90625,1.685953121692708e-06,0.0007317504868457,0.0001750796744772,0.0026040776865556
cycle150_rank1_obj2,150.0,,,persistence,32,0.5684210526315789,0.07894736842105265,0.03225806451612903,0.0005532666109502,0.5572419593467393,0.5361629881154499,0.01117909328483968,0.2850860163466791,9.785680231287085e-05,0.00011735754378600002,-1.9500741473129165e-05,0.921875,1.4175708354626708,0.0,,1,40.97186183003927,1,1,0,1.21875,0.90625,1.685953121692708e-06,0.0007317504868457,0.0001750796744772,0.0026040776865556
cycle150_rank1_obj2,150.0,,,velocity,32,0.5684210526315789,0.07894736842105265,0.6129032258064516,0.00141404021997,0.5194123021977528,0.044482173174872686,0.04900875043382613,0.35506634326860287,0.00028750898491125,0.00032374165311915,-3.623266820790001e-05,0.845703125,1.3861329924109809,0.0,,1,40.97186183003927,1,1,0,1.21875,0.90625,1.685953121692708e-06,0.0007317504868457,0.0001750796744772,0.0026040776865556
cycle150_rank1_obj3,150.0,,,low_rank_dmd,32,0.9789473684210527,0.0,1.0,0.0119529124349355,0.6282039515348117,0.021052631578947323,0.350743416886241,0.3072405013821022,0.00912660174071785,0.00523315975442525,0.0038934419862925998,0.03125,7.459099443273053,0.0,,1,40.97186183003927,1,1,0,1.2604166666666663,0.6979166666666666,5.15971000844208e-06,0.0022394574689418,0.000166199196883,0.0057201725867344
cycle150_rank1_obj3,150.0,,,persistence,32,0.9789473684210527,0.0,1.0,0.0004845816583838,0.5633888805257957,0.021052631578947323,0.41555848789525696,0.3088956133876177,0.00021194158034625,9.465779658057727e-05,0.00011728378376567273,0.0625,1.491417606370966,0.0,,1,40.97186183003927,1,1,0,1.2604166666666663,0.6979166666666666,5.15971000844208e-06,0.0022394574689418,0.000166199196883,0.0057201725867344
cycle150_rank1_obj3,150.0,,,velocity,32,0.9789473684210527,0.0,0.9032258064516129,0.0011373671004548,0.5282427765668996,0.0757215619694398,0.4507045918541531,0.2159280100541813,0.00031918284366835,0.00030354138289109996,1.5641460777250063e-05,0.6875,1.3247579447373217,0.0,,1,40.97186183003927,1,1,0,1.2604166666666663,0.6979166666666666,5.15971000844208e-06,0.0022394574689418,0.000166199196883,0.0057201725867344
cycle150_rank1_obj4,150.0,,,low_rank_dmd,32,0.45263157894736844,0.02105263157894738,0.967741935483871,0.009913332760334,0.6457850317623213,0.5151103565365025,0.19315345281495283,0.2255448510554499,0.0037718776147812,0.0049516586586833,-0.0011797810439020998,0.00390625,7.13234424149945,0.03125,,1,40.97186183003927,1,1,0,0.65625,-0.1875,-4.763097805629046e-07,-0.0002067316755915,0.0001224321449626,0.004345835364802
cycle150_rank1_obj4,150.0,,,persistence,32,0.45263157894736844,0.02105263157894738,1.0,0.0002896345977205,0.5431298279338902,0.5473684210526315,0.09049824898652176,0.233237477282262,8.256829460151494e-05,0.0001091822559828,-2.661396138128507e-05,0.8203125,1.848698544471848,0.03125,,1,40.97186183003927,1,1,0,0.65625,-0.1875,-4.763097805629046e-07,-0.0002067316755915,0.0001224321449626,0.004345835364802
cycle150_rank1_obj4,150.0,,,velocity,32,0.45263157894736844,0.02105263157894738,0.6129032258064516,0.0007134266779758,0.5141819905915038,0.16027164685908318,0.06155041164413538,0.26211311248715524,0.0002287139359395,0.0002737386967055,-4.502476076599998e-05,1.0,1.7278347529901332,0.03125,,1,40.97186183003927,1,1,0,0.65625,-0.1875,-4.763097805629046e-07,-0.0002067316755915,0.0001224321449626,0.004345835364802
cycle151_rank4_obj1,151.0,,,low_rank_dmd,32,0.5473684210526316,0.0,0.16129032258064516,0.0107742408290505,0.479712740195941,0.3860780984719865,0.0676556808566906,0.2640851907847396,0.0056630186736583,0.0057576717808842,-9.465310722590013e-05,0.49609375,10.09277490757972,0.0,,4,1.4388691546947752,1,1,0,-0.0833333333333333,0.6354166666666667,3.2521949982006607e-06,0.001411542967969,0.0010426422995806,0.0061742809557472
