roi_id,cycleNo,source_stem,front_candidate_rank,object_candidate_rank,validation_score,validation_tier,crop_x0,crop_y0,crop_x1,crop_y1,center_x_full_px,center_y_full_px,n_frames,elapsed_s,roi_mean_delta_corrected,active_fraction_first,active_fraction_last,trace_csv,plot_png,crop_preview_png,direction,mean_last_delta,baseline_frames,threshold,noise_mad_sigma,radius2_slope_full_px2_per_s,radius2_slope_r2,radius2_slope_n_fit,apparent_diffusion_proxy_full_px2_per_s,area_equiv_radius2_slope_full_px2_per_s,area_equiv_radius2_slope_r2,p90_radius2_slope_full_px2_per_s,p90_radius2_slope_r2,stage_drift_xy
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,1.0222437150538166,control_balancing,477,137,669,329,572.7058823529412,232.7843137254902,32,9100.727631568909,-4.0869140625,0.028401692708333332,0.03854709201388889,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle90_front6_obj3_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle90_front6_obj3_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle90_front6_obj3_crop_preview.png,1.0,10.537577629089355,5,328.80708984374996,109.60236328124999,-0.16492992426359962,0.1358897516391021,32,-0.041232481065899905,0.04073467474356975,0.18932848185236328,-0.2963271212744272,0.07260233057469934,0.21212340707186456
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,-0.0909036875015433,control_balancing,1240,77,1432,269,1335.5280898876404,172.67415730337075,32,9100.727631568909,2.9345703125,0.024061414930555556,0.03342013888888889,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle90_front3_obj4_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle90_front3_obj4_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle90_front3_obj4_crop_preview.png,1.0,19.642032623291016,5,333.51550312499995,111.17183437499999,-0.15095316142164392,0.17730637058630083,32,-0.03773829035541098,0.04075690418547765,0.15405573662624783,-0.4322701768198107,0.19945372035856923,0.21212340707186456
cycle90_front5_obj10,90.0,10_c2_x10_030723,5,10,-1.004015492165658,control_balancing,715,287,907,479,810.7,383.05,32,9100.727631568909,-3.31787109375,0.036810980902777776,0.04226345486111111,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle90_front5_obj10_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle90_front5_obj10_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle90_front5_obj10_crop_preview.png,1.0,44.130218505859375,5,319.2208646484375,106.4069548828125,-0.0958235006728621,0.08903487055721171,32,-0.023955875168215526,0.09467663321653078,0.17238730550257775,-0.051378795624867316,0.02067949435385108,0.21212340707186456
cycle116_front7_obj37,116.0,13_c2_x6_100723,7,37,1.8968300110416167,event_comparator,1159,804,1351,996,1255.090909090909,900.2727272727273,32,9126.74534368515,-5.15625,0.013834635416666666,0.04250759548611111,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle116_front7_obj37_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle116_front7_obj37_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle116_front7_obj37_crop_preview.png,-1.0,-3.714749336242676,5,302.74576171875003,100.91525390625,-0.217030104531719,0.612143252222972,32,-0.05425752613292975,0.05486190442858781,0.22248413632770847,-0.11757916873655061,0.37256869038416096,0.22363409516745456
cycle118_front4_obj1,118.0,13_c2_x6_100723,4,1,-0.4393851171686899,control_balancing,490,136,682,328,586.0,232.0,32,9128.174013853073,-5.7197265625,0.014811197916666666,0.03700086805555555,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle118_front4_obj1_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle118_front4_obj1_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle118_front4_obj1_crop_preview.png,1.0,12.92015266418457,5,324.5873264648437,108.19577548828124,-0.2271365266337946,0.23425880172397107,32,-0.05678413165844865,0.03768300905487895,0.1779066088292186,-0.2974836689863042,0.0671652576024997,0.2500244143604941
cycle118_front1_obj7,118.0,13_c2_x6_100723,1,7,-1.010638192968047,control_balancing,1100,991,1292,1183,1196.1739130434785,1087.3043478260868,32,9128.174013853073,-6.4921875,0.016655815972222224,0.039713541666666664,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle118_front1_obj7_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle118_front1_obj7_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle118_front1_obj7_crop_preview.png,1.0,30.66909408569336,5,321.3470346679687,107.11567822265624,-0.15217550623056042,0.33051646747948094,32,-0.038043876557640105,0.07204088234646262,0.1487208725793886,-0.057032879029591727,0.05330101957560629,0.2500244143604941
cycle156_front7_obj27,156.0,18_c2_xN_HighHighCOV_170723,7,27,3.3189472209811486,event_comparator,1153,764,1345,956,1249.4246575342465,859.6164383561644,32,19462.05223107338,29.9375,0.022081163194444444,0.22352430555555555,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle156_front7_obj27_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle156_front7_obj27_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle156_front7_obj27_crop_preview.png,-1.0,-2.3668620586395264,5,330.40117441406244,110.13372480468749,-0.12194615634557679,0.19383845840231617,32,-0.030486539086394197,0.08131341223235065,0.3812642865257144,-0.10829159302291917,0.05978189292823166,0.1802335506961064
cycle156_front8_obj10,156.0,18_c2_xN_HighHighCOV_170723,8,10,2.593749351319924,event_comparator,1152,1008,1344,1200,1248.1333333333334,1131.8666666666666,32,19462.05223107338,443.7900390625,0.012559678819444444,0.2448187934027778,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle156_front8_obj10_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle156_front8_obj10_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle156_front8_obj10_crop_preview.png,1.0,327.6962890625,5,351.176396484375,117.05879882812499,0.02552551736274245,0.06835109430523134,32,0.006381379340685613,0.06499847304666401,0.20494043928932004,0.07163144764501876,0.28838314727345826,0.1802335506961064
cycle156_front1_obj1,156.0,18_c2_xN_HighHighCOV_170723,1,1,2.5148246363605105,event_comparator,1249,36,1441,228,1345.2307692307693,131.8041958041958,32,19462.05223107338,151.326171875,0.017388237847222224,0.1655815972222222,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle156_front1_obj1_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle156_front1_obj1_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle156_front1_obj1_crop_preview.png,1.0,100.60948944091797,5,335.83496132812496,111.94498710937499,-0.11402805179373647,0.16964200000411578,32,-0.028507012948434118,0.05394489448664904,0.44059337873712245,-0.201295342196492,0.14828467973377613,0.1802335506961064
cycle156_front6_obj3,156.0,18_c2_xN_HighHighCOV_170723,6,3,2.486886060534589,event_comparator,1574,49,1766,241,1669.981981981982,145.04504504504504,32,19462.05223107338,352.220703125,0.010959201388888888,0.21421983506944445,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/roi_traces/cycle156_front6_obj3_front_tracking.csv,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/plots/cycle156_front6_obj3_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_tracking/crop_previews/cycle156_front6_obj3_crop_preview.png,1.0,269.1195373535156,5,336.14986904296876,112.04995634765625,-0.04469631239975711,0.0844023674508354,32,-0.011174078099939278,0.06425729084642264,0.3025831867313178,-0.02758051770276364,0.022372576284994672,0.1802335506961064
