roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,npz_path,preview_png
cycle40_rank8_obj3,40.0,5_c2_x10_260623,5,8,3,26.09069854419696,transfer_warning_roi_candidate,1178.5882352941176,583.6470588235294,1083,488,1275,680,192,96,96,4639,5566,8059.3525390625,8059.38525390625,0.03271484375,0.08192383497953415,0.08178987354040146,-0.00013396143913269043,0.2500000000000227,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle40_rank8_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle40_rank8_obj3.png
cycle40_rank8_obj1,40.0,5_c2_x10_260623,5,8,1,25.23539654321421,transfer_warning_roi_candidate,563.8367346938776,158.77551020408163,468,63,660,255,192,96,96,4639,5566,8469.705078125,8470.55859375,0.853515625,0.09464480727910995,0.09447070956230164,-0.0001740977168083191,0.2500000000000227,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle40_rank8_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle40_rank8_obj1.png
cycle40_rank8_obj2,40.0,5_c2_x10_260623,5,8,2,24.719680022265944,transfer_warning_roi_candidate,1323.6972972972974,100.90810810810812,1228,5,1420,197,192,96,96,4639,5566,8688.3349609375,8699.9775390625,11.642578125,0.07259220629930496,0.07316671311855316,0.0005745068192481995,0.2500000000000227,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle40_rank8_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle40_rank8_obj2.png
cycle40_rank8_obj4,40.0,5_c2_x10_260623,5,8,4,23.491688623886883,transfer_warning_roi_candidate,1172.4444444444443,1019.3086419753088,1076,923,1268,1115,192,96,96,4639,5566,8157.25439453125,8167.935546875,10.68115234375,0.07622890919446945,0.07718876004219055,0.0009598508477210999,0.2500000000000227,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle40_rank8_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle40_rank8_obj4.png
cycle116_rank12_obj1,116.0,13_c2_x6_100723,1,12,1,27.363295086379125,transfer_warning_roi_candidate,586.0,232.0,490,136,682,328,192,96,96,909,1818,8548.2138671875,8538.7666015625,-9.447265625,0.08778868615627289,0.08726873993873596,-0.0005199462175369263,0.22360679774992814,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle116_rank12_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle116_rank12_obj1.png
cycle116_rank12_obj3,116.0,13_c2_x6_100723,1,12,3,26.1177158996103,transfer_warning_roi_candidate,1203.030303030303,651.6363636363636,1107,556,1299,748,192,96,96,909,1818,8064.9931640625,8053.81494140625,-11.17822265625,0.06865303963422775,0.06816156953573227,-0.0004914700984954834,0.22360679774992814,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle116_rank12_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle116_rank12_obj3.png
cycle116_rank12_obj2,116.0,13_c2_x6_100723,1,12,2,25.378014840116585,transfer_warning_roi_candidate,842.6666666666666,66.16666666666667,747,0,939,192,192,96,96,909,1818,8966.091796875,8954.994140625,-11.09765625,0.08947493880987167,0.08903717994689941,-0.0004377588629722595,0.22360679774992814,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle116_rank12_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle116_rank12_obj2.png
cycle116_rank12_obj4,116.0,13_c2_x6_100723,1,12,4,24.263145715616087,transfer_warning_roi_candidate,1347.975,171.6,1252,76,1444,268,192,96,96,909,1818,8866.90234375,8857.6171875,-9.28515625,0.07619521021842957,0.0758880078792572,-0.0003072023391723633,0.22360679774992814,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle116_rank12_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle116_rank12_obj4.png
cycle146_rank2_obj4,146.0,17_c2_x10_HighHighCOV_150723,0,2,4,25.08453257672064,transfer_warning_roi_candidate,1350.4700460829492,186.69124423963132,1254,91,1446,283,192,96,96,0,1236,8813.97265625,8836.1611328125,22.1884765625,0.07101407647132874,0.07196085155010223,0.0009467750787734985,0.25,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle146_rank2_obj4.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle146_rank2_obj4.png
cycle146_rank2_obj3,146.0,17_c2_x10_HighHighCOV_150723,0,2,3,24.25844097336723,transfer_warning_roi_candidate,848.2352941176471,84.3529411764706,752,0,944,192,192,96,96,0,1236,8899.5888671875,8900.8330078125,1.244140625,0.08293253928422928,0.08304312080144882,0.00011058151721954346,0.25,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/cycle146_rank2_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/transfer_ranked_roi_sequences/previews/cycle146_rank2_obj3.png
