trace_state_cluster,n_cycles,cycle_min,cycle_max,abrupt_drop_rate,sync2_drop_rate,median_capacity,median_ce
0,59,2,158,0.05084745762711865,0.01694915254237288,0.6399956269773582,98.7624204500116
1,30,10,153,0.03333333333333333,0.03333333333333333,0.8245203715857647,98.57526648401443
