target,observed_mean_auc,n_permutations,null_mean_auc,null_p95_auc,empirical_p_ge_observed
future_any_drop_within_8cycles,0.8827922077922079,500,0.495954633415089,0.6785281348116169,0.001996007984031936
future_sync2_drop_within_8cycles,0.8273809523809524,500,0.5083390446543807,0.7437486383442261,0.00998003992015968
