roi_id,cycleNo,source_stem,local_cycle_index,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,object_x_full_approx,object_y_full_approx,x_bin,y_bin,xy_region,transferred_masked_residual_signature,validation_score_recon,radius2_slope_median_px2_per_s,diffusion_proxy_median_um2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,phase_slope_positive_fraction,threshold_robust_phase_score,threshold_robust_diffusion_score,persistence_particle_mse_fraction_of_full_mean,velocity_particle_mse_fraction_of_full_mean,mask_instability_score,node_index
cycle153_rank17_obj2,153.0,17_c2_x10_HighHighCOV_150723,7,1,1,0,1199.3877551020407,1106.6938775510205,mid,high,mid_high,0.8710369083836372,23.96037215290537,0.0090995726085765,2.0965415290160466e-05,0.0091694469003137,0.0119936066946254,1.0,0.5138888888888888,0.6875,2.0590820646892443,1.8305050069597093,2.1833784277507204,50
cycle146_rank1_obj3,146.0,17_c2_x10_HighHighCOV_150723,0,0,1,0,848.2352941176471,84.3529411764706,mid,low,mid_low,3.21719464829548,23.92599538665901,-0.0040261621747329,-9.276277650584762e-06,-0.0039754812893083,-0.002602635254551,1.0,0.4722222222222222,0.7708333333333334,1.2067346727195645,1.1017837909643824,0.4607678962878284,51
cycle108_rank21_obj2,108.0,12_c2_x10_070723,3,1,1,0,1344.246153846154,202.0,high,mid,high_mid,0.3455880466883458,24.25594937175352,0.0004079731984205,9.399702491609904e-07,0.000374610249515,0.001108897238385,1.0,0.4722222222222222,0.2152777777777778,1.369300995988838,1.283452847104679,0.8148725120683527,52
cycle110_rank24_obj1,110.0,12_c2_x10_070723,5,1,1,0,840.8,96.4,low,low,low_low,0.1861489207307045,26.314764358916044,-0.0006633483908045,-1.5283546924136028e-06,-0.0007558235584923,-0.0004604939329097,1.0,0.4444444444444444,0.9930555555555556,1.3887764676163643,1.1704606555557806,2.347997382740761,53
cycle44_rank4_obj1,44.0,5_c2_x10_260623,9,0,1,0,562.6666666666666,159.0,low,mid,low_mid,0.6286054582853854,27.21840723515396,-0.00048127012952,-1.1088463784141226e-06,-0.0004627035579771,-0.0001301668400809,1.0,0.4027777777777778,0.4791666666666667,0.8392288110904451,0.7941177510483526,1.6203619191382157,54
cycle76_rank8_obj1,76.0,9_c2_x10_010723,1,0,1,0,1334.6818181818182,122.27272727272728,high,low,high_low,0.2739127589669339,26.288093847288607,-0.0014639828054539,-3.3730163837659693e-06,-0.0014556598840693,-0.0006355980856176,0.8571428571428571,0.0138888888888888,0.7291666666666666,0.9647639708160224,0.8773258566886756,2.0977475609576888,55
cycle152_rank15_obj3,152.0,17_c2_x10_HighHighCOV_150723,6,1,1,0,1643.888888888889,126.77777777777776,high,mid,high_mid,1.1876601241161993,26.332724612142968,0.000583114018154,1.3434946978268669e-06,0.0005669596724774,0.001185603971991,0.1428571428571428,-0.0694444444444445,-0.1736111111111111,1.7643531010035276,1.719339392516826,3.013044717475463,56
cycle151_rank14_obj1,151.0,17_c2_x10_HighHighCOV_150723,5,1,1,0,844.1818181818181,81.81818181818181,low,low,low_low,1.4388691546947752,24.708827192775825,0.001411542967969,3.2521949982006607e-06,0.0013806592304054,0.0028908257167209,0.8571428571428571,-0.0833333333333334,0.5625,1.563289421986431,1.6346991774399813,2.240854109899392,57
cycle84_rank23_obj3,84.0,9_c2_x10_010723,9,1,1,0,573.0,162.45454545454547,low,mid,low_mid,0.257364534667413,24.81387714907142,0.0008167706294314,1.8818395302100345e-06,0.0006743533328113,0.0017770456918298,0.8571428571428571,-0.0972222222222221,0.1527777777777778,1.244251961288832,1.0492058004177367,2.070122486020169,58
cycle78_rank22_obj3,78.0,9_c2_x10_010723,3,1,1,0,1657.247311827957,138.5806451612903,high,mid,high_mid,0.2683863942126585,24.263112458779265,-9.339466645375634e-05,-2.151813115094546e-07,-0.0001869962961736,8.500917181481961e-05,0.8571428571428571,-0.0972222222222221,0.1180555555555555,1.0110512850476816,0.8615225118011568,0.4891813871664016,59
cycle131_rank5_obj3,131.0,15_c2_x5_HighCOV_120723,0,0,0,0,1350.923976608187,184.58479532163744,high,mid,high_mid,0.6026405442281145,24.27790867526057,-0.0030559416583942,-7.040889580940401e-06,-0.0034400132304298,-0.0019788096352847,0.1428571428571428,-0.0972222222222222,0.9652777777777778,1.7067041070676447,1.6480760034624438,2.126408737154315,60
cycle154_rank16_obj3,154.0,17_c2_x10_HighHighCOV_150723,8,1,1,0,1644.0,126.37837837837836,high,low,high_low,1.0097002411185476,25.695102384455744,0.0011627388490553,2.6789503082236144e-06,0.0011749198396753,0.0017060107618267,0.1428571428571428,-0.0972222222222223,-0.0763888888888888,1.7125739371614332,1.480105140506229,2.228852610466139,61
cycle158_rank12_obj2,158.0,18_c2_xN_HighHighCOV_170723,2,0,0,0,1345.8479532163742,128.0701754385965,high,mid,high_mid,0.1268052199398837,24.371538861173462,-0.0011592083711711,-2.6708160871783503e-06,-0.0011629240973708,-0.0005063339881865,0.7142857142857143,-0.1666666666666666,0.8125,1.889270386843732,1.318107197376552,2.0840484243771,62
cycle129_rank7_obj1,129.0,14_c2_x10_HighCOV_110723,8,0,0,0,843.4893617021277,77.44680851063829,low,low,low_low,0.2863584478094875,26.13056365775394,-0.000145674202857,-3.356333633826293e-07,-0.0003123231027758,-4.315982605264074e-05,0.4285714285714285,-0.1805555555555555,-0.0069444444444444,0.9968315086699214,0.917273190450851,1.4873384700023482,63
cycle153_rank17_obj3,153.0,17_c2_x10_HighHighCOV_150723,7,1,1,0,1348.1869158878503,186.6355140186916,high,mid,high_mid,0.8710369083836372,24.82314848487546,0.0031654093063493,7.293103041828939e-06,0.0032756372538186,0.0054167212131722,0.2857142857142857,-0.2361111111111111,-0.0486111111111111,2.225438811410111,2.083787661501104,1.3972719102117743,64
cycle153_rank17_obj1,153.0,17_c2_x10_HighHighCOV_150723,7,1,1,0,844.375,82.625,low,low,low_low,0.8710369083836372,24.667467087883093,0.006414430590017,1.4778848079399394e-05,0.0065419953977583,0.008377049096154,0.4285714285714285,-0.2638888888888889,0.7152777777777779,1.7217116756222994,1.6931839667276294,1.5363399067851249,65
cycle131_rank5_obj1,131.0,15_c2_x5_HighCOV_120723,0,0,0,0,842.5714285714286,78.57142857142857,low,low,low_low,0.6026405442281145,24.73669107136929,-0.0009689563801152,-2.2324754997855146e-06,-0.0009495242463037,-0.0006024666532039,0.2857142857142857,-0.2777777777777777,0.2916666666666667,1.4533727769962643,1.4461867146543268,1.5264885738181198,66
cycle155_rank19_obj1,155.0,17_c2_x10_HighHighCOV_150723,9,1,1,0,1346.1151832460732,185.34031413612564,high,mid,high_mid,0.7426923860413742,24.68876932888548,0.0004232246397482,9.751095699800706e-07,0.0005923870527145,0.0023152589314046,0.2857142857142857,-0.2916666666666666,-0.736111111111111,2.30791734202212,2.3706091296088108,2.126856568335332,67
cycle152_rank15_obj1,152.0,17_c2_x10_HighHighCOV_150723,6,1,1,0,845.448275862069,83.03448275862068,low,low,low_low,1.1876601241161993,25.281910252883428,0.0025058447891082,5.773466394105487e-06,0.0024647808280699,0.0045441240862077,0.4285714285714285,-0.3194444444444445,0.7291666666666667,1.5084487608664945,1.573117729540031,2.2111548743678737,68
cycle129_rank7_obj3,129.0,14_c2_x10_HighCOV_110723,8,0,0,0,1346.2893081761006,184.3522012578616,high,mid,high_mid,0.2863584478094875,24.56397203893444,-0.000447372716591,-1.030746739025892e-06,-0.0004076907666312,-7.412747394879971e-05,0.4285714285714285,-0.3194444444444445,-0.0625,1.3269049440276306,1.0452539800320255,1.6838053623954,69
cycle154_rank16_obj1,154.0,17_c2_x10_HighHighCOV_150723,8,1,1,0,845.1724137931035,83.17241379310344,low,low,low_low,1.0097002411185476,25.202334518600047,0.0035923752659027,8.276832612639884e-06,0.0035337009185473,0.0055357547428816,0.4285714285714285,-0.361111111111111,0.7152777777777778,1.6807960630368033,1.528699207390276,2.0064989679594314,70
cycle155_rank19_obj2,155.0,17_c2_x10_HighHighCOV_150723,9,1,1,0,842.0298507462686,80.11940298507463,low,low,low_low,0.7426923860413742,24.25124544773909,0.0031774687687485,7.320888043196729e-06,0.0031286807116442,0.0046273324814984,0.2857142857142857,-0.4166666666666667,0.7152777777777779,2.0469508236133853,2.183239663500392,1.5074723513874122,71
