edge_type,src_roi_id,dst_roi_id,source_stem,src_cycleNo,dst_cycleNo,cycle_lag,spatial_rank,distance_px,distance_um_96nm,src_future8,dst_future8,same_future8,src_radius2_slope_median_px2_per_s,dst_radius2_slope_median_px2_per_s,abs_delta_radius2_slope_median_px2_per_s,src_diffusion_proxy_median_um2_per_s,dst_diffusion_proxy_median_um2_per_s,abs_delta_diffusion_proxy_median_um2_per_s,src_q70_radius2_slope_bootstrap_p50_px2_per_s,dst_q70_radius2_slope_bootstrap_p50_px2_per_s,abs_delta_q70_radius2_slope_bootstrap_p50_px2_per_s,src_q70_radius2_slope_bootstrap_p95_px2_per_s,dst_q70_radius2_slope_bootstrap_p95_px2_per_s,abs_delta_q70_radius2_slope_bootstrap_p95_px2_per_s,src_phase_slope_positive_fraction,dst_phase_slope_positive_fraction,abs_delta_phase_slope_positive_fraction,src_threshold_robust_phase_score,dst_threshold_robust_phase_score,abs_delta_threshold_robust_phase_score,src_threshold_robust_diffusion_score,dst_threshold_robust_diffusion_score,abs_delta_threshold_robust_diffusion_score,src_persistence_particle_mse_fraction_of_full_mean,dst_persistence_particle_mse_fraction_of_full_mean,abs_delta_persistence_particle_mse_fraction_of_full_mean,src_velocity_particle_mse_fraction_of_full_mean,dst_velocity_particle_mse_fraction_of_full_mean,abs_delta_velocity_particle_mse_fraction_of_full_mean,src_mask_instability_score,dst_mask_instability_score,abs_delta_mask_instability_score
next_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle151_rank14_obj2,17_c2_x10_HighHighCOV_150723,150.0,151.0,1.0,1,4.387620740070687,0.4212115910467859,1,1,1,0.0022394574689418,0.0042699960166277,0.0020305385476859,5.15971000844208e-06,9.838070822310428e-06,4.6783608138683485e-06,0.0022904856161324,0.0041028700114584,0.001812384395326,0.0049751380043663,0.0070774542369489,0.0021023162325826,1.0,1.0,0.0,1.25,1.2916666666666663,0.0416666666666663,0.5486111111111112,0.6875,0.13888888888888884,1.3729633191500403,1.8348492774237868,0.46188595827374646,1.2397749874592123,1.7492969560184195,0.5095219685592072,1.142903620627075,2.140486797928024,0.9975831773009491
next_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle151_rank14_obj3,17_c2_x10_HighHighCOV_150723,150.0,151.0,1.0,2,436.04043403010684,41.85988166689026,1,1,1,0.0022394574689418,0.0015428954829821,0.0006965619859597002,5.15971000844208e-06,3.5548311927908026e-06,1.6048788156512773e-06,0.0022904856161324,0.0015430619662956,0.0007474236498367999,0.0049751380043663,0.0023487935166529,0.0026263444877134,1.0,1.0,0.0,1.25,0.8055555555555556,0.4444444444444444,0.5486111111111112,0.7430555555555556,0.19444444444444442,1.3729633191500403,1.4045937091536236,0.03163039000358325,1.2397749874592123,1.424716900170897,0.1849419127116847,1.142903620627075,0.915787102824694,0.22711651780238107
next_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle151_rank14_obj1,17_c2_x10_HighHighCOV_150723,150.0,151.0,1.0,3,1082.0335300244012,103.87521888234252,1,1,1,0.0022394574689418,0.001411542967969,0.0008279145009728,5.15971000844208e-06,3.2521949982006607e-06,1.907515010241419e-06,0.0022904856161324,0.0013806592304054,0.0009098263857269999,0.0049751380043663,0.0028908257167209,0.0020843122876454,1.0,0.8571428571428571,0.1428571428571429,1.25,-0.0833333333333334,1.3333333333333335,0.5486111111111112,0.5625,0.01388888888888884,1.3729633191500403,1.563289421986431,0.19032610283639073,1.2397749874592123,1.6346991774399813,0.39492418998076895,1.142903620627075,2.240854109899392,1.0979504892723169
previous_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle149_rank20_obj2,17_c2_x10_HighHighCOV_150723,150.0,149.0,1.0,1,0.7261969654170417,0.069714908680036,1,1,1,0.0022394574689418,0.0002825828491831,0.0019568746197587,5.15971000844208e-06,6.51070884517866e-07,4.508639123924214e-06,0.0022904856161324,0.0002134931357361,0.0020769924803963,0.0049751380043663,0.0024252239635009,0.0025499140408654004,1.0,1.0,0.0,1.25,0.875,0.375,0.5486111111111112,0.2708333333333333,0.27777777777777785,1.3729633191500403,1.344147483500472,0.028815835649568244,1.2397749874592123,1.272642976398534,0.032867988939321746,1.142903620627075,2.1313904206259275,0.9884867999988525
previous_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle149_rank20_obj1,17_c2_x10_HighHighCOV_150723,150.0,149.0,1.0,2,800.5479190573387,76.85260022950452,1,1,1,0.0022394574689418,0.0007853276345363,0.0014541298344055002,5.15971000844208e-06,1.809394869971684e-06,3.350315138470396e-06,0.0022904856161324,0.0003773558608171,0.0019131297553152998,0.0049751380043663,0.0014973885505387,0.0034777494538276,1.0,1.0,0.0,1.25,0.9444444444444444,0.3055555555555556,0.5486111111111112,0.0069444444444444,0.5416666666666667,1.3729633191500403,1.5804751652539413,0.20751184610390094,1.2397749874592123,1.5292847961159537,0.28950980865674136,1.142903620627075,0.676565592045472,0.4663380285816031
previous_observed_cycle_spatial_knn,cycle150_rank13_obj3,cycle149_rank20_obj3,17_c2_x10_HighHighCOV_150723,150.0,149.0,1.0,3,1078.8077474527715,103.56554375546607,1,1,1,0.0022394574689418,-0.001482098159438,0.0037215556283798,5.15971000844208e-06,-3.414754159345294e-06,8.574464167787373e-06,0.0022904856161324,-0.0016606333395983,0.003951118955730699,0.0049751380043663,-0.0010676911564844,0.0060428291608507,1.0,1.0,0.0,1.25,0.7916666666666666,0.45833333333333337,0.5486111111111112,1.0763888888888888,0.5277777777777777,1.3729633191500403,1.163022553250634,0.20994076589940636,1.2397749874592123,1.1120155173600224,0.12775947009918998,1.142903620627075,2.2967409572921964,1.1538373366651213
same_cycle_spatial_knn,cycle150_rank13_obj2,cycle150_rank13_obj1,17_c2_x10_HighHighCOV_150723,150.0,150.0,0.0,1,313.14430837045734,30.061853603563904,1,1,1,0.0007317504868457,-0.0003881722560603,0.001119922742906,1.685953121692708e-06,-8.94348877963008e-07,2.580301999655716e-06,0.0006720700934092,-0.0006491593506401,0.0013212294440493,0.0017428272518736,0.0003309909206249,0.0014118363312487,1.0,1.0,0.0,1.0,0.9444444444444444,0.05555555555555558,0.8402777777777779,-0.0486111111111111,0.888888888888889,1.5793839369871592,1.184093745551456,0.3952901914357032,1.4788672162514565,1.0981400440923117,0.38072717215914476,0.5748033877889499,2.320054649612711,1.745251261823761
same_cycle_spatial_knn,cycle150_rank13_obj2,cycle150_rank13_obj3,17_c2_x10_HighHighCOV_150723,150.0,150.0,0.0,2,800.6729041585758,76.86459879922327,1,1,1,0.0007317504868457,0.0022394574689418,0.0015077069820961001,1.685953121692708e-06,5.15971000844208e-06,3.473756886749372e-06,0.0006720700934092,0.0022904856161324,0.0016184155227232,0.0017428272518736,0.0049751380043663,0.0032323107524927005,1.0,1.0,0.0,1.0,1.25,0.25,0.8402777777777779,0.5486111111111112,0.29166666666666674,1.5793839369871592,1.3729633191500403,0.20642061783711885,1.4788672162514565,1.2397749874592123,0.23909222879224412,0.5748033877889499,1.142903620627075,0.5681002328381252
next_observed_cycle_spatial_knn,cycle150_rank13_obj2,cycle151_rank14_obj1,17_c2_x10_HighHighCOV_150723,150.0,151.0,1.0,1,315.46491796006,30.28463212416576,1,1,1,0.0007317504868457,0.001411542967969,0.0006797924811233001,1.685953121692708e-06,3.2521949982006607e-06,1.5662418765079527e-06,0.0006720700934092,0.0013806592304054,0.0007085891369962001,0.0017428272518736,0.0028908257167209,0.0011479984648473,1.0,0.8571428571428571,0.1428571428571429,1.0,-0.0833333333333334,1.0833333333333335,0.8402777777777779,0.5625,0.2777777777777779,1.5793839369871592,1.563289421986431,0.016094515000728116,1.4788672162514565,1.6346991774399813,0.15583196118852483,0.5748033877889499,2.240854109899392,1.666050722110442
next_observed_cycle_spatial_knn,cycle150_rank13_obj2,cycle151_rank14_obj3,17_c2_x10_HighHighCOV_150723,150.0,151.0,1.0,2,464.785200221153,44.61937922123069,1,1,1,0.0007317504868457,0.0015428954829821,0.0008111449961363999,1.685953121692708e-06,3.5548311927908026e-06,1.8688780710980947e-06,0.0006720700934092,0.0015430619662956,0.0008709918728864001,0.0017428272518736,0.0023487935166529,0.0006059662647793001,1.0,1.0,0.0,1.0,0.8055555555555556,0.19444444444444442,0.8402777777777779,0.7430555555555556,0.09722222222222232,1.5793839369871592,1.4045937091536236,0.1747902278335356,1.4788672162514565,1.424716900170897,0.054150316080559424,0.5748033877889499,0.915787102824694,0.3409837150357441
