roi_id,cycleNo,cohort_role,event_reference_cycle,method,n_eval_frames,transition_center_frac,transition_iqr_frac,residual_peak_step_fraction,residual_peak_particle_mse,residual_weighted_center_frac,peak_distance_to_transition_frac,weighted_center_distance_to_transition_frac,near_transition_residual_fraction,near_transition_particle_mse_median,far_transition_particle_mse_median,near_minus_far_particle_mse_median,near_far_wilcoxon_p,particle_to_nonparticle_mse_ratio_median,mask_fallback_fraction_eval,alignment_permutation_p,mode_label,is_event_enriched_mode,duration_s,roi_norm_total_variation,q60_time_of_max_abs_rate_frac,q70_time_of_max_abs_rate_frac,q80_time_of_max_abs_rate_frac,q60_max_abs_rate_per_s,q70_max_abs_rate_per_s,q80_max_abs_rate_per_s,q70_transformed_fraction_delta,q80_transformed_fraction_delta,transition_center_frac_ctx,transition_iqr_frac_ctx
cycle156_rank2_obj2,156.0,event,156.0,persistence,32,0.6105263157894737,0.15263157894736845,0.8709677419354839,0.0017030681483447,0.7350527367704803,0.2604414261460102,0.12452642098100664,0.22080889421059818,9.503559704171494e-05,0.00010462654609,-9.590949048285063e-06,0.01171875,1.8014756144862636,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1043322518467903,0.6105263157894737,0.6105263157894737,0.3052631578947368,0.0102756076388888,0.0093641493055555,0.0084418402777777,0.1845703125,0.1563802083333333,0.6105263157894737,0.15263157894736845
cycle156_rank2_obj2,156.0,event,156.0,velocity,32,0.6105263157894737,0.15263157894736845,0.9354838709677419,0.0018162230262532,0.6958475918997366,0.3249575551782682,0.08532127611026286,0.1637558714130893,0.0001153667253674,0.0001359444286208,-2.0577703253400002e-05,0.42578125,1.0907083570889053,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1043322518467903,0.6105263157894737,0.6105263157894737,0.3052631578947368,0.0102756076388888,0.0093641493055555,0.0084418402777777,0.1845703125,0.1563802083333333,0.6105263157894737,0.15263157894736845
cycle156_rank5_obj4,156.0,event,156.0,low_rank_dmd,32,0.3052631578947368,0.03157894736842104,1.0,0.02575015835464,0.588539928584167,0.6947368421052632,0.28327677068943025,0.22904838497020474,0.01041878899559375,0.01395354745909565,-0.0035347584635019007,0.001953125,3.823730129179458,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1083476044237613,0.3684210526315789,0.3052631578947368,0.3052631578947368,0.0139539930555555,0.0122938368055555,0.009375,0.2067925347222222,0.1638888888888888,0.3052631578947368,0.03157894736842104
cycle156_rank5_obj4,156.0,event,156.0,persistence,32,0.3052631578947368,0.03157894736842104,0.8709677419354839,0.0029786876402795,0.7567694812196931,0.5657045840407471,0.4515063233249563,0.10462411862870592,8.75915284268558e-05,0.00015820178668944998,-7.061025826259418e-05,0.275390625,1.999864828755256,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1083476044237613,0.3684210526315789,0.3052631578947368,0.3052631578947368,0.0139539930555555,0.0122938368055555,0.009375,0.2067925347222222,0.1638888888888888,0.3052631578947368,0.03157894736842104
cycle156_rank5_obj4,156.0,event,156.0,velocity,32,0.3052631578947368,0.03157894736842104,0.9354838709677419,0.0025707082822918,0.7181259756946418,0.6302207130730051,0.41286281779990497,0.11993692492607205,0.00013027136446905,0.00017399719945384998,-4.372583498479999e-05,0.6953125,1.0563160805700198,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1083476044237613,0.3684210526315789,0.3052631578947368,0.3052631578947368,0.0139539930555555,0.0122938368055555,0.009375,0.2067925347222222,0.1638888888888888,0.3052631578947368,0.03157894736842104
cycle156_rank6_obj3,156.0,event,156.0,low_rank_dmd,32,0.3578947368421052,0.0,0.9032258064516129,0.0113363740965724,0.6213024730793807,0.5453310696095077,0.2634077362372755,0.20530053119264358,0.0041892156004905,0.006206049118191,-0.0020168335177005005,0.0390625,4.132325519069511,0.0,,optical_loss_rollout_hard,0,95.0,0.0763047188520431,0.3578947368421052,0.3578947368421052,0.3578947368421052,0.0114366319444444,0.0110677083333333,0.0099717881944444,0.1102430555555555,0.1055338541666666,0.3578947368421052,0.0
cycle156_rank6_obj3,156.0,event,156.0,persistence,32,0.3578947368421052,0.0,0.8709677419354839,0.0007160068489611,0.6957220366704264,0.5130730050933787,0.3378272998283212,0.14273004686808632,4.615255238604732e-05,6.101023609517142e-05,-1.4857683709124103e-05,0.12890625,1.6368228751063698,0.0,,optical_loss_rollout_hard,0,95.0,0.0763047188520431,0.3578947368421052,0.3578947368421052,0.3578947368421052,0.0114366319444444,0.0110677083333333,0.0099717881944444,0.1102430555555555,0.1055338541666666,0.3578947368421052,0.0
cycle156_rank6_obj3,156.0,event,156.0,velocity,32,0.3578947368421052,0.0,0.9354838709677419,0.0009739644592627,0.6578652446372419,0.5775891341256367,0.29997050779513673,0.15585555531482814,7.511657167924568e-05,8.708047243999317e-05,-1.1963900760747492e-05,0.8203125,0.9696897338861392,0.0,,optical_loss_rollout_hard,0,95.0,0.0763047188520431,0.3578947368421052,0.3578947368421052,0.3578947368421052,0.0114366319444444,0.0110677083333333,0.0099717881944444,0.1102430555555555,0.1055338541666666,0.3578947368421052,0.0
cycle156_rank7_obj27,156.0,event,156.0,low_rank_dmd,32,0.3052631578947368,0.1578947368421053,0.9032258064516129,0.0305137708783149,0.5361265078971232,0.5979626485568761,0.23086335000238645,0.2855864676646119,0.019911957904696402,0.0205829748883843,-0.0006710169836878985,0.431640625,6.144221115240038,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1347402796149254,0.6105263157894737,0.2947368421052631,0.3052631578947368,0.0096137152777777,0.0093424479166666,0.0080837673611111,0.1627170138888889,0.1299262152777777,0.3052631578947368,0.1578947368421053
cycle156_rank7_obj27,156.0,event,156.0,persistence,32,0.3052631578947368,0.1578947368421053,0.8709677419354839,0.0025745939929038,0.6792401417968522,0.5657045840407471,0.3739769839021154,0.16061307191371155,0.00018364514107815,0.00027533770480655,-9.16925637284e-05,0.76953125,1.2061516637686371,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1347402796149254,0.6105263157894737,0.2947368421052631,0.3052631578947368,0.0096137152777777,0.0093424479166666,0.0080837673611111,0.1627170138888889,0.1299262152777777,0.3052631578947368,0.1578947368421053
cycle156_rank7_obj27,156.0,event,156.0,velocity,32,0.3052631578947368,0.1578947368421053,0.9354838709677419,0.0026439672801643,0.6058235415148058,0.6302207130730051,0.300560383620069,0.21400516972543834,0.0004581503308145,0.0005155103863216501,-5.73600555071501e-05,0.322265625,0.9099506897502452,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.1347402796149254,0.6105263157894737,0.2947368421052631,0.3052631578947368,0.0096137152777777,0.0093424479166666,0.0080837673611111,0.1627170138888889,0.1299262152777777,0.3052631578947368,0.1578947368421053
cycle156_rank8_obj10,156.0,event,156.0,low_rank_dmd,32,0.3684210526315789,0.01578947368421052,1.0,0.023015746846795,0.7067890958066257,0.631578947368421,0.3383680431750468,0.14864275484172462,0.0042428758461027505,0.011821736115962201,-0.0075788602698594505,0.921875,4.697976148147617,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.0990672260522842,0.4,0.3684210526315789,0.3684210526315789,0.01103515625,0.0119032118055555,0.0089409722222222,0.1720269097222221,0.1181640624999999,0.3684210526315789,0.01578947368421052
cycle156_rank8_obj10,156.0,event,156.0,persistence,32,0.3684210526315789,0.01578947368421052,0.8709677419354839,0.0027398304082453,0.7525205033620423,0.502546689303905,0.3840994507304634,0.11638194678665928,8.698957026354037e-05,0.00015991448162819998,-7.292491136465961e-05,0.431640625,2.334205027268972,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.0990672260522842,0.4,0.3684210526315789,0.3684210526315789,0.01103515625,0.0119032118055555,0.0089409722222222,0.1720269097222221,0.1181640624999999,0.3684210526315789,0.01578947368421052
cycle156_rank8_obj10,156.0,event,156.0,velocity,32,0.3684210526315789,0.01578947368421052,0.9354838709677419,0.0029265861958265,0.7298032230938669,0.567062818336163,0.361382170462288,0.12124903466902366,0.000118734944408,0.0001494879907113,-3.0753046303300016e-05,0.4921875,1.0935780787715292,0.0,,optical_brightening_decorrelating_rollout_hard_front_positive,1,95.0,0.0990672260522842,0.4,0.3684210526315789,0.3684210526315789,0.01103515625,0.0119032118055555,0.0089409722222222,0.1720269097222221,0.1181640624999999,0.3684210526315789,0.01578947368421052
cycle157_rank1_obj1,157.0,control,156.0,low_rank_dmd,32,0.6210526315789474,0.0,0.7096774193548387,0.0038437128532677,0.5626438954706773,0.08862478777589133,0.05840873610827013,0.3123010702296886,0.0021213619038462,0.0018216889584437,0.00029967294540250017,0.30078125,11.353065495125694,0.0,,near_baseline_or_context_like,0,95.0,0.0504900261759758,0.6210526315789474,0.6210526315789474,0.6210526315789474,0.0112087673611111,0.0086588541666666,0.0062934027777777,-0.0452039930555555,-0.0466796874999999,0.6210526315789474,0.0
