roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,roi_norm_mean_delta,roi_norm_mean_slope,roi_norm_mean_abs_step_mean,roi_norm_mean_abs_step_p95,frame_diff_mse_mean,frame_diff_mse_p95,frame_diff_mse_slope,frame_diff_abs_mean,temporal_gradient_signed_mean,spatial_std_mean,spatial_std_slope,bright_fraction_060_delta,bright_fraction_075_delta,dark_fraction_025_delta,target_near_pre_vs_rest,target_pre16_clean_vs_post_control,target_any_pre_vs_post_control
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.272265275644223,source_balanced_pre_event_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.07443984597921371,0.07437852770090103,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,,-6.13182783126831e-05,0.0025025828808699973,0.00027468643690410416,0.0005914457142353058,5.6962704547913745e-05,0.00013799754669889804,1.7341487426548202e-05,0.005505527835339308,-6.453923901972303e-07,0.13041310012340546,0.00789541519755858,-0.0004340277777777797,-0.0007595486111111119,-0.0007595486111110494,1,1.0,1.0
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.55256855416359,source_balanced_pre_event_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.07692088931798935,0.07685554772615433,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,,-6.534159183502197e-05,0.0035988938149794786,0.00040592206151861894,0.0007634297013282776,5.770324787590653e-05,0.00015622433420503507,2.182807443923114e-05,0.005400415509939194,-6.878998988213425e-07,0.13984671235084534,0.010486956090503227,-0.0005425347222222203,-0.0007595486111111101,0.0008680555555555802,1,1.0,1.0
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.03471399548354,source_balanced_pre_event_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.07563094049692154,0.07578388601541519,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,,0.00015294551849365234,0.0015861827918549505,0.0002691557532862613,0.0004916302859783172,7.967016426846385e-05,0.0001350203558104112,-5.238006792033532e-05,0.006004352122545242,1.6099331787700066e-06,0.13094399869441986,0.006803360474824039,0.0016276041666666678,0.002061631944444444,0.0017361111111111605,1,1.0,1.0
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.988204537386228,source_balanced_pre_event_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.09027808159589767,0.08988620340824127,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,,-0.0003918781876564026,0.0013069186177220408,0.00030571277204312775,0.000653308629989624,0.00012261241499800235,0.00020041532698087387,-6.615197291562496e-05,0.00784233957529068,-4.125042323721573e-06,0.11763274669647217,0.004403594722875393,0.001085069444444444,0.0011935763888888881,-0.00238715277777779,1,1.0,1.0
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,24.199332988208194,source_balanced_pre_event_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.08929891884326935,0.08905303478240967,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,,-0.0002458840608596802,0.0007161484195937129,0.00032678811173689995,0.000621592253446579,0.00011098007234977558,0.00016584685654379407,-5.505187460872347e-05,0.007458784151822329,-2.588246161394636e-06,0.11752557754516602,0.0043702699896907985,-0.0007595486111111101,-0.0008680555555555559,0.0006510416666666297,1,1.0,1.0
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,23.08806596464201,source_balanced_pre_event_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.07390235364437103,0.07339195162057877,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,,-0.0005104020237922668,0.0007173388034643432,0.000568719208240509,0.0012437716126441954,0.00012538333248812705,0.00019540721841622137,-5.2898532100554984e-05,0.007389302831143141,-5.372717623686185e-06,0.1377248615026474,0.002641035536707395,-0.0005425347222222203,-0.0007595486111111119,0.0004340277777777901,1,1.0,1.0
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.942180100195944,source_balanced_pre_event_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.07192617654800415,0.07156578451395035,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,,-0.0003603920340538025,0.0005919742830020973,0.0003126052649397599,0.0005708560347557068,4.97773835377302e-05,5.202652173466047e-05,1.0120820805145293e-06,0.005216280929744244,-3.793531732299016e-06,0.13042394816875458,0.004470667772993625,0.0007595486111111119,0.00043402777777777624,0.0008680555555555802,1,1.0,1.0
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.740731379998923,source_balanced_pre_event_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.07656458020210266,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,,-0.00025390833616256714,0.0008112994579540589,0.0004371979518940574,0.0007375307381153105,5.124805466039106e-05,5.4549825290450815e-05,1.0202618556688386e-06,0.005117038730531931,-2.6726963824330596e-06,0.13982807099819183,0.005033328663557855,0.0006510416666666644,-0.00021701388888888985,-0.0008680555555555802,1,1.0,1.0
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,23.92572024499704,source_balanced_pre_event_candidate,843.9245283018868,77.66037735849056,53.0,11193.2998046875,25.66951560974121,748,0,940,192,192,96,96,3570,4759,8888.2724609375,8885.4208984375,-2.8515625,0.08036075532436371,0.0801430195569992,-0.0002177357673645,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,,-0.00021773576736450195,0.0023339342076293098,0.00045841195081409655,0.0011632598936557766,0.00013340746227186173,0.00018455799872754136,-5.581175394725408e-05,0.007409834768623114,-2.2919161892787088e-06,0.11721441149711609,0.00827785576069631,-0.00010850694444444406,-0.0003255208333333322,0.00021701388888883955,0,0.0,0.0
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,22.913194214165536,source_balanced_pre_event_candidate,1347.4820143884892,181.64028776978412,139.0,6108.63330078125,17.572914123535156,1251,86,1443,278,192,96,96,3570,4759,8780.8583984375,8777.6181640625,-3.240234375,0.06921637803316116,0.06909330934286118,-0.0001230686902999,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,,-0.0001230686902999878,0.0027915136360553952,0.0004310978086371171,0.0009436272084712972,8.139111014315858e-05,0.00011594901443459092,-4.5808506686290946e-05,0.005516760516911745,-1.2954909607287846e-06,0.13010644912719727,0.011527559052691922,-0.0005425347222222238,-0.0003255208333333339,-0.0004340277777777901,0,0.0,0.0
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,22.753093817165645,source_balanced_pre_event_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.06724902987480164,0.06835123896598816,0.0011022090911865,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,,0.0011022090911865234,0.004511694759898586,0.00038604438304901123,0.0006867013871669769,6.439866410801187e-05,8.98560967470985e-05,-3.962440156388572e-05,0.005306342616677284,1.1602242011576891e-05,0.13172627985477448,0.006940004122971634,0.0,0.0011935763888888881,-0.0013020833333332593,0,0.0,0.0
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,23.468019468618884,source_balanced_pre_event_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.07733862847089767,0.07799151539802551,0.0006528869271278,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,,0.0006528869271278381,0.0036317191336342094,0.00041358055252777904,0.0007578156888484954,0.00010473372094566002,0.00014394361933227627,-6.0554390074685216e-05,0.00695066899061203,6.872562607895816e-06,0.11795797944068909,0.002489804107811035,0.0006510416666666661,0.000542534722222222,-0.00032552083333337034,0,0.0,0.0
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.07943174242973328,0.07950437813997269,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,,7.26357102394104e-05,0.0013116711376177162,0.0003926389311489306,0.0007476493716239928,8.140516001731157e-05,0.00013349777873372656,2.1392350486406316e-06,0.006879529915750027,7.646801236660394e-07,0.11869976669549942,0.0029189047624463512,-0.0003255208333333339,-0.00043402777777777624,0.0018446180555555802,0,0.0,0.0
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.06872641295194626,0.0690276250243187,0.0003012120723724,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,,0.0003012120723724365,0.0015929903278185055,0.0003280829442174811,0.0006309956312179566,4.5981021685292944e-05,7.888509135227648e-05,1.5231218305033297e-06,0.0050842720083892345,3.170558557030745e-06,0.13175968825817108,0.005825581792357985,-0.001085069444444444,-0.001085069444444444,-0.0007595486111111605,0,0.0,0.0
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.78255081176757,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.07966338098049164,0.07939852774143219,-0.0002648532390594,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,,-0.00026485323905944824,-0.00021071636991711222,0.0003894087515379253,0.000714130699634552,7.371855463134125e-05,9.416832835995591e-05,-3.10417217406212e-06,0.006617163773626089,-2.788039864753955e-06,0.11808531731367111,0.003599455647324192,0.0003255208333333322,-0.00021701388888888985,-0.00021701388888883955,0,0.0,0.0
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.06649754196405411,0.06683921813964844,0.0003416761755943,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,,0.00034167617559432983,0.0029393273415332256,0.000759759153190412,0.0012641437351703644,7.448506949003786e-05,0.00013532615994336081,-1.5160617342764026e-06,0.006281381007283926,3.5965258575743064e-06,0.14670215547084808,0.008995108719262231,0.0003255208333333339,0.00043402777777777797,-0.0006510416666666297,0,0.0,0.0
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.08230766654014587,0.08476927876472473,0.0024616122245788,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,,0.0024616122245788574,-0.0070655457675456715,0.00044106245040893556,0.0007770828902721401,0.00013368821237236261,0.0001316763416980393,-0.00018669181134962277,0.007333290763199329,2.5911645934684202e-05,0.11745277792215347,-0.00224243892241536,0.003038194444444446,0.003038194444444444,-0.0009765625,0,,1.0
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.07094675302505493,0.07392381131649017,0.0029770582914352,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,,0.0029770582914352417,-0.005752309796774809,0.0003797960908789384,0.0007004842162132263,8.825183613225818e-05,8.956560486694797e-05,-0.00014097367258823643,0.005537401884794235,3.133744394290261e-05,0.1314086765050888,-0.007809609726800999,0.003255208333333332,0.005316840277777778,0.0028211805555555802,0,,1.0
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.07428005337715149,0.07520325481891632,0.0009232014417648,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,,0.0009232014417648315,-0.009588485468447814,0.0003958713067205329,0.0007406473159790039,8.132620132528245e-05,9.958157388609832e-05,-7.565489244083624e-05,0.005400397814810276,9.7179827207583e-06,0.13141599297523499,-0.01634536255343059,-0.00043402777777777624,0.00021701388888888812,-0.00032552083333337034,0,,1.0
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.08576320111751556,0.0867747962474823,0.0010115951299667,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,,0.0010115951299667358,-0.010968504185529089,0.00046773788176084817,0.000880134105682373,0.00012582665658555925,0.00014670012606075031,-9.995609850049829e-05,0.00722698587924242,1.0648466741258744e-05,0.11797904968261719,-0.007411913639030462,-0.00021701388888888812,0.000542534722222222,0.0005425347222222099,0,,1.0
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.09048035740852356,0.08885785192251205,-0.0016225054860115,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,,-0.0016225054860115051,-0.015512782158618094,0.0008413405010574743,0.002910321205854413,0.00022970835561864078,0.00050494514289312,-7.059535171145797e-05,0.009172194637358189,-1.707905175862834e-05,0.12104680389165878,-0.016035099341006036,0.0,0.0,0.0006510416666666297,0,,1.0
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.06660732626914978,-0.0008464679121971,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,,-0.000846467912197113,-0.017737351245122,0.0007844881007545873,0.0019124425947666167,0.00022481440100818872,0.0004910791525617234,-8.32918335474556e-05,0.008015233092010021,-8.910118594940286e-06,0.12405833601951599,-0.015521219461080973,0.00021701388888888985,-0.0003255208333333322,-0.0004340277777777901,0,,1.0
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.262612450305785,source_balanced_pre_event_candidate,1198.2117647058824,1103.2470588235294,85.0,8594.083984375,20.40177726745605,1102,1007,1294,1199,192,96,96,6122,7346,8564.75390625,8572.5390625,7.78515625,0.07149695605039597,0.07182428240776062,0.0003273263573646,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.00032732635736465454,-0.009933407586451955,0.0010119766781204625,0.0028236620128154746,0.00043316668597981334,0.002097914926707744,-7.013250744517034e-06,0.008455130271613598,3.4456566027074587e-06,0.14536474645137787,-0.01220605364453392,-0.00021701388888888812,0.0003255208333333322,0.0004340277777777901,0,1.0,1.0
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.67298336351326,source_balanced_pre_event_candidate,842.8852459016393,79.27868852459017,61.0,9830.7763671875,23.43086624145508,747,0,939,192,192,96,96,6122,7346,8957.2939453125,8930.2158203125,-27.078125,0.08154164999723434,0.07989440113306046,-0.0016472488641738,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723.npz,,-0.0016472488641738892,-0.00913337849983078,0.0006900561483282792,0.0023606814444065084,0.0002510538324713707,0.0011973842047154901,2.4731399360845094e-05,0.008864324539899826,-1.7339534679194912e-05,0.1178085207939148,-0.007434710269774672,-0.0009765625,-0.0008680555555555559,0.0016276041666666297,0,1.0,1.0
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,22.54593594651929,source_balanced_pre_event_candidate,1200.5333333333333,1102.6222222222225,90.0,8149.2685546875,18.89762306213379,1105,1007,1297,1199,192,96,96,8571,9795,8594.83203125,8484.10546875,-110.7265625,0.07393293082714081,0.06841709464788437,-0.0055158361792564,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723.npz,,-0.005515836179256439,-0.005356000573134271,0.0008113331700626172,0.0017603971064090711,0.0001600253308424726,0.00031155290198512373,-0.0003601501569487728,0.006603199988603592,-5.806148692499846e-05,0.14494334161281586,-0.00460557386605534,-0.0023871527777777797,-0.0008680555555555559,0.004448784722222321,0,1.0,1.0
source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,23.07739042520344,source_balanced_pre_event_candidate,846.1639344262295,80.72131147540983,61.0,9666.115234375,22.57683753967285,750,0,942,192,192,96,96,8571,9795,8915.1591796875,8916.51171875,1.3525390625,0.07770233601331711,0.07846790552139282,0.0007655695080757,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.0007655695080757141,-0.004482049216545136,0.0006471073156908938,0.001712287217378616,0.00011846004781546071,0.00019984606624348089,-0.0001729040788440649,0.007049583364278078,8.058656021603383e-06,0.11860024929046631,-0.0008765949829259964,0.0029296875,0.002387152777777778,-0.0008680555555554692,0,1.0,1.0
