feature_set,observed_macro_mae,n_permutation,null_mae_mean,null_mae_p05,empirical_p_le_observed_mae
cycle_state_only,0.26083887965781316,20,0.28983594292821174,0.2058123264072204,0.38095238095238093
echem_plus_context,0.4087298325304406,20,0.434951995545836,0.2209967194931221,0.38095238095238093
context_only,0.30348576022884316,20,0.343167888777052,0.23092925023489305,0.42857142857142855
cycle_state_echem_context,0.39479627039913506,20,0.39147372523345675,0.24937046827441808,0.5238095238095238
cycle_state_plus_context,0.3484362128764394,20,0.34438124582182905,0.24086400949833853,0.6666666666666666
echem_only,0.3955182839575299,20,0.37722916451248734,0.25360772719492025,0.7142857142857143
