cycle_state_cluster,n_cycles,total_roi,median_cycle,mean_mode_fraction__front_negative_high_apparent_front_proxy,mean_mode_fraction__near_baseline_or_context_like,mean_mode_fraction__optical_brightening_decorrelating_rollout_hard_front_positive,mean_mode_fraction__optical_loss_rollout_hard
1,9,42,88.0,0.21296296296296294,0.42592592592592593,0.24074074074074073,0.12037037037037036
0,2,10,117.0,0.16666666666666666,0.75,0.08333333333333333,0.0
