source_table,source_path,row_index,feature_set,method,target,split,auc,average_precision,spearman_rho,empirical_p_ge_observed,null_auc_p95,source_eta2,n_eval,leakage_penalty,control_bonus,auc_component,ap_component,rho_component,scientific_score,promotion_status
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,27,video_plus_echem,source_mean_resid_4,future_any_drop_within_8cycles,source_mean_resid_4,0.7067901234567902,0.7681077413767954,0.3582055511434275,,,0.0,72.0,0.08,0.13,0.7067901234567902,0.7681077413767954,0.3582055511434275,1.0614,promote_for_followup
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,52,video_all,source_mean_resid_8,future_any_drop_within_16cycles,source_mean_resid_8,0.6175438596491228,0.8466189360193488,0.1653800134814496,0.0958083832335329,0.643391812865497,0.0,72.0,0.0,0.13,0.6175438596491228,0.8466189360193488,0.1653800134814496,1.0604,promote_for_followup
echem_residual_dictionary_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_residual_dictionary_fusion_audit/echem_residual_dictionary_metrics.csv,1,echem_regime,,future_any_drop_within_8cycles,,0.7430555555555556,0.7243830243830244,0.4213504858001922,0.0019960079840319,0.6136574074074072,0.0,72.0,0.12,0.14,0.7430555555555556,0.7243830243830244,0.4213504858001922,1.0587,promote_for_followup
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,20,echem_context,,future_any_drop_within_16cycles,,0.6947368421052631,0.918289840489205,0.2741994797425325,,,0.0,72.0,0.04,0.05,0.6947368421052631,0.918289840489205,0.2741994797425325,1.0536,promote_for_followup
echem_video_embedding_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_video_embedding_fusion_audit/echem_video_embedding_fusion_metrics.csv,2,video_scalar,,future_any_drop_within_8cycles,,0.8155864197530864,0.8663245821620156,0.5466644418569473,,,0.0,72.0,0.12,0.0,0.8155864197530864,0.8663245821620156,0.5466644418569473,1.0535,promote_for_followup
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,45,trio::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean+particle_gradient_diff_abs_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.6444444444444445,0.8670039224315681,0.2032281757707366,,,0.0,72.0,0.0,0.08,0.6444444444444445,0.8670039224315681,0.2032281757707366,1.0482,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,39,pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_range,source_confound_filter_0.50,,source_confound_filter_0.50,0.647953216374269,0.851147202143703,0.208340828563966,,,0.0,72.0,0.0,0.08,0.647953216374269,0.851147202143703,0.208340828563966,1.0467,candidate
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,35,residualized_video_pca_plus_context_logit,,future_any_drop_within_16cycles,,0.6865497076023391,0.9208709197962588,0.262468777614838,,,0.0,72.0,0.04,0.05,0.6865497076023391,0.9208709197962588,0.262468777614838,1.0451,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,48,trio::particle_std_diff_positive_fraction+particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.6374269005847952,0.8721209754652581,0.193354742130053,,,0.0,72.0,0.0,0.08,0.6374269005847952,0.8721209754652581,0.193354742130053,1.042,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,8,video_all,,future_any_drop_within_8cycles,,0.724537037037037,0.7932812029268553,0.388947072323647,,,0.0,72.0,0.08,0.08,0.724537037037037,0.7932812029268553,0.388947072323647,1.0411,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,9,video_all,,future_any_drop_within_8cycles,,0.724537037037037,0.7932812029268553,0.388947072323647,,,0.0,72.0,0.08,0.08,0.724537037037037,0.7932812029268553,0.388947072323647,1.0411,candidate
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,9,source_mean_resid_2,source_mean_resid_2,future_any_drop_within_8cycles,source_mean_resid_2,0.6875,0.7744331846786883,0.3247908542084062,,,0.0,72.0,0.08,0.13,0.6875,0.7744331846786883,0.3247908542084062,1.041,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,31,video_plus_echem,source_confound_filter_0.50,future_any_drop_within_8cycles,source_confound_filter_0.50,0.7291666666666667,0.7768586017917853,0.3969665995880521,,,0.0,72.0,0.08,0.08,0.7291666666666667,0.7768586017917853,0.3969665995880521,1.0408,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,43,single::particle_vs_context_mean_last_minus_first,source_confound_filter_0.50,,source_confound_filter_0.50,0.6467836257309941,0.8320474379630038,0.2065193203176311,,,0.0,72.0,0.0,0.08,0.6467836257309941,0.8320474379630038,0.2065193203176311,1.0387,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,44,pair::particle_vs_context_mean_last_minus_first+particle_norm_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.6467836257309941,0.8320474379630038,0.2065193203176311,,,0.0,72.0,0.0,0.08,0.6467836257309941,0.8320474379630038,0.2065193203176311,1.0387,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,46,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_last_minus_first+particle_gradient_diff_abs_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.6432748538011696,0.8426207716747457,0.2015826034972893,,,0.0,72.0,0.0,0.08,0.6432748538011696,0.8426207716747457,0.2015826034972893,1.0384,candidate
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,11,source_confound_filter_0.50,source_confound_filter_0.50,future_any_drop_within_8cycles,source_confound_filter_0.50,0.7245370370370371,0.7793936531124659,0.388947072323647,,,0.0,72.0,0.08,0.08,0.7245370370370371,0.7793936531124659,0.388947072323647,1.0362,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,30,pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_cv,raw,,raw,0.6736842105263158,0.8768881161644491,0.2443930250482341,,,0.0,72.0,0.05,0.08,0.6736842105263158,0.8768881161644491,0.2443930250482341,1.035,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,20,echem_regime,,future_any_drop_within_16cycles,,0.631578947368421,0.8655927053230297,0.1852699187449544,0.0678642714570858,0.6352631578947368,0.0,72.0,0.0,0.08,0.631578947368421,0.8655927053230297,0.1852699187449544,1.0331,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,21,echem_regime,,future_any_drop_within_16cycles,,0.631578947368421,0.8655927053230297,0.1852699187449544,0.0678642714570858,0.6352631578947368,0.0,72.0,0.0,0.08,0.631578947368421,0.8655927053230297,0.1852699187449544,1.0331,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,17,rollout_difficulty_axis,source_residual,future_any_drop_within_16cycles,,0.6421052631578947,0.9137081781351036,0.2002657321401985,,,0.000425438343427,72.0,0.0001,0.05,0.6421052631578947,0.9137081781351036,0.2002657321401985,1.0318,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,31,pair::particle_vs_context_mean_last_minus_first+particle_prior_area_fraction,raw,,raw,0.6736842105263158,0.8664530225933202,0.2443674826069181,,,0.0,72.0,0.05,0.08,0.6736842105263158,0.8664530225933202,0.2443674826069181,1.0314,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,22,signed_optical_loss_axis,source_residual,future_any_drop_within_16cycles,,0.656140350877193,0.8991361462536058,0.2196838985052092,,,0.0497774742738139,72.0,0.0124,0.05,0.656140350877193,0.8991361462536058,0.2196838985052092,1.0304,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,30,video_plus_echem,source_confound_filter_0.25,future_any_drop_within_8cycles,source_confound_filter_0.25,0.7237654320987654,0.7634301663743339,0.3876104844462461,,,0.0,72.0,0.08,0.08,0.7237654320987654,0.7634301663743339,0.3876104844462461,1.0297,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,20,video_all,source_mean_resid_8,future_any_drop_within_8cycles,source_mean_resid_8,0.6905864197530864,0.7225491602690748,0.3301372057180097,,,0.0,72.0,0.08,0.13,0.6905864197530864,0.7225491602690748,0.3301372057180097,1.0265,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,32,single::particle_std_last_minus_first,raw,,raw,0.6631578947368421,0.8834628300683662,0.2295573321458928,,,0.0,72.0,0.05,0.08,0.6631578947368421,0.8834628300683662,0.2295573321458928,1.0253,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,49,video_all,source_mean_resid_1,future_any_drop_within_16cycles,source_mean_resid_1,0.583625730994152,0.8549380338902712,0.1176584175514791,0.1636726546906187,0.6374853801169589,0.0,72.0,0.0,0.13,0.583625730994152,0.8549380338902712,0.1176584175514791,1.0246,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,54,single::particle_mean_last_minus_first,source_confound_filter_0.50,,source_confound_filter_0.50,0.6269005847953217,0.8490520303412945,0.1785445916690277,,,0.0,72.0,0.0,0.08,0.6269005847953217,0.8490520303412945,0.1785445916690277,1.0219,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,11,echem_regime,source_mean_resid_4,future_any_drop_within_8cycles,source_mean_resid_4,0.701388888888889,0.6717069752286471,0.3491189739487306,,,0.0,72.0,0.08,0.13,0.701388888888889,0.6717069752286471,0.3491189739487306,1.0214,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,62,video_plus_echem,source_confound_filter_0.25,future_any_drop_within_16cycles,source_confound_filter_0.25,0.6233918128654972,0.8588835803103665,0.1736078748486859,0.0658682634730539,0.6328654970760234,0.0,72.0,0.0,0.08,0.6233918128654972,0.8588835803103665,0.1736078748486859,1.0214,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,24,video_plus_echem,raw,future_any_drop_within_8cycles,raw,0.7445987654320988,0.8115381197458296,0.4236983571360691,,,0.0,72.0,0.13,0.08,0.7445987654320988,0.8115381197458296,0.4236983571360691,1.021,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,29,video_plus_echem,source_confound_filter_0.10,future_any_drop_within_8cycles,source_confound_filter_0.10,0.7175925925925926,0.7584819744989192,0.3769177814270394,,,0.0,72.0,0.08,0.08,0.7175925925925926,0.7584819744989192,0.3769177814270394,1.0208,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,34,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_diff_positive_fraction+particle_gradient_diff_q90,raw,,raw,0.6596491228070175,0.8761143612532812,0.224620615325551,,,0.0,72.0,0.05,0.08,0.6596491228070175,0.8761143612532812,0.224620615325551,1.0188,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,51,video_all,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.5789473684210527,0.8495530698697502,0.11107612845769,0.1936127744510978,0.6480701754385965,0.0,72.0,0.0,0.13,0.5789473684210527,0.8495530698697502,0.11107612845769,1.0174,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,54,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.5789473684210527,0.8495530698697502,0.11107612845769,0.1816367265469061,0.637485380116959,0.0,72.0,0.0,0.13,0.5789473684210527,0.8495530698697502,0.11107612845769,1.0174,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,35,single::particle_std_slope,raw,,raw,0.6561403508771929,0.879796363471949,0.2196838985052092,,,0.0,72.0,0.05,0.08,0.6561403508771929,0.879796363471949,0.2196838985052092,1.016,candidate
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,5,all_video_raw,,future_any_drop_within_8cycles,,0.7561728395061729,0.8141045508480491,0.4437471752970818,,,0.0,72.0,0.12,0.05,0.7561728395061729,0.8141045508480491,0.4437471752970818,1.0155,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,30,video_plus_echem,,future_any_drop_within_16cycles,,0.6140350877192983,0.8684526166845679,0.1604432966611078,0.0678642714570858,0.6234502923976607,0.0,72.0,0.0,0.08,0.6140350877192983,0.8684526166845679,0.1604432966611078,1.014,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,31,video_plus_echem,,future_any_drop_within_16cycles,,0.6140350877192983,0.8684526166845679,0.1604432966611078,0.0678642714570858,0.6234502923976607,0.0,72.0,0.0,0.08,0.6140350877192983,0.8684526166845679,0.1604432966611078,1.014,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,1,combined_loss_mechanism_axis,source_mean_only,future_any_drop_within_16cycles,,0.9421052631578948,0.9800982719957788,0.6476325067328613,,,1.0,72.0,0.34,0.0,0.9421052631578948,0.9800982719957788,0.6476325067328613,1.0099,leakage_guarded
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,32,acquisition_context,raw,future_any_drop_within_16cycles,raw,0.7450292397660818,0.9371280212097772,0.344747391287201,0.0019960079840319,0.6339766081871344,0.0,72.0,0.27,0.17,0.7450292397660818,0.9371280212097772,0.344747391287201,1.0075,leakage_guarded
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,38,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_diff_positive_fraction+particle_gradient_diff_abs_mean,raw,,raw,0.6491228070175439,0.8774527057703113,0.2098104648645256,,,0.0,72.0,0.05,0.08,0.6491228070175439,0.8774527057703113,0.2098104648645256,1.0072,candidate
echem_residual_dictionary_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_residual_dictionary_fusion_audit/echem_residual_dictionary_metrics.csv,10,acquisition_context,,future_any_drop_within_16cycles,,0.7578947368421052,0.9412979913551996,0.3773419580416943,0.0019960079840319,0.6298245614035087,0.0,72.0,0.26,0.14,0.7578947368421052,0.9412979913551996,0.3773419580416943,1.0051,leakage_guarded
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,16,acquisition_context,,future_any_drop_within_16cycles,,0.7040935672514619,0.914504598364504,0.2871523617165469,0.0039920159680638,0.6432748538011696,0.0,72.0,0.22,0.17,0.7040935672514619,0.914504598364504,0.2871523617165469,1.0029,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,17,acquisition_context,,future_any_drop_within_16cycles,,0.7040935672514619,0.914504598364504,0.2871523617165469,0.0039920159680638,0.6432748538011696,0.0,72.0,0.22,0.17,0.7040935672514619,0.914504598364504,0.2871523617165469,1.0029,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,8,echem_degraded_state_axis,within_source_centered_z,future_any_drop_within_16cycles,,0.6736842105263158,0.8815848057578544,0.2447692281713537,,,0.0590924777124801,72.0,0.0548,0.05,0.6736842105263158,0.8815848057578544,0.2447692281713537,1.0019,candidate
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,3,handcrafted_particle_raw,,future_any_drop_within_8cycles,,0.7476851851851851,0.8022758145939222,0.4290447086456725,,,0.0,72.0,0.12,0.05,0.7476851851851851,0.8022758145939222,0.4290447086456725,1.0014,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,60,single::particle_mean_diff_positive_fraction,source_confound_filter_0.50,,source_confound_filter_0.50,0.6076023391812866,0.8416056898851592,0.1516770236121903,,,0.0,72.0,0.0,0.08,0.6076023391812866,0.8416056898851592,0.1516770236121903,0.9973,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,37,trio::particle_vs_context_mean_diff_positive_fraction+particle_std_diff_positive_fraction+particle_norm_mean,raw,,raw,0.6538011695906433,0.8330845200366873,0.2163927539583147,,,0.0,72.0,0.05,0.08,0.6538011695906433,0.8330845200366873,0.2163927539583147,0.997,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,37,front_contraction_axis,source_residual,future_any_drop_within_8cycles,,0.7152777777777778,0.7867926742733246,0.3735210868517069,,,0.0161923519739119,72.0,0.084,0.05,0.7152777777777778,0.7867926742733246,0.3735210868517069,0.994,candidate
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,20,video_plus_echem,,future_any_drop_within_8cycles,source_stem,0.7415123456790123,0.7941565514329407,0.4183520056264657,,,0.0,72.0,0.12,0.05,0.7415123456790123,0.7941565514329407,0.4183520056264657,0.9913,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,42,single::particle_vs_context_mean_last_minus_first,raw,,raw,0.6467836257309941,0.8320474379630038,0.2065193203176311,,,0.0,72.0,0.05,0.08,0.6467836257309941,0.8320474379630038,0.2065193203176311,0.9887,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,41,pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean,raw,,raw,0.6467836257309942,0.8282776557872322,0.2065409066905951,,,0.0,72.0,0.05,0.08,0.6467836257309942,0.8282776557872322,0.2065409066905951,0.9873,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,61,trio::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean+particle_std_diff_q10,source_confound_filter_0.50,,source_confound_filter_0.50,0.6023391812865497,0.8288735406891999,0.1439875739266352,,,0.0,72.0,0.0,0.08,0.6023391812865497,0.8288735406891999,0.1439875739266352,0.9868,candidate
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,28,video_plus_echem,,future_any_drop_within_16cycles,,0.5941520467836258,0.8498347013100711,0.1324685680125044,0.1676646706586826,0.6399999999999998,0.0,72.0,0.0,0.08,0.5941520467836258,0.8498347013100711,0.1324685680125044,0.9848,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,29,video_plus_echem,,future_any_drop_within_16cycles,,0.5941520467836258,0.8498347013100711,0.1324685680125044,0.1676646706586826,0.6399999999999998,0.0,72.0,0.0,0.08,0.5941520467836258,0.8498347013100711,0.1324685680125044,0.9848,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,40,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_diff_positive_fraction+particle_norm_mean,raw,,raw,0.647953216374269,0.8120365882888797,0.2081732603898264,,,0.0,72.0,0.05,0.08,0.647953216374269,0.8120365882888797,0.2081732603898264,0.983,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,47,trio::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean+particle_mean_slope,raw,,raw,0.6385964912280702,0.8264125533006029,0.1950003144035003,,,0.0,72.0,0.05,0.08,0.6385964912280702,0.8264125533006029,0.1950003144035003,0.9773,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,49,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_last_minus_first+particle_norm_mean,raw,,raw,0.6374269005847952,0.8274699260553258,0.193354742130053,,,0.0,72.0,0.05,0.08,0.6374269005847952,0.8274699260553258,0.193354742130053,0.9764,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,43,echem_regime,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.5368421052631578,0.8658626885713481,0.0518755772485872,0.3493013972055888,0.6421052631578947,0.0,72.0,0.0,0.13,0.5368421052631578,0.8658626885713481,0.0518755772485872,0.9751,weak
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,16,video_all,raw,future_any_drop_within_8cycles,raw,0.7114197530864197,0.7906798147298508,0.3662250784078326,,,0.0,72.0,0.13,0.08,0.7114197530864197,0.7906798147298508,0.3662250784078326,0.9748,candidate
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,24,raw,raw,future_any_drop_within_8cycles,raw,0.7114197530864197,0.7906798147298508,0.3662250784078326,,,0.0,72.0,0.13,0.08,0.7114197530864197,0.7906798147298508,0.3662250784078326,0.9748,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,50,pair::particle_vs_context_mean_diff_positive_fraction+particle_norm_std,raw,,raw,0.6339181286549708,0.8330452263696191,0.1884377196499852,,,0.0,72.0,0.05,0.08,0.6339181286549708,0.8330452263696191,0.1884377196499852,0.9743,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,32,echem_degraded_state_axis,source_residual,future_any_drop_within_8cycles,,0.6944444444444444,0.7927230378317336,0.3373738848983159,,,0.0072383185707507,72.0,0.0818,0.05,0.6944444444444444,0.7927230378317336,0.3373738848983159,0.9738,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,35,acquisition_context,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.6514619883040935,0.8574832623438416,0.2131016094114202,0.0419161676646706,0.639766081871345,0.0,72.0,0.22,0.22,0.6514619883040935,0.8574832623438416,0.2131016094114202,0.9729,candidate
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,21,video_all,source_confound_filter_0.10,future_any_drop_within_8cycles,source_confound_filter_0.10,0.6766975308641975,0.7573581157039071,0.3060786239247944,,,0.0,72.0,0.08,0.08,0.6766975308641975,0.7573581157039071,0.3060786239247944,0.9724,candidate
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,50,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.5461988304093567,0.8272077767409987,0.0650001048011667,0.2894211576846307,0.6502923976608187,0.0,72.0,0.0,0.13,0.5461988304093567,0.8272077767409987,0.0650001048011667,0.9722,weak
