source_table,source_path,row_index,feature_set,method,target,split,auc,average_precision,spearman_rho,empirical_p_ge_observed,null_auc_p95,source_eta2,n_eval,leakage_penalty,control_bonus,auc_component,ap_component,rho_component,scientific_score,promotion_status
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,49,source_mean_resid_2,source_mean_resid_2,future_any_drop_within_16cycles,source_mean_resid_2,0.4514619883040935,0.7852983346841327,-0.0682912493480613,0.7085828343313373,0.6563157894736841,0.0,72.0,0.0,0.13,0.4514619883040935,0.7852983346841327,0.0682912493480613,0.8631,weak
temporal_directionality_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/temporal_directionality_physics_audit/temporal_directionality_model_metrics.csv,1,random_forest,random_forest,future_any_drop_within_8cycles,cycleNo,0.7145061728395061,0.7665801886867338,,,,0.0,72.0,0.12,0.0,0.7145061728395061,0.7665801886867338,0.0,0.8628,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,39,front_contraction_axis,within_source_rank,future_any_drop_within_8cycles,,0.6736111111111112,0.689455330244804,0.3014236704425638,,,0.0490651227652152,72.0,0.1323,0.05,0.6736111111111112,0.689455330244804,0.3014236704425638,0.8628,candidate
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,19,acquisition_context,,future_any_drop_within_16cycles,,0.7157894736842105,0.9307319682605724,0.3038426667417252,,,0.0,72.0,0.26,0.05,0.7157894736842105,0.9307319682605724,0.3038426667417252,0.8619,leakage_guarded
echem_residual_dictionary_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_residual_dictionary_fusion_audit/echem_residual_dictionary_metrics.csv,16,residual_dictionary_plus_handcrafted,,future_any_drop_within_16cycles,,0.5450292397660819,0.8577103028653071,0.0633545325277195,,,0.0,72.0,0.04,0.05,0.5450292397660819,0.8577103028653071,0.0633545325277195,0.8616,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,84,trio::particle_vs_context_mean_diff_positive_fraction+particle_norm_mean+particle_std_diff_q10,raw,,raw,0.5485380116959064,0.7874339130796824,0.0682912493480613,,,0.0,72.0,0.05,0.08,0.5485380116959064,0.7874339130796824,0.0682912493480613,0.861,weak
balanced_future_context_region,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_context_region_audit/balanced_future_context_region_oof_metrics.csv,0,acquisition_context_only,logistic_l2,,cycleNo,0.8233024691358024,0.8457246900593868,,,,0.0,72.0,0.26,0.0,0.8233024691358024,0.8457246900593868,0.0,0.8593,leakage_guarded
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,35,front_contraction_axis,raw,future_any_drop_within_8cycles,,0.7847222222222222,0.7633470695970694,0.4935819976516537,,,0.2915167546467471,72.0,0.2429,0.0,0.7847222222222222,0.7633470695970694,0.4935819976516537,0.8584,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,99,family::norm_heterogeneity_plus_particle_vs_context,source_confound_filter_0.50,,source_confound_filter_0.50,0.4853801169590643,0.8267183823912495,-0.0205696534180907,,,0.0,72.0,0.0,0.08,0.4853801169590643,0.8267183823912495,0.0205696534180907,0.8568,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,46,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.4514619883040935,0.7666893360021496,-0.0682912493480613,0.6946107784431138,0.6258479532163742,0.0,72.0,0.0,0.13,0.4514619883040935,0.7666893360021496,0.0682912493480613,0.8566,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,96,single::particle_vs_context_mean_first_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.4994152046783626,0.788139797429617,-0.0008227861367236,,,0.0,72.0,0.0,0.08,0.4994152046783626,0.788139797429617,0.0008227861367236,0.8553,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,97,pair::particle_norm_mean+particle_vs_context_mean_first_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.4994152046783626,0.788139797429617,-0.0008227861367236,,,0.0,72.0,0.0,0.08,0.4994152046783626,0.788139797429617,0.0008227861367236,0.8553,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,98,pair::particle_norm_max+particle_vs_context_mean_first_mean,source_confound_filter_0.50,,source_confound_filter_0.50,0.4994152046783626,0.788139797429617,-0.0008227861367236,,,0.0,72.0,0.0,0.08,0.4994152046783626,0.788139797429617,0.0008227861367236,0.8553,weak
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,37,video_scalar,,future_any_drop_within_16cycles,source_stem,0.5391812865497077,0.8378201421270502,0.0551266711604832,,,0.0,72.0,0.04,0.05,0.5391812865497077,0.8378201421270502,0.0551266711604832,0.8479,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,45,source_mean_resid_2,source_mean_resid_2,future_any_drop_within_16cycles,source_mean_resid_2,0.4444444444444445,0.7574268263796378,-0.0781646829887448,0.7405189620758483,0.6305847953216372,0.0,72.0,0.0,0.13,0.4444444444444445,0.7574268263796378,0.0781646829887448,0.8474,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,30,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.4257309941520467,0.7881964967418095,-0.104493839363901,0.8283433133732535,0.6480116959064327,0.0,72.0,0.0,0.13,0.4257309941520467,0.7881964967418095,0.104493839363901,0.842,weak
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,35,echem_regime,,future_any_drop_within_16cycles,source_stem,0.5239766081871344,0.8652390613638145,0.0337437273663046,0.3712574850299401,0.6433333333333333,0.0,72.0,0.04,0.05,0.5239766081871344,0.8652390613638145,0.0337437273663046,0.8402,weak
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,37,residualized_all_video_plus_context_logit,,future_any_drop_within_16cycles,,0.5274853801169591,0.8532255111002699,0.0386709484260106,,,0.0,72.0,0.04,0.05,0.5274853801169591,0.8532255111002699,0.0386709484260106,0.84,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,4,combined_loss_mechanism_axis,within_source_rank,future_any_drop_within_16cycles,,0.5514619883040935,0.8125622872316436,0.0724821361363376,,,0.0531131419911206,72.0,0.0533,0.05,0.5514619883040935,0.8125622872316436,0.0724821361363376,0.8398,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,15,rollout_difficulty_axis,raw,future_any_drop_within_16cycles,,0.631578947368421,0.9040966969271588,0.1852699187449544,,,0.1474542650145742,72.0,0.1269,0.0,0.631578947368421,0.9040966969271588,0.1852699187449544,0.8396,candidate
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,88,single::particle_mean_slope,raw,,raw,0.5333333333333333,0.7736638920731612,0.0468988097932469,,,0.0,72.0,0.05,0.08,0.5333333333333333,0.7736638920731612,0.0468988097932469,0.8388,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,87,pair::particle_vs_context_mean_slope+particle_norm_min,raw,,raw,0.5356725146198831,0.7573074068585728,0.0501899543401414,,,0.0,72.0,0.05,0.08,0.5356725146198831,0.7573074068585728,0.0501899543401414,0.8357,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,102,trio::particle_vs_context_mean_diff_positive_fraction+particle_std_last_minus_first+particle_gradient_std,source_confound_filter_0.50,,source_confound_filter_0.50,0.4736842105263159,0.7891648739927992,-0.0370253761525633,,,0.0,72.0,0.0,0.08,0.4736842105263159,0.7891648739927992,0.0370253761525633,0.8336,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,103,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_last_minus_first+particle_gradient_std,source_confound_filter_0.50,,source_confound_filter_0.50,0.4725146198830409,0.7885134810001004,-0.0386709484260106,,,0.0,72.0,0.0,0.08,0.4725146198830409,0.7885134810001004,0.0386709484260106,0.8324,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,2,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_8cycles,source_mean_resid_4,0.5671296296296297,0.5760858962221698,0.1162831453338738,,,0.0,72.0,0.08,0.13,0.5671296296296297,0.5760858962221698,0.1162831453338738,0.8304,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,104,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_slope+particle_gradient_std,source_confound_filter_0.50,,source_confound_filter_0.50,0.4690058479532163,0.7875247702849564,-0.0436076652463523,,,0.0,72.0,0.0,0.08,0.4690058479532163,0.7875247702849564,0.0436076652463523,0.829,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,91,pair::particle_vs_context_mean_last_minus_first+particle_heterogeneity_rank,raw,,raw,0.5263157894736842,0.7645475394494852,0.0370253761525633,,,0.0,72.0,0.05,0.08,0.5263157894736842,0.7645475394494852,0.0370253761525633,0.8276,weak
source_domain_video_echem_adaptation,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_domain_video_echem_adaptation_audit/source_domain_video_echem_metrics.csv,0,acquisition_context,raw,future_any_drop_within_16cycles,raw,0.6970760233918128,0.9218202837128742,0.2772789280758633,0.0119760479041916,0.6222222222222222,0.0,72.0,0.31,0.09,0.6970760233918128,0.9218202837128742,0.2772789280758633,0.8274,leakage_guarded
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,43,video_plus_echem,,future_any_drop_within_16cycles,source_stem,0.5122807017543859,0.8601054561730654,0.0172790645127917,0.4331337325349301,0.6456140350877192,0.0,72.0,0.04,0.05,0.5122807017543859,0.8601054561730654,0.0172790645127917,0.825,weak
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,22,video_all,source_confound_filter_0.25,future_any_drop_within_8cycles,source_confound_filter_0.25,0.587962962962963,0.6333707622798828,0.1523710180236967,,,0.0,72.0,0.08,0.08,0.587962962962963,0.6333707622798828,0.1523710180236967,0.8249,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,51,source_confound_filter_0.50,source_confound_filter_0.50,future_any_drop_within_16cycles,source_confound_filter_0.50,0.4596491228070176,0.7982131109673962,-0.0567722434339304,0.7025948103792415,0.6435087719298244,0.0,72.0,0.0,0.08,0.4596491228070176,0.7982131109673962,0.0567722434339304,0.8247,weak
echem_video_embedding_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_video_embedding_fusion_audit/echem_video_embedding_fusion_metrics.csv,1,echem_regime,,future_any_drop_within_8cycles,,0.6319444444444443,0.5677624458874458,0.2287331208629614,0.0259740259740259,0.6111111111111112,0.0,72.0,0.12,0.09,0.6319444444444443,0.5677624458874458,0.2287331208629614,0.8235,candidate
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,13,echem_regime,,future_any_drop_within_8cycles,source_stem,0.6527777777777779,0.6109473412678272,0.2646443997253681,,,0.0,72.0,0.12,0.05,0.6527777777777779,0.6109473412678272,0.2646443997253681,0.8231,candidate
source_domain_video_echem_adaptation,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_domain_video_echem_adaptation_audit/source_domain_video_echem_metrics.csv,13,video_plus_echem,raw,future_any_drop_within_16cycles,raw,0.5953216374269006,0.867929553249541,0.1341141402859517,0.1397205588822355,0.6376023391812863,0.0,72.0,0.09,0.0,0.5953216374269006,0.867929553249541,0.1341141402859517,0.8225,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,92,pair::particle_vs_context_mean_slope+particle_norm_cv,raw,,raw,0.5204678362573099,0.7659589338481791,0.028797514785327,,,0.0,72.0,0.05,0.08,0.5204678362573099,0.7659589338481791,0.028797514785327,0.8214,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,19,rollout_difficulty_axis,within_source_rank,future_any_drop_within_16cycles,,0.5210526315789473,0.8654006892703394,0.0296883994252915,,,0.0631165659340663,72.0,0.0558,0.05,0.5210526315789473,0.8654006892703394,0.0296883994252915,0.8211,weak
balanced_future_context_region,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_context_region_audit/balanced_future_context_region_oof_metrics.csv,7,physics_plus_acquisition_context,random_forest,,cycleNo,0.7862654320987653,0.8408608511707139,,,,0.0,72.0,0.26,0.0,0.7862654320987653,0.8408608511707139,0.0,0.8206,leakage_guarded
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,31,source_confound_filter_0.50,source_confound_filter_0.50,future_any_drop_within_16cycles,source_confound_filter_0.50,0.4573099415204678,0.7897843134360267,-0.060063387980825,0.7325349301397206,0.6503508771929823,0.0,72.0,0.0,0.08,0.4573099415204678,0.7897843134360267,0.060063387980825,0.8197,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,106,family::particle_intensity,source_confound_filter_0.50,,source_confound_filter_0.50,0.4573099415204678,0.7897843134360267,-0.060063387980825,,,0.0,72.0,0.0,0.08,0.4573099415204678,0.7897843134360267,0.060063387980825,0.8197,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,24,video_all,,future_any_drop_within_16cycles,,0.4538011695906433,0.7936905324382724,-0.0650001048011667,0.7544910179640718,0.6339766081871344,0.0,72.0,0.0,0.08,0.4538011695906433,0.7936905324382724,0.0650001048011667,0.8181,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,25,video_all,,future_any_drop_within_16cycles,,0.4538011695906433,0.7936905324382724,-0.0650001048011667,0.7544910179640718,0.6339766081871344,0.0,72.0,0.0,0.08,0.4538011695906433,0.7936905324382724,0.0650001048011667,0.8181,weak
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,47,echem_regime,source_confound_filter_0.50,future_any_drop_within_16cycles,source_confound_filter_0.50,0.4631578947368421,0.7691069406077624,-0.052102604929535,0.6866267465069861,0.6387719298245613,0.0,72.0,0.0,0.08,0.4631578947368421,0.7691069406077624,0.052102604929535,0.8176,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,26,video_all,,future_any_drop_within_16cycles,,0.4538011695906432,0.787444297948483,-0.0650001048011667,0.7065868263473054,0.6387134502923976,0.0,72.0,0.0,0.08,0.4538011695906432,0.787444297948483,0.0650001048011667,0.8159,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,27,video_all,,future_any_drop_within_16cycles,,0.4538011695906432,0.787444297948483,-0.0650001048011667,0.7065868263473054,0.6387134502923976,0.0,72.0,0.0,0.08,0.4538011695906432,0.787444297948483,0.0650001048011667,0.8159,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,40,rollout_difficulty_axis,raw,future_any_drop_within_8cycles,,0.7152777777777778,0.7650820176555471,0.3731961445658845,,,0.1474542650145742,72.0,0.2069,0.0,0.7152777777777778,0.7650820176555471,0.3731961445658845,0.8135,candidate
temporal_directionality_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/temporal_directionality_physics_audit/temporal_directionality_model_metrics.csv,9,random_forest,random_forest,past_any_drop_within_16cycles,cycleNo,0.7333333333333333,0.341839099464259,,,,0.0,72.0,0.04,0.0,0.7333333333333333,0.341839099464259,0.0,0.813,candidate
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,38,source_mean_resid_4,source_mean_resid_4,future_any_drop_within_16cycles,source_mean_resid_4,0.3847953216374269,0.8049702281723337,-0.1620888689345551,0.9181636726546906,0.6270760233918127,0.0,72.0,0.0,0.13,0.3847953216374269,0.8049702281723337,0.1620888689345551,0.8127,weak
source_invariant_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_video_echem_transfer_audit/source_invariant_video_echem_metrics.csv,48,video_all,raw,future_any_drop_within_16cycles,raw,0.4888888888888889,0.8145320827935935,-0.0156329365977489,0.564870259481038,0.6411111111111109,0.0,72.0,0.05,0.08,0.4888888888888889,0.8145320827935935,0.0156329365977489,0.8055,weak
source_invariant_physical_family,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_physical_family_audit/source_invariant_family_metrics.csv,52,raw,raw,future_any_drop_within_16cycles,raw,0.4888888888888889,0.8145320827935935,-0.0156329365977489,0.5728542914171657,0.6538596491228068,0.0,72.0,0.05,0.08,0.4888888888888889,0.8145320827935935,0.0156329365977489,0.8055,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,95,single::particle_vs_context_mean_first_mean,raw,,raw,0.4994152046783626,0.788139797429617,-0.0008227861367236,,,0.0,72.0,0.05,0.08,0.4994152046783626,0.788139797429617,0.0008227861367236,0.8053,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,21,signed_optical_loss_axis,source_mean_only,future_any_drop_within_16cycles,,0.7736842105263159,0.9234113993116764,0.4009153613108189,,,1.0,72.0,0.34,0.0,0.7736842105263159,0.9234113993116764,0.4009153613108189,0.797,leakage_guarded
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,43,rollout_difficulty_axis,within_source_centered_z,future_any_drop_within_8cycles,,0.625,0.6416223031354611,0.2171671523329477,,,0.0183377412543118,72.0,0.1246,0.05,0.625,0.6416223031354611,0.2171671523329477,0.7967,candidate
echem_residual_dictionary_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_residual_dictionary_fusion_audit/echem_residual_dictionary_metrics.csv,14,pca_video,,future_any_drop_within_16cycles,,0.512280701754386,0.7770747904194619,0.0172785088711962,0.4710578842315369,0.6421637426900584,0.0,72.0,0.04,0.05,0.512280701754386,0.7770747904194619,0.0172785088711962,0.796,weak
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,27,video_embedding,,future_any_drop_within_16cycles,cycleNo,0.512280701754386,0.7770747904194619,0.0172785088711962,,,0.0,72.0,0.04,0.05,0.512280701754386,0.7770747904194619,0.0172785088711962,0.796,weak
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,23,video_pca_raw,,future_any_drop_within_16cycles,,0.512280701754386,0.7770747904194619,0.0172785088711962,,,0.0,72.0,0.04,0.05,0.512280701754386,0.7770747904194619,0.0172785088711962,0.796,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,14,video_plus_echem,,future_any_drop_within_8cycles,,0.5825617283950617,0.5674028107533335,0.1430149028818908,,,0.0,72.0,0.08,0.08,0.5825617283950617,0.5674028107533335,0.1430149028818908,0.7955,weak
source_balanced_video_echem_transfer,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_video_echem_transfer_audit/source_balanced_video_echem_metrics.csv,15,video_plus_echem,,future_any_drop_within_8cycles,,0.5825617283950617,0.5674028107533335,0.1430149028818908,,,0.0,72.0,0.08,0.08,0.5825617283950617,0.5674028107533335,0.1430149028818908,0.7955,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,24,signed_optical_loss_axis,within_source_rank,future_any_drop_within_16cycles,,0.5140350877192983,0.7945776654237964,0.0197678553099102,,,0.0367983890417204,72.0,0.0492,0.05,0.5140350877192983,0.7945776654237964,0.0197678553099102,0.7949,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,94,pair::particle_vs_context_mean_slope+particle_norm_mean,raw,,raw,0.5052631578947369,0.7398441818464294,0.0074050752305126,,,0.0,72.0,0.05,0.08,0.5052631578947369,0.7398441818464294,0.0074050752305126,0.7949,weak
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,27,combined_loss_mechanism_axis,source_residual,future_any_drop_within_8cycles,,0.6134259259259259,0.6184306893996203,0.1964784179779247,,,0.1035203434479703,72.0,0.1059,0.05,0.6134259259259259,0.6184306893996203,0.1964784179779247,0.7936,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,44,rollout_difficulty_axis,within_source_rank,future_any_drop_within_8cycles,,0.638888888888889,0.6166771094402673,0.241138936354051,,,0.0631165659340663,72.0,0.1358,0.05,0.638888888888889,0.6166771094402673,0.241138936354051,0.793,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,38,front_contraction_axis,within_source_centered_z,future_any_drop_within_8cycles,,0.625,0.630049648780299,0.2171671523329477,,,0.0181876266997063,72.0,0.1245,0.05,0.625,0.630049648780299,0.2171671523329477,0.7927,candidate
echem_conditioned_residual_dictionary,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_conditioned_residual_dictionary/echem_conditioned_residual_dictionary_metrics.csv,6,residual_dictionary_raw,leave_cycle,future_any_drop_within_16cycles,leave_cycle,0.4807017543859649,0.8549923211013175,-0.0271519425118797,0.5614617940199336,0.6180116959064328,0.0,72.0,0.04,0.05,0.4807017543859649,0.8549923211013175,0.0271519425118797,0.7927,weak
echem_residual_dictionary_fusion,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/echem_residual_dictionary_fusion_audit/echem_residual_dictionary_metrics.csv,12,residual_dictionary,,future_any_drop_within_16cycles,,0.4807017543859649,0.8549923211013175,-0.0271519425118797,0.5788423153692615,0.639766081871345,0.0,72.0,0.04,0.05,0.4807017543859649,0.8549923211013175,0.0271519425118797,0.7927,weak
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,21,residual_dictionary_raw,,future_any_drop_within_16cycles,,0.4807017543859649,0.8549923211013175,-0.0271519425118797,,,0.0,72.0,0.04,0.05,0.4807017543859649,0.8549923211013175,0.0271519425118797,0.7927,weak
source_invariant_interpretable_feature,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_invariant_interpretable_feature_audit/interpretable_feature_set_metrics.csv,100,trio::particle_vs_context_mean_diff_positive_fraction+particle_mean_diff_positive_fraction+particle_gradient_std,raw,,raw,0.4853801169590643,0.7856900722601969,-0.0205696534180907,,,0.0,72.0,0.05,0.08,0.4853801169590643,0.7856900722601969,0.0205696534180907,0.7924,weak
acquisition_residualized_video_physics,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_physics_benchmark/acquisition_residualized_metrics.csv,34,residualized_video_pca,,future_any_drop_within_16cycles,,0.5052631578947369,0.7887167273801612,0.0074050752305126,,,0.0,72.0,0.04,0.05,0.5052631578947369,0.7887167273801612,0.0074050752305126,0.7921,weak
acquisition_residualized_video_echem,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/acquisition_residualized_video_echem_warning/acquisition_residualized_video_echem_metrics.csv,12,echem_regime,,future_any_drop_within_8cycles,source_stem,0.6180555555555556,0.6258831317461349,0.2046559502458076,,,0.0,72.0,0.12,0.05,0.6180555555555556,0.6258831317461349,0.2046559502458076,0.7876,candidate
signed_loss_source_robustness,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/signed_loss_source_robustness_audit/signed_loss_source_robustness_metrics.csv,12,front_contraction_axis,source_residual,future_any_drop_within_16cycles,,0.4421052631578947,0.827807653650988,-0.0815897427237845,,,0.0161923519739119,72.0,0.004,0.05,0.4421052631578947,0.827807653650988,0.0815897427237845,0.786,weak
