mse,mae,psnr,ssim,roi_id,cycleNo,source_stem,method,eval_step,frame_index,validation_score
4.8852289182832465e-05,0.005333193577826023,43.11115080744009,0.9772846041785346,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,0,1516,5.377963073534964
0.00013734969252254814,0.009091537445783615,38.621723084742904,0.9359174526400036,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,0,1516,5.377963073534964
0.00019758977578021586,0.008992131799459457,37.042355315961316,0.9630177230746658,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,0,1516,5.377963073534964
5.537756078410894e-05,0.005638969596475363,42.56666177541901,0.9763461051678952,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,1,1525,5.377963073534964
0.00015844948939047754,0.009517722763121128,38.00109156001957,0.933761764963468,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,1,1525,5.377963073534964
0.0001689015480224043,0.00809873640537262,37.72366369999701,0.9694919330470356,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,1,1525,5.377963073534964
4.502486262936145e-05,0.005185548681765795,43.46547603536776,0.9783564939543054,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,2,1535,5.377963073534964
0.00014774648298043758,0.009313318878412247,38.304828484525835,0.9373551157448027,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,2,1535,5.377963073534964
0.00016878060705494136,0.008290544152259827,37.72677455416927,0.9680636256270938,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,2,1535,5.377963073534964
4.1139570384984836e-05,0.005001681391149759,43.857402478966335,0.9789230544258047,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,3,1544,5.377963073534964
0.00012368021998554468,0.00869688019156456,39.07699750961139,0.9398773438106348,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,3,1544,5.377963073534964
0.0001680186396697536,0.008163005113601685,37.746425357939344,0.9682909465351223,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,3,1544,5.377963073534964
4.2314666643505916e-05,0.005079705733805895,43.73509076163315,0.9785087578679309,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,4,1554,5.377963073534964
0.00012156101001892239,0.008602864108979702,39.15205700136828,0.9399033073657824,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,4,1554,5.377963073534964
0.00015540191088803113,0.007881607860326767,38.08543645232498,0.969659804775391,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,4,1554,5.377963073534964
4.3001124140573665e-05,0.005134034436196089,43.665201908932836,0.9780197240614596,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,5,1564,5.377963073534964
0.00012417248217388988,0.008751807734370232,39.05974637365129,0.9390035642444352,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,5,1564,5.377963073534964
0.0001633296487852931,0.008039929904043674,37.86934971815218,0.9686716992104495,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,5,1564,5.377963073534964
4.2119416320929304e-05,0.005092374049127102,43.75517655776104,0.9780339197685689,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,6,1573,5.377963073534964
0.00012508686631917953,0.008801528252661228,39.02788287305307,0.9375184939672917,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,6,1573,5.377963073534964
0.00015416073438245803,0.007790512405335903,38.12026229479423,0.9704568236036065,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,6,1573,5.377963073534964
4.1925988625735044e-05,0.005058161448687315,43.775166878241016,0.9787467929831257,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,7,1583,5.377963073534964
0.00012342246191110462,0.008699598722159863,39.08605794951741,0.9395579308712924,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,7,1583,5.377963073534964
0.00015913373499643058,0.007820709608495235,37.98237743862208,0.9700477780604068,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,7,1583,5.377963073534964
5.0679831474553794e-05,0.005359281785786152,42.95164837943944,0.9775700034109163,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,8,1592,5.377963073534964
0.00013232474157121032,0.008938987739384174,38.78358945508295,0.9384517755846918,cycle86_rank5_obj8,86.0,10_c2_x10_030723,velocity,8,1592,5.377963073534964
0.00020480081730056554,0.008658353239297867,36.88668314549637,0.9649732539683212,cycle86_rank5_obj8,86.0,10_c2_x10_030723,low_rank_dmd,8,1592,5.377963073534964
4.3273095798213035e-05,0.005123445298522711,43.63782033851729,0.978086735120526,cycle86_rank5_obj8,86.0,10_c2_x10_030723,persistence,9,1602,5.377963073534964
