metric,event_mean,control_mean,event_median,control_median,event_minus_control_mean,cohens_d_event_vs_control,mannwhitney_p
roi_norm_mean_delta_last_minus_first,-0.0003017403862693091,-0.0003969029057770561,-0.0001923888921737,-0.00032991170883175003,9.516251950774697e-05,0.19918956517838998,0.6661454056500897
roi_mean_delta_last_minus_first,-4.5810546875,-7.4940948486328125,-6.7822265625,-6.736328125,2.9130401611328125,0.37370106477730586,0.49526410980778757
stage_drift_xy_sampled,0.2356037078635661,0.2255256805721892,0.2236067977499281,0.2151387818866552,0.010078027291376912,0.2367070351478128,1.0
temporal_diff_energy,9.557427950891328e-05,8.862033462264662e-05,8.857985812937841e-05,8.771828288445249e-05,6.9539448862666545e-06,0.17412617998154467,0.9666958690839389
cumulative_abs_norm_change,0.011974201283671639,0.008480100441374816,0.011798858642578125,0.008278355468064547,0.0034941008422968226,1.483802083870796,0.01003132183694552
first_last_corr,0.9854776878654189,0.9946678481309748,0.9919201759637432,0.9949802905274635,-0.009190160265555858,-1.5022943532848814,0.018669419076246436
mean_norm_intensity,0.10076360607689078,0.09359867102466524,0.0915786400437355,0.094638392329216,0.007164935052225541,0.47605756299596946,0.8783248501010348
std_norm_intensity,0.13909481330351395,0.13116391049697995,0.14160476624965668,0.12894510477781296,0.007930902806533996,0.887630362742876,0.018669419076246436
