cycleNo,source_stem,front_candidate_rank,front_centroid_x_ds,front_centroid_y_ds,front_radius_slope_ds_px_per_frame,front_radius_slope_r2,front_radius_monotonic_fraction,apparent_diffusion_proxy_ds_px2_per_frame,front_radius2_slope_r2,roi_mean_delta_last_minus_first,high_fraction_first,high_fraction_last,front_preview_png,front_trace_csv,downsample,object_candidate_rank,object_candidate_id,object_x_ds,object_y_ds,object_area_ds_px,object_mean_residual,object_mean_abs_z,object_match_distance_ds,object_overlay_png,validation_score,validation_tier,selected_for_next_tracking,roi_id,cohort_role,event_reference_cycle,manual_qc_status,auto_review_flags
158.0,18_c2_xN_HighHighCOV_170723,2,299.32515337423314,260.3128834355828,0.0001332835330787,0.082196944878801,0.6129032258064516,0.0002693341677908,0.0837031932487719,1317.3006134969328,0.3006134969325153,0.3374233128834356,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_158_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_158_18_c2_xN_HighHighCOV_170723_cand2.csv,4,1,161,299.2258064516129,262.2258064516129,93,8693.9453125,18.543556213378903,1.9155010509764343,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_158_18_c2_xN_HighHighCOV_170723_local2.png,-0.3203267666187472,control_balancing,True,cycle158_rank2_obj1,control,156.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero
157.0,18_c2_xN_HighHighCOV_170723,4,144.42335766423358,44.23357664233577,-9.21611124340652e-05,0.121542488368027,0.6129032258064516,-0.0001783003742465,0.129826511672363,-3448.525547445255,0.2773722627737226,0.2043795620437956,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand4.csv,4,8,34,144.88679245283018,44.735849056603776,106,5897.0166015625,13.179842948913574,0.6834101121699823,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_157_18_c2_xN_HighHighCOV_170723_local1.png,-0.3359094676715372,control_balancing,True,cycle157_rank4_obj8,control,156.0,pending,fragmented_q70_mask
157.0,18_c2_xN_HighHighCOV_170723,6,416.95327102803736,37.4392523364486,-8.347127884091551e-05,0.1735557213037184,0.4516129032258064,-0.0001588091189099,0.1677772223989594,-4734.803738317758,0.3831775700934579,0.2803738317757009,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand6.csv,4,3,25,417.6470588235294,36.142857142857146,119,6078.71826171875,15.926889419555664,1.4703679822210165,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_157_18_c2_xN_HighHighCOV_170723_local1.png,-0.3399999331406834,control_balancing,True,cycle157_rank6_obj3,control,156.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero
157.0,18_c2_xN_HighHighCOV_170723,2,299.2248520710059,260.2426035502959,-0.0002004027160084,0.0962036075274915,0.4838709677419355,-0.0003688747242856,0.0955614473563636,-3749.491124260354,0.2899408284023668,0.2011834319526627,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_157_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_157_18_c2_xN_HighHighCOV_170723_cand2.csv,4,2,172,298.9789473684211,262.33684210526314,95,8086.07763671875,17.657535552978516,2.1086261517549043,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_157_18_c2_xN_HighHighCOV_170723_local1.png,-0.3917239090920952,control_balancing,True,cycle157_rank2_obj2,control,156.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero
60.0,7_c2_x10_290623,5,412.8557692307692,34.25,3.7975787610687744e-05,0.0135792364150086,0.7096774193548387,7.914396233751553e-05,0.0131479084184644,-49.846153846154266,0.3942307692307692,0.3846153846153846,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand5.csv,4,18,21,415.3968253968254,32.58730158730159,63,4622.03173828125,15.262925148010254,3.0366976225238527,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,7.145111200594751,event_comparator,True,cycle60_rank5_obj18,event,60.0,pending,fragmented_q70_mask;threshold_sign_unstable
60.0,7_c2_x10_290623,3,200.27586206896552,80.87068965517241,0.0002752594467809,0.6768568396840542,0.6451612903225806,0.0004867846454059,0.6725353420303015,-122.48275862069022,0.3706896551724138,0.3534482758620689,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand3.csv,4,9,59,200.17567567567568,80.48648648648648,74,7012.90576171875,16.92171287536621,0.39705086352851043,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,6.845413173735752,event_comparator,True,cycle60_rank3_obj9,event,60.0,pending,fragmented_q70_mask;already_in_primary_qc
60.0,7_c2_x10_290623,1,331.24038461538464,29.740384615384617,9.68436082862983e-05,0.4067763558179186,0.6774193548387096,0.0002043384224409,0.4067761242688666,3.692307692308532,0.4230769230769231,0.375,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand1.csv,4,1,13,332.5797101449276,28.797101449275363,138,6019.62353515625,17.943437576293945,1.6381623868074462,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,3.823198724983257,event_comparator,True,cycle60_rank1_obj1,event,60.0,pending,fragmented_q70_mask;already_in_primary_qc
60.0,7_c2_x10_290623,2,293.93859649122805,256.70175438596493,-0.0002043309650736,0.2123705939250706,0.4516129032258064,-0.0003672763036167,0.2081825229613866,4.491228070175566,0.3245614035087719,0.3421052631578947,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand2.csv,4,2,157,295.1,258.4142857142857,70,8697.2138671875,20.85378837585449,2.069207979075079,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,3.663859898191151,event_comparator,True,cycle60_rank2_obj2,event,60.0,pending,fragmented_q70_mask;already_in_primary_qc
60.0,7_c2_x10_290623,4,139.29752066115702,41.09090909090909,-0.0003303897086881,0.2649429907887313,0.5161290322580645,-0.000649790520133,0.2527234699811225,52.89256198347175,0.3140495867768595,0.3057851239669421,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand4.csv,4,5,31,142.07843137254903,42.25490196078432,51,9768.7177734375,23.38945960998535,3.0146880080458063,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,2.716117818700155,event_comparator,True,cycle60_rank4_obj5,event,60.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc
60.0,7_c2_x10_290623,6,308.8560606060606,210.2651515151515,-0.0001574548314818,0.1540931493512387,0.5161290322580645,-0.0002687203200089,0.1498094723026588,-14.54545454545405,0.2878787878787879,0.2954545454545454,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_60_7_c2_x10_290623_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_60_7_c2_x10_290623_cand6.csv,4,26,136,307.9583333333333,210.85416666666663,48,5661.26611328125,13.714458465576172,1.0737099724379953,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_60_7_c2_x10_290623_local5.png,2.554108783516324,event_comparator,True,cycle60_rank6_obj26,event,60.0,pending,diffusion_ci_crosses_zero;already_in_primary_qc
86.0,10_c2_x10_030723,2,331.5811518324607,42.58638743455497,-0.0001604037023259,0.5428245893496153,0.6129032258064516,-0.0003828212075766,0.5426694936918888,-7.706806282723846,0.3350785340314136,0.3298429319371728,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand2.csv,4,6,26,333.964824120603,42.91959798994975,199,3840.59619140625,14.040435791015623,2.4068491542853305,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_86_10_c2_x10_030723_local1.png,3.0930795112716725,event_comparator,True,cycle86_rank2_obj6,event,86.0,pending,fragmented_q70_mask
86.0,10_c2_x10_030723,6,139.38666666666666,56.02,-0.0002160478149987,0.4228746509426062,0.5161290322580645,-0.000538995063536,0.4191335432944091,-23.89333333333343,0.26,0.2666666666666666,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand6.csv,4,78,42,137.73333333333332,53.6,15,4680.72412109375,11.436481475830078,2.9308550136625877,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_86_10_c2_x10_030723_local1.png,2.828290284175686,event_comparator,True,cycle86_rank6_obj78,event,86.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero
86.0,10_c2_x10_030723,5,416.8035714285714,47.92857142857143,0.0003388017272377,0.4585768175560307,0.5483870967741935,0.000766356757609,0.4537030822140212,22.85714285714312,0.3273809523809524,0.3154761904761904,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_86_10_c2_x10_030723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_86_10_c2_x10_030723_cand5.csv,4,8,35,415.1774193548387,47.78225806451613,124,5060.29443359375,15.07789421081543,1.6327210929629836,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_86_10_c2_x10_030723_local1.png,2.4751395748073706,event_comparator,True,cycle86_rank5_obj8,event,86.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero
116.0,13_c2_x6_100723,7,315.70093457943926,224.3831775700935,0.0001706035216848,0.1052743096934696,0.6129032258064516,0.0003295309914747,0.1070096376712486,-32.29906542056233,0.3271028037383177,0.3271028037383177,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_116_13_c2_x6_100723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_116_13_c2_x6_100723_cand7.csv,4,37,129,313.77272727272725,225.0681818181818,44,5281.853515625,12.445760726928713,2.046268368899014,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_116_13_c2_x6_100723_local1.png,1.8968300110416172,event_comparator,True,cycle116_rank7_obj37,event,116.0,pending,fragmented_q70_mask;already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,7,313.7631578947368,214.8684210526316,0.0002016659275431,0.2829357844464547,0.6129032258064516,0.000361101057353,0.2709698736400573,975.1578947368434,0.3245614035087719,0.3771929824561403,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand7.csv,4,27,132,312.35616438356163,214.9041095890411,73,4633.5986328125,10.041690826416016,1.4074460601103458,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,3.3189472209811486,event_comparator,True,cycle156_rank7_obj27,event,156.0,pending,already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,8,312.11340206185565,283.6185567010309,0.0001003605420513,0.2168786212239604,0.6451612903225806,0.0001345364546228,0.2176075102704954,4585.567010309278,0.3195876288659793,0.4742268041237113,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand8.csv,4,10,171,312.03333333333336,282.96666666666664,60,7913.6630859375,16.862781524658203,0.6567888688084074,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,2.593749351319924,event_comparator,True,cycle156_rank8_obj10,event,156.0,pending,already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,1,335.62264150943395,32.660377358490564,3.907769648834327e-05,0.2139814615761585,0.5806451612903226,8.666220301022266e-05,0.2141685222247821,5466.968553459119,0.3584905660377358,0.4779874213836478,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand1.csv,4,1,18,336.3076923076923,32.95104895104895,143,7020.29296875,17.310903549194336,0.7441670315963111,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,2.5148246363605105,event_comparator,True,cycle156_rank1_obj1,event,156.0,pending,already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,6,417.1009174311927,37.972477064220186,2.354669687104596e-05,0.1127484924863965,0.7096774193548387,4.9933181466435456e-05,0.1143667774325355,5962.5688073394485,0.4128440366972477,0.4862385321100917,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand6.csv,4,3,26,417.4954954954955,36.26126126126126,111,6638.9599609375,16.907514572143555,1.75611826854722,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,2.486886060534589,event_comparator,True,cycle156_rank6_obj3,event,156.0,pending,diffusion_ci_crosses_zero;already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,2,299.3170731707317,260.8719512195122,0.0001108456172484,0.0501288312147426,0.6129032258064516,0.0002177126664658,0.0488041815029522,4790.634146341463,0.274390243902439,0.4695121951219512,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand2.csv,4,2,157,300.3636363636364,263.4415584415584,77,9463.8671875,20.390480041503903,2.774558666226917,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,2.3492393117140384,event_comparator,True,cycle156_rank2_obj2,event,156.0,pending,already_in_primary_qc
156.0,18_c2_xN_HighHighCOV_170723,5,205.2295081967213,82.73770491803279,0.0002259480370042,0.0889944199786116,0.6451612903225806,0.0003479716831246,0.0756415845917942,4848.262295081968,0.3114754098360656,0.5409836065573771,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_previews/cycle_156_18_c2_xN_HighHighCOV_170723_candidates.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_candidate_fronts/candidate_traces/cycle_156_18_c2_xN_HighHighCOV_170723_cand5.csv,4,4,58,204.3908045977012,83.39080459770115,87,7855.33642578125,16.750852584838867,1.0629971395032973,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/event_object_candidate_reconstruction/overlays/cycle_156_18_c2_xN_HighHighCOV_170723_local0.png,2.208197423738849,event_comparator,True,cycle156_rank5_obj4,event,156.0,pending,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc
