xy_region,n_roi,n_event,event_fraction,event_enriched_mode_fraction,front_proxy_mode_fraction,mean_mode_review_priority,mean_cycle,mean_x,mean_y,mean_V,mean_I_mA,top_modes,top_roi_ids
x2_y3,15,9,0.6,0.4666666666666667,0.13333333333333333,2.139102564102564,110.86666666666666,1212.1167802716393,1020.9525793238817,3.858263337127263,0.013187882379137789,optical_brightening_decorrelating_rollout_hard_front_positive;near_baseline_or_context_like;front_negative_high_apparent_front_proxy,cycle60_rank6_obj26;cycle156_rank7_obj27;cycle157_rank2_obj2;cycle60_rank2_obj2;cycle58_rank6_obj29
x1_y1,3,1,0.3333333333333333,0.3333333333333333,0.0,2.9647435897435894,60.0,567.7115927072583,170.88723770209842,3.826937776082236,0.013633471780193399,optical_brightening_decorrelating_rollout_hard_front_positive;optical_loss_rollout_hard;near_baseline_or_context_like,cycle60_rank4_obj5;cycle62_rank4_obj1;cycle58_rank4_obj2
x1_y2,13,4,0.3076923076923077,0.3076923076923077,0.0,2.0658284023668636,102.07692307692308,718.5352021323143,297.59692979148406,3.8423840425460654,0.01526445682720661,near_baseline_or_context_like;optical_brightening_decorrelating_rollout_hard_front_positive;optical_loss_rollout_hard,cycle60_rank3_obj9;cycle62_rank3_obj9;cycle156_rank5_obj4;cycle58_rank3_obj9;cycle157_rank4_obj8
x3_y1,15,6,0.4,0.06666666666666667,0.3333333333333333,2.023717948717949,112.0,1426.3748519001535,144.2724610221152,3.844648707031641,0.015470677907118365,near_baseline_or_context_like;front_negative_high_apparent_front_proxy;optical_loss_rollout_hard,cycle156_rank1_obj1;cycle156_rank6_obj3;cycle60_rank5_obj18;cycle62_rank2_obj2;cycle60_rank1_obj1
x3_y2,3,1,0.3333333333333333,0.0,0.6666666666666666,1.3974358974358971,88.0,1660.6592968556376,189.77850323026914,3.8266394652668994,0.017494037629215198,front_negative_high_apparent_front_proxy;near_baseline_or_context_like,cycle86_rank5_obj8;cycle88_rank4_obj8;cycle90_rank4_obj6
x1_y3,2,2,1.0,0.0,0.5,1.4038461538461537,101.0,102.23529411764706,1044.5098039215686,3.862787127747806,0.0052635948511247,near_baseline_or_context_like;front_negative_high_apparent_front_proxy,cycle86_rank8_obj17;cycle116_rank8_obj20
x2_y2,1,1,1.0,0.0,0.0,0.8076923076923077,116.0,820.927536231884,380.1159420289855,3.903938643271297,0.0070410067032469,near_baseline_or_context_like,cycle116_rank3_obj9
