review_rank,roi_id,cycleNo,source_stem,future16_label,source_heldout_future16_probability,review_priority_score,review_tier,review_reason,manual_qc_status,dictionary_recon_error_last_minus_first_source_residual,masked_minus_background_mean_slope_source_residual,front_radius_q80_slope_source_residual,front_radius_q60_slope_source_residual,apparent_diffusion_q70_source_residual,preview_png,npz_path,manual_qc_instruction
48,source_balanced_cycle94_rank2_obj1_10_c2_x10_030723,94.0,10_c2_x10_030723,0.0,0.5092659686979745,0.5152779565296646,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,1.7385627870680764e-06,-0.0011834153121207404,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj1_10_c2_x10_030723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
49,source_balanced_cycle46_rank35_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,1.0,0.5048492414748829,0.5138006460766804,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,1.3429416867438706e-06,0.0010599357387430252,0.22003865979381448,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle46_rank35_obj2_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
50,source_balanced_cycle48_rank36_obj1_6_c2_x10_270623_2,48.0,6_c2_x10_270623_2,1.0,0.4994899704989586,0.509654513752066,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,3.0191222322173417e-07,0.0009973301878079253,,0.0,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle48_rank36_obj1_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
51,source_balanced_cycle78_rank45_obj2_9_c2_x10_010723,78.0,9_c2_x10_010723,1.0,0.488397105075016,0.5070762853046108,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.8445643945597112e-06,0.006455226532200363,-0.42815721649484545,-1.3569587628865984,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle78_rank45_obj2_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
52,source_balanced_cycle92_rank1_obj1_10_c2_x10_030723,92.0,10_c2_x10_030723,0.0,0.4950065520891307,0.4897291276148326,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.0671701602404937e-06,0.002170731818493049,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj1_10_c2_x10_030723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
53,source_balanced_cycle2_rank24_obj1_2_c2_x14_200623,2.0,2_c2_x14_200623,0.0,0.4809699136724154,0.48864085867157786,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-4.01292163587641e-06,0.020404158268404637,-0.4042096219931276,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle2_rank24_obj1_2_c2_x14_200623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
54,source_balanced_cycle94_rank2_obj2_10_c2_x10_030723,94.0,10_c2_x10_030723,0.0,0.5011985067923636,0.4845501975069263,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,1.5110890672076494e-07,-0.0012405323222898575,,0.0,0.0,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj2_10_c2_x10_030723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
55,source_balanced_cycle92_rank1_obj2_10_c2_x10_030723,92.0,10_c2_x10_030723,0.0,0.4962500287905264,0.47587347459572993,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-8.225015335483477e-07,0.0002532158159175488,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj2_10_c2_x10_030723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
56,source_balanced_cycle54_rank38_obj1_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,1.0,0.4980541755438407,0.46767964577166593,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,2.301749191246924e-08,9.617481720342481e-05,-0.2200386597938145,,0.21904626804123714,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle54_rank38_obj1_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
57,source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723,123.0,14_c2_x10_HighCOV_110723,0.0,0.4931424068489662,0.4657550254367743,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.5741989045636728e-06,0.003070918757188763,0.15028994845360835,0.2139175257731961,-0.12122297496318102,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
58,source_balanced_cycle46_rank35_obj1_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,1.0,0.4946255000802305,0.46459751517028364,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-6.430163921322674e-07,0.0007623348984574247,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle46_rank35_obj1_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
59,source_balanced_cycle48_rank36_obj2_6_c2_x10_270623_2,48.0,6_c2_x10_270623_2,1.0,0.4952391122330066,0.4632790455275337,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-5.238143785391003e-07,-0.000478119278847475,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle48_rank36_obj2_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
60,source_balanced_cycle38_rank33_obj2_5_c2_x10_260623,38.0,5_c2_x10_260623,0.0,0.4830042852633182,0.45580436398617336,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check;diffusion_guardrail,pending,-3.5098728403681872e-06,0.0009746078111365665,1.216817010309279,2.8555090206185576,1.2803351752577323,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle38_rank33_obj2_5_c2_x10_260623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
61,source_balanced_cycle64_rank40_obj1_7_c2_x10_290623,64.0,7_c2_x10_290623,0.0,0.4981047100904776,0.4532306286376417,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.05297362501733e-07,-0.0021750726827094004,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle64_rank40_obj1_7_c2_x10_290623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
62,source_balanced_cycle80_rank46_obj2_9_c2_x10_010723,80.0,9_c2_x10_010723,1.0,0.48176145095784,0.45286769582767294,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.1300733098760247e-06,0.005068014346761662,-0.40689432989690744,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle80_rank46_obj2_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
63,source_balanced_cycle78_rank45_obj1_9_c2_x10_010723,78.0,9_c2_x10_010723,1.0,0.4876088851295305,0.45193513859089546,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check,pending,-1.9972139853052795e-06,-0.00012278275056643723,0.8166881443298972,-1.4085051546391758,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle78_rank45_obj1_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
64,source_balanced_cycle10_rank26_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,0.0,0.4870653628653091,0.4440332343337403,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-2.8101803764002398e-06,0.0022416512230435384,,,0.3043892783505159,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj2_2_c2_x14_200623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
65,source_balanced_cycle84_rank48_obj1_9_c2_x10_010723,84.0,9_c2_x10_010723,1.0,0.5006004118219585,0.4433976263776838,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,5.178153514862061e-07,-0.004526450932710037,,0.851804123711341,-0.463214845360825,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle84_rank48_obj1_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
66,source_balanced_cycle52_rank37_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,1.0,0.4949193638241308,0.4427362771007728,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-5.859292286913842e-07,-0.0010621631845049752,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle52_rank37_obj1_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
67,source_balanced_cycle52_rank37_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,1.0,0.4897013530896353,0.4032636268258138,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.5997393347788602e-06,-0.002034776730369275,,,-0.21904626804123714,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle52_rank37_obj2_6_c2_x10_270623_2.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
68,source_balanced_cycle82_rank47_obj1_9_c2_x10_010723,82.0,9_c2_x10_010723,1.0,0.492831673406301,0.3756538775212008,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-9.859359124675393e-07,-0.0027611319569165373,0.01836340206185566,1.1559278350515465,0.56465418556701,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle82_rank47_obj1_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
69,source_balanced_cycle80_rank46_obj1_9_c2_x10_010723,80.0,9_c2_x10_010723,1.0,0.4831474018445101,0.3609455043289672,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-2.8614886105060577e-06,-0.0028721656456479373,,2.057345360824743,-0.10143934020618517,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle80_rank46_obj1_9_c2_x10_010723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
70,source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,1.0,0.4553336214985595,0.3593645171587279,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-8.167113264789805e-06,0.001519980150094101,0.500214776632302,0.3006872852233673,0.33352577319587695,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
71,source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,0.0,0.4837296419675186,0.35709942459955735,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.3708547562127933e-06,-0.0032607128757553374,,0.962628865979382,0.17257265390279847,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
72,source_balanced_cycle10_rank26_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,0.0,0.4778335623379424,0.3492156756755296,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-4.6321929403347895e-06,-0.0014079426599488618,,0.23883161512027495,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj1_2_c2_x14_200623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
73,source_balanced_cycle133_rank15_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,0.0,0.3350818133732043,0.3435584953292713,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check;diffusion_guardrail,pending,-2.4727679677501634e-05,0.0059065206610050165,1.2784579037800694,0.4493127147766324,0.8992013195876278,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle133_rank15_obj1_15_c2_x5_HighCOV_120723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
74,source_balanced_cycle142_rank18_obj2_16_c2_x10_HighHighCOV_130723,142.0,16_c2_x10_HighHighCOV_130723,1.0,0.4358631025085275,0.3200659503826563,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.4801014003751334e-05,0.0043587585048241,0.12263745704467367,0.06406480117820358,-0.08302713402061848,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle142_rank18_obj2_16_c2_x10_HighHighCOV_130723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
75,source_balanced_cycle136_rank17_obj1_16_c2_x10_HighHighCOV_130723,136.0,16_c2_x10_HighHighCOV_130723,0.0,0.490681084745403,0.3140490485021388,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-2.010302523558497e-06,-0.0275368988243911,0.18449312714776647,-0.4797496318114875,-0.5606677113402069,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle136_rank17_obj1_16_c2_x10_HighHighCOV_130723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
76,source_balanced_cycle42_rank34_obj1_5_c2_x10_260623,42.0,5_c2_x10_260623,0.0,0.473572182786438,0.310909386538222,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-5.367024641600436e-06,-0.0034611841589308337,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle42_rank34_obj1_5_c2_x10_260623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
77,source_balanced_cycle142_rank18_obj1_16_c2_x10_HighHighCOV_130723,142.0,16_c2_x10_HighHighCOV_130723,1.0,0.4347458495637428,0.3050607379806004,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.5064440049172845e-05,0.0031538245468593004,0.17998281786941597,0.8243740795287191,0.4201237113402064,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle142_rank18_obj1_16_c2_x10_HighHighCOV_130723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
78,source_balanced_cycle12_rank27_obj2_2_c2_x14_200623,12.0,2_c2_x14_200623,0.0,0.4820182656824643,0.3019347385334307,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.805993401329033e-06,-0.005921892247813263,-0.22701890034364292,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj2_2_c2_x14_200623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
79,source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,1.0,0.4617915815269989,0.29414746018187055,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-6.936166755622252e-06,-0.0019781559302081003,0.13681271477663232,0.019115120274914688,-0.2102182268041239,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
80,source_balanced_cycle42_rank34_obj2_5_c2_x10_260623,42.0,5_c2_x10_260623,0.0,0.4571815354734975,0.27946351990857266,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-8.603927199146709e-06,-0.003908318677465834,,0.5423646907216502,-0.19624379381443288,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle42_rank34_obj2_5_c2_x10_260623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
81,source_balanced_cycle110_rank7_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,1.0,0.3832478982577724,0.27557784926105644,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.5647590771550313e-05,0.0013397075121828247,0.24652061855670118,0.45586340206185577,0.20477571958762902,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj1_12_c2_x10_070723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
82,source_balanced_cycle98_rank3_obj1_11_c2_x10_050723,98.0,11_c2_x10_050723,0.0,0.4511312080546677,0.27251221401084524,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.1414719968646144e-05,-0.00029702672872474996,0.0054768041237113485,,-0.30219612371134047,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj1_11_c2_x10_050723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
83,source_balanced_cycle12_rank27_obj1_2_c2_x14_200623,12.0,2_c2_x14_200623,0.0,0.4776209447907995,0.26602620241942665,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-4.674186129705049e-06,-0.013319466301160763,,-0.6516323024054985,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj1_2_c2_x14_200623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
84,source_balanced_cycle133_rank15_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,0.0,0.265836317941431,0.23894021730929194,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check,pending,-3.6645487246763274e-05,-6.024534189978323e-05,-4.866516323024057,,-0.18610144329896883,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle133_rank15_obj2_15_c2_x5_HighCOV_120723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
85,source_balanced_cycle26_rank28_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,0.0,0.3779007627987898,0.23111750449823967,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-2.4517182282579597e-05,-0.0005243471619605874,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle26_rank28_obj1_4_c2_x10_240623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
86,source_balanced_cycle134_rank16_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,0.0,0.3671443921107784,0.2100971913847567,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check,pending,-1.9651313171683192e-05,-0.009982753211401983,2.9169888316151225,,-0.06688725773195833,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle134_rank16_obj1_15_c2_x5_HighCOV_120723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
87,source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,1.0,0.4359264402472197,0.20712372476232724,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.1885294952662662e-05,-0.007185747490714099,-0.20854810996563594,0.17246563573883145,-0.03589806185567018,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
88,source_balanced_cycle98_rank3_obj2_11_c2_x10_050723,98.0,11_c2_x10_050723,0.0,0.3967485435323538,0.2041237151929788,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-2.451527446586018e-05,-0.0031641169468778502,,0.42783505154639195,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj2_11_c2_x10_050723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
89,source_balanced_cycle134_rank16_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,0.0,0.3660056181941799,0.19150588847474126,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-1.982812985564427e-05,-0.003588768723180785,0.397658934707904,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle134_rank16_obj2_15_c2_x5_HighCOV_120723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
90,source_balanced_cycle68_rank41_obj1_8_c2_x10_300623,68.0,8_c2_x10_300623,0.0,0.3680158087507197,0.190122340612346,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling;front_motion_check,pending,-4.622094638762064e-05,-0.005589769749611713,1.0328608247422693,1.3412800687285231,0.5252724123711341,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle68_rank41_obj1_8_c2_x10_300623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
91,source_balanced_cycle110_rank7_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,1.0,0.2227574362880617,0.1840581362241375,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-4.184632052783854e-05,0.0006558189352196247,,-0.010631443298969201,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj2_12_c2_x10_070723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
92,source_balanced_cycle112_rank8_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,1.0,0.2721904118128218,0.17476062080808027,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.283682235633023e-05,-0.001041433446891775,0.39922680412371125,0.6014819587628868,0.16940813195876311,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj2_12_c2_x10_070723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
93,source_balanced_cycle112_rank8_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,1.0,0.2796684516500535,0.14838514080671156,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.1569656130159274e-05,-0.0035335911004612747,,0.5151417525773198,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj1_12_c2_x10_070723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
94,source_balanced_cycle68_rank41_obj2_8_c2_x10_300623,68.0,8_c2_x10_300623,0.0,0.3299386501510459,0.12319242560284253,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-6.057920472812839e-05,-0.0046906810942148125,0.26481958762886587,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle68_rank41_obj2_8_c2_x10_300623.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
95,source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,0.0,0.3461345170884409,0.09492032889293275,routine,source_residual_reconstruction_error;source_heldout_future16_readout;contrast_coupling,pending,-3.0601351681980304e-05,-0.008930940984672637,0.020779639175257547,-0.894974226804125,-0.3252101089837998,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723.npz,"Review preview/NPZ crop for particle identity, stable mask, phase-front plausibility, and artifact risk; do not treat automatic scores as labels."
