n_eval,n_positive,n_covered,n_covered_positive,coverage,precision,recall,base_rate,lift,binary_auc,fisher_p_greater,n_sources,n_sources_with_hits,n_sources_with_positive_hits,min_source_precision_with_hits,median_source_precision_with_hits,rule_name,n_terms,terms,features,directions,quantile,max_feature_source_eta2,priority_score
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,neg_dq_abs_lowV_frac,1,high(neg_dq_abs_lowV_frac),neg_dq_abs_lowV_frac,high,0.75,0.12209669203037214,1.7318474058006748
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,neg_dq_abs_highV_frac,1,low(neg_dq_abs_highV_frac),neg_dq_abs_highV_frac,low,0.75,0.714296905617437,1.467374487791705
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,all_dq_abs_highV_frac,1,low(all_dq_abs_highV_frac),all_dq_abs_highV_frac,low,0.75,0.7810955320023846,1.4375426383028147
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,neg_dq_abs_highV_frac__AND__all_dq_abs_highV_frac,2,low(neg_dq_abs_highV_frac) AND low(all_dq_abs_highV_frac),neg_dq_abs_highV_frac;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.4375426383028147
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,dqdv_integral_asymmetry,1,high(dqdv_integral_asymmetry),dqdv_integral_asymmetry,high,0.75,0.5019757023423567,1.4260831420481002
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,pos_dq_abs_total_mAh,1,low(pos_dq_abs_total_mAh),pos_dq_abs_total_mAh,low,0.75,0.8576058673962909,1.403373600205201
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,pos_dq_abs_total_mAh__AND__neg_dq_abs_highV_frac,2,low(pos_dq_abs_total_mAh) AND low(neg_dq_abs_highV_frac),pos_dq_abs_total_mAh;neg_dq_abs_highV_frac,low;low,0.75,0.8576058673962909,1.403373600205201
72,57,18,18,0.25,1.0,0.3157894736842105,0.7916666666666666,1.2631578947368423,0.6578947368421053,0.0074899799954932355,9,3,3,1.0,1.0,pos_dq_abs_total_mAh__AND__all_dq_abs_highV_frac,2,low(pos_dq_abs_total_mAh) AND low(all_dq_abs_highV_frac),pos_dq_abs_total_mAh;all_dq_abs_highV_frac,low;low,0.75,0.8576058673962909,1.403373600205201
72,57,24,24,0.3333333333333333,1.0,0.42105263157894735,0.7916666666666666,1.2631578947368423,0.7105263157894737,0.0009461735735546712,9,2,2,1.0,1.0,cycle_state_pc4,1,low(cycle_state_pc4),cycle_state_pc4,low,0.75,0.09019982033529828,1.3441425173923527
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,shape_V_q10__AND__neg_dq_abs_highV_frac,2,low(shape_V_q10) AND low(neg_dq_abs_highV_frac),shape_V_q10;neg_dq_abs_highV_frac,low;low,0.75,0.714296905617437,1.3395235121185098
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,2,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope),neg_dq_abs_highV_frac;shape_dVdt_slope,low;low,0.75,0.714296905617437,1.3395235121185098
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,shape_V_q10__AND__all_dq_abs_highV_frac,2,low(shape_V_q10) AND low(all_dq_abs_highV_frac),shape_V_q10;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.3122908839565697
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,shape_dVdt_slope__AND__all_dq_abs_highV_frac,2,low(shape_dVdt_slope) AND low(all_dq_abs_highV_frac),shape_dVdt_slope;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.3122908839565697
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,4,4,1.0,1.0,neg_dq_abs_total_mAh__AND__particle_vs_context_mean_diff_positive_fraction,2,low(neg_dq_abs_total_mAh) AND low(particle_vs_context_mean_diff_positive_fraction),neg_dq_abs_total_mAh;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.5067365273647748,1.2971658122973604
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,4,4,1.0,1.0,shape_charge_mAh_neg_abs__AND__particle_vs_context_mean_diff_positive_fraction,2,low(shape_charge_mAh_neg_abs) AND low(particle_vs_context_mean_diff_positive_fraction),shape_charge_mAh_neg_abs;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.5193325844201949,1.2924884741263258
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,4,4,1.0,1.0,capacity_fraction_of_first__AND__particle_vs_context_mean_diff_positive_fraction,2,low(capacity_fraction_of_first) AND low(particle_vs_context_mean_diff_positive_fraction),capacity_fraction_of_first;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.5193993446290935,1.292463683823137
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,pos_dq_abs_total_mAh__AND__shape_V_q10,2,low(pos_dq_abs_total_mAh) AND low(shape_V_q10),pos_dq_abs_total_mAh;shape_V_q10,low;low,0.75,0.8576058673962909,1.2810989623993756
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,3,3,1.0,1.0,pos_dq_abs_total_mAh__AND__shape_dVdt_slope,2,low(pos_dq_abs_total_mAh) AND low(shape_dVdt_slope),pos_dq_abs_total_mAh;shape_dVdt_slope,low;low,0.75,0.8576058673962909,1.2810989623993756
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,all_dq_abs_total_mAh,1,low(all_dq_abs_total_mAh),all_dq_abs_total_mAh,low,0.75,0.5467943799390326,1.2591847543006285
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__all_dq_abs_total_mAh,2,low(capacity_fraction_of_first) AND low(all_dq_abs_total_mAh),capacity_fraction_of_first;all_dq_abs_total_mAh,low;low,0.75,0.5467943799390326,1.2591847543006285
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__all_dq_abs_total_mAh,2,low(shape_charge_mAh_neg_abs) AND low(all_dq_abs_total_mAh),shape_charge_mAh_neg_abs;all_dq_abs_total_mAh,low;low,0.75,0.5467943799390326,1.2591847543006285
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,all_dq_abs_total_mAh__AND__neg_dq_abs_total_mAh,2,low(all_dq_abs_total_mAh) AND low(neg_dq_abs_total_mAh),all_dq_abs_total_mAh;neg_dq_abs_total_mAh,low;low,0.75,0.5467943799390326,1.2591847543006285
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,neg_dq_abs_lowV_frac__AND__particle_std_diff_positive_fraction,2,high(neg_dq_abs_lowV_frac) AND low(particle_std_diff_positive_fraction),neg_dq_abs_lowV_frac;particle_std_diff_positive_fraction,high;low,0.75,0.18373913668031286,1.2051350094693747
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,shape_V_q10__AND__shape_V_q05,2,low(shape_V_q10) AND low(shape_V_q05),shape_V_q10;shape_V_q05,low;low,0.75,0.19636453528031728,1.201148041490426
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__neg_dq_abs_highV_frac,2,low(capacity_fraction_of_first) AND low(neg_dq_abs_highV_frac),capacity_fraction_of_first;neg_dq_abs_highV_frac,low;low,0.75,0.714296905617437,1.1981062522225006
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__neg_dq_abs_highV_frac,2,low(shape_charge_mAh_neg_abs) AND low(neg_dq_abs_highV_frac),shape_charge_mAh_neg_abs;neg_dq_abs_highV_frac,low;low,0.75,0.714296905617437,1.1981062522225006
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__neg_dq_abs_highV_frac,2,low(neg_dq_abs_total_mAh) AND low(neg_dq_abs_highV_frac),neg_dq_abs_total_mAh;neg_dq_abs_highV_frac,low;low,0.75,0.714296905617437,1.1981062522225006
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__all_dq_abs_highV_frac,2,low(capacity_fraction_of_first) AND low(all_dq_abs_highV_frac),capacity_fraction_of_first;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.1737486491120712
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__all_dq_abs_highV_frac,2,low(shape_charge_mAh_neg_abs) AND low(all_dq_abs_highV_frac),shape_charge_mAh_neg_abs;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.1737486491120712
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__all_dq_abs_highV_frac,2,low(neg_dq_abs_total_mAh) AND low(all_dq_abs_highV_frac),neg_dq_abs_total_mAh;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,1.1737486491120712
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,shape_V_q05__AND__shape_dVdt_slope,2,low(shape_V_q05) AND low(shape_dVdt_slope),shape_V_q05;shape_dVdt_slope,low;low,0.75,0.315949586030444,1.1633843412535438
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_abs,1,low(shape_charge_mAh_abs),shape_charge_mAh_abs,low,0.75,0.8246358531949449,1.157872007326096
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__shape_charge_mAh_abs,2,low(capacity_fraction_of_first) AND low(shape_charge_mAh_abs),capacity_fraction_of_first;shape_charge_mAh_abs,low;low,0.75,0.8246358531949449,1.157872007326096
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__shape_charge_mAh_abs,2,low(shape_charge_mAh_neg_abs) AND low(shape_charge_mAh_abs),shape_charge_mAh_neg_abs;shape_charge_mAh_abs,low;low,0.75,0.8246358531949449,1.157872007326096
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,all_dq_abs_total_mAh__AND__shape_charge_mAh_abs,2,low(all_dq_abs_total_mAh) AND low(shape_charge_mAh_abs),all_dq_abs_total_mAh;shape_charge_mAh_abs,low;low,0.75,0.8246358531949449,1.157872007326096
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__shape_charge_mAh_abs,2,low(neg_dq_abs_total_mAh) AND low(shape_charge_mAh_abs),neg_dq_abs_total_mAh;shape_charge_mAh_abs,low;low,0.75,0.8246358531949449,1.157872007326096
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__pos_dq_abs_total_mAh,2,low(capacity_fraction_of_first) AND low(pos_dq_abs_total_mAh),capacity_fraction_of_first;pos_dq_abs_total_mAh,low;low,0.75,0.8576058673962909,1.1458497463317803
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__pos_dq_abs_total_mAh,2,low(shape_charge_mAh_neg_abs) AND low(pos_dq_abs_total_mAh),shape_charge_mAh_neg_abs;pos_dq_abs_total_mAh,low;low,0.75,0.8576058673962909,1.1458497463317803
72,57,12,12,0.16666666666666666,1.0,0.21052631578947367,0.7916666666666666,1.2631578947368423,0.6052631578947368,0.046037390749383546,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__pos_dq_abs_total_mAh,2,low(neg_dq_abs_total_mAh) AND low(pos_dq_abs_total_mAh),neg_dq_abs_total_mAh;pos_dq_abs_total_mAh,low;low,0.75,0.8576058673962909,1.1458497463317803
72,57,24,24,0.3333333333333333,1.0,0.42105263157894735,0.7916666666666666,1.2631578947368423,0.7105263157894737,0.0009461735735546712,9,2,2,1.0,1.0,cycle_state_pc3,1,high(cycle_state_pc3),cycle_state_pc3,high,0.75,0.6964247128506695,1.135729653387267
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__shape_V_q10,2,low(neg_dq_abs_total_mAh) AND low(shape_V_q10),neg_dq_abs_total_mAh;shape_V_q10,low;low,0.75,0.5067365273647748,1.103135833463755
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,neg_dq_abs_total_mAh__AND__shape_dVdt_slope,2,low(neg_dq_abs_total_mAh) AND low(shape_dVdt_slope),neg_dq_abs_total_mAh;shape_dVdt_slope,low;low,0.75,0.5067365273647748,1.103135833463755
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__shape_V_q10,2,low(shape_charge_mAh_neg_abs) AND low(shape_V_q10),shape_charge_mAh_neg_abs;shape_V_q10,low;low,0.75,0.5193325844201949,1.099158131235728
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,shape_charge_mAh_neg_abs__AND__shape_dVdt_slope,2,low(shape_charge_mAh_neg_abs) AND low(shape_dVdt_slope),shape_charge_mAh_neg_abs;shape_dVdt_slope,low;low,0.75,0.5193325844201949,1.099158131235728
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__shape_V_q10,2,low(capacity_fraction_of_first) AND low(shape_V_q10),capacity_fraction_of_first;shape_V_q10,low;low,0.75,0.5193993446290935,1.0991370490644967
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,capacity_fraction_of_first__AND__shape_dVdt_slope,2,low(capacity_fraction_of_first) AND low(shape_dVdt_slope),capacity_fraction_of_first;shape_dVdt_slope,low;low,0.75,0.5193993446290935,1.0991370490644967
72,57,9,9,0.125,1.0,0.15789473684210525,0.7916666666666666,1.2631578947368423,0.5789473684210527,0.10570020953103436,9,3,3,1.0,1.0,threshold_robust_diffusion_score__AND__dqdv_integral_asymmetry,2,high(threshold_robust_diffusion_score) AND high(dqdv_integral_asymmetry),threshold_robust_diffusion_score;dqdv_integral_asymmetry,high;high,0.75,0.6386625776049069,1.0614749754931871
72,57,15,15,0.20833333333333334,1.0,0.2631578947368421,0.7916666666666666,1.2631578947368423,0.631578947368421,0.019090314866562028,9,2,2,1.0,1.0,cycle_state_pc4__AND__particle_std_diff_positive_fraction,2,low(cycle_state_pc4) AND low(particle_std_diff_positive_fraction),cycle_state_pc4;particle_std_diff_positive_fraction,low;low,0.75,0.18373913668031286,1.0372150714680903
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,3,3,1.0,1.0,neg_dq_abs_lowV_frac__AND__particle_vs_context_mean_diff_positive_fraction,2,high(neg_dq_abs_lowV_frac) AND low(particle_vs_context_mean_diff_positive_fraction),neg_dq_abs_lowV_frac;particle_vs_context_mean_diff_positive_fraction,high;low,0.75,0.390125035521455,1.0053506757945636
72,57,6,6,0.08333333333333333,1.0,0.10526315789473684,0.7916666666666666,1.2631578947368423,0.5526315789473684,0.23226130075102677,9,3,3,1.0,1.0,shape_V_q10__AND__particle_std_diff_positive_fraction,2,low(shape_V_q10) AND low(particle_std_diff_positive_fraction),shape_V_q10;particle_std_diff_positive_fraction,low;low,0.75,0.19636453528031728,0.9807332690649672
72,57,8,8,0.1111111111111111,1.0,0.14035087719298245,0.7916666666666666,1.2631578947368423,0.5701754385964912,0.13805741653033063,9,3,3,1.0,1.0,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,2,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction),neg_dq_abs_highV_frac;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.714296905617437,0.9782496585278035
72,57,8,8,0.1111111111111111,1.0,0.14035087719298245,0.7916666666666666,1.2631578947368423,0.5701754385964912,0.13805741653033063,9,3,3,1.0,1.0,particle_vs_context_mean_diff_positive_fraction__AND__all_dq_abs_highV_frac,2,low(particle_vs_context_mean_diff_positive_fraction) AND low(all_dq_abs_highV_frac),particle_vs_context_mean_diff_positive_fraction;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,0.9583617588685434
72,57,6,6,0.08333333333333333,1.0,0.10526315789473684,0.7916666666666666,1.2631578947368423,0.5526315789473684,0.23226130075102677,9,3,3,1.0,1.0,shape_dVdt_slope__AND__particle_std_diff_positive_fraction,2,low(shape_dVdt_slope) AND low(particle_std_diff_positive_fraction),shape_dVdt_slope;particle_std_diff_positive_fraction,low;low,0.75,0.315949586030444,0.9498993369383735
72,57,8,8,0.1111111111111111,1.0,0.14035087719298245,0.7916666666666666,1.2631578947368423,0.5701754385964912,0.13805741653033063,9,3,3,1.0,1.0,pos_dq_abs_total_mAh__AND__particle_vs_context_mean_diff_positive_fraction,2,low(pos_dq_abs_total_mAh) AND low(particle_vs_context_mean_diff_positive_fraction),pos_dq_abs_total_mAh;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.8576058673962909,0.9355824001368009
72,57,6,6,0.08333333333333333,1.0,0.10526315789473684,0.7916666666666666,1.2631578947368423,0.5526315789473684,0.23226130075102677,9,3,3,1.0,1.0,shape_V_q10__AND__particle_vs_context_mean_diff_positive_fraction,2,low(shape_V_q10) AND low(particle_vs_context_mean_diff_positive_fraction),shape_V_q10;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.390125035521455,0.9307738629705247
72,57,6,6,0.08333333333333333,1.0,0.10526315789473684,0.7916666666666666,1.2631578947368423,0.5526315789473684,0.23226130075102677,9,3,3,1.0,1.0,particle_vs_context_mean_diff_positive_fraction__AND__shape_dVdt_slope,2,low(particle_vs_context_mean_diff_positive_fraction) AND low(shape_dVdt_slope),particle_vs_context_mean_diff_positive_fraction;shape_dVdt_slope,low;low,0.75,0.390125035521455,0.9307738629705247
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,3,3,1.0,1.0,neg_dq_abs_highV_frac__AND__particle_std_diff_positive_fraction,2,low(neg_dq_abs_highV_frac) AND low(particle_std_diff_positive_fraction),neg_dq_abs_highV_frac;particle_std_diff_positive_fraction,low;low,0.75,0.714296905617437,0.9150687652349105
72,57,7,7,0.09722222222222222,1.0,0.12280701754385964,0.7916666666666666,1.2631578947368423,0.5614035087719298,0.1794746414894298,9,3,3,1.0,1.0,particle_std_diff_positive_fraction__AND__all_dq_abs_highV_frac,2,low(particle_std_diff_positive_fraction) AND low(all_dq_abs_highV_frac),particle_std_diff_positive_fraction;all_dq_abs_highV_frac,low;low,0.75,0.7810955320023846,0.8964653385680381
72,57,6,6,0.08333333333333333,1.0,0.10526315789473684,0.7916666666666666,1.2631578947368423,0.5526315789473684,0.23226130075102677,9,3,3,1.0,1.0,all_dq_abs_total_mAh__AND__particle_vs_context_mean_diff_positive_fraction,2,low(all_dq_abs_total_mAh) AND low(particle_vs_context_mean_diff_positive_fraction),all_dq_abs_total_mAh;particle_vs_context_mean_diff_positive_fraction,low;low,0.75,0.5467943799390326,0.8903780785326909
