n_eval,n_positive,n_covered,n_covered_positive,coverage,precision,recall,base_rate,lift,binary_auc,fisher_p_greater,heldout_source,n_cycles,rule_name,terms
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
30,30,3,3,0.1,1.0,0.1,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,shape_V_q05__AND__cycle_state_pc4,low(shape_V_q05) AND low(cycle_state_pc4)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
30,30,2,2,0.06666666666666667,1.0,0.06666666666666667,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
6,3,2,2,0.3333333333333333,1.0,0.6666666666666666,0.5,2.0,,0.20000000000000004,5_c2_x10_260623,2,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,shape_V_q05__AND__particle_std_diff_positive_fraction,low(shape_V_q05) AND low(particle_std_diff_positive_fraction)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
30,30,3,3,0.1,1.0,0.1,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
9,9,3,3,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,1.0,9_c2_x10_010723,3,shape_V_q05__AND__dqdv_integral_asymmetry,low(shape_V_q05) AND high(dqdv_integral_asymmetry)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
6,6,3,3,0.5,1.0,0.5,1.0,1.0,,1.0,12_c2_x10_070723,2,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
9,9,3,3,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,1.0,9_c2_x10_010723,3,shape_V_q05__AND__all_dq_abs_highV_frac,low(shape_V_q05) AND low(all_dq_abs_highV_frac)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__neg_dq_abs_highV_frac,high(cycle_state_pc3) AND low(neg_dq_abs_highV_frac)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__threshold_robust_diffusion_score,high(cycle_state_pc3) AND high(threshold_robust_diffusion_score)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
30,30,10,10,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__particle_vs_context_mean_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_vs_context_mean_diff_positive_fraction)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
6,3,3,3,0.5,1.0,1.0,0.5,2.0,,0.05000000000000001,5_c2_x10_260623,2,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__shape_dVdt_slope,high(cycle_state_pc3) AND low(shape_dVdt_slope)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
30,30,18,18,0.6,1.0,0.6,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__cycle_state_pc4,high(cycle_state_pc3) AND low(cycle_state_pc4)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
30,30,11,11,0.36666666666666664,1.0,0.36666666666666664,1.0,1.0,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
6,3,2,2,0.3333333333333333,1.0,0.6666666666666666,0.5,2.0,,0.20000000000000004,5_c2_x10_260623,2,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__particle_std_diff_positive_fraction,high(cycle_state_pc3) AND low(particle_std_diff_positive_fraction)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__dqdv_integral_asymmetry,high(cycle_state_pc3) AND high(dqdv_integral_asymmetry)
3,3,0,0,0.0,,0.0,1.0,,,1.0,11_c2_x10_050723,1,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
9,9,0,0,0.0,,0.0,1.0,,,1.0,9_c2_x10_010723,3,cycle_state_pc3__AND__all_dq_abs_highV_frac,high(cycle_state_pc3) AND low(all_dq_abs_highV_frac)
3,3,3,3,1.0,1.0,1.0,1.0,1.0,,1.0,11_c2_x10_050723,1,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
6,6,0,0,0.0,,0.0,1.0,,,1.0,12_c2_x10_070723,2,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
9,9,3,3,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,1.0,9_c2_x10_010723,3,neg_dq_abs_highV_frac__AND__threshold_robust_diffusion_score,low(neg_dq_abs_highV_frac) AND high(threshold_robust_diffusion_score)
3,3,2,2,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,,1.0,11_c2_x10_050723,1,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
6,6,3,3,0.5,1.0,0.5,1.0,1.0,,1.0,12_c2_x10_070723,2,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
6,3,0,0,0.0,,0.0,0.5,,,1.0,5_c2_x10_260623,2,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
9,9,3,3,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,1.0,9_c2_x10_010723,3,neg_dq_abs_highV_frac__AND__particle_vs_context_mean_diff_positive_fraction,low(neg_dq_abs_highV_frac) AND low(particle_vs_context_mean_diff_positive_fraction)
3,3,3,3,1.0,1.0,1.0,1.0,1.0,,1.0,11_c2_x10_050723,1,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
6,6,3,3,0.5,1.0,0.5,1.0,1.0,,1.0,12_c2_x10_070723,2,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,14_c2_x10_HighCOV_110723,1,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,15_c2_x5_HighCOV_120723,1,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
9,6,0,0,0.0,,0.0,0.6666666666666666,,,1.0,16_c2_x10_HighHighCOV_130723,3,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
30,30,0,0,0.0,,0.0,1.0,,,1.0,17_c2_x10_HighHighCOV_150723,10,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
3,0,0,0,0.0,,,0.0,,,1.0,18_c2_xN_HighHighCOV_170723,1,neg_dq_abs_highV_frac__AND__shape_dVdt_slope,low(neg_dq_abs_highV_frac) AND low(shape_dVdt_slope)
