task,target,comparison,delta_roc_auc,delta_average_precision,delta_r2,delta_spearman_rho,base_metric,comparison_metric,base_spearman_rho,comparison_spearman_rho
regression,object_mean_residual,video_all_minus_echem_regime,,,371.61738476361654,0.3934643601041945,-371.6714258671189,-0.05404110350236224,0.262982633295049,0.6564469933992435
regression,diffusion_proxy_abs_median_um2_per_s,video_all_minus_echem_regime,,,95.62121085534403,0.3922404870111953,-95.72197810497742,-0.10076724963338735,0.18110551834179955,0.5733460053529948
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_echem_regime,,,103.90141759463856,0.3797460025714457,-134.92393823568884,-31.022520641050278,-0.2588818401153155,0.12086416245613019
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_all_minus_echem_regime,,,132.45592591077934,0.37442562634823184,-134.92393823568884,-2.46801232490949,-0.2588818401153155,0.11554378623291635
regression,threshold_robust_phase_score,video_all_minus_echem_regime,,,2.1307532599758634,0.3218206818532129,-2.6436040379750927,-0.5128507779992293,0.274344605375739,0.5961652872289519
regression,transferred_masked_residual_signature,video_plus_echem_minus_acquisition_context,,,1.37550625524019,0.312249207774375,-0.6649155405791511,0.7105907146610388,0.270943579467739,0.583192787242114
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_minus_echem_regime,,,85.4205032310758,0.31218842166360394,-134.92393823568884,-49.50343500461303,-0.2588818401153155,0.053306581548288434
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_acquisition_minus_echem_regime,,,-12.04577672907429,0.26825512030321796,-95.72197810497742,-107.76775483405171,0.18110551834179955,0.4493606386450175
regression,transferred_masked_residual_signature,video_plus_echem_acquisition_minus_acquisition_context,,,1.400286328935589,0.256516863515969,-0.6649155405791511,0.7353707883564379,0.270943579467739,0.527460442983708
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_minus_echem_regime,,,-32.85729660612954,0.22784003317206308,-95.72197810497742,-128.57927471110696,0.18110551834179955,0.40894555151386264
regression,cross_modal_consensus_score,video_plus_echem_acquisition_minus_video_all,,,2.4227272940903966,0.2226718443949416,-2.272560762292082,0.15016653179831496,0.5252993695927333,0.7479712139876749
regression,cross_modal_consensus_score,video_plus_echem_acquisition_minus_echem_regime,,,-0.1784992196982541,0.21915968796036156,0.32866575149656907,0.15016653179831496,0.5288115260273133,0.7479712139876749
regression,diffusion_proxy_abs_median_um2_per_s,video_all_minus_acquisition_context,,,0.5031112627290246,0.19461006902469952,-0.603878512362412,-0.10076724963338735,0.37873593632829533,0.5733460053529948
regression,object_mean_residual,video_all_minus_acquisition_context,,,-0.41512204542200826,0.1650610386492568,0.361080941919646,-0.05404110350236224,0.4913859547499867,0.6564469933992435
regression,cross_modal_consensus_score,video_plus_echem_minus_video_all,,,-16.085514530069503,0.15509779150862435,-2.272560762292082,-18.358075292361583,0.5252993695927333,0.6803971611013576
regression,cross_modal_consensus_score,video_plus_echem_minus_echem_regime,,,-18.686741043858152,0.15158563507404432,0.32866575149656907,-18.358075292361583,0.5288115260273133,0.6803971611013576
regression,cross_modal_consensus_score,video_plus_echem_acquisition_minus_acquisition_context,,,-0.2618431666238068,0.14576478008484006,0.41200969842212176,0.15016653179831496,0.6022064339028348,0.7479712139876749
regression,threshold_robust_phase_score,video_plus_echem_minus_acquisition_context,,,-1.2299254372056831,0.14384338066204966,-0.1708383701167382,-1.4007638073224213,0.10834663836990932,0.252190019031959
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_minus_echem_regime,,,76.88341586731764,0.13489093233395344,-93.3200976663282,-16.436681799010554,0.552905627799061,0.6877965601330145
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_minus_acquisition_context,,,-15.98287619170345,0.13119476512137407,0.21973835999134028,-15.763137831712111,0.6340903483454825,0.7652851134668566
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_minus_acquisition_context,,,-16.528023741159696,0.12356107867459731,0.09134194214914215,-16.436681799010554,0.5642354814584172,0.6877965601330145
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_acquisition_context,,,-13.107158254567821,0.1086006840616961,0.21973835999134028,-12.88741989457648,0.6340903483454825,0.7426910324071786
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_minus_video_all,,,-15.661599800524192,0.09460301474081001,-0.10153803118791971,-15.763137831712111,0.6706820987260466,0.7652851134668566
regression,velocity_particle_mse_fraction_of_full_mean,video_all_minus_echem_regime,,,93.42772831787579,0.08330888490854427,-93.3200976663282,0.10763065154759532,0.552905627799061,0.6362145127076053
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_echem_regime,,,76.14546996545602,0.08288605684596306,-93.3200976663282,-17.174627700872183,0.552905627799061,0.6357916846450241
regression,cross_modal_consensus_score,video_plus_echem_minus_acquisition_context,,,-18.770084990783705,0.07819072719852282,0.41200969842212176,-18.358075292361583,0.6022064339028348,0.6803971611013576
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_minus_echem_regime,,,50.48538791854001,0.07413188100892443,-66.24852575025213,-15.763137831712111,0.6911532324579321,0.7652851134668566
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_video_all,,,-12.78588186338856,0.07200893368113204,-0.10153803118791971,-12.88741989457648,0.6706820987260466,0.7426910324071786
regression,velocity_particle_mse_fraction_of_full_mean,video_all_minus_acquisition_context,,,0.01628870939845317,0.07197903124918814,0.09134194214914215,0.10763065154759532,0.5642354814584172,0.6362145127076053
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_acquisition_context,,,-17.265969643021325,0.07155620318660694,0.09134194214914215,-17.174627700872183,0.5642354814584172,0.6357916846450241
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_acquisition_minus_acquisition_context,,,-107.1638763216893,0.07062470231672219,-0.603878512362412,-107.76775483405171,0.37873593632829533,0.4493606386450175
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_minus_video_all,,,-16.54431245055815,0.05158204742540917,0.10763065154759532,-16.436681799010554,0.6362145127076053,0.6877965601330145
regression,persistence_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_echem_regime,,,53.361105855675646,0.051537799949246454,-66.24852575025213,-12.88741989457648,0.6911532324579321,0.7426910324071786
regression,persistence_particle_mse_fraction_of_full_mean,video_all_minus_acquisition_context,,,-0.32127639117926,0.03659175038056406,0.21973835999134028,-0.10153803118791971,0.6340903483454825,0.6706820987260466
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_minus_acquisition_context,,,-127.97539619874455,0.030209615185567307,-0.603878512362412,-128.57927471110696,0.37873593632829533,0.40894555151386264
regression,phase_slope_abs_median_per_s,video_plus_echem_acquisition_minus_video_all,,,-52.53572049590094,0.01041307187576318,-0.7336397879363719,-53.26936028383731,0.43459799659169296,0.44501106846745614
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_video_all,,,-28.554508316140787,0.005320376223213838,-2.46801232490949,-31.022520641050278,0.11554378623291635,0.12086416245613019
regression,velocity_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_video_all,,,-17.282258352419777,-0.0004228280625812042,0.10763065154759532,-17.174627700872183,0.6362145127076053,0.6357916846450241
regression,cross_modal_consensus_score,video_all_minus_echem_regime,,,-2.6012265137886508,-0.003512156434580027,0.32866575149656907,-2.272560762292082,0.5288115260273133,0.5252993695927333
regression,persistence_particle_mse_fraction_of_full_mean,video_all_minus_echem_regime,,,66.14698771906421,-0.020471133731885582,-66.24852575025213,-0.10153803118791971,0.6911532324579321,0.6706820987260466
regression,threshold_robust_phase_score,video_plus_echem_minus_echem_regime,,,1.2428402306526714,-0.022154586343780036,-2.6436040379750927,-1.4007638073224213,0.274344605375739,0.252190019031959
regression,particle_norm_cv,video_plus_echem_acquisition_minus_video_all,,,-0.06956565436452966,-0.038365595927370766,0.955260309954921,0.8856946555903913,0.9791126283731149,0.9407470324457441
regression,phase_slope_abs_median_per_s,video_plus_echem_minus_video_all,,,-50.325264893273356,-0.03937942874342798,-0.7336397879363719,-51.058904681209725,0.43459799659169296,0.395218567848265
regression,particle_norm_cv,video_plus_echem_minus_video_all,,,-1.0716392566009088,-0.04664261642386558,0.955260309954921,-0.11637894664598769,0.9791126283731149,0.9324700119492493
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_minus_video_all,,,-47.035422679703544,-0.062237204684627914,-2.46801232490949,-49.50343500461303,0.11554378623291635,0.053306581548288434
regression,transferred_masked_residual_signature,video_all_minus_echem_regime,,,-1.9975597358006345,-0.06997061612669028,0.16534052943253352,-1.832219206368101,0.10991975703571234,0.03994914090902205
regression,cross_modal_consensus_score,video_all_minus_acquisition_context,,,-2.6845704607142036,-0.07690706431010152,0.41200969842212176,-2.272560762292082,0.6022064339028348,0.5252993695927333
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_acquisition_minus_video_all,,,-107.66698758441832,-0.12398536670797733,-0.10076724963338735,-107.76775483405171,0.5733460053529948,0.4493606386450175
regression,object_mean_residual,video_plus_echem_minus_echem_regime,,,127.49279239083339,-0.14017886635733257,-371.6714258671189,-244.1786334762855,0.262982633295049,0.12280376693771645
regression,phase_slope_abs_median_per_s,video_plus_echem_acquisition_minus_echem_regime,,,-12.829514731433179,-0.1519395447244563,-40.43984555240413,-53.26936028383731,0.5969506131919124,0.44501106846745614
regression,phase_slope_abs_median_per_s,video_all_minus_echem_regime,,,39.70620576446776,-0.1623526166002195,-40.43984555240413,-0.7336397879363719,0.5969506131919124,0.43459799659169296
regression,diffusion_proxy_abs_median_um2_per_s,video_plus_echem_minus_video_all,,,-128.47850746147358,-0.1644004538391322,-0.10076724963338735,-128.57927471110696,0.5733460053529948,0.40894555151386264
regression,threshold_robust_phase_score,video_plus_echem_acquisition_minus_acquisition_context,,,-5.920642094374242,-0.16680024254375622,-0.1708383701167382,-6.09148046449098,0.10834663836990932,-0.05845360417384691
regression,object_mean_residual,video_plus_echem_acquisition_minus_echem_regime,,,60.92700226434329,-0.17991739043507166,-371.6714258671189,-310.7444236027756,0.262982633295049,0.08306524285997736
regression,phase_slope_abs_median_per_s,video_plus_echem_minus_echem_regime,,,-10.619059128805596,-0.20173204534364747,-40.43984555240413,-51.058904681209725,0.5969506131919124,0.395218567848265
regression,phase_slope_abs_median_per_s,video_plus_echem_acquisition_minus_acquisition_context,,,-53.50921726538426,-0.22142776463220842,0.23985698154695212,-53.26936028383731,0.6664388330996646,0.44501106846745614
regression,transferred_masked_residual_signature,video_all_minus_acquisition_context,,,-1.16730366578895,-0.23099443855871696,-0.6649155405791511,-1.832219206368101,0.270943579467739,0.03994914090902205
regression,phase_slope_abs_median_per_s,video_all_minus_acquisition_context,,,-0.973496769483324,-0.2318408365079716,0.23985698154695212,-0.7336397879363719,0.6664388330996646,0.43459799659169296
regression,phase_slope_abs_median_per_s,video_plus_echem_minus_acquisition_context,,,-51.298761662756675,-0.2712202652513996,0.23985698154695212,-51.058904681209725,0.6664388330996646,0.395218567848265
regression,threshold_robust_phase_score,video_plus_echem_acquisition_minus_echem_regime,,,-3.447876426515887,-0.33279820954958594,-2.6436040379750927,-6.09148046449098,0.274344605375739,-0.05845360417384691
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_acquisition_minus_acquisition_context,,,-30.65988279582296,-0.3339007209050786,-0.36263784522731846,-31.022520641050278,0.4547648833612088,0.12086416245613019
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_all_minus_acquisition_context,,,-2.1053744796821716,-0.33922109712829246,-0.36263784522731846,-2.46801232490949,0.4547648833612088,0.11554378623291635
regression,threshold_robust_phase_score,video_plus_echem_minus_video_all,,,-0.887913029323192,-0.3439752681969929,-0.5128507779992293,-1.4007638073224213,0.5961652872289519,0.252190019031959
regression,object_mean_residual,video_plus_echem_minus_acquisition_context,,,-244.53971441820516,-0.36858218781227026,0.361080941919646,-244.1786334762855,0.4913859547499867,0.12280376693771645
regression,low_rank_dmd_particle_mse_fraction_of_full_mean,video_plus_echem_minus_acquisition_context,,,-49.14079715938571,-0.40145830181292036,-0.36263784522731846,-49.50343500461303,0.4547648833612088,0.053306581548288434
regression,object_mean_residual,video_plus_echem_acquisition_minus_acquisition_context,,,-311.10550454469524,-0.40832071189000935,0.361080941919646,-310.7444236027756,0.4913859547499867,0.08306524285997736
regression,object_mean_residual,video_plus_echem_minus_video_all,,,-244.12459237278316,-0.5336432264615271,-0.05404110350236224,-244.1786334762855,0.6564469933992435,0.12280376693771645
regression,object_mean_residual,video_plus_echem_acquisition_minus_video_all,,,-310.69038249927326,-0.5733817505392661,-0.05404110350236224,-310.7444236027756,0.6564469933992435,0.08306524285997736
regression,threshold_robust_phase_score,video_plus_echem_acquisition_minus_video_all,,,-5.57862968649175,-0.6546188914027988,-0.5128507779992293,-6.09148046449098,0.5961652872289519,-0.05845360417384691
