roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,pixel_size_um_assumed,n_loaded_frames,frame_height,frame_width,residual_energy_mean,residual_energy_p95,residual_energy_slope,residual_energy_last_minus_first,dictionary_recon_energy_mean,dictionary_recon_error_mse_mean,dictionary_recon_error_mse_slope,dictionary_recon_error_last_minus_first,resdict_pc01_mean,resdict_pc01_std,resdict_pc01_slope,resdict_pc01_last_minus_first,resdict_pc02_mean,resdict_pc02_std,resdict_pc02_slope,resdict_pc02_last_minus_first,resdict_pc03_mean,resdict_pc03_std,resdict_pc03_slope,resdict_pc03_last_minus_first,resdict_pc04_mean,resdict_pc04_std,resdict_pc04_slope,resdict_pc04_last_minus_first,resdict_pc05_mean,resdict_pc05_std,resdict_pc05_slope,resdict_pc05_last_minus_first,resdict_pc06_mean,resdict_pc06_std,resdict_pc06_slope,resdict_pc06_last_minus_first,resdict_pc07_mean,resdict_pc07_std,resdict_pc07_slope,resdict_pc07_last_minus_first,resdict_pc08_mean,resdict_pc08_std,resdict_pc08_slope,resdict_pc08_last_minus_first,resdict_pc09_mean,resdict_pc09_std,resdict_pc09_slope,resdict_pc09_last_minus_first,resdict_pc10_mean,resdict_pc10_std,resdict_pc10_slope,resdict_pc10_last_minus_first,resdict_pc11_mean,resdict_pc11_std,resdict_pc11_slope,resdict_pc11_last_minus_first,resdict_pc12_mean,resdict_pc12_std,resdict_pc12_slope,resdict_pc12_last_minus_first,resdict_pc13_mean,resdict_pc13_std,resdict_pc13_slope,resdict_pc13_last_minus_first,resdict_pc14_mean,resdict_pc14_std,resdict_pc14_slope,resdict_pc14_last_minus_first,resdict_pc15_mean,resdict_pc15_std,resdict_pc15_slope,resdict_pc15_last_minus_first,resdict_pc16_mean,resdict_pc16_std,resdict_pc16_slope,resdict_pc16_last_minus_first
source_balanced_cycle92_rank1_obj1_10_c2_x10_030723,92.0,10_c2_x10_030723,7,1,1,source_representative,False,25.928656580292166,source_balanced_expansion_candidate,1191.7333333333331,652.4,30.0,13611.0244140625,34.50833511352539,1096,556,1288,748,192,96,96,6347,7253,7984.6640625,7979.201171875,-5.462890625,0.0658547729253768,0.0655813217163086,-0.0002734512090682,0.1802775637732877,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj1_10_c2_x10_030723.npz,,0.2392578125,0.2247178819444444,0.0026855468749999,0.0036051991605813,7.237326267030579,0.1757599245591413,0.0506031666985546,0.1483924500644207,0.003398164207855,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,96,96,96,8.730314584681764e-05,9.616534152883105e-05,9.750054423899499e-07,1.4480247045867145e-06,7.432291226905363e-07,8.659100421937183e-05,8.863269804830367e-07,1.3665194273926318e-06,-0.0019967586267739534,0.009847167879343033,-0.0008569496106295095,-0.0004877685569226742,0.0016377557767555118,0.0092620262876153,0.0026936222327333934,0.0015311043243855238,0.00016558761126361787,0.009682988747954369,0.001967697377633737,0.0013283786829560995,0.0005022890400141478,0.00867960974574089,-0.011262705027183986,-0.00744759663939476,0.000870246032718569,0.01006074994802475,0.005320412499866892,0.004111205227673054,-0.0008514442015439272,0.009730316698551178,-0.004272747049445144,-0.0019174969056621194,0.0012467282358556986,0.011016890406608582,-0.013828482136657268,-0.009067079983651638,-0.00014829577412456274,0.010288623161613941,-0.001671023494380183,-0.0003697474021464586,0.00046609737910330296,0.008970798924565315,-0.005468914669855671,-0.0036079268902540207,-0.0013755238614976406,0.008896511048078537,0.008105831986176782,0.005860679782927036,0.0007492531440220773,0.008928912691771984,-0.003866383348328163,-0.0027328801807016134,0.00030722899828106165,0.008308136835694313,-0.006559127164502188,-0.004557888954877853,-0.0002369711291976273,0.008330514654517174,0.006855318677653011,0.004413241520524025,-0.000287617149297148,0.009193210862576962,-0.002681211568491755,-0.0013548186980187893,-0.0006864096503704786,0.011040590703487396,-0.017764162653858016,-0.011153372004628181,-0.0001468185510020703,0.017734572291374207,0.0066900653170274705,0.003615765133872628
source_balanced_cycle92_rank1_obj2_10_c2_x10_030723,92.0,10_c2_x10_030723,7,1,2,source_representative,False,24.77546436055132,source_balanced_expansion_candidate,574.1904761904761,232.8571428571429,42.0,11196.3671875,29.26946449279785,478,137,670,329,192,96,96,6347,7253,8501.822265625,8492.5556640625,-9.2666015625,0.0885036066174507,0.0878025293350219,-0.0007010772824287,0.1802775637732877,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj2_10_c2_x10_030723.npz,,0.2837456597222222,0.2651909722222222,0.0026312934027777,0.000923637398876,8.910475025712678,0.2488163072237254,0.0422517294921644,0.1460160929709673,0.0014806482052795,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,6.0,,,,0.192,96,96,96,0.00014276699221227318,0.0001545739418361336,7.292913467512805e-07,1.6963458620011806e-06,1.0921553439402487e-06,0.00014170807844493538,7.155338703580858e-07,1.6111880540847778e-06,-0.0020130034536123276,0.010453649796545506,-0.0068217041507044746,-0.0042841555550694466,0.0018131508259102702,0.012597515247762203,0.0032028233849958204,0.0018451164942234755,0.0005944012082181871,0.015063480474054813,2.403443435660204e-05,0.0009468784555792809,0.0006807844620198011,0.011419510468840599,-0.008868327822327915,-0.006368848495185375,0.0011451254831627011,0.009324271231889725,0.005873451246588953,0.003955963533371687,-0.0008401545928791165,0.008588360622525215,-0.005460056801645185,-0.0037920023314654827,0.0012963460758328438,0.010708085261285305,-0.012702007274799,-0.008376110345125198,-7.699328853050247e-05,0.011319385841488838,-0.003739829602579304,-0.00222079548984766,0.0005486214067786932,0.014301816001534462,-0.0090738930511993,-0.006564441602677107,-0.0017344042425975204,0.01308987196534872,0.011908323120166509,0.008498350158333778,0.0007429559482261539,0.01388575416058302,-0.00013518475492386937,-0.0007263303268700838,0.00036611882387660444,0.013745268806815147,-0.012948828156100049,-0.008342538960278034,0.0001314206892857328,0.010325535200536251,0.005203238381440503,0.003410760313272476,-0.00039361248491331935,0.01269941683858633,-0.0019712064244805866,-0.0026482632383704185,-0.0003716121718753129,0.016779571771621704,-0.010906788633100835,-0.006820967420935631,8.001850073924288e-05,0.011898131109774113,0.0022581171715405383,0.0010080995270982385
source_balanced_cycle94_rank2_obj1_10_c2_x10_030723,94.0,10_c2_x10_030723,9,2,1,future16_negative,False,25.61083171634987,source_balanced_expansion_candidate,576.972972972973,232.97297297297297,37.0,12897.384765625,32.438777923583984,481,137,673,329,192,96,96,8161,9067,8492.6435546875,8486.44921875,-6.1943359375,0.0870167538523674,0.086605779826641,-0.0004109740257263,0.2499999999999317,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj1_10_c2_x10_030723.npz,,0.2799479166666667,0.26123046875,0.0035264756944444,0.0061108566231744,8.561781204053032,0.2422480547817554,0.4689751922648368,0.145544433966279,4.401707724121072e-05,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,6.0,-0.1211340206185567,,,0.192,96,96,96,0.0001310639054281637,0.00014060603134566919,6.3146274681601805e-06,4.210480256006122e-06,9.358086003885546e-07,0.00013015588046982884,6.195439029972128e-06,4.172252374701202e-06,-0.001307869330048561,0.011078178882598877,0.000381250488326739,-0.00020691391546279192,0.0015742924297228456,0.013126951642334461,0.011585277660388358,0.00653039338067174,0.001967415912076831,0.012209465727210045,0.0019588624582148016,0.0013639143435284495,0.0005247596418485045,0.010091336444020271,-0.008055820029786496,-0.005820345599204302,0.0010464010993018746,0.009641574695706367,0.0002682850066584689,0.0005063131684437394,-0.0014479628298431635,0.009534362703561783,-0.007394490449376848,-0.004747510887682438,0.0017992134671658278,0.011455279774963856,-0.009992118855619708,-0.006389249581843615,-0.0016503469087183475,0.011147428303956985,-0.008935483414825288,-0.005219861399382353,0.0003701541281770915,0.01040446013212204,-0.0013723477180495759,-0.0011612589005380869,-0.0017338652396574616,0.010893710888922215,-0.0022403998496501065,-0.0005996432155370712,0.0009336874936707318,0.012091292068362236,-0.008212257952024965,-0.004623102489858866,-0.0003353258944116533,0.012742958031594753,-0.013753260189428395,-0.008238134905695915,-0.00041673119994811714,0.011406844481825829,0.004985356614308426,0.0029389001429080963,-0.00185713532846421,0.010657092556357384,-0.008141489110130355,-0.004446736536920071,0.0002982637961395085,0.014598514884710312,-0.0015241058859637147,-0.0017391372239217162,-0.0011282154591754079,0.011184372939169407,0.0066933492776833645,0.0042858850210905075
source_balanced_cycle94_rank2_obj2_10_c2_x10_030723,94.0,10_c2_x10_030723,9,2,2,future16_negative,False,24.42825610271029,source_balanced_expansion_candidate,833.6666666666666,68.83333333333333,48.0,10861.255859375,27.37371826171875,738,0,930,192,192,96,96,8161,9067,8934.533203125,8923.23828125,-11.294921875,0.0925137251615524,0.0917659774422645,-0.0007477477192878,0.2499999999999317,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj2_10_c2_x10_030723.npz,,0.2150607638888889,0.19677734375,0.0045572916666666,0.0057999478719215,12.534796255675692,0.3286292570847154,0.2987105254521448,0.1516675166785717,-1.3099932927906192e-05,17.0,-1.0,-0.5019329896907219,17.0,0.0,-1.3318298969072169,16.0,0.0,,0.0105263157894736,7.0,-1.6868556701030937,-43.95038659793816,-1.620187051546394,0.192,96,96,96,9.097443398786709e-05,9.771326658665202e-05,4.47908600778503e-06,2.83349072560668e-06,7.981482781360683e-07,9.020683501148596e-05,4.101694742674129e-06,2.5847984943538904e-06,-0.002337115118280053,0.009030574932694435,0.0036900455542644033,0.0024718218483030796,0.004751806613057852,0.011084959842264652,0.008344240825451715,0.004862556234002113,-0.000467590318294242,0.009506233967840672,0.004969971038352879,0.003640352515503764,0.0005011551547795534,0.008681593462824821,-0.004979971700346426,-0.0036772433668375015,-0.0011634912807494402,0.01210047584027052,0.0024869645391223296,0.0019431243417784572,0.0030141796451061964,0.01799512468278408,-0.0051524380407308385,-0.0037847261410206556,0.00025879062013700604,0.009628117084503174,0.004919695694881836,0.003137566614896059,0.0005790457362309098,0.009502804838120937,-0.0030377976662604948,-0.001994239166378975,-6.232905889191898e-06,0.008516975678503513,-0.0011469834521688573,-0.0009206169052049518,-0.0010691758943721652,0.009558016434311867,0.0069269628527476226,0.004503021482378244,0.00115144660230726,0.010044737718999386,-0.002057689935272239,-0.0018741571111604571,0.002102771308273077,0.010369702242314816,-0.014369667750725061,-0.008950384333729744,0.0013882415369153023,0.010033363476395607,-0.003450679567667022,-0.0025069070979952812,-7.695024396525696e-05,0.009939506649971008,-0.01099259914691701,-0.00685635581612587,-0.0002463865967001766,0.009433859027922153,-0.008543812499096689,-0.005185379646718502,-0.0003458959108684212,0.008923198096454144,-0.0023455834540072806,-0.0012025457108393312
source_balanced_cycle98_rank3_obj1_11_c2_x10_050723,98.0,11_c2_x10_050723,3,3,1,future16_negative,False,23.986083525321504,source_balanced_expansion_candidate,1343.0679611650485,204.50485436893203,103.0,8562.1708984375,21.21138000488281,1247,109,1439,301,192,96,96,2706,3607,8874.2353515625,8886.8251953125,12.58984375,0.0713426172733306,0.0721612051129341,0.0008185878396034,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj1_11_c2_x10_050723.npz,,0.2514105902777778,0.2344835069444444,0.0041232638888888,0.0075304658415664,6.3776746491649,0.2084569135871675,0.1414547262576006,0.1437457483261823,0.002444165374738,11.0,0.0,,10.0,0.0,-0.0025773195876288,8.0,0.0,0.023840206185567,0.0105263157894736,13.0,4.110824742268044,-0.0489690721649484,-0.0018051958762886,0.192,96,96,96,4.7005221858853474e-05,5.34300608705962e-05,-1.735544304354236e-05,-2.145710095646791e-05,9.85677957032749e-07,4.605390495271422e-05,-1.6411527236701467e-05,-2.0255039999028668e-05,-0.001953675178810954,0.005763661582022905,0.007996149300934601,0.004822956398129463,0.00229850597679615,0.012025438249111176,0.014463394125280167,0.009002014063298702,-0.0003660054935608059,0.011812507174909115,0.012001575298046723,0.00791606679558754,5.86938695050776e-05,0.008303288370370865,-0.006882059567846896,-0.004946691915392876,0.0015537807485088706,0.012336141429841518,0.024728989011782696,0.01670510321855545,-0.00076841696863994,0.006205886602401733,-0.003935758508420183,-0.003039004746824503,0.0004946693661622703,0.014957009814679623,0.0010408706814479577,0.002132478868588805,0.0005519369151443243,0.009996464475989342,-0.006591960036817716,-0.004804289899766445,0.0008353542070835829,0.009151088073849678,0.0009489917159570683,0.0005202068132348359,-0.001199783175252378,0.019420407712459564,-0.02137120613226312,-0.016049154102802277,0.0016759856371209025,0.01586664468050003,-0.0061206703868504665,-0.005924505181610584,0.0010452752467244864,0.013493419624865055,-0.005638351366934856,-0.004403742030262947,0.000759737566113472,0.011880159378051758,0.005985067077275937,0.0030108958017081022,-8.43687666929327e-05,0.009912369772791862,-0.015148668765361533,-0.01029554195702076,-0.0004155377682764083,0.010033683851361275,-0.010416742154752443,-0.007928087376058102,0.0011336945462971926,0.009657775983214378,-0.0002445574865927666,-0.0011140314163640141
source_balanced_cycle98_rank3_obj2_11_c2_x10_050723,98.0,11_c2_x10_050723,3,3,2,future16_negative,False,25.03490981294613,source_balanced_expansion_candidate,835.7142857142857,94.66666666666669,42.0,13457.7646484375,29.523515701293945,740,0,932,192,192,96,96,2706,3607,8964.4775390625,8968.39453125,3.9169921875,0.0811750218272209,0.0818297043442726,0.0006546825170516,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj2_11_c2_x10_050723.npz,,0.2349175347222222,0.2163628472222222,0.0046657986111111,0.0072535354247207,10.347946320995971,0.3395098492233528,0.3416539066466925,0.1371966004371643,-0.0004229248434151,5.0,0.0,-0.0264175257731958,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,96,96,96,7.425782678183168e-05,8.373865712201222e-05,-2.8577199373103216e-05,-3.453113458817825e-05,9.162648666460882e-07,7.337443094002083e-05,-2.7610576676364093e-05,-3.33555944962427e-05,-0.0013639552053064108,0.014443833380937576,-0.0042183965893376535,-0.004458372946828604,0.0017271724063903093,0.00821508839726448,0.004565330878310642,0.003548602806404233,0.0009577443124726415,0.018388861790299416,0.0021077196946287973,5.070853512734175e-05,0.00043687576544471085,0.009291372261941433,-0.006680964269846877,-0.0047437213361263275,0.00044845204683952034,0.008638253435492516,0.0034538715600654956,0.003196470905095339,-0.0013981563970446587,0.008254407905042171,-0.0009019218866198643,-9.081943426281214e-05,0.0007475623860955238,0.009748885408043861,-0.008943057889241332,-0.0050564175471663475,-0.0005173225654289126,0.012979090213775635,-0.009050608605665684,-0.0053076534532010555,0.0006846054457128048,0.012032966129481792,0.0011444020483299697,0.0010688436450436711,-0.002289460739120841,0.016711147502064705,0.007234549526688889,0.0060999346897006035,0.0002603255270514637,0.009069864638149738,-0.002332589766669311,-0.0006159394979476929,0.0010573281906545162,0.008034620434045792,-0.0077586257729164694,-0.005821079481393099,-0.000682267767842859,0.010109243914484978,0.007477559439614291,0.005942981690168381,-0.0003862830635625869,0.009539537131786346,-0.004231470067507441,-0.002226082608103752,-0.00033598270965740085,0.006307897157967091,0.0011358107981658046,0.00043454926344566047,0.0007613844936713576,0.01256568357348442,0.00158115543412063,0.0010618941159918904
source_balanced_cycle100_rank4_obj1_11_c2_x10_050723,100.0,11_c2_x10_050723,5,4,1,future16_positive,False,24.009890706615767,source_balanced_expansion_candidate,1342.2222222222222,204.22222222222223,108.0,8197.46484375,20.41080665588379,1246,108,1438,300,192,96,96,4510,5411,8880.9482421875,8886.0986328125,5.150390625,0.0715180411934852,0.0717115476727485,0.0001935064792633,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle100_rank4_obj1_11_c2_x10_050723.npz,,0.2560763888888889,0.2387152777777778,0.0034993489583333,-0.0048052076621563,7.4054654302842255,0.187679365472133,0.4174749834921279,0.1415381412953138,0.0064054882182672,11.0,0.0,,10.0,0.0,0.0251288659793814,8.0,0.0,0.0128865979381443,0.0210526315789473,13.0,-4.807345360824744,0.4774484536082481,0.0176006597938144,0.192,96,96,96,3.94533017242793e-05,4.5682290146942246e-05,1.6591913041146823e-06,9.443429007660598e-07,5.579937010224967e-07,3.892479435307905e-05,1.3796433784974446e-06,7.424750947393477e-07,-0.0017979908734560013,0.006590449251234531,0.007480117596232483,0.005022724624723196,0.0014693709090352058,0.008334478363394737,0.012865199127056836,0.00782166887074709,-0.00019605972920544446,0.008695954456925392,0.013482234373374305,0.008694421499967575,-0.001448462251573801,0.006610271520912647,-0.00651463802239864,-0.004153426270931959,0.002065913053229451,0.010731677524745464,0.025606474568944822,0.016860269010066986,-0.0007483196095563471,0.006469643674790859,-0.0038898486660879214,-0.0025400673039257526,0.0009096332360059023,0.008110938593745232,0.0006386749464773409,0.001096156658604741,0.0011507184244692326,0.007466218899935484,-0.009109639188260955,-0.005737274885177612,0.0014089969918131828,0.006799961440265179,-0.0010437830178201895,-0.0010778000578284264,-0.006605101749300957,0.012569834478199482,-0.016655416176868852,-0.011239823885262012,-0.0017199221765622497,0.011737815104424953,-0.004223422651672369,-0.0035259078722447157,0.0013316142139956355,0.0084538534283638,-0.00635724152364817,-0.0038805673830211163,5.770773714175448e-05,0.006320327986031771,0.005235564633097203,0.0035017668269574642,-0.0004313719109632075,0.008632523007690907,-0.01699994381120441,-0.011212065815925598,-0.002126285107806325,0.008661692030727863,-0.011792842088202873,-0.007971885614097118,0.0007296290714293718,0.009526981972157955,-0.0017048478347102276,-0.0013221025001257658
source_balanced_cycle100_rank4_obj2_11_c2_x10_050723,100.0,11_c2_x10_050723,5,4,2,future16_positive,False,24.767484170170583,source_balanced_expansion_candidate,834.3111111111111,94.22222222222224,45.0,12717.9267578125,27.73917961120605,738,0,930,192,192,96,96,4510,5411,8958.8818359375,8964.2412109375,5.359375,0.0806672275066375,0.0808861553668975,0.00021892786026,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle100_rank4_obj2_11_c2_x10_050723.npz,,0.2331814236111111,0.2165256076388889,0.0038248697916666,-0.0056121581471935,10.196151655924307,0.2645472943456946,0.1642963110055434,0.1362993456423282,0.0049354914292577,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,1.0818298969072169,,,0.192,96,96,96,6.324940477497876e-05,7.314598260563799e-05,2.586766942457806e-06,1.467167749069631e-06,5.487574981088983e-07,6.273278268054128e-05,2.459137354698616e-06,1.3772732927463949e-06,-0.003318222938105464,0.009685453958809376,-0.0027090596022868603,-0.0019963732920587063,0.0029097909573465586,0.006113122683018446,0.00509000485043017,0.003544111968949437,-0.0019047956448048353,0.010651739314198494,0.004751177085180596,0.0021653042640537024,0.0011327805696055293,0.007892627269029617,-0.006820193861954307,-0.004677288234233856,0.0024418847169727087,0.0070204478688538074,0.0017658084905154876,0.0016469145193696022,-0.00018263906531501561,0.00757482647895813,-0.0004586231560097083,-0.00022619133233092725,0.0013946823310106993,0.008812359534204006,-0.011675229847835578,-0.007844223640859127,0.0019257228123024106,0.01089705154299736,-0.011329617912997494,-0.007088880054652691,0.0011560076382011175,0.008584286086261272,0.002009698475855036,0.0012022373266518116,5.19861132488586e-05,0.011218125000596046,0.007790373825455869,0.005585267208516598,0.0003944392956327647,0.007786808535456657,-0.0014895384376072058,-0.0008708382956683636,0.0005551602225750685,0.007575232535600662,-0.007832094000830118,-0.005597246810793877,0.00026998171233572066,0.009498671628534794,0.0053413715881393525,0.003090133424848318,0.00099634297657758,0.008372264914214611,-0.004820810571292995,-0.003375544911250472,-0.0010626697912812233,0.00782389473170042,0.001387750565481839,0.0003694063634611666,0.0008944253204390407,0.007758018560707569,-0.0018175359364249746,-0.0009406922617927194
source_balanced_cycle102_rank5_obj1_11_c2_x10_050723,102.0,11_c2_x10_050723,7,5,1,source_representative,False,24.81286903333057,source_balanced_expansion_candidate,834.3111111111111,93.77777777777776,45.0,12752.44140625,27.896915435791016,738,0,930,192,192,96,96,6314,7215,8966.798828125,8960.958984375,-5.83984375,0.0812777653336525,0.0810524895787239,-0.0002252757549285,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle102_rank5_obj1_11_c2_x10_050723.npz,,0.2360026041666666,0.21728515625,0.0045572916666666,0.0034741798217353,10.920888776114095,0.2922191352044944,0.2005982680398149,0.1357398126274347,0.00088737415121,5.0,-1.0,-0.8820876288659797,5.0,0.0,,5.0,0.0,,0.0,6.0,-0.1797680412371134,,,0.192,96,96,96,6.315531936706975e-05,6.716896969010122e-05,-2.041824537675545e-06,-9.815921657718718e-07,4.788022351931431e-07,6.270954327192158e-05,-2.0621622513173548e-06,-9.821305866353214e-07,-0.0016729176277294755,0.008015927858650684,-0.0019602909661204514,-0.0007567322463728487,0.0010106971021741629,0.0072028860449790955,0.0033445209659954647,0.002024351619184017,0.0017256783321499825,0.010074752382934093,0.0046914732950283115,0.0036784119438380003,0.00042427104199305177,0.006404620595276356,-0.0055686550206078935,-0.0034755943343043327,-7.943552918732166e-05,0.00750418845564127,0.0017125805954013864,0.0010773830581456423,-0.001968046184629202,0.007344044279307127,0.0006590533091711177,0.0007709084311500192,0.0012073966208845377,0.00964763481169939,-0.011698519131689532,-0.00857529230415821,-0.0012637062463909388,0.009993107058107853,-0.010842894082031167,-0.00718917790800333,-0.000207777731702663,0.008992426097393036,0.00147488018556032,0.0009189392440021038,-0.0021219495683908463,0.009551498107612133,0.01111443431544008,0.006657466758042574,0.0010172139154747128,0.007622196804732084,0.0006250331233451639,0.0004459612537175417,0.00012131515541113913,0.007501490414142609,-0.008086937525475055,-0.005107554141432047,-0.0003151979763060808,0.007503022439777851,0.005028112705756365,0.0026272600516676903,-0.001250162604264915,0.0072382353246212006,-0.00202553572101016,-0.0015326527645811439,-0.00038946399581618607,0.006452794186770916,-0.0009486810246016847,-0.0006740711396560073,0.00011177835403941572,0.007492628414183855,-0.003440849149161583,-0.0022701809648424387
source_balanced_cycle102_rank5_obj2_11_c2_x10_050723,102.0,11_c2_x10_050723,7,5,2,source_representative,False,23.360671263050325,source_balanced_expansion_candidate,1337.7518248175184,199.94160583941607,137.0,6112.04638671875,17.030691146850586,1242,104,1434,296,192,96,96,6314,7215,8884.5400390625,8882.544921875,-1.9951171875,0.0714252293109893,0.0714001283049583,-2.5101006031036377e-05,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle102_rank5_obj2_11_c2_x10_050723.npz,,0.2595486111111111,0.2418619791666666,0.0032009548611111,0.0032326260246635,6.711356280367303,0.205216061057043,0.4227587931865127,0.1405532006174326,0.0021975582907187,11.0,0.0,,11.0,1.0,1.1436855670103097,6.0,0.0,,0.0105263157894736,12.0,0.0122422680412371,24.017396907216504,0.8853773195876299,0.192,96,96,96,3.903849210473709e-05,4.1969937592511995e-05,-9.726404402355907e-07,-5.594702088274062e-07,6.344084795273375e-07,3.8437876355601475e-05,-1.004880749334056e-06,-5.68903487874195e-07,-0.001429509837180376,0.006387205328792334,0.003981531367753635,0.0026169545017182827,0.002013132441788912,0.006624152418226004,0.007849447245826017,0.0056318556889891624,0.0005586001207120717,0.008895419538021088,0.01233098647567922,0.007756668142974377,0.0018582434859126806,0.007690246216952801,-0.008388160117656775,-0.0050418018363416195,0.0014091847697272897,0.00915939174592495,0.023682727226007148,0.015585644170641899,-0.0003457477723713964,0.006933002267032862,0.002477796879094586,0.0009793281788006425,0.0016139954095706344,0.007361461874097586,-0.010507808907698894,-0.006942089181393385,-9.875035175355151e-05,0.007996701635420322,-0.007624352213009077,-0.004142931662499905,-6.164448132039979e-05,0.006641837302595377,0.003917056696005411,0.003160123247653246,-0.001370973070152104,0.015191135928034782,-0.037226102723568494,-0.025440514087677002,0.0005267955712042749,0.01083926111459732,-0.025066292839887632,-0.016847223043441772,-8.341230568476021e-05,0.008259718306362629,-0.008073045921322011,-0.005312139168381691,-0.0008383795502595603,0.007184810470789671,0.004574866180394709,0.002251326572149992,0.0006417375989258289,0.015084394253790379,-0.026886721858509675,-0.01686924323439598,0.0005343079683370888,0.011821339838206768,-0.019525021390137755,-0.012719119898974895,-0.000715737696737051,0.007887400686740875,-0.0020710479254423837,-0.001947531127370894
