consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,matched_positive_support_count,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,npz_path,frame_strip_png,radial_kymograph_png
1,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,5.0,matched_support_front_qc,0.9317537495644084,56.0,1.2184278350515485,16.473582474226824,1.168490423459258,0.5500140014404419,0.0001566289176159,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/01_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/01_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
2,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,4.0,matched_support_front_qc,0.9055233514265107,55.0,0.9097938144329928,12.903350515463927,0.8616921046768429,0.5191468596436916,0.0003248446284712,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/02_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/02_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
3,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,4.0,matched_support_front_qc,0.8871293348826369,50.0,1.088273195876288,9.735180412371138,1.0474142909991653,-0.027885407208518,0.0025229641523079,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/03_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/03_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
4,source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,6.0,matched_support_front_qc,0.8365557003942696,57.0,0.2551546391752632,3.6340206185567134,0.1806529140901664,0.1403622563799911,0.0001929795566621,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/04_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/04_source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
5,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,5.0,matched_support_front_qc,0.8175704977407339,45.0,0.3646907216494849,2.7770618556701057,0.3212776384518969,-0.0541834614559234,0.0013601514043171,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/05_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/05_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
6,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,2.0,matched_support_front_qc,0.8166534540269547,42.0,0.7603092783505181,9.012886597938143,0.7254776772655465,,0.0006495558372278,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/06_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/06_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
7,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,2.0,matched_support_front_qc,0.790358137183085,55.0,0.908505154639176,13.056701030927863,0.8665102272557584,1.0219480738736706,0.0002190963255963,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/07_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/07_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
8,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,80.0,9_c2_x10_010723,near_pre_event_1_8,6.0,matched_support_front_qc,0.764613105153772,31.0,1.6514175257731942,15.449097938144329,1.6030353725250368,,3.184150395857616e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle80_rank62_obj2_9_c2_x10_010723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/08_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/08_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png
9,source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,6.0,matched_support_front_qc,0.7547556676613626,56.0,0.0476804123711354,0.3582474226804166,-0.0176063537867637,-0.0338748329089668,0.0013482401609355,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/09_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/09_source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
10,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,78.0,9_c2_x10_010723,near_pre_event_1_8,8.0,matched_support_front_qc,0.742136570603587,30.0,1.193298969072164,12.21907216494846,1.1412832491748364,,2.578483359048009e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj2_9_c2_x10_010723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/10_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/10_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_kymograph.png
