consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,matched_positive_support_count,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,npz_path,frame_strip_png,radial_kymograph_png
11,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.7201751914396031,19.0,0.9877577319587604,16.79188144329895,0.914164406650018,-0.4906464012003412,2.8051057161769694e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/11_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/11_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_kymograph.png
12,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,56.0,7_c2_x10_290623,near_pre_event_1_8,4.0,matched_support_front_qc,0.6480345640671727,17.0,0.4813144329896924,5.294458762886611,0.4265074031550435,,1.889714273795161e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle56_rank51_obj2_7_c2_x10_290623.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/12_source_balanced_cycle56_rank51_obj2_7_c2_x10_290623.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/12_source_balanced_cycle56_rank51_obj2_7_c2_x10_290623_kymograph.png
13,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,near_pre_event_1_8,6.0,matched_support_front_qc,0.6464941126575097,45.0,0.002577319587627,0.0438144329896962,-0.023499744123282,-0.1118614935730659,1.3961892656448471e-05,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/13_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/13_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png
14,source_balanced_cycle84_rank64_obj2_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.6355294079150899,23.0,0.1965206185567026,2.161726804123692,0.1554864461530406,,6.380078469835176e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj2_9_c2_x10_010723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/14_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/14_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_kymograph.png
15,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.6353088832567841,18.0,0.701675257731959,7.718427835051564,0.6391651669230987,,2.12267292720307e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/15_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/15_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_kymograph.png
16,source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,post_event_1_16,30.0,routine_review,0.6346001750759428,0.0,1.0914948453608295,23.15077319587633,1.1087572004726174,0.0053431088044246,1.763531957756503e-05,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/16_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/16_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_kymograph.png
17,source_balanced_cycle58_rank52_obj2_7_c2_x10_290623,58.0,7_c2_x10_290623,near_pre_event_1_8,2.0,matched_support_front_qc,0.62707673905893,24.0,0.0109536082474237,0.186211340206175,-0.0475319874438441,-0.1196195862142488,2.2372723457448613e-05,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle58_rank52_obj2_7_c2_x10_290623.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/17_source_balanced_cycle58_rank52_obj2_7_c2_x10_290623.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/17_source_balanced_cycle58_rank52_obj2_7_c2_x10_290623_kymograph.png
18,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,82.0,9_c2_x10_010723,near_pre_event_1_8,4.0,matched_support_front_qc,0.6140390866074897,31.0,0.0612113402061873,0.6733247422680478,0.0176813364018149,,7.462392882354916e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/18_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/18_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_kymograph.png
19,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,near_pre_event_1_8,6.0,matched_support_front_qc,0.6116873854739296,24.0,0.212628865979384,1.7010309278350606,0.1567754330104843,,4.270765621154241e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/19_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/19_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_kymograph.png
20,source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,post_event_1_16,32.0,routine_review,0.5873719280324625,0.0,0.134020618556705,2.27835051546394,0.1119267558280679,0.0308136801869335,4.152836801352619e-05,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/20_source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/20_source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723_kymograph.png
21,source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,far_pre_event_17_32,23.0,routine_review,0.5858089746695508,0.0,3.2016752577319583,32.85889175257731,3.1703486894177333,-0.026066103585342,3.281278711189277e-05,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/21_source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/21_source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723_kymograph.png
22,source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,mid_pre_event_9_16,14.0,routine_review,0.5799451836581708,0.0,6.831829896907218,75.05734536082475,6.757272383348708,,5.608006668458408e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/22_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/22_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_kymograph.png
23,source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,no_near_event_control,58.0,routine_review,0.5720270445134574,0.0,8.948453608247423,129.95103092783506,8.86961378621951,,4.84835980166656e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/23_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/23_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_kymograph.png
24,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.5709622311999599,16.0,2.2504976528960115e-15,-2.090200623584916e-14,-0.0518978289612965,0.1463935123449954,6.161694541684688e-06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj1_9_c2_x10_010723.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/frame_strips/24_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/radial_kymographs/24_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_kymograph.png
