2.0,945.0
4.0,940.0
6.0,940.0
8.0,942.0
10.0,942.0
12.0,941.0
14.0,942.0
26.0,927.0
28.0,934.0
30.0,933.0
32.0,934.0
34.0,933.0
36.0,921.0
38.0,929.0
40.0,927.0
42.0,925.0
44.0,925.0
46.0,919.0
48.0,924.0
50.0,924.0
52.0,925.0
54.0,924.0
56.0,913.0
58.0,919.0
60.0,920.0
62.0,917.0
64.0,915.0
66.0,908.0
68.0,913.0
70.0,913.0
72.0,911.0
74.0,910.0
76.0,905.0
78.0,908.0
80.0,906.0
82.0,905.0
84.0,907.0
86.0,899.0
88.0,904.0
90.0,902.0
92.0,905.0
94.0,901.0
96.0,893.0
98.0,898.0
100.0,899.0
102.0,899.0
104.0,899.0
106.0,895.0
108.0,902.0
110.0,900.0
112.0,901.0
114.0,900.0
116.0,892.0
118.0,899.0
123.0,1189.0
124.0,1189.0
125.0,1189.0
126.0,1187.0
127.0,1188.0
128.0,1185.0
129.0,1185.0
130.0,1185.0
131.0,1181.0
132.0,1176.0
133.0,1179.0
134.0,1179.0
136.0,975.0
137.0,1254.0
138.0,1257.0
139.0,1252.0
140.0,1253.0
141.0,1251.0
142.0,1250.0
143.0,1247.0
144.0,1245.0
145.0,1247.0
146.0,1244.0
147.0,1237.0
148.0,1240.0
149.0,1238.0
150.0,1237.0
151.0,1236.0
152.0,1235.0
153.0,1231.0
154.0,1228.0
155.0,1228.0
156.0,1246.0
157.0,1219.0
158.0,1219.0
