roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,pixel_size_um_assumed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.272265275644223,source_balanced_pre_event_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.0744398459792137,0.074378527700901,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,,0.2634548611111111,0.2475043402777778,0.00528971354166663,-0.010118272569444444,7.400744388241619,0.24714217303301705,0.19631119236322356,0.14418104477226734,0.009914416661390021,11.0,0.0,-0.29768041237113396,9.0,1.0,-0.525773195876289,6.0,0.0,,0.09473684210526316,13.0,3.2184278350515476,-8.509020618556704,-0.3136765360824744,0.192,96,96,96
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.55256855416359,source_balanced_pre_event_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.0769208893179893,0.0768555477261543,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,,0.251953125,0.23546006944444445,0.00566948784722221,-0.00723333020117412,7.977098221783928,0.2865618236102834,0.11152646218981542,0.157539838925004,0.012553759603329082,10.0,0.0,,10.0,0.0,0.011597938144329903,9.0,-1.0,0.25708762886597947,0.021052631578947368,4.0,-0.5000000000000002,0.220360824742268,0.008123381443298976,0.192,96,96,96
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.03471399548354,source_balanced_pre_event_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.0756309404969215,0.0757838860154151,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,,0.2652994791666667,0.2492947048611111,0.004367404513888867,0.0018825815032574435,7.847383620450403,0.19197575965134786,0.14305113182074425,0.1465009804815054,0.005639637854027079,11.0,0.0,0.06250000000000003,6.0,0.0,-0.11726804123711346,5.0,0.0,-0.01675257731958766,0.031578947368421054,2.0,-0.09600515463917528,-1.6417525773195887,-0.060521567010309286,0.192,96,96,96
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.988204537386228,source_balanced_pre_event_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.0902780815958976,0.0898862034082412,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,,0.2466362847222222,0.22705078125,0.0054796006944444475,0.0031056617133805825,16.534671594923893,0.8014715179098274,0.5101979472720155,0.14248390682041645,0.004955749277063872,6.0,-1.0,-0.403994845360825,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.01868556701030929,,,0.192,96,96,96
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,24.199332988208194,source_balanced_pre_event_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.0892989188432693,0.0890530347824096,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,,0.2427300347222222,0.21744791666666669,0.021375868055555552,0.016723423069695025,12.478098144181107,0.7075169902884336,0.14539123845701873,0.14449256658554077,0.0007663392413829998,6.0,0.0,0.12177835051546405,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.9684278350515468,,,0.192,96,96,96
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,23.08806596464201,source_balanced_pre_event_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.073902353644371,0.0733919516205787,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,,0.2772352430555556,0.25130208333333337,0.0166015625,0.006451618767003154,8.689187647140875,0.6353760613135443,0.4957223093715654,0.15016556717455387,0.0032584968949524117,15.0,1.0,0.20811855670103102,13.0,2.0,-0.11404639175257704,13.0,0.0,0.1359536082474225,0.08421052631578947,2.0,13.625644329896915,-2.6011597938144373,-0.09588915463917513,0.192,96,96,96
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.942180100195944,source_balanced_pre_event_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.0719261765480041,0.0715657845139503,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,,0.2591145833333333,0.2407769097222222,0.01508246527777779,0.015040866288122855,6.456125310753426,0.19490543133123614,0.6692179625442454,0.14532016031444073,-0.0009947179182979867,10.0,-2.0,-2.050902061855671,9.0,-1.0,-1.3795103092783514,8.0,-2.0,-1.646907216494846,0.010526315789473684,2.0,0.0025773195876288794,-23.45167525773197,-0.8645225567010312,0.192,96,96,96
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.740731379998923,source_balanced_pre_event_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.0765645802021026,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,,0.2535807291666667,0.2322048611111111,0.018093532986111105,0.019878514170783238,7.651493857223587,0.4101134893599201,0.4330747130312617,0.15783809684216976,-0.0016942388790938104,10.0,0.0,,10.0,0.0,,9.0,0.0,-0.045747422680412445,0.0,4.0,3.9168814432989705,,,0.192,96,96,96
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,23.92572024499704,source_balanced_pre_event_candidate,843.9245283018868,77.66037735849056,53.0,11193.2998046875,25.66951560974121,748,0,940,192,192,96,96,3570,4759,8888.2724609375,8885.4208984375,-2.8515625,0.0803607553243637,0.0801430195569992,-0.0002177357673645,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,,0.23036024305555555,0.20361328125,0.027126736111111105,0.007799775603164376,14.019775667515333,1.1941771539679353,0.07762752913706632,0.14587857015430927,0.008215805743676948,13.0,0.0,-0.2306701030927836,12.0,0.0,-0.644974226804124,11.0,0.0,-0.818298969072166,0.010526315789473684,4.0,-6.081829896907219,-16.1243556701031,-0.5944082474226798,0.192,96,96,96
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,22.913194214165536,source_balanced_pre_event_candidate,1347.4820143884892,181.64028776978412,139.0,6108.63330078125,17.572914123535156,1251,86,1443,278,192,96,96,3570,4759,8780.8583984375,8777.6181640625,-3.240234375,0.0692163780331611,0.0690933093428611,-0.0001230686902999,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,,0.2608506944444444,0.23692491319444442,0.02701822916666663,0.0013555677486039484,6.992466734685214,0.2507464431011772,0.06681572207347355,0.1443241573870182,0.009016233649988157,11.0,0.0,0.04188144329896909,11.0,0.0,0.10373711340206186,10.0,0.0,0.07603092783505172,0.06315789473684211,3.0,-0.19201030927835058,2.130798969072164,0.07854977319587643,0.192,96,96,96
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,22.753093817165645,source_balanced_pre_event_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.0672490298748016,0.0683512389659881,0.0011022090911865,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,,0.2574869791666667,0.2207573784722222,0.009358723958333315,0.018589784462700463,7.244206033094753,0.2100044820603944,0.2355767898043416,0.14877024479210377,-0.0024924144753706197,8.0,0.0,0.6011597938144333,6.0,0.0,0.08376288659793814,5.0,0.0,,0.031578947368421054,3.0,0.24806701030927822,0.9213917525773203,0.03396618556701036,0.192,96,96,96
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,23.468019468618884,source_balanced_pre_event_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.0773386284708976,0.0779915153980255,0.0006528869271278,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,,0.2310112847222222,0.19129774305555555,0.012803819444444448,0.01949608312303122,14.748826772806874,0.9209806772287908,0.6764032549901842,0.14603640884160995,-0.00816264258428794,12.0,-1.0,-1.2564432989690735,11.0,0.0,-0.5470360824742267,11.0,0.0,-0.20103092783505186,0.031578947368421054,2.0,-5.142396907216496,-12.58182989690722,-0.46381657731958803,0.192,96,96,96
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.0794317424297332,0.0795043781399726,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,,0.22667100694444445,0.20155164930555558,0.005533854166666685,0.0006852996581471974,14.035817234400435,0.4815681178191065,0.2735994658181083,0.14247889071702957,0.0034979615293289604,12.0,0.0,,11.0,-1.0,-0.03092783505154637,11.0,0.0,,0.021052631578947368,3.0,0.10631443298969072,-0.7113402061855671,-0.0262228453608248,0.192,96,96,96
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.0687264129519462,0.0690276250243187,0.0003012120723724,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,,0.2557508680555556,0.2362738715277778,0.00444878472222221,-0.001676614068764322,6.9633288431810705,0.19068481405318913,0.22364899522351003,0.14161299355328083,0.006186851161080848,11.0,-1.0,-0.4117268041237115,8.0,0.0,0.12242268041237121,6.0,0.0,-0.022551546391752577,0.021052631578947368,12.0,-1.2229381443298957,2.327319587628868,0.08579430927835072,0.192,96,96,96
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.78255081176757,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.0796633809804916,0.0793985277414321,-0.0002648532390594,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,,0.2290581597222222,0.19970703125,0.017062717013888867,0.00871872874606243,13.127854196331898,0.37274713100755524,0.048537474927614635,0.1413317695260048,0.002119459910318257,12.0,0.0,0.044458762886597836,12.0,1.0,0.2371134020618558,11.0,0.0,,0.010526315789473684,3.0,4.757076748554958e-16,5.453608247422683,0.20104181443298996,0.192,96,96,96
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.0664975419640541,0.0668392181396484,0.0003416761755943,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,,0.2807074652777778,0.25732421875,0.017550998263888867,0.006574318307918105,11.12459209572665,0.3726003139886715,0.21453868848336966,0.1526933740824461,0.0059296428237936094,6.0,0.0,,6.0,0.0,,5.0,0.0,,0.0,6.0,3.058120766928187e-17,,,0.192,96,96,96
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.0823076665401458,0.0847692787647247,0.0024616122245788,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,,0.2310112847222222,0.2029079861111111,0.015814887152777762,0.0026424097714418636,16.00278020273884,1.3594207521734867,0.5584153571399563,0.14569820277392864,-0.00698163681039491,13.0,0.0,0.9104381443298973,12.0,1.0,1.2036082474226808,11.0,0.0,0.9864690721649488,0.042105263157894736,4.0,0.25708762886598024,30.090206185567013,1.109245360824741,0.192,96,96,96
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.0709467530250549,0.0739238113164901,0.0029770582914352,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,,0.2605251736111111,0.23594835069444442,0.016086154513888895,-0.0017053488330469623,6.735467447309743,0.2218737885852733,0.3897946013171382,0.1439285408705473,-0.012948402813299727,11.0,0.0,,11.0,0.0,0.030927835051546407,10.0,-4.0,-5.158505154639178,0.010526315789473684,3.0,13.107603092783512,0.6494845360824746,0.023942597938144367,0.192,96,96,96
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.0742800533771514,0.0752032548189163,0.0009232014417648,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,,0.2647569444444444,0.2453342013888889,0.00762261284722221,0.006112744308419248,7.637686023356886,0.6114144988398381,0.41457837455940283,0.14083310775458813,-0.0228709106828019,11.0,0.0,,11.0,1.0,0.1849226804123712,6.0,4.0,2.6250000000000018,0.021052631578947368,12.0,2.606314432989692,3.8833762886597953,0.1431567835051548,0.192,96,96,96
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.0857632011175155,0.0867747962474823,0.0010115951299667,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,,0.2302517361111111,0.2092013888888889,0.009684244791666657,0.006931370476267183,14.843199225358076,2.023440956265447,0.5451488633052631,0.14471556805074215,-0.01647692619458072,13.0,0.0,,13.0,0.0,,12.0,0.0,0.10567010309278352,0.0,4.0,5.7345360824742295,,,0.192,96,96,96
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.0904803574085235,0.088857851922512,-0.0016225054860115,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.22265625,0.19466145833333334,0.0068359375,0.004763958243843071,22.828595028559374,2.739498292381359,0.2611046513111326,0.15093650296330452,-0.02746182090612418,11.0,0.0,-0.30863402061855694,11.0,0.0,-0.9903350515463925,10.0,0.0,-0.23582474226804134,0.07368421052631578,2.0,-0.00644329896907217,-20.866623711340214,-0.769227216494846,0.192,96,96,96
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.0666073262691497,-0.0008464679121971,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.2476128472222222,0.2253146701388889,0.008409288194444448,0.00033097414626288244,12.084189992267289,0.5242155162197658,0.04321786322541688,0.14155654981732368,-0.02829651979455898,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,96,96,96
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.262612450305785,source_balanced_pre_event_candidate,1198.2117647058824,1103.2470588235294,85.0,8594.083984375,20.40177726745605,1102,1007,1294,1199,192,96,96,6122,7346,8564.75390625,8572.5390625,7.78515625,0.0714969560503959,0.0718242824077606,0.0003273263573646,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.2873263888888889,0.25553385416666663,0.024468315972222238,-0.011083578872243703,31.726082313805378,4.036737455387215,0.9558271703485404,0.14934957958757877,-0.011121513041158779,6.0,1.0,0.5483247422680418,6.0,0.0,0.6282216494845362,5.0,0.0,-0.07731958762886602,0.042105263157894736,6.0,-1.2384020618556704,7.146262886597942,0.2634398350515466,0.192,96,96,96
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.67298336351326,source_balanced_pre_event_candidate,842.8852459016393,79.27868852459017,61.0,9830.7763671875,23.43086624145508,747,0,939,192,192,96,96,6122,7346,8957.2939453125,8930.2158203125,-27.078125,0.0815416499972343,0.0798944011330604,-0.0016472488641738,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.22862413194444445,0.1884765625,0.022976345486111133,-0.00450569493664089,23.055489630469232,1.8076955410469226,0.4125012809402812,0.14952788688242435,-0.009850822643559316,12.0,0.0,0.07731958762886602,12.0,0.0,0.18621134020618565,11.0,0.0,0.3286082474226805,0.042105263157894736,3.0,3.4826030927835068,4.282860824742271,0.15788338144329928,0.192,96,96,96
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,22.54593594651929,source_balanced_pre_event_candidate,1200.5333333333333,1102.6222222222225,90.0,8149.2685546875,18.89762306213379,1105,1007,1297,1199,192,96,96,8571,9795,8594.83203125,8484.10546875,-110.7265625,0.0739329308271408,0.0684170946478843,-0.0055158361792564,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.2878689236111111,0.2655707465277778,0.01006401909722221,0.005743666885917817,14.061812167295043,3.4495208822374206,3.524579066602331,0.14382164552807808,-0.009257233275590256,6.0,-2.0,-0.13724226804123713,6.0,-1.0,-0.06121134020618559,5.0,0.0,-0.018041237113402036,0.0,5.0,-0.3041237113402064,-0.7957474226804127,-0.029334432989690726,0.192,96,96,96
