cycleNo,source_stem,n_roi,future_any_drop_within_8cycles,future_any_drop_within_16cycles,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,roi_norm_mean_delta_last_minus_first,object_area_ds_px,object_mean_residual,object_mean_abs_z
134.0,15_c2_x5_HighCOV_120723,2,0.0,0.0,0.24750434027777776,0.2272677951388889,0.008653428819444434,0.006522057392343216,11.240442624357481,1.3174277275526427,0.479863618932333,0.14277433790266514,-0.01967391843869131,12.0,0.0,,12.0,0.5,0.1849226804123712,9.0,2.0,1.3653350515463927,0.010526315789473684,8.0,4.170425257731961,3.8833762886597953,0.1431567835051548,0.0009673982858657501,103.5,8596.996337890625,19.960862636566162
138.0,16_c2_x10_HighHighCOV_130723,2,0.0,0.0,0.2351345486111111,0.2099880642361111,0.007622612847222224,0.0025474661950529768,17.45639251041333,1.6318569043005624,0.15216125726827473,0.1462465263903141,-0.02787917035034158,8.0,0.0,-0.30863402061855694,8.0,0.0,-0.9903350515463925,7.5,0.0,-0.23582474226804134,0.03684210526315789,3.5,-0.00644329896907217,-20.866623711340214,-0.769227216494846,-0.0012344866991043,44.0,11555.33251953125,28.654135704040527
141.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2579752604166667,0.22200520833333331,0.023722330729166685,-0.007794636904442296,27.390785972137305,2.9222164982170686,0.6841642256444108,0.14943873323500156,-0.010486167842359048,9.0,0.5,0.31282216494845394,9.0,0.0,0.40721649484536093,8.0,0.0,0.12564432989690724,0.042105263157894736,4.5,1.1221005154639183,5.714561855670107,0.21066160824742294,-0.0006599612534046,73.0,9212.43017578125,21.916321754455566
143.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2577582465277778,0.2346733940972222,0.01006401909722221,0.008758370136204187,14.904141602186153,2.6099225900162897,2.8405039701255643,0.1436172043904662,-0.007866547201140835,8.5,-1.5,-0.11307989690721652,8.5,-1.0,-0.04188144329896908,7.5,-0.5,-0.5473582474226806,0.010526315789473684,3.5,-0.9829252577319593,-0.7055412371134017,-0.026009072164948452,-0.00237513333559035,75.5,8907.69189453125,20.73723030090332
144.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2752821180555556,0.2502170138888889,0.009589301215277762,0.003942220891054549,8.085181503724636,0.36223868216154925,0.19326667696017671,0.14097733981907368,-0.002591251867304838,8.5,0.0,0.07152061855670089,7.0,0.0,0.10115979381443303,5.5,0.0,0.005154639175257759,0.015789473684210527,3.5,-0.25064432989690727,1.1127577319587634,0.0410207010309279,-0.0007155500352382499,137.0,6315.02392578125,16.413323879241943
145.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2586805555555556,0.22987196180555555,0.01638454861111109,0.007248291854596224,12.743653158354594,0.9347446030328475,0.20545007171485502,0.14274926576763391,-0.0015921530718243085,8.0,-0.5,-0.6076030927835057,8.0,0.0,0.08279639175257732,7.0,0.0,-0.5180412371134023,0.031578947368421054,3.0,0.5360824742268044,0.3927190721649487,0.014477195876288707,-0.00308253988623615,76.5,8365.722412109375,19.903438568115234
146.0,17_c2_x10_HighHighCOV_150723,2,0.0,1.0,0.2614474826388889,0.22938368055555558,0.011759440104166644,0.008987234493574598,22.1853270727216,3.0492130240627415,0.33882707504566945,0.15202452708035707,-0.0023495533459186183,7.5,0.0,-0.2599871134020618,7.5,0.0,-0.40109536082474245,6.75,0.0,-0.30283505154639173,0.05263157894736842,8.0,2.920425257731959,-7.502899484536088,-0.2765868865979383,-0.0005517378449439999,83.5,7458.01416015625,19.447050094604492
150.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2569444444444444,0.23095703124999997,0.005438910590277776,-0.003901670615424545,31.02566755135669,3.968524620471218,0.5263709777376984,0.15796547662466764,0.016808528009053227,8.0,0.5,0.9252577319587636,7.0,0.0,0.1942654639175257,6.5,0.0,0.3692010309278351,0.047368421052631574,8.0,0.28028350515463896,3.246456185567016,0.11967736082474227,-0.00027023628354074994,77.0,7665.229248046875,21.55990982055664
151.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2541775173611111,0.21956380208333331,0.01300726996527779,-0.006418968803694159,34.67538700906288,3.566994143071499,0.2594468421230209,0.15698347333818674,0.022996836176295728,8.0,0.0,0.7026417525773202,7.0,0.5,0.5016108247422685,6.5,0.5,0.420747422680413,0.06315789473684211,8.0,0.03576030927835078,8.273518041237118,0.3049949690721651,-7.933005690575001e-05,95.0,6369.128662109375,18.86065483093262
152.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2555881076388889,0.2124565972222222,0.009006076388888895,-0.005555422718445734,47.6334533802457,4.740210727660625,0.2380009456080088,0.1557232104241848,0.02436607497319408,8.0,0.0,0.8605025773195878,7.5,0.0,0.4220360824742271,6.5,0.5,0.4252577319587627,0.10526315789473684,7.5,-1.7954252577319583,8.23389175257733,0.3035341855670106,-0.00020591542124745,75.5,8236.923095703125,22.61704158782959
154.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.25130208333333337,0.2072482638888889,0.029527452256944448,0.018512319453393485,32.84369258403655,2.1441200412249835,0.2291386418400155,0.16415096074342728,0.015717431962893342,8.5,0.5,0.6842783505154642,8.0,0.0,1.6108247422680422,7.0,0.5,0.8559922680412371,0.03684210526315789,7.5,-1.7980025773195882,29.29896907216498,1.080077195876289,-0.00050964578986165,71.5,8912.4697265625,22.830381393432617
