cycleNo,source_stem,n_roi,future_any_drop_within_8cycles,future_any_drop_within_16cycles,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,roi_norm_mean_delta_last_minus_first,object_area_ds_px,object_mean_residual,object_mean_abs_z
100.0,11_c2_x10_050723,2,0.0,1.0,0.24462890625,0.22762044270833334,0.003662109374999986,-0.005208682904674973,8.800808543104267,0.22611332990891386,0.2908856472488357,0.13891874346882105,0.005670489823762521,8.0,0.0,,7.5,0.0,0.025128865979381486,6.5,0.0,0.012886597938144307,0.010526315789473684,9.0,-1.8627577319587636,0.47744845360824817,0.017600659793814446,0.00020621716976165002,76.5,10457.69580078125,24.074993133544922
102.0,11_c2_x10_050723,2,0.0,1.0,0.2477756076388889,0.22957356770833331,0.003879123263888881,0.0033534029231994597,8.8161225282407,0.2487175981307687,0.3116785306131638,0.13814650662243366,0.0015424662209644017,8.0,-0.5,-0.8820876288659797,8.0,0.5,1.1436855670103097,5.5,0.0,,0.005263157894736842,9.0,-0.08376288659793818,24.017396907216504,0.8853773195876299,-0.00012518838047976817,91.0,9432.243896484375,22.4638032913208
104.0,11_c2_x10_050723,2,0.0,1.0,0.24593098958333331,0.2302788628472222,0.0037977430555555663,0.0006087784914626296,9.637684504569629,0.23343827478921053,0.0801729556938301,0.1381591921672225,0.0020171159844768684,8.0,0.0,0.013530927835051564,7.5,0.0,0.05347938144329907,6.5,0.0,0.05670103092783499,0.010526315789473684,9.5,-0.6684922680412373,0.9542525773195879,0.03517756701030925,-0.0004201717674732,70.5,11031.81005859375,25.13643741607666
106.0,12_c2_x10_070723,2,0.0,1.0,0.2587890625,0.236572265625,0.010837131076388881,0.010767601336537095,7.324832226419108,0.19344771788584542,0.6270023138006778,0.15299053955823183,0.0060436779647566295,10.0,-1.0,-2.5045103092783507,9.0,-2.0,-2.1903994845360835,8.5,-1.0,-2.47938144329897,0.021052631578947368,6.0,-0.7065077319587632,-41.450708762886606,-1.5280389278350524,-0.00066483393311495,90.5,9330.4091796875,21.385972023010254
108.0,12_c2_x10_070723,2,1.0,1.0,0.2577039930555556,0.2414822048611111,0.00547960069444442,-0.008675801385309281,7.688921305012773,0.2668519983216502,0.15391882727651948,0.15086044184863567,0.011234088132359552,10.5,0.0,-0.29768041237113396,9.5,0.5,-0.2570876288659796,7.5,-0.5,0.25708762886597947,0.05789473684210526,8.5,1.3592139175257736,-4.144329896907218,-0.15277657731958771,-6.332993507385254e-05,96.5,8671.095458984375,20.142327308654785
110.0,12_c2_x10_070723,2,1.0,1.0,0.2559678819444444,0.23817274305555555,0.004923502604166657,0.002494121608319013,12.191027607687147,0.4967236387805876,0.3266245395463799,0.14449244365096092,0.005297693565545476,8.5,-0.5,-0.1707474226804125,5.5,0.0,-0.11726804123711346,5.0,0.0,-0.01675257731958766,0.015789473684210527,3.5,-0.057345360824742286,-1.6417525773195887,-0.060521567010309286,-0.00011946633458139999,85.0,9021.65185546875,21.54570484161377
112.0,12_c2_x10_070723,2,1.0,1.0,0.2599826388888889,0.23437500000000003,0.018988715277777776,0.01158752091834909,10.58364289566099,0.671446525800989,0.32055677391429205,0.14732906688004732,0.0020124180681677056,10.5,0.5,0.16494845360824753,9.0,1.0,-0.11404639175257704,9.0,0.0,0.1359536082474225,0.042105263157894736,3.5,6.328608247422684,-2.6011597938144373,-0.09588915463917513,-0.0003781430423259,59.0,10271.6142578125,23.522708892822266
114.0,12_c2_x10_070723,2,1.0,1.0,0.25634765625,0.23649088541666666,0.016587999131944448,0.017459690229453047,7.053809583988507,0.30250946034557813,0.5511463377877536,0.15157912857830524,-0.0013444783986958984,10.0,-1.0,-2.050902061855671,9.5,-0.5,-1.3795103092783514,8.5,-1.0,-0.8463273195876292,0.005263157894736842,3.0,1.9597293814432997,-23.45167525773197,-0.8645225567010312,-0.00030715018510815,87.5,9529.0869140625,21.918387413024902
124.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.24560546875,0.2202690972222222,0.027072482638888867,0.004577671675884162,10.506121201100274,0.7224617985345563,0.07222162560526993,0.14510136377066374,0.008616019696832553,12.0,0.0,-0.09439432989690726,11.5,0.0,-0.2706185567010311,10.5,0.0,-0.37113402061855716,0.0368421052631579,3.5,-3.1369201030927845,-6.996778350515468,-0.2579292371134017,-0.0001704022288322,96.0,8650.966552734375,21.621214866638184
126.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.24424913194444445,0.2060275607638889,0.011081271701388881,0.01904293379286584,10.996516402950814,0.5654925796445927,0.4559900223972629,0.14740332681685686,-0.00532752852982928,10.0,-0.5,-0.3276417525773201,8.5,0.0,-0.2316365979381443,8.0,0.0,-0.20103092783505186,0.031578947368421054,2.5,-2.447164948453609,-5.830219072164949,-0.21492519587628883,0.00087754800915715,110.0,7783.04296875,20.62250804901123
128.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.2412109375,0.21891276041666669,0.0049913194444444475,-0.0004956572053085623,10.499573038790754,0.3361264659361478,0.24862423052080918,0.1420459421351552,0.004842406345204904,11.5,-0.5,-0.4117268041237115,9.5,-0.5,0.045747422680412424,8.5,0.0,-0.022551546391752577,0.021052631578947368,7.5,-0.5583118556701024,0.8079896907216504,0.02978573195876296,0.0001869238913059052,104.0,9211.270263671875,22.68076801300049
130.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.2548828125,0.228515625,0.017306857638888867,0.007646523526990268,12.126223146029274,0.37267372249811337,0.13153808170549214,0.14701257180422544,0.004024551367055934,9.0,0.0,0.044458762886597836,9.0,0.5,0.2371134020618558,8.0,0.0,,0.005263157894736842,4.5,2.531444412623888e-16,5.453608247422683,0.20104181443298996,3.841146826745001e-05,58.5,10758.39453125,24.370256423950188
133.0,15_c2_x5_HighCOV_120723,2,0.0,0.0,0.24576822916666666,0.21942816840277776,0.01595052083333333,0.00046853046919745063,11.369123825024293,0.79064727037938,0.4741049792285472,0.14481337182223797,-0.009965019811847319,12.0,0.0,0.9104381443298973,11.5,0.5,0.6172680412371137,10.5,-2.0,-2.0860180412371143,0.02631578947368421,3.5,6.682345360824746,15.369845360824744,0.5665939793814427,0.002719335258007,119.5,7508.4453125,18.37508487701416
