roi_id,source_stem,h5_path,status,n_timing,elapsed_s,dt_median_s,dt_p10_s,dt_p90_s,dt_max_to_median_ratio
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9080.697669308633,99.68197387829423,90.17094424664974,100.9356550373137,1.0158392168139625
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9080.697669308633,99.68197387829423,90.17094424664974,100.9356550373137,1.0158392168139625
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9082.276313599199,99.61127449199557,90.19450616240502,100.9215125799179,1.0198722244087528
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9082.276313599199,99.61127449199557,90.19450616240502,100.9215125799179,1.0198722244087528
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9093.375557370484,99.79979659244418,90.02954836115241,101.13360114097595,1.0181817801537818
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,12_c2_x10_070723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,ok,96,9093.375557370484,99.79979659244418,90.02954836115241,101.13360114097595,1.0181817801537818
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11981.1359218359,129.84577160701156,120.53269707858563,131.5094964928925,1.0172414226675413
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11981.1359218359,129.84577160701156,120.53269707858563,131.5094964928925,1.0172414226675413
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11959.645316772163,129.89291328936815,120.28761779740452,131.34927118346096,1.0152395927376383
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11959.645316772163,129.89291328936815,120.28761779740452,131.34927118346096,1.0152395927376383
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11967.562782511115,129.9400328360498,120.4902900069952,131.16544862389566,1.0145086429487842
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11967.562782511115,129.9400328360498,120.4902900069952,131.16544862389566,1.0145086429487842
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11977.34288578108,129.8693574219942,120.39603114277125,131.46238045543433,1.0183268499814169
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,14_c2_x10_HighCOV_110723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,ok,96,11977.34288578108,129.8693574219942,120.39603114277125,131.46238045543433,1.0183268499814169
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,15_c2_x5_HighCOV_120723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,ok,96,12431.943963054568,130.6705807298422,130.20869059115648,131.189012362808,1.0773668358861368
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,15_c2_x5_HighCOV_120723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,ok,96,12431.943963054568,130.6705807298422,130.20869059115648,131.189012362808,1.0773668358861368
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,15_c2_x5_HighCOV_120723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,ok,96,12449.994921345264,130.6705799549818,130.1851262189448,131.48592800348996,1.0804328350092292
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,15_c2_x5_HighCOV_120723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,ok,96,12449.994921345264,130.6705799549818,130.1851262189448,131.48592800348996,1.0804328350092292
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12291.02247029543,130.52918875962496,120.87675976380706,131.06176219582557,1.0061382755175323
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12291.02247029543,130.52918875962496,120.87675976380706,131.06176219582557,1.0061382755175323
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12440.23109582439,130.71771390736103,124.66138111054897,131.25970371738077,1.8984448387972324
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12440.23109582439,130.71771390736103,124.66138111054897,131.25970371738077,1.8984448387972324
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12312.066600505263,130.6469998396933,121.42349209785462,131.44822513908147,1.0082974032459684
source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12312.066600505263,130.6469998396933,121.42349209785462,131.44822513908147,1.0082974032459684
source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12301.344670858234,130.5763158351183,121.17839617580175,131.368109498173,1.0104675036628223
source_balanced_cycle144_rank24_obj2_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12301.344670858234,130.5763158351183,121.17839617580175,131.368109498173,1.0104675036628223
source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12309.121417764574,130.64699670672417,121.23968178108335,131.3021216213703,1.0082974417679842
source_balanced_cycle145_rank25_obj2_16_c2_x10_HighHighCOV_130723,16_c2_x10_HighHighCOV_130723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,ok,96,12309.121417764574,130.64699670672417,121.23968178108335,131.3021216213703,1.0082974417679842
source_balanced_cycle146_rank26_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12394.593684330583,130.36423783376813,130.1379994623363,130.62345414310693,1.0788141293825901
source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12394.593684330583,130.36423783376813,130.1379994623363,130.62345414310693,1.0788141293825901
source_balanced_cycle150_rank27_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12435.337381061167,130.74126786366105,130.1521270684898,131.1701576948166,1.0764239817903236
source_balanced_cycle150_rank27_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12435.337381061167,130.74126786366105,130.1521270684898,131.1701576948166,1.0764239817903236
source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12438.259448889643,130.71768367663026,130.29352097883822,131.17959436252713,1.0776997071855547
source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12438.259448889643,130.71768367663026,130.29352097883822,131.17959436252713,1.0776997071855547
source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12557.445742551237,130.74125044420362,130.25580642446874,131.23614143058657,1.9820973925080771
source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12557.445742551237,130.74125044420362,130.25580642446874,131.23614143058657,1.9820973925080771
source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12443.325540527701,130.78841170296073,130.15213755741715,131.35397505685688,1.0769366651089383
source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,17_c2_x10_HighHighCOV_150723,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,ok,96,12443.325540527701,130.78841170296073,130.15213755741715,131.35397505685688,1.0769366651089383
source_balanced_cycle2_rank31_obj1_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9780.544416951016,100.5303181130439,100.11556731052697,110.59277648180723,1.1043132091334023
source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9780.544416951016,100.5303181130439,100.11556731052697,110.59277648180723,1.1043132091334023
source_balanced_cycle4_rank32_obj1_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9749.886633912101,100.10616516135633,100.0590297691524,110.1214596055448,1.1005178903250372
source_balanced_cycle4_rank32_obj2_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9749.886633912101,100.10616516135633,100.0590297691524,110.1214596055448,1.1005178903250372
source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9797.770179849118,100.74241043999791,100.22395924590528,110.68232048340141,1.1078362839325526
source_balanced_cycle8_rank33_obj2_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9797.770179849118,100.74241043999791,100.22395924590528,110.68232048340141,1.1078362839325526
source_balanced_cycle10_rank34_obj1_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9812.616079956293,100.90735367871821,100.17211168594659,111.00751716271043,1.1081271981385756
source_balanced_cycle10_rank34_obj2_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9812.616079956293,100.90735367871821,100.17211168594659,111.00751716271043,1.1081271981385756
source_balanced_cycle14_rank35_obj1_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9749.837693847716,100.12969160825014,100.05900484211743,110.09789799004793,1.1002588854025543
source_balanced_cycle14_rank35_obj2_2_c2_x14_200623,2_c2_x14_200623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,ok,96,9749.837693847716,100.12969160825014,100.05900484211743,110.09789799004793,1.1002588854025543
source_balanced_cycle26_rank36_obj1_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9400.339713133872,100.41250459849834,90.56211940869689,100.7188573345542,1.0058670323514223
source_balanced_cycle26_rank36_obj2_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9400.339713133872,100.41250459849834,90.56211940869689,100.7188573345542,1.0058670323514223
source_balanced_cycle28_rank37_obj1_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9409.45879984647,100.43604357913136,90.56685131900012,101.04405126906931,1.0112623827935476
source_balanced_cycle28_rank37_obj2_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9409.45879984647,100.43604357913136,90.56685131900012,101.04405126906931,1.0112623827935476
source_balanced_cycle30_rank38_obj1_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9415.63282942772,100.53033557161689,90.71293220110238,100.99220187962055,1.010782633161228
source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9415.63282942772,100.53033557161689,90.71293220110238,100.99220187962055,1.010782633161228
source_balanced_cycle32_rank39_obj1_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9421.570935141295,100.55389546602964,90.88732172846794,101.27028041183948,1.0117175939459926
source_balanced_cycle32_rank39_obj2_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9421.570935141295,100.55389546602964,90.88732172846794,101.27028041183948,1.0117175939459926
source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9420.911404255778,100.55386617034674,90.96272573284804,101.35982786305249,1.0161706320863604
source_balanced_cycle34_rank40_obj2_4_c2_x10_240623,4_c2_x10_240623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,ok,96,9420.911404255778,100.55386617034674,90.96272573284804,101.35982786305249,1.0161706320863604
source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9310.508072059602,100.34181477874517,90.35003810711206,100.6245895486325,1.0075150988087316
source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9310.508072059602,100.34181477874517,90.35003810711206,100.6245895486325,1.0075150988087316
source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9317.483525959775,100.2946880273521,90.37359913662075,100.94507529325783,1.011278193155108
source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9317.483525959775,100.2946880273521,90.37359913662075,100.94507529325783,1.011278193155108
source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9322.243530230597,100.38892000354826,90.40187216065824,100.94507207013666,1.0126763335730171
source_balanced_cycle40_rank43_obj2_5_c2_x10_260623,5_c2_x10_260623,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,ok,96,9322.243530230597,100.38892000354826,90.40187216065824,100.94507207013666,1.0126763335730171
