roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,status,timing_elapsed_s,timing_dt_median_s,timing_dt_max_to_median_ratio,pixel_size_um,thr30_radius2_slope_px2_per_s,thr30_radius2_slope_r2,thr30_radius2_slope_n,thr30_radius2_slope_boot_p05_px2_per_s,thr30_radius2_slope_boot_p50_px2_per_s,thr30_radius2_slope_boot_p95_px2_per_s,thr30_apparent_D_um2_per_s,thr30_apparent_D_boot_p05_um2_per_s,thr30_apparent_D_boot_p50_um2_per_s,thr30_apparent_D_boot_p95_um2_per_s,thr30_frac_mean,thr30_frac_delta,thr50_radius2_slope_px2_per_s,thr50_radius2_slope_r2,thr50_radius2_slope_n,thr50_radius2_slope_boot_p05_px2_per_s,thr50_radius2_slope_boot_p50_px2_per_s,thr50_radius2_slope_boot_p95_px2_per_s,thr50_apparent_D_um2_per_s,thr50_apparent_D_boot_p05_um2_per_s,thr50_apparent_D_boot_p50_um2_per_s,thr50_apparent_D_boot_p95_um2_per_s,thr50_frac_mean,thr50_frac_delta,thr70_radius2_slope_px2_per_s,thr70_radius2_slope_r2,thr70_radius2_slope_n,thr70_radius2_slope_boot_p05_px2_per_s,thr70_radius2_slope_boot_p50_px2_per_s,thr70_radius2_slope_boot_p95_px2_per_s,thr70_apparent_D_um2_per_s,thr70_apparent_D_boot_p05_um2_per_s,thr70_apparent_D_boot_p50_um2_per_s,thr70_apparent_D_boot_p95_um2_per_s,thr70_frac_mean,thr70_frac_delta
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.0794317424297332,0.0795043781399726,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,,ok,11967.562782511115,129.9400328360498,1.0145086429487842,0.096,-0.0003392861225500397,0.09240137000453552,96,-0.0005645189975486222,-0.00033409599663319906,-7.331668854488859e-05,-7.817152263552914e-07,-1.3006517703520257e-06,-7.697571762428906e-07,-1.689216504074233e-07,0.7462224760335531,0.02067106051527856,-0.0003809641393731319,0.03249322531380139,96,-0.0007518127290173299,-0.0003768000190598163,-2.6747030640029762e-05,-8.77741377115696e-07,-1.7321765276559281e-06,-8.681472439138167e-07,-6.162515859462858e-08,0.5555222688236469,0.00014979029358902496,-0.0005063696771813225,0.07923183152895119,96,-0.0007238593679864799,-0.000489653000483199,-0.0002896314519642496,-1.1666757362257672e-06,-1.6677719838408499e-06,-1.1281605131132905e-06,-6.673108653256311e-07,0.3515734222089075,0.0010485320551228416
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.0687264129519462,0.0690276250243187,0.0003012120723724,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,,ok,11967.562782511115,129.9400328360498,1.0145086429487842,0.096,-0.0003775766880779906,0.009337734033895484,96,-0.001090818227311655,-0.0003878981913812804,0.00023434952210998284,-8.699366893316904e-07,-2.5132451957260534e-06,-8.937174329424701e-07,5.399412989414005e-07,0.7333295885759936,0.013481126423007694,-0.0007264017421974284,0.02249865161652176,96,-0.0014210206835470799,-0.0007007013318800677,-0.00011367881897846395,-1.6736296140228752e-06,-3.274031654892472e-06,-1.614415868651676e-06,-2.619159989263809e-07,0.5320566831435989,0.008388256440982678,-0.0008589612110849219,0.04891614720771964,96,-0.0012091694036913772,-0.0008621608221601631,-0.0005216731320693832,-1.97904663033966e-06,-2.785926306104933e-06,-1.986418534257016e-06,-1.201934896287859e-06,0.33599679199121235,0.005692031156381061
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.78255081176757,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.0796633809804916,0.0793985277414321,-0.0002648532390594,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,,ok,11977.34288578108,129.8693574219942,1.0183268499814169,0.096,6.265019154560563e-05,0.002042115544097056,96,-0.00021375159472800668,6.160143853009374e-05,0.0003363474702055518,1.4434604132107539e-07,-4.924836742533273e-07,1.41929714373336e-07,7.749445713535915e-07,0.7225275239664469,-0.0071899340922707555,-0.0003110536544761143,0.009566699951998325,96,-0.0007921859287795635,-0.00028937933437098796,0.00021104601852098897,-7.166676199129674e-07,-1.8251963799081144e-06,-6.667299863907562e-07,4.862500266723585e-07,0.5380186488915518,-0.003894547633313372,-0.0004560634830317558,0.06333924318124606,96,-0.0007805646874870905,-0.0004458599217037115,-0.00011158816228169468,-1.0507702649051653e-06,-1.7984210399702565e-06,-1.0272612596053514e-06,-2.5709912589702456e-07,0.34442561663670856,0.0
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.0664975419640541,0.0668392181396484,0.0003416761755943,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,,ok,11977.34288578108,129.8693574219942,1.0183268499814169,0.096,1.2893786104474889e-05,1.2668573913465764e-05,96,-0.0007043587942806649,3.948487765927111e-05,0.0008429769110972548,2.9707283184710146e-08,-1.622842662022652e-06,9.097315812696064e-08,1.942218803168075e-06,0.7563816906331136,-0.002696225284601561,0.00014819662882539235,0.0023536002496704622,96,-0.00041322725424449336,0.0001556787795803451,0.0006317369554331921,3.41445032813704e-07,-9.520755937793127e-07,3.586839081531151e-07,1.4555219453180746e-06,0.5382620581186339,0.002696225284601561,0.00024363822747045544,0.004049942654142824,96,-0.0005840634677195308,0.0002710075228196658,0.0010493349043636298,5.613424760919294e-07,-1.3456822296257988e-06,6.2440133257651e-07,2.4176676196538033e-06,0.37363628420211703,-0.0010485320551228416
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.0823076665401458,0.0847692787647247,0.0024616122245788,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,,ok,12431.943963054568,130.6705807298422,1.0773668358861368,0.096,0.000839415074148247,0.3105295584893527,96,0.0005964428695932962,0.0008384253345383664,0.0011000643048460718,1.934012330837561e-06,1.3742043715429545e-06,1.931731970776396e-06,2.5345481583653495e-06,0.7093428574995007,-0.028160575194727366,0.0003801709123462391,0.07138353524547014,96,9.63108448147732e-05,0.0004010068038128518,0.0007147269279379361,8.75913782045735e-07,2.2190018645323744e-07,9.239196759848105e-07,1.6467308419690049e-06,0.5208333333333334,0.009286998202516439,-0.0004957610757048103,0.1289166440812588,96,-0.0007445392501664514,-0.00048449068153521397,-0.0002275273563946581,-1.142233518423883e-06,-1.715418432383504e-06,-1.116266530257133e-06,-5.242230291332923e-07,0.3313610944677452,0.029958058717795055
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.0709467530250549,0.0739238113164901,0.0029770582914352,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,,ok,12431.943963054568,130.6705807298422,1.0773668358861368,0.096,0.001373737504302132,0.3647774842044206,96,0.0010235249554882385,0.001359111557460217,0.0017050052828736758,3.1650912099121124e-06,2.3582014974449015e-06,3.13139302838834e-06,3.928332171740949e-06,0.714030045436389,0.015278609946075439,0.0024792086938199413,0.3826785650096137,96,0.0017936442777029176,0.0024525634482405545,0.0030797244911479507,5.7120968305611446e-06,4.132556415827522e-06,5.650706184746238e-06,7.0956852276048785e-06,0.5119723012782106,0.035050928699820294,0.004372392924539312,0.40218537671552357,96,0.003116957926358381,0.0043010211975830935,0.0054729547328496615,1.0073993298138577e-05,7.18147106232971e-06,9.909552839231448e-06,1.260968770448562e-05,0.3242054873177551,0.029358897543439177
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.0742800533771514,0.0752032548189163,0.0009232014417648,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,,ok,12449.994921345264,130.6705799549818,1.0804328350092292,0.096,0.0006690128714617509,0.1340818852741985,96,0.0003246688170282215,0.0006635828987584993,0.0010465470441019752,1.541405655847874e-06,7.480369544330224e-07,1.5288949987395823e-06,2.4112443896109508e-06,0.7063345691032555,0.002696225284601561,0.00022691298004171658,0.00483787887880216,96,-0.00031906426703291936,0.00023426028860915578,0.000943468268358166,5.22807506016115e-07,-7.351240712438462e-07,5.397357049554949e-07,2.1737508902972147e-06,0.4920782779109247,-0.002696225284601561,9.859589440127326e-05,0.00031548298497763305,96,-0.0007512802603884004,7.468121279500918e-05,0.001251244540002102,2.271649407005336e-07,-1.7309497199348746e-06,1.7206551427970114e-07,2.882867420164843e-06,0.3029711528859596,0.009886159376872372
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.0857632011175155,0.0867747962474823,0.0010115951299667,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,,ok,12449.994921345264,130.6705799549818,1.0804328350092292,0.096,0.0001252839984619621,0.01984022443657185,96,-4.6080598475454144e-05,0.00012370526569734303,0.0003049294183954209,2.886543324563607e-07,-1.0616969888744635e-07,2.8501693216667833e-07,7.025573799830497e-07,0.7168838625923707,0.006141402037147969,0.0002977194225345875,0.059273089059992956,96,5.9547607132477327e-05,0.000298336685418379,0.0005755059675649926,6.859455495196897e-07,1.3719768683322777e-07,6.873677232039453e-07,1.325965749269743e-06,0.5127259336928299,-0.0002995805871779389,-0.00045139795018980095,0.061519633407612684,96,-0.0007224270344305428,-0.0004505549756795695,-0.00012690135288832765,-1.0400208772373014e-06,-1.6644718873279706e-06,-1.0380786639657282e-06,-2.9238071705470693e-07,0.30905638356301174,0.016776512881965244
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.0904803574085235,0.088857851922512,-0.0016225054860115,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,,ok,12291.02247029543,130.52918875962496,1.0061382755175323,0.096,-0.0005259204531867646,0.11877306922405328,96,-0.0007698143511795682,-0.0005073708072224413,-0.00031967885965656387,-1.2117207241423057e-06,-1.7736522651177253e-06,-1.1689823398405048e-06,-7.365400926487232e-07,0.6868165817855002,-0.01827441581785505,-0.000352131173358026,0.008401581784165724,96,-0.0010233215116610555,-0.00031357257231019254,0.00026005236991480146,-8.113102234168919e-07,-2.357732762867072e-06,-7.224712066026837e-07,5.991606602837026e-07,0.49887189185140796,-0.020371479928100622,-0.0018746284592849848,0.07471566527188156,96,-0.003003072208622405,-0.0018057245644012322,-0.0008681182110422138,-4.319143970192605e-06,-6.919078368666021e-06,-4.160389396380439e-06,-2.0001443582412607e-06,0.3088114140203715,-0.010335530257639336
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.0666073262691497,-0.0008464679121971,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,,ok,12291.02247029543,130.52918875962496,1.0061382755175323,0.096,0.000798917877073706,0.1935118034833897,96,0.00059756893201604,0.0008067085621000418,0.0010104338407897664,1.8407067887778186e-06,1.3767988193649562e-06,1.8586565270784963e-06,2.3280395691796217e-06,0.6982568154583583,-0.014679448771719561,0.001779228930340873,0.3847105059917958,96,0.0014211117374832581,0.0017727104263859583,0.0021044191612539414,4.099343455505372e-06,3.2742414431614267e-06,4.084324822393248e-06,4.848581747529081e-06,0.4831002221889354,-0.011234272019173153,0.0038166989959265664,0.6082950927100375,96,0.0031837614101048,0.003824874046167363,0.004461014908134961,8.79367448661481e-06,7.33538628888146e-06,8.812509802369605e-06,1.027817834834295e-05,0.311821262732175,-0.012432594367884964
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.262612450305785,source_balanced_pre_event_candidate,1198.2117647058824,1103.2470588235294,85.0,8594.083984375,20.40177726745605,1102,1007,1294,1199,192,96,96,6122,7346,8564.75390625,8572.5390625,7.78515625,0.0714969560503959,0.0718242824077606,0.0003273263573646,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,,ok,12440.23109582439,130.71771390736103,1.8984448387972324,0.096,-0.0008825283992320288,0.08201118536716945,96,-0.0014852921987430952,-0.0009177311806123783,-0.0003693980890759027,-2.0333454318305944e-06,-3.4221132259040915e-06,-2.1144526401309195e-06,-8.510931972308798e-07,0.7502964599560614,0.005392450569203122,0.00010094520835218855,0.0015562160555810944,96,-0.00043933051300056877,0.0001268762184626114,0.0005962880899255706,2.3257776004344242e-07,-1.0122175019533105e-06,2.9232280733785664e-07,1.3738477591885148e-06,0.5201171484921111,0.017825044937088086,-0.000814945402145888,0.026108034180892692,96,-0.0017191368788328641,-0.0007966293359723007,4.030505283625502e-05,-1.877634206544126e-06,-3.960891368830919e-06,-1.8354339900801809e-06,9.286284173473157e-08,0.3430837452566407,0.004793289394847244
source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.67298336351326,source_balanced_pre_event_candidate,842.8852459016393,79.27868852459017,61.0,9830.7763671875,23.43086624145508,747,0,939,192,192,96,96,6122,7346,8957.2939453125,8930.2158203125,-27.078125,0.0815416499972343,0.0798944011330604,-0.0016472488641738,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj2_16_c2_x10_HighHighCOV_130723.npz,,ok,12440.23109582439,130.71771390736103,1.8984448387972324,0.096,0.00024769669027170015,0.030082822835033496,96,7.895189913873464e-06,0.00024181588670460887,0.0005194362841145414,5.706931743859972e-07,1.8190517561564463e-08,5.571438029674189e-07,1.1967811985999036e-06,0.7623639404833233,-0.00883762732174953,0.000298569845649571,0.01405627631626305,96,3.7309041594000814e-07,0.00029270213231209085,0.000633946737443937,6.879049243766116e-07,8.596003183257788e-10,6.743857128470573e-07,1.4606132830708309e-06,0.5564303724785301,-0.017675254643499116,-0.0002585665539898927,0.0029773313903685983,96,-0.0006948736715598938,-0.0002821058170321169,0.00024115667348998797,-5.957373403927128e-07,-1.6009889392739953e-06,-6.499718024419974e-07,5.556249757209323e-07,0.33223019023367284,-0.0031455961653684694
source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,22.54593594651929,source_balanced_pre_event_candidate,1200.5333333333333,1102.6222222222225,90.0,8149.2685546875,18.89762306213379,1105,1007,1297,1199,192,96,96,8571,9795,8594.83203125,8484.10546875,-110.7265625,0.0739329308271408,0.0684170946478843,-0.0055158361792564,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj1_16_c2_x10_HighHighCOV_130723.npz,,ok,12312.066600505263,130.6469998396933,1.0082974032459684,0.096,-0.0006163076302357794,0.03055096569907878,96,-0.001339981198840423,-0.0006221947740246325,7.4939056427981e-05,-1.4199727800632358e-06,-3.0873166821283346e-06,-1.4335367593527534e-06,1.7265958601006822e-07,0.7670542490513282,-0.03594967046135411,-0.0004857086951695141,0.05927507099358953,96,-0.0007762127464549573,-0.00048805619662676083,-0.00019635375560722053,-1.1190728336705604e-06,-1.7883941678322215e-06,-1.124481477028057e-06,-4.523990529190361e-07,0.5327276188336328,-0.07174955062911925,-0.0006067008436892287,0.017917328464689186,96,-0.0010701114035400162,-0.0006038978671383371,-0.00013255995974827519,-1.3978387438599828e-06,-2.4655366737561974e-06,-1.3913806858867288e-06,-3.0541814726002603e-07,0.3594015253644897,-0.03969442780107846
source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,7,23,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,13.0,27.0,1.0,0.0,True,23.07739042520344,source_balanced_pre_event_candidate,846.1639344262295,80.72131147540983,61.0,9666.115234375,22.57683753967285,750,0,942,192,192,96,96,8571,9795,8915.1591796875,8916.51171875,1.3525390625,0.0777023360133171,0.0784679055213928,0.0007655695080757,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723.npz,,ok,12312.066600505263,130.6469998396933,1.0082974032459684,0.096,0.0002177893954109478,0.009313191383193198,96,-0.00021181893487506257,0.0002076416178830989,0.0006274234453905735,5.017867670268237e-07,-4.880308259521442e-07,4.784062876026599e-07,1.4455836181798813e-06,0.755584369382864,-0.04538645895745952,-0.00029933141892659514,0.006693521230367372,96,-0.00080235757671449,-0.0002961156858703859,0.0002483509687175845,-6.896595892068752e-07,-1.848631856750185e-06,-6.822505402453691e-07,5.722006319253146e-07,0.5671856276213302,0.0056920311563811166,-8.42442884174126e-05,0.0001465016081694248,96,-0.0007207780216852869,-6.005566176578232e-05,0.0004904928580163013,-1.9409884051371863e-07,-1.660672561962901e-06,-1.3836824470836248e-07,1.1300955448695582e-06,0.3518152711204314,0.0073397243858597805
source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,24,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,28.0,1.0,0.0,True,22.590976176723345,source_balanced_pre_event_candidate,1349.6830601092895,182.8415300546448,183.0,4845.72216796875,14.80323886871338,1254,87,1446,279,192,96,96,9796,11019,8831.65234375,8814.2470703125,-17.4052734375,0.0680693164467811,0.0672657266259193,-0.0008035898208618,0.2236067977499281,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723.npz,,ok,12301.344670858234,130.5763158351183,1.0104675036628223,0.096,-0.00018153832143591258,0.022578419518263004,96,-0.00046141376412166496,-0.00020071467070641283,0.00015589518263859714,-4.1826429258834257e-07,-1.063097312536316e-06,-4.6244660130757515e-07,3.591825007993278e-07,0.756356725584182,-0.007639304973037775,-0.0005444647784525716,0.12248268718157496,96,-0.0008468404073570006,-0.000533644099818922,-0.00021080036311856321,-1.254446849554725e-06,-1.9511202985505295e-06,-1.2295160059827964e-06,-4.856840366251697e-07,0.5491764654483723,-0.00883762732174953,-0.0016759860294857827,0.47443253654919504,96,-0.0019943879696437223,-0.0016407795004213452,-0.0013789388748769976,-3.8614718119352435e-06,-4.5950698820591365e-06,-3.7803559689707796e-06,-3.1770751677166024e-06,0.34556620730976634,-0.006890353505092872
source_balanced_cycle144_rank24_obj2_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,24,2,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,28.0,1.0,0.0,True,22.26423334099348,source_balanced_pre_event_candidate,1199.6043956043957,1099.956043956044,91.0,7784.32568359375,18.023408889770508,1104,1004,1296,1196,192,96,96,9796,11019,8453.20703125,8443.4775390625,-9.7294921875,0.0679221972823143,0.0672946870326995,-0.0006275102496147,0.2236067977499281,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle144_rank24_obj2_16_c2_x10_HighHighCOV_130723.npz,,ok,12301.344670858234,130.5763158351183,1.0104675036628223,0.096,-0.00017233980028636642,0.0022397937737420603,96,-0.0008941987827052025,-0.00019137479021652992,0.0004848648754559229,-3.9707089985978823e-07,-2.0602339953527866e-06,-4.4092751665888497e-07,1.1171286730504465e-06,0.7815948297383661,-0.0011983223487118666,-0.00016392145672172146,0.009572263703140793,96,-0.00044059018569671455,-0.00016868898163202115,8.288965523940136e-05,-3.7767503628684625e-07,-1.0151197878452304e-06,-3.8865941368017675e-07,1.9097776567158074e-07,0.5436857149990014,-0.0035949670461354333,-0.0007957221067266102,0.037548864548977656,96,-0.0012693291299791269,-0.000795809266679393,-0.00038820232886547775,-1.83334373389811e-06,-2.9245343154719085e-06,-1.8335445504293213e-06,-8.944181657060607e-07,0.3708620431396046,-0.004793289394847189
source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,9,25,1,source_fill,mid_pre_event_9_16,source_balanced_pre_event_sampling,11.0,29.0,1.0,0.0,True,22.332565100069694,source_balanced_pre_event_candidate,1200.943820224719,1101.123595505618,89.0,7778.58837890625,18.41042709350586,1105,1005,1297,1197,192,96,96,11020,12244,8454.26953125,8386.8095703125,-67.4599609375,0.0684942901134491,0.064897708594799,-0.00359658151865,0.2236067977500298,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723.npz,,ok,12309.121417764574,130.64699670672417,1.0082974417679842,0.096,2.3549837036478938e-05,3.6048351471529294e-05,96,-0.0006424011161704579,5.4499676073730746e-05,0.0007645558506459724,5.4258824532047473e-08,-1.480092171656735e-06,1.2556725367387564e-07,1.7615366798883205e-06,0.7936139404833233,-0.03355302576393049,-0.0002661381394258627,0.028044971453588086,96,-0.00048540770891155374,-0.0002704463112995209,-6.848915674693921e-05,-6.131822732371876e-07,-1.1183793613322198e-06,-6.231083012340962e-07,-1.5779901714494796e-07,0.5550026837427602,-0.03160575194727383,-0.0009378367456140789,0.052052241835701785,96,-0.001474696745327803,-0.0009388470038281727,-0.0004183435924845183,-2.160775861894838e-06,-3.397701301235258e-06,-2.16310349682011e-06,-9.638636370843303e-07,0.38169687437587374,-0.021569802276812433
