roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,status,timing_elapsed_s,timing_dt_median_s,timing_dt_max_to_median_ratio,pixel_size_um,thr30_radius2_slope_px2_per_s,thr30_radius2_slope_r2,thr30_radius2_slope_n,thr30_radius2_slope_boot_p05_px2_per_s,thr30_radius2_slope_boot_p50_px2_per_s,thr30_radius2_slope_boot_p95_px2_per_s,thr30_apparent_D_um2_per_s,thr30_apparent_D_boot_p05_um2_per_s,thr30_apparent_D_boot_p50_um2_per_s,thr30_apparent_D_boot_p95_um2_per_s,thr30_frac_mean,thr30_frac_delta,thr50_radius2_slope_px2_per_s,thr50_radius2_slope_r2,thr50_radius2_slope_n,thr50_radius2_slope_boot_p05_px2_per_s,thr50_radius2_slope_boot_p50_px2_per_s,thr50_radius2_slope_boot_p95_px2_per_s,thr50_apparent_D_um2_per_s,thr50_apparent_D_boot_p05_um2_per_s,thr50_apparent_D_boot_p50_um2_per_s,thr50_apparent_D_boot_p95_um2_per_s,thr50_frac_mean,thr50_frac_delta,thr70_radius2_slope_px2_per_s,thr70_radius2_slope_r2,thr70_radius2_slope_n,thr70_radius2_slope_boot_p05_px2_per_s,thr70_radius2_slope_boot_p50_px2_per_s,thr70_radius2_slope_boot_p95_px2_per_s,thr70_apparent_D_um2_per_s,thr70_apparent_D_boot_p05_um2_per_s,thr70_apparent_D_boot_p50_um2_per_s,thr70_apparent_D_boot_p95_um2_per_s,thr70_frac_mean,thr70_frac_delta
source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.35019795305106,source_balanced_pre_event_candidate,1654.0434782608695,127.6086956521739,92.0,7553.31103515625,21.531736373901367,1558,32,1750,224,192,96,96,2924,3898,8050.41845703125,8077.26904296875,26.8505859375,0.081392616033554,0.0826049745082855,0.0012123584747314,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj1_2_c2_x14_200623.npz,,ok,9797.770179849118,100.74241043999791,1.1078362839325526,0.096,-0.00039973161107267137,0.14110439721037293,96,-0.0005809088162224642,-0.0004002427206192251,-0.00021028378385026076,-9.209816319114349e-07,-1.3384139125765576e-06,-9.221592283066946e-07,-4.844938379910008e-07,0.7200825094867186,0.005242660275614153,-0.00030099307776596126,0.015589027943894718,96,-0.000786196143006894,-0.00027468083997589116,0.000148004517263413,-6.934880511727748e-07,-1.811395913487884e-06,-6.328646553044533e-07,3.410024077749036e-07,0.5083539294987017,0.008538046734571592,-0.0015094702047344182,0.04325343568470341,96,-0.0029120500914172087,-0.0015319374535744121,-0.00014371401291142822,-3.4778193517080996e-06,-6.709363410625249e-06,-3.5295838930354458e-06,-3.3111708574793065e-07,0.3302844767325744,0.008088675853804683
source_balanced_cycle8_rank33_obj2_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.49871855771456,source_balanced_pre_event_candidate,1184.9180327868853,1031.1475409836066,61.0,9451.41015625,23.937150955200195,1089,935,1281,1127,192,96,96,2924,3898,8273.486328125,8296.4521484375,22.9658203125,0.0814479440450668,0.0831651985645294,0.0017172545194625,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj2_2_c2_x14_200623.npz,,ok,9797.770179849118,100.74241043999791,1.1078362839325526,0.096,-0.00014794251582660387,0.005752443831396281,96,-0.0004973210734911283,-0.0001447753800982433,0.00019388730161178506,-3.408595564644953e-07,-1.1458277533235597e-06,-3.335624757463526e-07,4.467163429135528e-07,0.7407083208508088,0.02097064110245661,0.00016387257660843905,0.013586802932360031,96,-0.00016841907948103094,0.00016516588268146524,0.000446256061176205,3.7756241650584355e-07,-3.880375591242953e-07,3.805421936980959e-07,1.0281739649499764e-06,0.5120019472738168,0.010035949670461342,0.00023058519374815118,0.018173897437461783,96,-0.0001277595555219778,0.000205380419682504,0.000546249109305593,5.312682863957403e-07,-2.943580159226369e-07,4.731964869484892e-07,1.2585579478400861e-06,0.33904720890752943,0.010784901138406244
source_balanced_cycle10_rank34_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,23.272724973652963,source_balanced_pre_event_candidate,1653.0454545454545,126.4090909090909,88.0,7940.71728515625,22.496131896972656,1557,30,1749,222,192,96,96,4874,5848,8098.37939453125,8125.857421875,27.47802734375,0.0823317766189575,0.0834903195500373,0.0011585429310798,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj1_2_c2_x14_200623.npz,,ok,9812.616079956293,100.90735367871821,1.1081271981385756,0.096,-0.00034288888109704094,0.08566330894144403,96,-0.0005887806217772608,-0.0003459538039653782,-0.00010411543686278209,-7.900159820475823e-07,-1.3565505525748089e-06,-7.970775643362313e-07,-2.3988196653184996e-07,0.7152595740962653,0.0031455961653684694,-0.0007234060664860198,0.20088643103431114,96,-0.001048202711909847,-0.0007117196927634771,-0.00038468581665967056,-1.6667275771837897e-06,-2.4150590482402876e-06,-1.6398021721270513e-06,-8.86316121583881e-07,0.49497422358697823,-0.0008987417615338722,-0.002183806613909185,0.2694271451623106,96,-0.0029352825421104936,-0.002157284334941137,-0.0012880706140869507,-5.031490438446763e-06,-6.7628909770225775e-06,-4.97038310770438e-06,-2.9677146948563343e-06,0.3152695601158378,0.006141402037147969
source_balanced_cycle10_rank34_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,22.77690240693432,source_balanced_pre_event_candidate,1333.8074074074077,108.23703703703704,135.0,5872.78076171875,18.528026580810547,1238,12,1430,204,192,96,96,4874,5848,8736.951171875,8762.28515625,25.333984375,0.0785147845745086,0.0795502960681915,0.0010355114936828,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj2_2_c2_x14_200623.npz,,ok,9812.616079956293,100.90735367871821,1.1081271981385756,0.096,0.0007517211676216594,0.24989824883949752,96,0.0004892025517752488,0.0007626651498241707,0.001016737455209851,1.7319655702003033e-06,1.1271226792901731e-06,1.7571805051948894e-06,2.3425630968034965e-06,0.7074517550429399,-0.0005991611743558778,0.0003067351553355248,0.0527347365411478,96,4.968519651455841e-05,0.0002997754973291562,0.0005418766839095987,7.067177978930492e-07,1.1447469276954258e-07,6.90682745846376e-07,1.2484838797277155e-06,0.4952379169163172,0.0020970641102456833,-0.0013533416009479523,0.2982130621462251,96,-0.001830483653446738,-0.001375179411853172,-0.0009109742929983021,-3.1180990485840824e-06,-4.2174343375412845e-06,-3.1684133649097085e-06,-2.098884771068088e-06,0.3136015827841023,0.007938885560215714
source_balanced_cycle14_rank35_obj1_2_c2_x14_200623,14.0,2_c2_x14_200623,9,35,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,46.0,,0.0,0.0,False,22.82416535348394,source_balanced_pre_event_candidate,1329.1538461538462,105.02564102564102,156.0,5352.28076171875,16.648698806762695,1233,9,1425,201,192,96,96,8773,9747,8838.20703125,8864.658203125,26.451171875,0.0819284990429878,0.0829002186655998,0.0009717196226119,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle14_rank35_obj1_2_c2_x14_200623.npz,,ok,9749.837693847716,100.12969160825014,1.1002588854025543,0.096,0.0012065156156167713,0.3874482158939835,96,0.000925095546388781,0.0012372601761415753,0.001569997864053632,2.7798119783810412e-06,2.1314201388797517e-06,2.8506474458301896e-06,3.6172750787795686e-06,0.6960130816856401,0.00883762732174953,0.0011109491636279458,0.2819399123541807,96,0.0007379824401363512,0.0011168493251140451,0.0015019964260068648,2.559626872998787e-06,1.700311542074153e-06,2.57322084506276e-06,3.4605997655198168e-06,0.4787328989414819,-0.0020970641102456278,0.0026143019996995283,0.33145936818993504,96,0.0018271714064532452,0.002634299791978186,0.003500304881257157,6.0233518073077135e-06,4.209802920468277e-06,6.06942672071774e-06,8.06470244641649e-06,0.29336116936289197,0.0010485320551228416
source_balanced_cycle14_rank35_obj2_2_c2_x14_200623,14.0,2_c2_x14_200623,9,35,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,46.0,,0.0,0.0,False,22.97899038904026,source_balanced_pre_event_candidate,1181.3333333333333,1026.3636363636365,66.0,8832.5927734375,21.92408561706543,1085,930,1277,1122,192,96,96,8773,9747,8383.9580078125,8425.62890625,41.6708984375,0.0887420400977134,0.0908785760402679,0.0021365359425544,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle14_rank35_obj2_2_c2_x14_200623.npz,,ok,9749.837693847716,100.12969160825014,1.1002588854025543,0.096,-0.0011206260750077617,0.418669498151787,96,-0.0013964389454948435,-0.0011207433697283348,-0.0008620806670197487,-2.581922476817883e-06,-3.2173953304201196e-06,-2.5821927238540832e-06,-1.986233856813501e-06,0.6887404508687838,0.006890353505092928,-0.0006664487339900365,0.1627335774813219,96,-0.0009878494520933422,-0.00067825669426989,-0.0003657565626557193,-1.5354978831130442e-06,-2.2760051376230607e-06,-1.5627034235978264e-06,-8.427031203587772e-07,0.4466543713800679,0.015428400239664464,-0.0039011567397540478,0.38994154718963303,96,-0.004947453193210274,-0.003918666714481129,-0.0028574058526267708,-8.988265128393326e-06,-1.1398932157156471e-05,-9.028608110164521e-06,-6.58346308445208e-06,0.2948637532454564,0.009286998202516494
source_balanced_cycle26_rank36_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,1,36,1,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,34.0,,0.0,0.0,True,25.079870246666943,source_balanced_pre_event_candidate,569.7142857142857,189.25714285714287,35.0,13485.7822265625,32.374229431152344,474,93,666,285,192,96,96,936,1872,8492.6904296875,8490.19921875,-2.4912109375,0.0912883654236793,0.0912694185972213,-1.894682645797729e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle26_rank36_obj1_4_c2_x10_240623.npz,,ok,9400.339713133872,100.41250459849834,1.0058670323514223,0.096,1.029503272330533e-05,0.00010821979813335769,96,-0.00020800041808838874,5.900871441216606e-06,0.0001812708612471256,2.3719755394495482e-08,-4.792329632756476e-07,1.359560780056306e-08,4.1764806431337736e-07,0.7550288970441382,-0.0028460155781905305,0.0007527463280958985,0.08355324993555802,96,0.000269951999916366,0.0007583928369713699,0.0012792099319434453,1.7343275399329502e-06,6.219694078073073e-07,1.7473370963820363e-06,2.947299683197698e-06,0.5006038421210306,0.003744757339724347,0.0010895457498863697,0.04252210182614924,96,6.194140106653714e-05,0.0011064974008894437,0.0022665888372405615,2.510313407738196e-06,1.4271298805730157e-07,2.5493700116492786e-06,5.222220681002254e-06,0.3320226682644298,0.0007489514679449027
source_balanced_cycle26_rank36_obj2_4_c2_x10_240623,26.0,4_c2_x10_240623,1,36,2,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,34.0,,0.0,0.0,True,22.78637000861585,source_balanced_pre_event_candidate,1332.4963503649635,128.2919708029197,137.0,5932.49560546875,18.39220428466797,1236,32,1428,224,192,96,96,936,1872,8760.6279296875,8756.60546875,-4.0224609375,0.0740994065999984,0.0739099606871604,-0.0001894459128379,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle26_rank36_obj2_4_c2_x10_240623.npz,,ok,9400.339713133872,100.41250459849834,1.0058670323514223,0.096,-9.26317745857036e-05,0.0060274486891118695,96,-0.0003757321112136975,-8.52131930805789e-05,0.000192593299709372,-2.134236086454611e-07,-8.656867842363591e-07,-1.9633119685765377e-07,4.437349625303931e-07,0.7299140578190535,0.0007489514679448472,-0.00026459638349422257,0.010941755175304158,96,-0.000869906281922274,-0.00021879325097234675,0.0003526375100892852,-6.096300675706888e-07,-2.0042640735489193e-06,-5.040996502402869e-07,8.124768232457131e-07,0.5297786224286,-0.0059916117435590555,0.00041616355182489724,0.015597656454927278,96,-0.00024263476198269987,0.00036759963949744277,0.0010617969635797527,9.588408234045633e-07,-5.590304916081406e-07,8.469495694021082e-07,2.4463802040877502e-06,0.33022518474136214,0.0019472738166567138
source_balanced_cycle28_rank37_obj1_4_c2_x10_240623,28.0,4_c2_x10_240623,3,37,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,32.0,,1.0,0.0,True,26.15704479226437,source_balanced_pre_event_candidate,825.1111111111111,25.22222222222222,36.0,14946.62890625,35.38248825073242,729,0,921,192,192,96,96,2809,3745,8868.5400390625,8867.8828125,-0.6572265625,0.0830001309514045,0.0830766856670379,7.655471563339233e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj1_4_c2_x10_240623.npz,,ok,9409.45879984647,100.43604357913136,1.0112623827935476,0.096,0.00012930041134018758,0.01789561724071942,96,-8.577299919450371e-05,0.00012862487721952337,0.0003601135395322697,2.979081477277922e-07,-1.9762099014413656e-07,2.9635171711378184e-07,8.297015950823493e-07,0.7386409027361692,0.0,6.182946118029886e-05,0.0019622788286819404,96,-0.00020617817986199593,6.718211746276791e-05,0.0003566479987431874,1.4245507855940857e-07,-4.750345264020386e-07,1.547875986342173e-07,8.217169891043039e-07,0.5275785774915118,0.0043439185140802805,0.00025999283659007186,0.04673153072299041,96,2.9963089340688843e-05,0.00025629222232763935,0.0005212986984494354,5.990234955035256e-07,6.90349578409471e-08,5.904972802428811e-07,1.2010722012274994e-06,0.3310256266227282,-0.0005991611743559333
source_balanced_cycle28_rank37_obj2_4_c2_x10_240623,28.0,4_c2_x10_240623,3,37,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,32.0,,1.0,0.0,True,23.070442608784315,source_balanced_pre_event_candidate,1332.9375,128.90625,128.0,6481.3994140625,19.310503005981445,1237,33,1429,225,192,96,96,2809,3745,8759.029296875,8760.47265625,1.443359375,0.0734901875257492,0.0735941231250763,0.000103935599327,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj2_4_c2_x10_240623.npz,,ok,9409.45879984647,100.43604357913136,1.0112623827935476,0.096,-0.00022404440529076746,0.016906339129772796,96,-0.0006158861769504645,-0.00019491534492233653,0.000178969660984788,-5.161983097899282e-07,-1.4190017516938703e-06,-4.4908495470106336e-07,4.123460989089516e-07,0.7276734446774515,0.008388256440982622,-0.0008042816731991058,0.04975505476911579,96,-0.0016569851453974204,-0.000881374042481982,-4.1201444813170917e-05,-1.8530649750507398e-06,-3.817693774995656e-06,-2.0306857938784866e-06,-9.492812884954579e-08,0.5284757589374874,0.0010485320551228416,-0.0006533245038310245,0.0316803737753244,96,-0.0013059112029120087,-0.0006612805917338863,-5.3031439588742856e-05,-1.5052596568266804e-06,-3.008819411509268e-06,-1.523590483354874e-06,-1.2218443681246354e-07,0.3294855951667665,-0.0013481126423007805
source_balanced_cycle30_rank38_obj1_4_c2_x10_240623,30.0,4_c2_x10_240623,5,38,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,30.0,,1.0,0.0,True,24.560125008264656,source_balanced_pre_event_candidate,826.6666666666666,25.6,45.0,12095.6220703125,29.271419525146484,731,0,923,192,192,96,96,4682,5618,8865.73046875,8851.17578125,-14.5546875,0.0830640792846679,0.0822491347789764,-0.0008149445056915,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle30_rank38_obj1_4_c2_x10_240623.npz,,ok,9415.63282942772,100.53033557161689,1.010782633161228,0.096,0.0005175526109085854,0.16420104404162505,96,0.0002472984853513523,0.0005246398372688551,0.0007815955750951624,1.1924412155333808e-06,5.697757102495157e-07,1.2087701850674422e-06,1.8007962050192542e-06,0.7334216471939285,-0.004793289394847244,0.0009308692551006713,0.3050593077400062,96,0.0006121717706893816,0.0009513457793680684,0.0013065793310597803,2.144722763751947e-06,1.4104437596683351e-06,2.1919006756640295e-06,3.010358778761734e-06,0.5258450669063311,-0.0016476932294787194,0.0008854670680221586,0.30694496498456736,96,0.0006113690001496867,0.0009009121638757093,0.0011737431665182142,2.0401161247230534e-06,1.4085941763448784e-06,2.075701625569634e-06,2.704304255657966e-06,0.32687050629119235,-0.0028460155781905305
source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,30.0,4_c2_x10_240623,5,38,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,30.0,,1.0,0.0,True,22.76781268703481,source_balanced_pre_event_candidate,1329.1870967741936,128.25806451612902,155.0,5364.740234375,17.243749618530273,1233,32,1425,224,192,96,96,4682,5618,8753.4814453125,8741.287109375,-12.1943359375,0.0735574662685394,0.0729866847395896,-0.0005707815289497,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle30_rank38_obj2_4_c2_x10_240623.npz,,ok,9415.63282942772,100.53033557161689,1.010782633161228,0.096,-0.00011455104756052555,0.0065263466813394455,96,-0.00048477677868859046,-0.0001262899230728525,0.00024267100676850546,-2.639256135794509e-07,-1.1169256980985124e-06,-2.9097198275985214e-07,5.591139995946365e-07,0.7240301078490115,0.00014979029358896945,-0.0005414771539169399,0.021475509151264838,96,-0.0013892404895607725,-0.0005624014404928936,0.0003377554925395906,-1.2475633626246296e-06,-3.20081008794802e-06,-1.295772918895627e-06,7.781886548112168e-07,0.5244688685839823,-0.0043439185140802805,-0.001205002042749867,0.10812722631630267,96,-0.0019374838366104496,-0.0012014392916956705,-0.00045221070967519,-2.7763247064956935e-06,-4.463962759550476e-06,-2.768116128066825e-06,-1.0418934750916378e-06,0.3257533203515079,-0.00449370880766925
source_balanced_cycle32_rank39_obj1_4_c2_x10_240623,32.0,4_c2_x10_240623,7,39,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,28.0,,1.0,0.0,False,25.40345945614252,source_balanced_pre_event_candidate,825.7142857142857,25.428571428571427,42.0,13060.6962890625,31.208984375,730,0,922,192,192,96,96,6555,7491,8850.87890625,8856.5498046875,5.6708984375,0.0824742019176483,0.0827721357345581,0.0002979338169097,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj1_4_c2_x10_240623.npz,,ok,9421.570935141295,100.55389546602964,1.0117175939459926,0.096,-0.0003941101196809649,0.16651500531420693,96,-0.0005939555596849625,-0.00039021614565024987,-0.0002024898077772,-9.080297157449431e-07,-1.3684736095141536e-06,-8.990579995781757e-07,-4.6653651711866885e-07,0.7349491961254243,0.003295386458957439,-0.0002998582396101328,0.045998955186738466,96,-0.0005822497643238446,-0.00028700150972464384,1.522976880681186e-06,-6.90873384061746e-07,-1.341503457002138e-06,-6.612514784055795e-07,3.5089387330894526e-09,0.5268904783303375,0.0002995805871779944,-0.0010874061405107634,0.4652002507909817,96,-0.0013230728312134611,-0.0010793556029298885,-0.000850370705889584,-2.505383747736799e-06,-3.0483598031158147e-06,-2.4868353091504633e-06,-1.9592541063696018e-06,0.3286477057120032,-0.0007489514679449027
source_balanced_cycle32_rank39_obj2_4_c2_x10_240623,32.0,4_c2_x10_240623,7,39,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,28.0,,1.0,0.0,False,24.872823678992287,source_balanced_pre_event_candidate,570.0,189.26315789473685,38.0,12529.9716796875,30.002422332763672,474,93,666,285,192,96,96,6555,7491,8467.3642578125,8468.48046875,1.1162109375,0.0864194110035896,0.0865670517086982,0.0001476407051086,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj2_4_c2_x10_240623.npz,,ok,9421.570935141295,100.55389546602964,1.0117175939459926,0.096,0.00022764318992541234,0.05295172309852836,96,-2.3205476646621942e-07,0.0002237728964462724,0.0004385199454589352,5.244899095881501e-07,-5.346541819381696e-10,5.155727534122116e-07,1.0103499543373868e-06,0.7473583857599362,0.00014979029358896945,0.0004139474401294722,0.02886436680933102,96,-5.4450951980235834e-05,0.0004128045593560243,0.0008596408419185704,9.53734902058304e-07,-1.2545499336246335e-07,9.5110170475628e-07,1.980612499780386e-06,0.4977359821250249,-0.0038945476333133167,5.1084884731675414e-05,0.00021946401496630852,96,-0.0005354387814964222,4.9629027585201615e-05,0.0007068052709430599,1.1769957442178015e-07,-1.2336509525677568e-06,1.1434527955630452e-07,1.62847934425281e-06,0.33112860744957057,0.004643499101258219
source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,34.0,4_c2_x10_240623,9,40,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,26.0,,1.0,0.0,True,26.154192036243128,source_balanced_pre_event_candidate,569.2903225806451,188.0,31.0,15218.8740234375,36.04883193969727,473,92,665,284,192,96,96,8428,9364,8474.0791015625,8472.84375,-1.2353515625,0.0879212915897369,0.0879615321755409,4.02405858039856e-05,0.2828427124746029,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle34_rank40_obj1_4_c2_x10_240623.npz,,ok,9420.911404255778,100.55386617034674,1.0161706320863604,0.096,9.932261901803306e-05,0.014028682727307173,96,-6.593199695201113e-05,8.713140478682003e-05,0.00025252611493588935,2.2883931421754819e-07,-1.5190732097743365e-07,2.0075075662883335e-07,5.818201688122891e-07,0.7470915717994807,-0.0002995805871779389,0.0002688262835721054,0.015633747953047394,96,-0.00016890638165168606,0.00026360427382712674,0.0007029123785461079,6.193757573501309e-07,-3.891603033254847e-07,6.073442468977e-07,1.6195101201702324e-06,0.49655014230077893,-0.00044937088076690834,0.00011897317517068274,0.0012642676213235893,96,-0.000536560118982763,0.00012401411375745578,0.0007297612946434175,2.7411419559325307e-07,-1.236234514136286e-06,2.857285180971781e-07,1.681370022858434e-06,0.3299037597363691,0.0
source_balanced_cycle34_rank40_obj2_4_c2_x10_240623,34.0,4_c2_x10_240623,9,40,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,26.0,,1.0,0.0,True,22.87704839259452,source_balanced_pre_event_candidate,1333.8529411764705,127.23529411764706,136.0,5988.5029296875,18.40530776977539,1238,31,1430,223,192,96,96,8428,9364,8744.5751953125,8740.3154296875,-4.259765625,0.0729047805070877,0.0726885497570037,-0.0002162307500839,0.2828427124746029,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle34_rank40_obj2_4_c2_x10_240623.npz,,ok,9420.911404255778,100.55386617034674,1.0161706320863604,0.096,-0.00030312838620695563,0.03365644340053464,96,-0.0007011945816215173,-0.00027494374591260527,5.526348389740372e-05,-6.984078018208258e-07,-1.6155523160559758e-06,-6.334703905826425e-07,1.2732706689961817e-07,0.7229254044337927,-0.001647693229478664,-0.00036724545382695186,0.010123552754583987,96,-0.0011568587627411482,-0.00037073085447578223,0.0004226009566899283,-8.461335256172971e-07,-2.6654025893556055e-06,-8.541638887122022e-07,9.736726042135948e-07,0.5225075519273018,-0.002396644697423622,-0.00010227426705552875,0.000837294118275822,96,-0.0007969286880906155,-0.00017385879432953042,0.0005643567018453198,-2.3563991129593826e-07,-1.8361236973607782e-06,-4.005706621352381e-07,1.300277841051617e-06,0.32457684242061113,-0.0020970641102456833
source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,36.0,5_c2_x10_260623,1,41,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,24.0,,1.0,0.0,True,23.412970574757583,source_balanced_pre_event_candidate,1178.5454545454545,1038.1818181818182,55.0,10327.6552734375,24.71964454650879,1083,942,1275,1134,192,96,96,927,1854,8213.90234375,8233.9462890625,20.0439453125,0.0800622701644897,0.0812070220708847,0.0011447519063949,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle36_rank41_obj1_5_c2_x10_260623.npz,,ok,9310.508072059602,100.34181477874517,1.0075150988087316,0.096,0.0005209702419376143,0.07189392266152217,96,0.00012847454061076785,0.0004937707265813837,0.0009199619788511813,1.2003154374242633e-06,2.9600534156720916e-07,1.1376477540435082e-06,2.1195923992731216e-06,0.757369370381466,0.009886159376872317,0.0006232375296606182,0.19887867457736808,96,0.00038220176601334134,0.0006301343918433387,0.0008934949283334867,1.4359392683380644e-06,8.805928688947384e-07,1.4518296388070523e-06,2.058612314880353e-06,0.5156187587377671,0.013181545835829866,0.0021246146526395083,0.19151176361972455,96,0.001159760271175336,0.0021021248368837107,0.0030294775334063274,4.8951121596814275e-06,2.6720876647879744e-06,4.84329562418007e-06,6.979916236968179e-06,0.35146420011983226,0.005692031156381061
