roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score
cycle116_rank12_obj4,116.0,transfer_warning,0,116.0,,,,9126.745852742,7,2.0996419977662014e-06,3.680078431188907e-07,1.0,0.0,2.0996419977662014e-06,-0.0008629265279263045,8.664148095818152e-05,0.14285714285714285,0.8571428571428571,-1.988182720342206e-06,1.9962197212764981e-07,-1.964767135884486e-06,5.520497150964395e-07,2.0820399045639787e-06,3.323376216334542e-06,-0.001173808477760788,-0.0008560814836542774,-0.0004900202255790193,0.90625,1.988182720342206e-06,0.6770833333333333
cycle116_rank12_obj1,116.0,transfer_warning,0,116.0,,,,9126.745852742,7,2.787435819630003e-06,1.0845445278328534e-06,1.0,0.0,2.787435819630003e-06,0.000717555945973259,0.0010415273263041204,1.0,0.0,1.6532488995223887e-06,2.3996789598046937e-06,1.6532488995223887e-06,1.038907448574738e-06,2.7392252892068104e-06,4.6230083663658984e-06,5.471070395012359e-05,0.0007670969864706518,0.0013566627179308643,0.90625,1.6532488995223887e-06,0.46874999999999994
cycle150_rank1_obj1,150.0,transfer_warning,0,150.0,,,,12435.337381064,7,1.949243857179767e-06,2.2632303553144126e-07,1.0,0.0,1.949243857179767e-06,-0.0003881722560603333,0.0004812495304540474,0.2857142857142857,0.7142857142857143,-8.94348877963008e-07,1.108798918166125e-06,-1.4381145836942364e-06,-5.002206877105354e-07,2.0961489838332264e-06,4.600800715979035e-06,-0.0015685667340114675,-0.0007130057956109923,0.00042517279876051024,0.90625,8.94348877963008e-07,0.20833333333333331
cycle146_rank2_obj1,146.0,transfer_warning,0,146.0,,,,12394.593684328,7,2.8355288227546085e-06,1.179990013331938e-06,1.0,0.0,2.8355288227546085e-06,-0.002519322458963582,0.0008708230384985084,0.0,1.0,-5.804518945452093e-06,2.0063762807005635e-06,-5.804518945452093e-06,-1.2266072522099815e-07,2.933190847802474e-06,6.26695842198476e-06,-0.003152273778147273,-0.002483410864148758,-0.0020140092221083944,0.8854166666666665,5.804518945452093e-06,0.96875
cycle152_rank5_obj2,152.0,transfer_warning,0,152.0,,,,12557.445742552,7,2.379398903442321e-06,6.808372655997233e-07,1.0,0.0,2.379398903442321e-06,0.005082974341217231,0.002693271856029286,1.0,0.0,1.1711172882164502e-05,6.205298356291478e-06,1.1711172882164502e-05,-4.836445222381559e-07,2.5840387503054654e-06,5.9273294431276396e-06,0.0024057344736704237,0.005136760860188903,0.008261344786228223,0.8854166666666665,1.1711172882164502e-05,0.8020833333333334
cycle156_rank3_obj3,156.0,transfer_warning,0,156.0,,,,19462.04443982,7,1.5749582287990145e-06,7.049344658030878e-08,1.0,0.0,1.5749582287990145e-06,-8.251104748910474e-05,0.0003486463708761539,0.42857142857142855,0.5714285714285714,-1.9010545341489733e-07,8.032812384986586e-07,-1.954242773575927e-07,3.111830292183565e-07,1.6915048080040157e-06,2.624175906350149e-06,-0.00032851581940162845,-9.804908499972577e-05,0.00012100881727901492,0.84375,1.9010545341489733e-07,0.02083333333333333
cycle148_rank9_obj2,148.0,transfer_warning,0,148.0,,,,12429.281505696,7,4.376125567735644e-06,2.1084859198666795e-06,1.0,0.0,4.376125567735644e-06,-0.00022890451956218954,0.0023334552776207657,0.42857142857142855,0.5714285714285714,-5.273960130712847e-07,5.376280959638244e-06,-5.273960130712847e-07,-2.0715402861184882e-07,4.340282998805111e-06,7.84084905418342e-06,-0.0012471164989738617,-0.0002997027128444474,0.000749625454236812,0.84375,5.273960130712847e-07,-0.5416666666666666
cycle148_rank9_obj4,148.0,transfer_warning,0,148.0,,,,12429.281505696,7,3.186775303516529e-06,1.8568481323562022e-06,1.0,0.0,3.186775303516529e-06,-0.002027981523765579,0.0006901844664201295,0.0,1.0,-4.672469430755894e-06,1.5901850106319781e-06,-6.1018770656603555e-06,-1.3349155543062012e-06,3.108336467835087e-06,7.758635084944734e-06,-0.0033630727363216243,-0.0026006009258112517,-0.0017985032787965274,0.78125,4.672469430755894e-06,0.96875
cycle156_rank3_obj1,156.0,transfer_warning,0,156.0,,,,19462.04443982,7,1.0939403501491312e-06,5.3073586910724395e-08,1.0,0.0,1.0939403501491312e-06,-0.001257571908704171,0.00040022398882768933,0.0,1.0,-2.89744567765441e-06,9.221160702589961e-07,-3.487827758780299e-06,2.828865554070959e-07,1.179046564935125e-06,1.8632626679953181e-06,-0.001980951685725795,-0.0015025327924981001,-0.000984862684696838,0.7604166666666666,2.89744567765441e-06,1.03125
cycle151_rank4_obj3,151.0,transfer_warning,0,151.0,,,,12438.259448892,7,1.6933994776911942e-06,4.0232962338515894e-07,1.0,0.0,1.6933994776911942e-06,0.0015428954829821192,0.0008510679436445675,1.0,0.0,3.5548311927908026e-06,1.960860542157084e-06,3.5548311927908026e-06,-1.4863794096085142e-06,1.5531689324740826e-06,4.493963567287699e-06,0.0008297336077259031,0.00151488770805774,0.0024623697999858756,0.7604166666666666,3.5548311927908026e-06,0.8020833333333333
