event_reference_cycle,n_event_particles,mean_drop_frac,evidence_score,n_frames_percentile,V_mean,I_abs_mean_mA,roi_norm_mean_delta,high_fraction_slope,cumulative_abs_norm_change,latent_net_displacement
60.0,1.0,0.1707317073170731,5.37722440775176,0.35634028892455855,3.8273713210203413,0.500889,0.00033956500036376447,0.00021512611935124094,0.029146526541028655,2.7191971923623766
86.0,3.0,0.1420951480652973,12.399287527913966,0.13162118780096305,3.825924629117959,0.500889,-0.00012799512062753126,0.0004025920324574986,0.012018447708604527,0.8296512535640171
116.0,3.0,0.1917019578422557,12.929917335181958,0.03820224719101118,3.9052413480896155,0.500889,-0.00087300837039943,0.00044961332979977,0.00873663732782001,0.43332782089710237
156.0,1.0,0.1656050955414012,4.816527810967591,0.8298555377207063,,,0.009484366380742607,0.00022337742074752715,0.03297695025269469,3.102915014539446
