block_mode,cohort_role,n_roi,roi_norm_mean_delta,high_fraction_slope,cumulative_abs_norm_change,first_last_corr,latent_net_displacement
galvanostatic_10,control,4,-0.000422088429331725,0.0002438378852024451,0.0096788530936464,0.9945715912385047,0.6022635102272034
galvanostatic_10,event,12,-0.000285545984903949,0.00035004793655178424,0.021736019601424485,0.9341092457507142,1.7518529097239177
galvanostatic_14,control,8,-5.694571882485007e-05,0.00027372264338164614,0.021074153832159888,0.9291681882450065,2.0845882780849934
galvanostatic_2,event,6,0.00019059330224988332,0.00043674775643763337,0.01610042961935197,0.9750192889213882,1.2354042530059814
galvanostatic_6,control,8,-0.00016764923930165585,0.00039474911977623674,0.0123665696009993,0.9870594471978237,0.8120919689536095
,control,8,-0.005936353467404825,-0.00013500887562355247,0.024832792580127664,0.9406894366133377,2.3045910596847534
,event,6,0.03004532617827252,0.0007012258159089666,0.04383582714945073,0.905977902732351,4.167346954345703
