event_reference_cycle,cohort_role,n_roi,roi_norm_mean_delta,high_fraction_slope,cumulative_abs_norm_change,first_last_corr,latent_net_displacement,physics_no_qc_rf_event_probability,n_frames_percentile,V_mean,I_mean_mA,I_abs_mean_mA,duration_s
60.0,control,8,0.00047226250171662385,0.00023468303372528286,0.025077696191146925,0.920181151254489,2.417844258248806,0.40772374906592923,0.34550561797752805,3.8254203687988677,0.00962806612040795,0.500889,9235.019502162937
60.0,event,6,0.00016263499855995197,0.00018905023351918504,0.0345716336742043,0.8723452743064062,3.121001104513804,0.3688735133673964,0.3707865168539326,3.829972590648973,0.021644283099764305,0.500889,9252.832955360413
86.0,control,8,-0.0003669364377855922,0.0003769752394723975,0.00895696127554395,0.9954632025351366,0.525336503982544,0.443040908052652,0.17134831460674155,3.829141391788191,0.02449796494432155,0.5008889999999999,9043.543561220169
86.0,event,6,0.00019059330224988332,0.00043674775643763337,0.01610042961935197,0.9750192889213882,1.2354042530059814,0.43516036123812657,0.0786516853932584,3.821635612224316,0.0034861829990025,0.500889,9021.373033046722
116.0,control,4,-0.0010819304734468,0.00035746486512285003,0.008490985026583025,0.9957381545449139,0.5092624798417091,0.2893661341893008,0.0786516853932584,3.907195405317094,0.0171682831328283,0.500889,11939.81216526033
116.0,event,6,-0.00073372696836785,0.0005110456395843833,0.008900405528644666,0.9958732171950221,0.3827047149340312,0.3650795821931929,0.0112359550561797,3.9039386432712972,0.0070410067032469,0.500889,11946.889967679976
156.0,control,8,-0.005936353467404825,-0.00013500887562355247,0.024832792580127664,0.9406894366133377,2.3045910596847534,0.46266024573423487,0.7696629213483146,,,,
156.0,event,6,0.03004532617827252,0.0007012258159089666,0.04383582714945073,0.905977902732351,4.167346954345703,0.5993748644716567,0.9101123595505619,,,,
