roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,npz_path,preview_png,video_cohort,cycleNo_src,cohort_role,is_event_roi,event_reference_cycle,validation_score_src,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,physics_consistency_rank,cohort_role_src,event_reference_cycle_src,physics_consistency_tier,claim_readiness,physics_consistency_score,physics_pillar_support_count,physics_pillar_strong_support_count,physics_pillar_contradiction_count,front_direction_score,optical_change_score,rollout_residual_score,kinetic_transition_score,precursor_context_score,echem_shape_context_score,mode_taxonomy_score,mode_label,manual_qc_status,manual_qc_decision,review_sources,auto_review_flags,precursor_review_tier,physics_consistency_reason,recommended_claim_language,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,degradation_state_axis,state_step_norm,axis_step,future_any_drop_within_8cycles,cycle_state_cluster,phase_slope_positive_fraction_protocol_residual_shape_residual,threshold_robust_phase_score_protocol_residual_shape_residual,diffusion_proxy_median_um2_per_s_protocol_residual_shape_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual_shape_residual,q70_transformed_fraction_delta_shape_residual,mode_review_priority_shape_residual,is_future_drop_cycle_state,is_cross_modal_priority,low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_fraction_of_full_mean,low_rank_dmd_mask_fallback_used_mean,low_rank_dmd_accepted_area_fraction_median,persistence_particle_mse_mean,persistence_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_fraction_of_full_mean,persistence_mask_fallback_used_mean,persistence_accepted_area_fraction_median,velocity_particle_mse_mean,velocity_particle_to_nonparticle_mse_ratio_mean,velocity_particle_mse_fraction_of_full_mean,velocity_mask_fallback_used_mean,velocity_accepted_area_fraction_median,mask_fallback_used_mean,accepted_area_fraction_median,weak_future_drop_label,weak_future_drop_label_source,cycleNo_recon,validation_score_recon,transfer_rank,transferred_masked_residual_signature,future_any_drop_within_16cycles,any_abrupt_drop,object_mean_abs_z,object_mean_residual,low_rank_dmd_particle_mask_area_fraction_mean,persistence_particle_mask_area_fraction_mean,velocity_particle_mask_area_fraction_mean,front_physics_review_score
cycle116_rank4_obj58,116.0,13_c2_x6_100723,1,4,58,3.625239010614535,selected_roi_candidate,1055.5,156.0,960.0,60.0,1152.0,252.0,192.0,96.0,96.0,909,1818,8893.9521484375,8876.62890625,-17.3232421875,0.1197951510548591,0.1188151985406875,-0.0009799525141716,0.2236067977499281,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_roi_sequences/cycle116_rank4_obj58.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_roi_sequences/previews/cycle116_rank4_obj58.png,selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycle_state_roi_bridge_future8,,,,,,,,,,,,
cycle151_rank4_obj2,151.0,17_c2_x10_HighHighCOV_150723,5,4,2,,,,,,,,,,,,6188,7425,,,6.1025390625,,,0.0004011094570159,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,151.0,,,,12438.259448892,7.0,2.846959257811326e-06,1.1879054390126777e-07,1.0,0.0,2.846959257811326e-06,0.0042699960166277,0.0025306803330875,1.0,0.0,9.838070822310428e-06,5.830687487433623e-06,9.838070822310428e-06,-1.258396450327988e-07,2.9859151530782217e-06,6.652542936091624e-06,0.0016401751088248,0.004094682563558,0.0070389201120856,1.2604166666666663,9.838070822310428e-06,0.8020833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0115374092420097,9.524400422082564,3.235989023916153,0.0,,0.0010865358988212,3.164437889036982,1.8348492774237868,0.0,,0.0022919531465959,3.1525081743896,1.7492969560184195,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,151.0,23.64798893669939,4.0,1.4388691546947752,1.0,0.0,16.844011306762695,5534.52734375,0.1280246310763889,0.1280246310763889,0.1280246310763889,3.4791666666666665
cycle150_rank1_obj3,150.0,17_c2_x10_HighHighCOV_150723,4,1,3,,,,,,,,,,,,4950,6187,,,-17.0048828125,,,-0.0011341348290443,0.2236067977500298,,,transfer_ranked,,transfer_warning,0.0,150.0,,,,12435.337381064,7.0,2.8773778913258605e-06,1.2811305522515334e-07,1.0,0.0,2.8773778913258605e-06,0.0022394574689418,0.0019621257839292,1.0,0.0,5.15971000844208e-06,4.520737806172917e-06,5.15971000844208e-06,-8.436951016445604e-07,2.896615120100529e-06,6.1982267839268045e-06,-1.128038790058382e-05,0.002234006156902,0.0050178108535185,1.2604166666666663,5.15971000844208e-06,0.6979166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0057201725867344,7.379587632194532,2.730379850556832,0.0,,0.000166199196883,1.962114479916945,1.3729633191500403,0.0,,0.00040734088725,1.6854774454822128,1.2397749874592123,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,150.0,30.064514136526785,1.0,40.97186183003927,1.0,0.0,19.133668899536133,6589.99365234375,0.1356235080295139,0.1356235080295139,0.1356235080295139,3.1041666666666665
cycle150_rank1_obj2,150.0,17_c2_x10_HighHighCOV_150723,4,1,2,,,,,,,,,,,,4950,6187,,,-13.30126953125,,,-0.0007508136332035,0.2236067977500298,,,transfer_ranked,,transfer_warning,0.0,150.0,,,,12435.337381064,7.0,3.987483102929889e-06,6.97779241258328e-07,1.0,0.0,3.987483102929889e-06,0.0007317504868457,0.0003461226740864,1.0,0.0,1.685953121692708e-06,7.974666410951332e-07,1.685953121692708e-06,4.7469648183287e-08,3.8226434771098175e-06,7.946252925864158e-06,-0.0004267620643704,0.0007594533614306,0.0018355726548771,1.21875,1.685953121692708e-06,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0026040776865556,3.43319540663076,3.064212011871473,0.0,,0.0001750796744772,1.961397057861782,1.5793839369871592,0.0,,0.0004473756275729,1.803890578714256,1.4788672162514565,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,150.0,30.29101000024845,1.0,40.97186183003927,1.0,0.0,20.69387626647949,7190.4619140625,0.097320556640625,0.097320556640625,0.097320556640625,2.28125
cycle156_rank3_obj2,156.0,18_c2_xN_HighHighCOV_170723,0,3,2,,,,,,,,,,,,0,1938,,,869.111328125,,,0.0345103815197944,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,156.0,,,,19462.04443982,7.0,3.2426969483629712e-06,5.739964952655868e-07,1.0,0.0,3.2426969483629712e-06,0.0008353240720802,0.0006072810884611,1.0,0.0,1.924586662072925e-06,1.3991756278143905e-06,1.924586662072925e-06,1.420172864047808e-06,3.351300997708585e-06,5.093123946692938e-06,0.0004506549248024,0.0008537593631571,0.0011780647157672,1.1979166666666663,1.924586662072925e-06,0.7395833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0126120635104598,4.500000611313168,3.3236900234915705,0.0,,0.0002091535910722,2.340141131160096,1.7685482891454538,0.0,,0.0002600942686967,1.4880046587779974,1.186839139554579,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,156.0,24.48233143141416,3.0,1.611586757942234,0.0,1.0,20.877092361450195,9714.015625,0.1136542426215277,0.1136542426215277,0.1136542426215277,2.989583333333333
cycle156_rank3_obj4,156.0,18_c2_xN_HighHighCOV_170723,0,3,4,,,,,,,,,,,,0,1938,,,741.7392578125,,,0.0348859056830406,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,156.0,,,,19462.04443982,7.0,3.3050077487735446e-06,8.20602352800324e-07,1.0,0.0,3.3050077487735446e-06,0.0001304369470287,0.0005565662391155,0.7142857142857143,0.2857142857142857,3.005267259542838e-07,1.2823286149221747e-06,3.005267259542838e-07,1.2908181814582183e-06,3.264149592174798e-06,4.813795170140239e-06,-0.0001956792038023,0.0001320584048719,0.0004390383432822,1.1354166666666663,3.005267259542838e-07,0.1041666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0082690402232401,5.610829973283101,3.7901201006167855,0.0,,0.000270019579716,2.583490147552938,1.921315803973757,0.0,,0.00034385859567,1.6383095400691658,1.3044991059337758,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,156.0,23.174091040856943,3.0,1.611586757942234,0.0,1.0,16.62549591064453,7757.61279296875,0.1143798828125,0.1143798828125,0.1143798828125,2.3854166666666665
cycle116_rank12_obj3,116.0,13_c2_x6_100723,1,12,3,,,,,,,,,,,,909,1818,,,-11.17822265625,,,-0.0004914700984954,0.2236067977499281,,,transfer_ranked,,transfer_warning,0.0,116.0,,,,9126.745852742,7.0,5.183254912447831e-06,1.8361543116815291e-06,1.0,0.0,5.183254912447831e-06,-0.0022170481266763,0.0003602688243489,0.0,1.0,-5.108078883862397e-06,8.300593713000792e-07,-6.041162978270216e-06,3.135860237167756e-06,5.16726335478168e-06,7.366551321630772e-06,-0.0035338917222489,-0.0026257831637996,-0.0019359516289283,1.03125,5.108078883862397e-06,1.2395833333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0013452227176458,3.6439893642349617,2.014794969235039,0.0,,7.103412508513429e-05,1.10840848919884,0.9185291866392172,0.0,,0.0002074269732474,1.127185006964802,0.929898751374058,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,116.0,26.1177158996103,12.0,0.6939075621668416,0.0,1.0,30.621023178100582,13215.271484375,0.3044772677951389,0.3044772677951389,0.3044772677951389,1.6041666666666663
cycle116_rank12_obj2,116.0,13_c2_x6_100723,1,12,2,,,,,,,,,,,,909,1818,,,-11.09765625,,,-0.0004377588629722,0.2236067977499281,,,transfer_ranked,,transfer_warning,0.0,116.0,,,,9126.745852742,7.0,2.9470402822794685e-06,1.062794404847646e-06,1.0,0.0,2.9470402822794685e-06,-0.0005507999615298,0.000194978413875,0.0,1.0,-1.269043111364743e-06,4.492302655680585e-07,-1.2043995538486076e-06,1.1719807253976127e-06,2.977234282405192e-06,4.844394309710272e-06,-0.0007999516270192,-0.0005358050449893,-0.0002656656119745,1.03125,1.269043111364743e-06,0.8229166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0102788366075401,8.228428275306811,3.5727375818118303,0.0,,6.45002019155072e-05,1.0199348457941486,0.8707749456040567,0.0,,0.0001851832444117,0.9809526634341617,0.8447130370375815,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,116.0,25.378014840116585,12.0,0.6939075621668416,0.0,1.0,26.83770179748535,11402.7451171875,0.196563720703125,0.196563720703125,0.196563720703125,1.9375
cycle40_rank8_obj4,40.0,5_c2_x10_260623,5,8,4,,,,,,,,,,,,4639,5566,,,10.68115234375,,,0.000959850847721,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,40.0,,,,9322.243530232,7.0,2.202532801714303e-06,2.345919515039609e-07,1.0,0.0,2.202532801714303e-06,0.0004633870617749,0.000512281666088,0.5714285714285714,0.4285714285714285,1.0676437903295113e-06,1.1802969586668529e-06,1.6084515692821207e-06,2.479345004038346e-07,2.284811972149898e-06,4.33701696032743e-06,0.0002745011284493,0.0007453053391562,0.0011073733363123,0.96875,1.0676437903295113e-06,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0085376924689626,8.62762506741045,3.703971354675917,0.0,,7.90824268506185e-05,1.1549670036096007,0.9446748126011456,0.0,,0.0002036068244706,1.017237192419673,0.854705923786089,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,40.0,23.491688623886883,8.0,0.7842017555889671,0.0,0.0,18.8198184967041,7621.6875,0.1300489637586805,0.1300489637586805,0.1300489637586805,2.020833333333333
cycle147_rank11_obj2,147.0,17_c2_x10_HighHighCOV_150723,1,11,2,,,,,,,,,,,,1237,2474,,,-26.67578125,,,-0.0009935721755027,0.2121320343559321,,,transfer_ranked,,transfer_warning,0.0,147.0,,,,12424.30955664,7.0,3.545013670852684e-06,1.5357107291936307e-06,1.0,0.0,3.545013670852684e-06,-0.0030985626073469,0.0006427234010697,0.0,1.0,-7.139088247327485e-06,1.4808347160646824e-06,-7.329787579826575e-06,5.1435673387288024e-08,3.792135892850933e-06,6.921873591963848e-06,-0.0036885160063138,-0.0032165935321573,-0.0025558491134804,0.96875,7.139088247327485e-06,1.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0038995192408037,7.296354452021485,2.791040918580009,0.0,,0.0001305638934354,1.7960509433611251,1.31222285523313,0.0,,0.0003525637930579,1.6551037438892997,1.2208501562968292,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,147.0,23.264156540689225,11.0,0.6943342227566772,1.0,0.0,16.851280212402344,6104.34765625,0.1387769911024305,0.1387769911024305,0.1387769911024305,1.9791666666666663
cycle148_rank9_obj3,148.0,17_c2_x10_HighHighCOV_150723,2,9,3,,,,,,,,,,,,2475,3712,,,-18.26171875,,,-0.0008971095085144,0.2121320343559321,,,transfer_ranked,,transfer_warning,0.0,148.0,,,,12429.281505696,7.0,3.208670667020309e-06,1.309024963268962e-06,1.0,0.0,3.208670667020309e-06,-0.001907088840306,0.0005625964160155,0.0,1.0,-4.3939326880650246e-06,1.2962221424999176e-06,-3.896455088859233e-06,3.739743860881888e-07,3.281502180303384e-06,6.285593785072431e-06,-0.0027795758557366,-0.001785678069547,-0.0002881647226154,0.9479166666666664,4.3939326880650246e-06,1.0104166666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0051523783040465,7.377651354148384,2.638461137473444,0.0,,0.0001790544617961,2.1555651876987696,1.4774642048137248,0.0,,0.0004913356865472,2.026345949488612,1.3985321603151737,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,148.0,23.513103415416406,9.0,0.7480825471472065,1.0,0.0,17.71686363220215,6349.900390625,0.1359286838107639,0.1359286838107639,0.1359286838107639,2.03125
cycle116_rank12_obj4,116.0,13_c2_x6_100723,1,12,4,,,,,,,,,,,,909,1818,,,-9.28515625,,,-0.0003072023391723,0.2236067977499281,,,transfer_ranked,,transfer_warning,0.0,116.0,,,,9126.745852742,7.0,2.0996419977662014e-06,3.680078431188907e-07,1.0,0.0,2.0996419977662014e-06,-0.0008629265279263,8.664148095818152e-05,0.1428571428571428,0.8571428571428571,-1.988182720342206e-06,1.9962197212764981e-07,-1.964767135884486e-06,5.520497150964395e-07,2.0820399045639787e-06,3.323376216334542e-06,-0.0011738084777607,-0.0008560814836542,-0.000490020225579,0.90625,1.988182720342206e-06,0.6770833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0031172876115306,19.609523149740504,4.420289643070492,0.0,,3.979974133017095e-05,1.0920313219831828,0.9332027134226268,0.0,,0.0001075900354408,0.9970250977326668,0.8644941866003081,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,116.0,24.263145715616087,12.0,0.6939075621668416,0.0,1.0,16.010562896728516,5153.689453125,0.18597412109375,0.18597412109375,0.18597412109375,1.3229166666666667
cycle116_rank12_obj1,116.0,13_c2_x6_100723,1,12,1,,,,,,,,,,,,909,1818,,,-9.447265625,,,-0.0005199462175369,0.2236067977499281,,,transfer_ranked,,transfer_warning,0.0,116.0,,,,9126.745852742,7.0,2.787435819630003e-06,1.0845445278328534e-06,1.0,0.0,2.787435819630003e-06,0.0007175559459732,0.0010415273263041,1.0,0.0,1.6532488995223889e-06,2.3996789598046937e-06,1.6532488995223889e-06,1.038907448574738e-06,2.7392252892068104e-06,4.623008366365898e-06,5.471070395012359e-05,0.0007670969864706,0.0013566627179308,0.90625,1.6532488995223889e-06,0.4687499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0032383710240537,5.350495290999259,2.1412484450849343,0.0,,0.0001056366379543,1.0529090987083711,0.9077506978141722,0.0,,0.0003103392928096,1.052707623461359,0.9175605070864684,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,116.0,27.363295086379125,12.0,0.6939075621668416,0.0,1.0,34.200767517089844,14779.474609375,0.3332044813368056,0.3332044813368056,0.3332044813368056,1.3229166666666667
cycle150_rank1_obj1,150.0,17_c2_x10_HighHighCOV_150723,4,1,1,,,,,,,,,,,,4950,6187,,,3.2373046875,,,0.000732198357582,0.2236067977500298,,,transfer_ranked,,transfer_warning,0.0,150.0,,,,12435.337381064,7.0,1.949243857179767e-06,2.263230355314413e-07,1.0,0.0,1.949243857179767e-06,-0.0003881722560603,0.000481249530454,0.2857142857142857,0.7142857142857143,-8.94348877963008e-07,1.108798918166125e-06,-1.4381145836942364e-06,-5.002206877105354e-07,2.0961489838332264e-06,4.600800715979035e-06,-0.0015685667340114,-0.0007130057956109,0.0004251727987605,0.90625,8.94348877963008e-07,0.2083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0040274156744999,7.259844496123457,4.484593170141584,0.0,,0.0001762248762133,1.456887716355634,1.184093745551456,0.0,,0.0004730427745016,1.3177088316880454,1.0981400440923117,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,150.0,31.252033699995643,1.0,40.97186183003927,1.0,0.0,25.297578811645508,8829.2822265625,0.1037767198350694,0.1037767198350694,0.1037767198350694,2.15625
cycle146_rank2_obj1,146.0,17_c2_x10_HighHighCOV_150723,0,2,1,,,,,,,,,,,,0,1236,,,-21.5712890625,,,-0.0010743290185928,0.25,,,transfer_ranked,,transfer_warning,0.0,146.0,,,,12394.593684328,7.0,2.8355288227546085e-06,1.179990013331938e-06,1.0,0.0,2.8355288227546085e-06,-0.0025193224589635,0.0008708230384985,0.0,1.0,-5.804518945452093e-06,2.0063762807005635e-06,-5.804518945452093e-06,-1.2266072522099817e-07,2.933190847802474e-06,6.26695842198476e-06,-0.0031522737781472,-0.0024834108641487,-0.0020140092221083,0.8854166666666665,5.804518945452093e-06,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.00553698272779,10.22726556387647,3.4522861168002184,0.0,,0.000124696529383,1.7415842344601142,1.2075225266846523,0.0,,0.0003019781820512,1.5197635720772835,1.0881842096153636,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,146.0,23.996348529153263,2.0,3.21719464829548,1.0,0.0,18.055540084838867,6981.751953125,0.14385986328125,0.14385986328125,0.14385986328125,2.770833333333333
cycle152_rank5_obj2,152.0,17_c2_x10_HighHighCOV_150723,6,5,2,,,,,,,,,,,,7426,8662,,,4.703125,,,0.0002936422824859,0.2915475947422533,,,transfer_ranked,,transfer_warning,0.0,152.0,,,,12557.445742552,7.0,2.379398903442321e-06,6.808372655997233e-07,1.0,0.0,2.379398903442321e-06,0.0050829743412172,0.0026932718560292,1.0,0.0,1.1711172882164502e-05,6.205298356291478e-06,1.1711172882164502e-05,-4.836445222381559e-07,2.5840387503054654e-06,5.92732944312764e-06,0.0024057344736704,0.0051367608601889,0.0082613447862282,0.8854166666666665,1.1711172882164502e-05,0.8020833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0105221478006569,9.69206039756931,3.2394119020117955,0.0,,0.0008566531739688,2.8663804536724515,1.7097487058740553,0.0,,0.0020870934135928,2.82721049905315,1.60797223464682,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,152.0,24.182967554561685,5.0,1.1876601241161993,1.0,0.0,19.41768264770508,7259.271484375,0.1368611653645833,0.1368611653645833,0.1368611653645833,3.1041666666666665
cycle156_rank3_obj3,156.0,18_c2_xN_HighHighCOV_170723,0,3,3,,,,,,,,,,,,0,1938,,,688.69140625,,,0.0234959349036216,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,156.0,,,,19462.04443982,7.0,1.5749582287990145e-06,7.049344658030878e-08,1.0,0.0,1.5749582287990145e-06,-8.251104748910474e-05,0.0003486463708761,0.4285714285714285,0.5714285714285714,-1.9010545341489733e-07,8.032812384986586e-07,-1.954242773575927e-07,3.111830292183565e-07,1.6915048080040157e-06,2.624175906350149e-06,-0.0003285158194016,-9.804908499972576e-05,0.000121008817279,0.84375,1.9010545341489733e-07,0.0208333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0048023381641542,5.276628155246443,2.974879056117459,0.0,,0.0001022640074097,2.018270272068703,1.4799226606495277,0.0,,0.0001451345019631,1.2939272220260845,1.0413816417925472,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,156.0,23.783383251019146,3.0,1.611586757942234,0.0,1.0,16.792715072631836,6531.46533203125,0.1891106499565972,0.1891106499565972,0.1891106499565972,1.875
cycle148_rank9_obj2,148.0,17_c2_x10_HighHighCOV_150723,2,9,2,,,,,,,,,,,,2475,3712,,,-3.9521484375,,,-2.154707908630371e-05,0.2121320343559321,,,transfer_ranked,,transfer_warning,0.0,148.0,,,,12429.281505696,7.0,4.376125567735644e-06,2.1084859198666795e-06,1.0,0.0,4.376125567735644e-06,-0.0002289045195621,0.0023334552776207,0.4285714285714285,0.5714285714285714,-5.273960130712847e-07,5.376280959638244e-06,-5.273960130712847e-07,-2.0715402861184882e-07,4.340282998805111e-06,7.84084905418342e-06,-0.0012471164989738,-0.0002997027128444,0.0007496254542368,0.84375,5.273960130712847e-07,-0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0031004342745291,4.38134342320542,3.6277172419960624,0.0,,0.0002035733937191,2.3114788251246763,1.823915162038476,0.0,,0.0005754645294473,2.222613309123969,1.7665818848747854,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,148.0,23.78274905742516,9.0,0.7480825471472065,1.0,0.0,19.579477310180664,7041.38525390625,0.0959879557291666,0.0959879557291666,0.0959879557291666,1.2083333333333337
cycle148_rank9_obj4,148.0,17_c2_x10_HighHighCOV_150723,2,9,4,,,,,,,,,,,,2475,3712,,,15.810546875,,,0.001376673579216,0.2121320343559321,,,transfer_ranked,,transfer_warning,0.0,148.0,,,,12429.281505696,7.0,3.186775303516529e-06,1.8568481323562024e-06,1.0,0.0,3.186775303516529e-06,-0.0020279815237655,0.0006901844664201,0.0,1.0,-4.672469430755894e-06,1.590185010631978e-06,-6.101877065660356e-06,-1.3349155543062012e-06,3.108336467835087e-06,7.758635084944734e-06,-0.0033630727363216,-0.0026006009258112,-0.0017985032787965,0.78125,4.672469430755894e-06,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0031240272983268,10.511289569387872,2.484420107845876,0.0,,0.0001088007398948,2.0240660225090945,1.3675072957938852,0.0,,0.0003055084653169,1.8968490501197923,1.3158014172724368,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,148.0,24.73572028985577,9.0,0.7480825471472065,1.0,0.0,25.93564414978028,9376.822265625,0.1818305121527778,0.1818305121527778,0.1818305121527778,1.71875
cycle156_rank3_obj1,156.0,18_c2_xN_HighHighCOV_170723,0,3,1,,,,,,,,,,,,0,1938,,,510.8984375,,,0.0163861662149429,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,156.0,,,,19462.04443982,7.0,1.0939403501491312e-06,5.30735869107244e-08,1.0,0.0,1.0939403501491312e-06,-0.0012575719087041,0.0004002239888276,0.0,1.0,-2.89744567765441e-06,9.22116070258996e-07,-3.487827758780299e-06,2.828865554070959e-07,1.179046564935125e-06,1.863262667995318e-06,-0.0019809516857257,-0.0015025327924981,-0.0009848626846968,0.7604166666666666,2.89744567765441e-06,1.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0101203098602127,22.69455548859605,3.9554624653965935,0.0,,9.903504621888716e-05,2.560247743103471,1.578273657316072,0.0,,0.0001417409946498,1.4194752117322753,1.072713920946571,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,156.0,24.80549395038122,3.0,1.611586757942234,0.0,1.0,16.869712829589844,6680.10888671875,0.2180718315972222,0.2180718315972222,0.2180718315972222,2.666666666666667
cycle151_rank4_obj3,151.0,17_c2_x10_HighHighCOV_150723,5,4,3,,,,,,,,,,,,6188,7425,,,5.0634765625,,,0.0001749545335769,0.2500000000000227,,,transfer_ranked,,transfer_warning,0.0,151.0,,,,12438.259448892,7.0,1.6933994776911942e-06,4.023296233851589e-07,1.0,0.0,1.6933994776911942e-06,0.0015428954829821,0.0008510679436445,1.0,0.0,3.5548311927908026e-06,1.960860542157084e-06,3.5548311927908026e-06,-1.4863794096085142e-06,1.5531689324740826e-06,4.493963567287699e-06,0.0008297336077259,0.0015148877080577,0.0024623697999858,0.7604166666666666,3.5548311927908026e-06,0.8020833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0140752681327285,8.19585957842565,4.525419104338782,0.0,,0.0007654748320646,1.6188193245956632,1.4045937091536236,0.0,,0.00176741303585,1.663449449676388,1.424716900170897,0.0,,,,1.0,transfer_ranked_cycle_trace_future8,151.0,24.20215302399285,4.0,1.4388691546947752,1.0,0.0,23.21497344970703,7830.56005859375,0.1032511393229166,0.1032511393229166,0.1032511393229166,2.833333333333333
cycle147_rank11_obj3,147.0,17_c2_x10_HighHighCOV_150723,1,11,3,,,,,,,,,,,,1237,2474,,,26.109375,,,0.0017741546034812,0.2121320343559321,,,transfer_ranked,,transfer_warning,0.0,147.0,,,,12424.30955664,7.0,4.198421406853904e-06,2.7200280174115747e-06,1.0,0.0,4.198421406853904e-06,-0.0020099023878088,0.0005966696259175,0.0,1.0,-4.630815101511622e-06,1.3747268181140092e-06,-5.194531229113861e-06,1.0751501564105832e-08,4.309195380120923e-06,9.163805261090348e-06,-0.0031324885552255,-0.0022288199853122,-0.001219896760844,0.6979166666666666,4.630815101511622e-06,1.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0022021403929102,7.809624121339971,2.2051096179612286,0.0,,8.20445328599817e-05,1.6572757332244412,1.2211599450508537,0.0,,0.0002252877834507,1.553978547438334,1.1636749584970614,0.0,,,,0.0,transfer_ranked_cycle_trace_future8,147.0,24.624743710237528,11.0,0.6943342227566772,1.0,0.0,25.71528625488281,9487.4189453125,0.1901143391927083,0.1901143391927083,0.1901143391927083,1.322916666666667
