filename,session,n_frames,duration_s,fps,echem_rows,V_min,V_max,I_mean_mA,source_stem,is_degradation3_cycle_source,n_cycle_rows,min_global_cycle,max_global_cycle,n_roi_cycles,n_primary_roi_cycles,n_event_cycles,n_future16_positive
NMC_degradation_2_240523/4_C20_x2_250523.hdf5,NMC_degradation_2_240523,9.0,800.103999376297,0.0099969007206205,255.0,500.756000995636,525.6950016021729,12.802248039215687,4_C20_x2_250523,False,,,,,,,
NMC_degradation_2_240523/5_C20_x2_250523.hdf5,NMC_degradation_2_240523,1.0,,,,,,,5_C20_x2_250523,False,,,,,,,
NMC_degradation_2_240523/6_C20_x2_250523.hdf5,NMC_degradation_2_240523,2653.0,265359.21080064774,0.0099950024916052,1562106.0,500.96288871765137,265059.47180080414,110713.5756816631,6_C20_x2_250523,False,,,,,,,
NMC_degradation_2_240523/7_C2_x20_round1_280523.hdf5,NMC_degradation_2_240523,2882.0,173011.38249588013,0.0166555734847446,1103700.0,301.6859612464905,173059.88047385216,71818.53571205633,7_C2_x20_round1_280523,False,,,,,,,
NMC_degradation_3_160623_Halfthedata/10_c2_x10_030723.hdf5,NMC_degradation_3_160623_Halfthedata,9068.0,91145.26912164688,0.0995024833132504,660557.0,51.59964156150818,91122.87717700005,38177.03852986951,10_c2_x10_030723,True,5.0,86.0,94.0,5.0,5.0,1.0,0.0
NMC_degradation_3_160623_Halfthedata/11_c2_x10_050723.hdf5,NMC_degradation_3_160623_Halfthedata,9020.0,90677.36553311348,0.0995025494078924,674290.0,51.59666705131531,90649.3651881218,38565.4710018646,11_c2_x10_050723,True,5.0,96.0,104.0,5.0,5.0,0.0,3.0
NMC_degradation_3_160623_Halfthedata/12_c2_x10_070723.hdf5,NMC_degradation_3_160623_Halfthedata,9042.0,90933.65549564362,0.0994533733116085,662320.0,52.71917533874512,90913.21855568886,41720.64411446925,12_c2_x10_070723,True,5.0,106.0,114.0,5.0,5.0,0.0,5.0
NMC_degradation_3_160623_Halfthedata/13_c2_x6_100723.hdf5,NMC_degradation_3_160623_Halfthedata,5458.0,54833.44156932831,0.0997007980548866,445119.0,51.51312232017517,54807.382610321045,24385.92159157366,13_c2_x6_100723,True,2.0,116.0,118.0,2.0,2.0,1.0,0.0
NMC_degradation_3_160623_Halfthedata/14_c2_x10_HighCOV_110723.hdf5,NMC_degradation_3_160623_Halfthedata,11902.0,119710.48929595949,0.0995022637852482,757709.0,51.068031549453735,119681.5972828865,50956.16775279557,14_c2_x10_HighCOV_110723,True,8.0,123.0,130.0,8.0,8.0,0.0,0.0
NMC_degradation_3_160623_Halfthedata/15_c2_x5_HighCOV_120723.hdf5,NMC_degradation_3_160623_Halfthedata,6193.0,62214.92256259918,0.0997005468418717,487573.0,52.39136052131653,62223.69855737686,27853.387907498905,15_c2_x5_HighCOV_120723,True,4.0,131.0,134.0,4.0,4.0,0.0,0.0
NMC_degradation_3_160623_Halfthedata/16_c2_x10_HighHighCOV_130723.hdf5,NMC_degradation_3_160623_Halfthedata,12245.0,123072.98479151726,0.0995025883565618,791136.0,50.77235364913941,123044.00569558144,53100.059767979925,16_c2_x10_HighHighCOV_130723,True,10.0,136.0,145.0,9.0,9.0,0.0,6.0
NMC_degradation_3_160623_Halfthedata/17_c2_x10_HighHighCOV_150723.hdf5,NMC_degradation_3_160623_Halfthedata,12377.0,124390.65048623084,0.0996014438122997,752606.0,51.14727234840393,124364.60850071908,50422.507295924544,17_c2_x10_HighHighCOV_150723,True,10.0,146.0,155.0,10.0,10.0,0.0,10.0
NMC_degradation_3_160623_Halfthedata/18_c2_xN_HighHighCOV_170723.hdf5,NMC_degradation_3_160623_Halfthedata,5818.0,58517.46480154991,0.0994335000845502,416588.0,51.53192639350891,58525.51413989067,24822.171884227268,18_c2_xN_HighHighCOV_170723,True,3.0,156.0,158.0,3.0,3.0,1.0,0.0
NMC_degradation_3_160623_Halfthedata/1_c20_x1_190623.hdf5,NMC_degradation_3_160623_Halfthedata,2108.0,126532.49709582327,0.0166527898182582,760671.0,301.586656332016,126376.01709532738,51551.53376080283,1_c20_x1_190623,True,,,,,,,
NMC_degradation_3_160623_Halfthedata/2_c2_x14_200623.hdf5,NMC_degradation_3_160623_Halfthedata,13648.0,137012.9508035183,0.0998004207636739,1113518.0,50.96399998664856,137019.3787739277,70545.79883827397,2_c2_x14_200623,True,7.0,2.0,14.0,7.0,7.0,0.0,0.0
NMC_degradation_3_160623_Halfthedata/3_c2_x10_220623_1.hdf5,NMC_degradation_3_160623_Halfthedata,,,,,,,,3_c2_x10_220623_1,True,,,,,,,
NMC_degradation_3_160623_Halfthedata/4_c2_x10_240623.hdf5,NMC_degradation_3_160623_Halfthedata,9365.0,94152.72951483728,0.0994036379900372,719766.0,51.60558843612671,94124.8183979988,40595.3832323783,4_c2_x10_240623,True,5.0,26.0,34.0,5.0,5.0,0.0,0.0
NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,NMC_degradation_3_160623_Halfthedata,9279.0,93262.2189092636,0.0996020339379424,683493.0,51.49514126777649,93235.86765503883,40761.47253807776,5_c2_x10_260623,True,5.0,36.0,44.0,5.0,5.0,0.0,1.0
NMC_degradation_3_160623_Halfthedata/6_c2_x10_270623.hdf5,NMC_degradation_3_160623_Halfthedata,7.0,60.09067797660828,0.0998277287264089,186.0,51.17900109291077,69.21108531951904,9.351012537634409,6_c2_x10_270623,True,,,,,,,
NMC_degradation_3_160623_Halfthedata/6_c2_x10_270623_2.hdf5,NMC_degradation_3_160623_Halfthedata,9256.0,92642.71129059792,0.0999000928570036,925655.0,50.74756979942322,92616.22091555595,46282.80926850361,6_c2_x10_270623_2,True,5.0,46.0,54.0,5.0,5.0,0.0,5.0
NMC_degradation_3_160623_Halfthedata/7_c2_x10_290623.hdf5,NMC_degradation_3_160623_Halfthedata,9206.0,92540.66386914252,0.0996016389432514,653997.0,50.72995400428772,92508.66377401352,38719.93894604748,7_c2_x10_290623,True,5.0,56.0,64.0,5.0,5.0,1.0,2.0
NMC_degradation_3_160623_Halfthedata/8_c2_x10_300623.hdf5,NMC_degradation_3_160623_Halfthedata,9141.0,91905.1211309433,0.0995009572595959,688534.0,51.55655860900879,91878.2909002304,40426.42610039538,8_c2_x10_300623,True,5.0,66.0,74.0,5.0,5.0,0.0,3.0
NMC_degradation_3_160623_Halfthedata/9_c2_x10_010723.hdf5,NMC_degradation_3_160623_Halfthedata,9096.0,91455.39906907082,0.0996010594656916,675774.0,51.880043268203735,91429.182844162,39980.52364776335,9_c2_x10_010723,True,5.0,76.0,84.0,5.0,5.0,0.0,5.0
