filename,session,n_frames,duration_s,fps,echem_rows,V_min,V_max,I_mean_mA,source_stem,is_degradation3_cycle_source,n_cycle_rows,min_global_cycle,max_global_cycle,n_roi_cycles,n_primary_roi_cycles,n_event_cycles,n_future16_positive
NMC_degradation_1_180523/2023_04_06_lifun_nmc811_c20_2.hdf5,NMC_degradation_1_180523,7.0,360.1072897911072,0.0166652785901048,202.0,300.9332871437073,320.56629514694214,10.15190046039604,2023_04_06_lifun_nmc811_c20_2,False,,,,,,,
NMC_degradation_1_180523/C20_x2_180523.hdf5,NMC_degradation_1_180523,9.0,1600.1892602443695,0.0049998097879532,202.0,1000.9522602558136,1020.599259853363,10.15189211881188,C20_x2_180523,False,,,,,,,
NMC_degradation_1_180523/C20_x2_tryagain2_190523.hdf5,NMC_degradation_1_180523,9.0,800.1616015434265,0.0099967866140287,400.0,500.7889993190765,540.2179992198944,20.052241015,C20_x2_tryagain2_190523,False,,,,,,,
NMC_degradation_1_180523/C20_x2_tryagain3_190523.hdf5,NMC_degradation_1_180523,2369.0,236950.5453336239,0.0099943922751072,1064679.0,500.7510011196137,236701.9063334465,95833.54272796582,C20_x2_tryagain3_190523,False,,,,,,,
NMC_degradation_1_180523/C20_x2_tryagain_190523.hdf5,NMC_degradation_1_180523,1.0,,,,,,,C20_x2_tryagain_190523,False,,,,,,,
NMC_degradation_1_180523/C2_x20_round1_220523.hdf5,NMC_degradation_1_180523,903.0,36114.90541243553,0.0249750254449613,312938.0,200.95499992370603,35995.27240753174,16392.38114823044,C2_x20_round1_220523,False,,,,,,,
NMC_degradation_1_180523/ocvTest180523.hdf5,NMC_degradation_1_180523,11.0,90.0739996433258,0.0999100755390721,500.0,51.0029993057251,100.45699954032898,25.05009472,ocvTest180523,False,,,,,,,
NMC_degradation_2_240523/1_OCV_240523.hdf5,NMC_degradation_2_240523,7.0,60.08999943733215,0.0998502319367768,153.0,51.009997844696045,65.74999833106995,7.700096143790849,1_OCV_240523,False,,,,,,,
NMC_degradation_2_240523/2_OCV_240523.hdf5,NMC_degradation_2_240523,727.0,7274.875987291336,0.099800399391571,72000.0,50.74000024795532,7250.465987443924,3600.0500012946945,2_OCV_240523,False,,,,,,,
NMC_degradation_2_240523/3_C20_x2_250523.hdf5,NMC_degradation_2_240523,3.0,200.01077914237976,0.0099994610719269,,,,,3_C20_x2_250523,False,,,,,,,
