target,prefix_fraction,observed_mean_auc,n_permutations,null_mean_auc,null_p95_auc,empirical_p_ge_observed
is_event_roi,0.75,0.5625,300,0.5042253487253486,0.675388321995465,0.292358803986711
is_event_enriched_mode,0.75,0.6301549145299146,300,0.49884711172865936,0.7149337121212122,0.1893687707641196
front_positive_residual_binary,0.5,0.47638888888888886,300,0.482030561771782,0.6678505527210885,0.5149501661129569
