roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis_x,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,phase_slope_positive_fraction_protocol_residual,phase_slope_negative_fraction_protocol_residual,threshold_robust_phase_score_protocol_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual,n_frames_percentile,V_mean,I_mean_mA,degradation_mode_hypothesis_y,mode_label,mode_review_priority,review_priority_tier,review_sources,recommended_review_reason,manual_qc_status,manual_qc_decision,manual_particle_identity_ok,manual_front_mask_ok,manual_diffusion_interpretable,manual_qc_notes,primary_qc_png,control_balanced_qc_png,manual_decision_category,manual_particle_identity_accept,manual_front_mask_accept,manual_diffusion_interpretable_accept,manual_front_effect_accepted,manual_diffusion_accepted
cycle86_rank8_obj17,86.0,event,1,86.0,,1.248393377128957,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.5173819686638037e-06,6.751226010716173e-07,1.0,0.0,2.5173819686638037e-06,-0.0005245335668951,0.0005329288376804,0.1428571428571428,0.8571428571428571,-1.2085253381264768e-06,1.2278680420156934e-06,-1.2085253381264768e-06,1.3822957008132638e-06,2.181060733993195e-06,2.9967827875631314e-06,-0.0011098236861088,-0.0005312457521378,-5.22561941236531e-05,0.6057692307692308,1.2085253381264768e-06,0.2403846153846153,0.0650642115750638,-0.0650642116252821,0.1823958415139923,-9.899232218224577e-07,0.0786516853932584,3.821635612224316,0.0034861829990025,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,2.3076923076923075,routine,primary_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;fragmentation_check,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle86_rank8_obj17_qc.png,,pending,False,False,False,False,False
cycle58_rank6_obj29,58.0,control,0,60.0,,1.6155277307729818,single_persistent_drop_needs_roi_qc,9250.204203328,7,1.9836635442909093e-06,5.655940475679968e-07,1.0,0.0,1.9836635442909093e-06,1.4017061977103122e-05,0.0009407987921738,0.5714285714285714,0.4285714285714285,3.22953107952456e-08,2.1676004171685104e-06,3.22953107952456e-08,-1.6608618778010756e-07,1.8334734415386308e-06,4.301331576492611e-06,-0.0010986287265377,3.204604745569074e-05,0.0014367304245888,0.6057692307692308,3.22953107952456e-08,-0.5961538461538463,0.0849698428160106,-0.0849698428418473,0.1524362236801711,-2.8884899133849952e-06,0.3539325842696629,3.828237694919734,0.0163604508805609,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,2.6634615384615383,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;diffusion_ci_check;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank6_obj29_qc.png,pending,False,False,False,False,False
cycle60_rank3_obj9,60.0,event,1,60.0,,2.4945534720369364,single_persistent_drop_needs_roi_qc,9244.36053955,7,3.568669291943789e-06,1.2480025836473546e-06,1.0,0.0,3.568669291943789e-06,-0.0022617440815454,0.0002741426822882,0.0,1.0,-5.211058363880742e-06,6.316247399922204e-07,-6.306719257919786e-06,1.2594570666677824e-06,3.551361799206236e-06,5.862200631924922e-06,-0.0031387359613537,-0.0027680986385232,-0.0024255226661141,0.6057692307692307,5.211058363880742e-06,1.4423076923076923,0.1594674278574455,-0.1594674278798112,0.1567315503431298,1.877002417149028e-06,0.3707865168539326,3.829972590648973,0.0216442830997643,single_persistent_drop_needs_roi_qc,optical_brightening_decorrelating_rollout_hard_front_positive,3.673076923076923,high,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;high_residual_mode_priority;large_conditioned_front_sign_residual;hard_rollout_mobility,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle60_rank3_obj9_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank3_obj9_qc.png,pending,False,False,False,False,False
cycle88_rank3_obj6,88.0,control,0,86.0,,0.7769960856294926,synchronized_persistent_drop_low_frame_count,9106.526124716,7,2.3679400168437707e-06,6.68189538901009e-07,1.0,0.0,2.3679400168437707e-06,-0.0031233010863157,0.0017645469647035,0.0,1.0,-7.196085702871549e-06,4.065516206676868e-06,-7.196085702871549e-06,2.0903167674361746e-07,2.3170899874244537e-06,4.536875366991669e-06,-0.0034794403593199,-0.0031297611953202,-0.0027364232916502,0.5865384615384617,7.196085702871549e-06,0.75,-0.0437833588005094,0.0437833587670387,0.1815075701229222,3.1192672843138827e-06,0.1797752808988764,3.831200505021645,0.0275566391094619,synchronized_persistent_drop_low_frame_count,front_negative_high_apparent_front_proxy,1.0865384615384617,routine,primary_visual_qc;control_balanced_visual_qc,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle88_rank3_obj6_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank3_obj6_qc.png,pending,False,False,False,False,False
cycle62_rank1_obj4,62.0,control,0,60.0,,1.9750338827400629,single_persistent_drop_needs_roi_qc,9242.521957436,7,1.5932327634192358e-06,4.127113334682998e-07,1.0,0.0,1.5932327634192358e-06,0.0009469023403594,0.0008690089478677,1.0,0.0,2.18166299218825e-06,2.0021966158873536e-06,2.18166299218825e-06,-4.094114216054284e-07,1.4785481134508204e-06,3.4369302988341226e-06,0.0004698356252449,0.0009183532259173,0.0013961018638097,0.5865384615384616,2.18166299218825e-06,0.5769230769230769,-0.0739292207347166,0.0739292207002716,0.1236965842822019,3.1989018492053685e-07,0.3370786516853932,3.8226030426780016,0.002895681360255,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,2.625,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle62_rank1_obj4_qc.png,pending,False,False,False,False,False
cycle86_rank4_obj9,86.0,event,1,86.0,,1.1156177975150214,synchronized_persistent_drop_low_frame_count,9098.537893392,7,5.385509073626023e-06,2.691471515792406e-06,1.0,0.0,5.385509073626023e-06,0.0001824065282852,0.0016747916170241,0.5714285714285714,0.4285714285714285,4.202646411692796e-07,3.8587198856235535e-06,4.202646411692796e-07,2.6694457668758897e-06,5.3076004942669705e-06,8.940731688852308e-06,-0.0004781591977925,0.000135355446846,0.000903958899515,0.5865384615384616,4.202646411692796e-07,-0.6346153846153846,0.0650642115750638,-0.0650642116252821,0.163165072283223,-1.778183918779655e-06,0.0786516853932584,3.821635612224316,0.0034861829990025,synchronized_persistent_drop_low_frame_count,optical_brightening_decorrelating_rollout_hard_front_positive,2.644230769230769,medium,primary_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle86_rank4_obj9_qc.png,,pending,False,False,False,False,False
cycle118_rank3_obj9,118.0,control,0,116.0,,0.6340187053993103,synchronized_persistent_drop_low_frame_count,9129.33806254,7,4.272308442180869e-06,1.7423690212767636e-06,1.0,0.0,4.272308442180869e-06,-9.698072506722186e-05,0.0008446829551389,0.4285714285714285,0.5714285714285714,-2.234435905548792e-07,1.9461495286400265e-06,-2.234435905548792e-07,1.7907467603544035e-06,4.289463016824477e-06,6.709820083560693e-06,-0.0010219799210012,-3.322476046023767e-05,0.0009968858972337,0.5673076923076924,2.234435905548792e-07,-0.4807692307692308,-0.0045616643801136,0.0045616644031053,-0.0661300281237966,-2.700998806538509e-06,0.0786516853932584,3.907195405317094,0.0171682831328283,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,0.903846153846154,,,,,,,,,,,,pending,False,False,False,False,False
cycle58_rank3_obj9,58.0,control,0,60.0,,0.8161872484866202,single_persistent_drop_needs_roi_qc,9250.204203328,7,3.643750798104462e-06,1.5735644540888428e-06,1.0,0.0,3.643750798104462e-06,-0.0013145713466197,0.000156401432204,0.0,1.0,-3.0287723826118747e-06,3.6034889979823305e-07,-3.0287723826118747e-06,1.2467750894808714e-06,3.615015078697628e-06,5.843175672335246e-06,-0.001753199476045,-0.0013171555324526,-0.0009051869492093,0.5480769230769231,3.0287723826118747e-06,1.3076923076923077,0.0849698428160106,-0.0849698428418473,0.0947439159878634,1.0798715843163389e-07,0.3539325842696629,3.828237694919734,0.0163604508805609,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,2.9134615384615383,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank3_obj9_qc.png,pending,False,False,False,False,False
cycle90_rank5_obj10,90.0,control,0,86.0,,0.764701860494445,synchronized_persistent_drop_low_frame_count,9100.682447876,7,3.901084779550993e-06,1.7171812752356888e-06,1.0,0.0,3.901084779550993e-06,0.0001561837930372,0.0012404607102246,0.5714285714285714,0.4285714285714285,3.5984745915784e-07,2.858021476357568e-06,3.5984745915784e-07,1.0112826753808691e-06,3.966991111182056e-06,7.575826178034715e-06,-0.0008259367737739,0.0001899251336688,0.0011863217577626,0.5480769230769231,3.5984745915784e-07,-0.5384615384615385,-0.0178277307758196,0.0178277307380004,0.1395082448227057,-3.2354183198737946e-06,0.1629213483146067,3.827082278554738,0.0214392907791812,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,0.9326923076923076,routine,control_balanced_visual_qc,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank5_obj10_qc.png,pending,False,False,False,False,False
cycle116_rank8_obj20,116.0,event,1,116.0,,1.0844116535413544,synchronized_persistent_drop_low_frame_count,9126.745852742,7,1.4399750470114455e-06,4.494183925111356e-07,1.0,0.0,1.4399750470114455e-06,-0.0024156938552927,0.0014684328449135,0.0,1.0,-5.565758642594448e-06,3.38326927468087e-06,-5.565758642594448e-06,6.663292336759862e-08,1.2726331631607296e-06,2.5110906647042617e-06,-0.0033928578326711,-0.0024571630919288,-0.001542934246376,0.528846153846154,5.565758642594448e-06,0.8269230769230769,0.0026455239053564,-0.0026455238897117,-0.1134791151971219,3.4259661159889558e-06,0.0112359550561797,3.903938643271297,0.0070410067032469,synchronized_persistent_drop_low_frame_count,front_negative_high_apparent_front_proxy,0.5,routine,primary_visual_qc,event_roi;primary_visual_panel;fragmentation_check,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank8_obj20_qc.png,,pending,False,False,False,False,False
cycle88_rank5_obj9,88.0,control,0,86.0,,0.9442061661567512,synchronized_persistent_drop_low_frame_count,9106.526124716,7,5.2082050230117234e-06,3.641659125265122e-06,1.0,0.0,5.2082050230117234e-06,-0.0010682187077793,0.0044193808410415,0.4285714285714285,0.5714285714285714,-2.4611759027235795e-06,1.0182253457759765e-05,-2.4611759027235795e-06,2.6428272766101494e-06,5.31727581488295e-06,8.072022222556682e-06,-0.0019430002277727,-0.0010435547094913,-0.0001803500749614,0.528846153846154,2.4611759027235795e-06,-0.25,-0.0437833588005094,0.0437833587670387,0.1238152624306145,-1.6156425158340869e-06,0.1797752808988764,3.831200505021645,0.0275566391094619,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,1.0865384615384617,routine,control_balanced_visual_qc,control_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank5_obj9_qc.png,pending,False,False,False,False,False
cycle158_rank4_obj8,158.0,control,0,156.0,,1.010899066972006,single_persistent_drop_needs_roi_qc,19531.183546792,7,1.6216343799173324e-07,9.390118138085665e-08,1.0,0.0,1.6216343799173324e-07,-0.0009793283198688,0.0008454989061768,0.0,1.0,-2.256372448977836e-06,1.948029479831394e-06,-2.256372448977836e-06,-6.717688635803764e-07,1.117169005060958e-07,8.697497150541799e-07,-0.0012815556559797,-0.0010033147177767,-0.0005808645961241,0.5288461538461539,2.256372448977836e-06,0.6346153846153846,0.1158999767148418,-0.1158999766925003,0.0894515250856287,6.988302334812708e-07,0.7696629213483146,,,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,2.0576923076923075,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank4_obj8_qc.png,pending,False,False,False,False,False
cycle58_rank1_obj1,58.0,control,0,60.0,,0.7330214581610461,single_persistent_drop_needs_roi_qc,9250.204203328,7,7.392301170326502e-07,1.867781646811997e-07,1.0,0.0,7.392301170326502e-07,-0.0014525026178534,0.0003371231132623,0.0,1.0,-3.346566031534288e-06,7.767316529565011e-07,-3.2963431063291917e-06,-6.707761637784308e-07,7.484646633808793e-07,2.076033436483825e-06,-0.0018551167184361,-0.0014390737789507,-0.0010312016553366,0.5096153846153847,3.346566031534288e-06,1.1923076923076923,0.0849698428160106,-0.0849698428418473,0.056282377526325,4.2578080735404723e-07,0.3539325842696629,3.828237694919734,0.0163604508805609,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,1.9615384615384617,,,,,,,,,,,,pending,False,False,False,False,False
cycle157_rank4_obj8,157.0,control,0,156.0,,0.8642722258468417,single_persistent_drop_needs_roi_qc,19505.143994464,7,-8.290821590338369e-07,2.1532123987680318e-07,0.0,1.0,8.290821590338369e-07,0.000521973967084,0.0002794725350963,1.0,0.0,1.2026280201615871e-06,6.439047208620558e-07,1.4725518102318024e-06,-1.6368744746673212e-06,-8.408768428074178e-07,-1.0232940457443236e-08,0.0002304516227399,0.000639168220121,0.0009479157016787,0.5096153846153847,1.2026280201615871e-06,0.8653846153846154,-0.0888448999578106,0.0888449000078598,-0.0427805597795549,-3.248820112652847e-07,0.7696629213483146,,,single_persistent_drop_needs_roi_qc,optical_loss_rollout_hard,2.7211538461538463,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank4_obj8_qc.png,pending,False,False,False,False,False
cycle62_rank3_obj9,62.0,control,0,60.0,,1.5226033969557806,single_persistent_drop_needs_roi_qc,9242.521957436,7,3.2500966362218838e-06,1.3258742575466374e-06,1.0,0.0,3.2500966362218838e-06,-0.0020776191966109,0.0010197677202195,0.0,1.0,-4.786834628991654e-06,2.349544827385762e-06,-4.786834628991654e-06,7.907098457162768e-07,3.334522323669975e-06,5.913824324126349e-06,-0.0024428686121499,-0.002054945006656,-0.0016872991400193,0.5096153846153847,4.786834628991654e-06,0.8076923076923077,-0.0739292207347166,0.0739292207002716,0.046773507359125,2.925061821723941e-06,0.3370786516853932,3.8226030426780016,0.002895681360255,single_persistent_drop_needs_roi_qc,optical_brightening_decorrelating_rollout_hard_front_positive,3.307692307692308,high,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;high_residual_mode_priority;hard_rollout_mobility,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle62_rank3_obj9_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle62_rank3_obj9_qc.png,pending,False,False,False,False,False
cycle60_rank4_obj5,60.0,event,1,60.0,,1.5337954930279185,single_persistent_drop_needs_roi_qc,9244.36053955,7,9.666890543532338e-07,3.335022308180891e-07,1.0,0.0,9.666890543532338e-07,0.0005330349685013,0.0001347708665397,1.0,0.0,1.2281125674270095e-06,3.1051207650752944e-07,1.0160291174348963e-06,-1.0682754368158183e-06,7.020321278426798e-07,2.1820549738378065e-06,-0.0005551345535934,0.0004222588279604,0.0016238849771806,0.4903846153846154,1.2281125674270095e-06,1.0192307692307692,0.1594674278574455,-0.1594674278798112,0.0413469349585145,-2.1059433793047044e-06,0.3707865168539326,3.829972590648973,0.0216442830997643,single_persistent_drop_needs_roi_qc,optical_brightening_decorrelating_rollout_hard_front_positive,3.4807692307692304,high,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;diffusion_ci_check;high_residual_mode_priority;large_conditioned_front_sign_residual;hard_rollout_mobility,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle60_rank4_obj5_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank4_obj5_qc.png,pending,False,False,False,False,False
cycle158_rank6_obj3,158.0,control,0,156.0,,1.5361833653905674,single_persistent_drop_needs_roi_qc,19531.183546792,7,3.1667577977881e-07,1.346517109145743e-07,1.0,0.0,3.1667577977881e-07,-0.0006026708117096,0.0002881968991819,0.0,1.0,-1.3885535501791292e-06,6.640056557152598e-07,-2.1489587162701457e-06,-8.956647974315295e-07,1.2133303726544212e-07,9.87025781920206e-07,-0.0013463743362875,-0.0009088346463699,-0.0004286030182991,0.4903846153846154,1.3885535501791292e-06,0.923076923076923,0.1158999767148418,-0.1158999766925003,0.0509899866240903,-1.6898866531743606e-07,0.7696629213483146,,,single_persistent_drop_needs_roi_qc,near_baseline_or_context_like,2.2884615384615383,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank6_obj3_qc.png,pending,False,False,False,False,False
cycle157_rank2_obj2,157.0,control,0,156.0,,0.6756360226257907,single_persistent_drop_needs_roi_qc,19505.143994464,7,-1.6634062865670877e-06,6.269793883581203e-07,0.0,1.0,1.6634062865670877e-06,-0.0007980537448254,0.0003094892468462,0.0,1.0,-1.838715828077807e-06,7.130632247337635e-07,-1.838715828077807e-06,-2.81337036908996e-06,-1.643554405520997e-06,-3.6698402841455293e-07,-0.001512947612012,-0.0007391124803017,3.848079155858798e-05,0.451923076923077,1.838715828077807e-06,0.9423076923076924,-0.0888448999578106,0.0888449000078598,-0.1004728674718626,3.112057966509353e-07,0.7696629213483146,,,single_persistent_drop_needs_roi_qc,optical_loss_rollout_hard,3.105769230769231,medium,control_balanced_visual_qc;ranked_review_packet,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check;high_residual_mode_priority;large_conditioned_front_sign_residual,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank2_obj2_qc.png,pending,False,False,False,False,False
cycle60_rank1_obj1,60.0,event,1,60.0,,1.990971834925495,single_persistent_drop_needs_roi_qc,9244.36053955,7,6.966665141967669e-07,2.1304704159069707e-07,1.0,0.0,6.966665141967669e-07,-0.0013385195130916,0.0007586499447136,0.0,1.0,-3.083948958163193e-06,1.7479294726201844e-06,-4.058696731345536e-06,-6.450641334660673e-07,5.015414355710269e-07,1.8971733228348323e-06,-0.0022880851936856,-0.0017819859799909,-0.0011279880845644,0.451923076923077,3.083948958163193e-06,0.7884615384615384,0.1594674278574455,-0.1594674278798112,0.0028853964969761,-2.501069885685212e-07,0.3707865168539326,3.829972590648973,0.0216442830997643,single_persistent_drop_needs_roi_qc,optical_brightening_decorrelating_rollout_hard_front_positive,2.6538461538461537,high,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle60_rank1_obj1_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle60_rank1_obj1_qc.png,pending,False,False,False,False,False
cycle86_rank2_obj6,86.0,event,1,86.0,,2.198397308847956,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.051361698714253e-06,1.049343819660183e-06,1.0,0.0,2.051361698714253e-06,-0.0006995287785616,0.0005496634352113,0.0,1.0,-1.6117143058060102e-06,1.2664245547268506e-06,-1.9554819056947827e-06,1.3447250264855916e-07,2.1451709618248765e-06,3.947921903136735e-06,-0.0015233509880587,-0.0008388244248497,-0.00018581042229,0.4326923076923077,1.6117143058060102e-06,0.6538461538461537,0.0650642115750638,-0.0650642116252821,0.0093189184370691,-5.867342541429243e-07,0.0786516853932584,3.821635612224316,0.0034861829990025,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,1.2692307692307692,routine,control_balanced_visual_qc,event_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank2_obj6_qc.png,pending,False,False,False,False,False
cycle156_rank8_obj10,156.0,event,1,156.0,,1.5796474218170364,single_persistent_drop_needs_roi_qc,19462.04443982,7,2.061299875560459e-06,1.1098365134817506e-06,1.0,0.0,2.061299875560459e-06,-0.0008894829265753,0.0003255905781083,0.0,1.0,-2.049368662829508e-06,7.501606919616639e-07,-2.335959439199004e-06,6.248147307465008e-07,2.0922362594569272e-06,3.29746703918642e-06,-0.0011532569070054,-0.0010051050787147,-0.000839568023227,0.4134615384615384,2.049368662829508e-06,1.0,0.0296361115027952,-0.0296361114217485,-0.2518002910791604,5.819641498192576e-07,0.9101123595505618,,,single_persistent_drop_needs_roi_qc,optical_brightening_decorrelating_rollout_hard_front_positive,2.2403846153846154,medium,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,event_roi;primary_visual_panel;control_balanced_panel;no_auto_flags;hard_rollout_mobility,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle156_rank8_obj10_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle156_rank8_obj10_qc.png,pending,False,False,False,False,False
cycle86_rank5_obj8,86.0,event,1,86.0,,1.9606669965442456,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.7063069795207498e-06,1.3865058302821564e-06,1.0,0.0,2.7063069795207498e-06,-0.0002808101853,0.0017079956145201,0.1428571428571428,0.8571428571428571,-6.469866669313556e-07,3.935221895854453e-06,-5.304166183579981e-07,-3.870068887707741e-07,2.857693433629604e-06,6.3651551445202455e-06,-0.0009466686256902,-0.0001827040651815,0.000446220521522,0.3942307692307694,6.469866669313556e-07,-0.375,0.0650642115750638,-0.0650642116252821,-0.0291426200244691,-1.551461893017579e-06,0.0786516853932584,3.821635612224316,0.0034861829990025,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,1.5673076923076923,medium,control_balanced_visual_qc;ranked_review_packet,event_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank5_obj8_qc.png,pending,False,False,False,False,False
cycle88_rank4_obj8,88.0,control,0,86.0,,0.5810432952277503,synchronized_persistent_drop_low_frame_count,9106.526124716,7,3.264576765824788e-06,3.838725299832139e-06,1.0,0.0,3.264576765824788e-06,-0.0045233276046616,0.0057019387683259,0.0,1.0,-1.0421746801140351e-05,1.3137266922222963e-05,-1.0421746801140351e-05,-1.2241978769813456e-07,3.268333143378489e-06,6.266211428692461e-06,-0.0049955283868146,-0.004532580240538,-0.0039209776275948,0.3173076923076924,1.0421746801140351e-05,0.6923076923076923,-0.0437833588005094,0.0437833587670387,-0.087723199107847,6.344928382582685e-06,0.1797752808988764,3.831200505021645,0.0275566391094619,synchronized_persistent_drop_low_frame_count,front_negative_high_apparent_front_proxy,1.471153846153846,routine,primary_visual_qc;control_balanced_visual_qc,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle88_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank4_obj8_qc.png,pending,False,False,False,False,False
cycle86_rank6_obj78,86.0,event,1,86.0,,1.85813722649508,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.516428752584085e-06,1.684366704386822e-06,1.0,0.0,2.516428752584085e-06,0.0001318250909171,0.0003721188007718,0.7142857142857143,0.2857142857142857,3.037250094731361e-07,8.573617169782675e-07,1.1769228983144588e-06,5.256951561663734e-07,2.48564178691648e-06,4.088855345007757e-06,-0.0006152955415858,0.0004912272370666,0.0015205327198894,0.3173076923076923,3.037250094731361e-07,0.0096153846153846,0.0650642115750638,-0.0650642116252821,-0.1060656969475462,-1.8947235504757984e-06,0.0786516853932584,3.821635612224316,0.0034861829990025,synchronized_persistent_drop_low_frame_count,near_baseline_or_context_like,1.75,routine,control_balanced_visual_qc,event_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank6_obj78_qc.png,pending,False,False,False,False,False
cycle90_rank4_obj6,90.0,control,0,86.0,,0.6170181321033799,synchronized_persistent_drop_low_frame_count,9100.682447876,7,1.0256704278681912e-06,6.149640737742443e-07,1.0,0.0,1.0256704278681912e-06,-0.0022387532001633,0.0015249833274744,0.0,1.0,-5.1580873731763375e-06,3.513561586501026e-06,-5.1580873731763375e-06,-1.8776104645555027e-06,1.0364658610186363e-06,4.051620551745526e-06,-0.0028556761563467,-0.0022225016919114,-0.0015828039659974,0.2980769230769231,5.1580873731763375e-06,0.75,-0.0178277307758196,0.0178277307380004,-0.1104917551772943,1.5628215941447027e-06,0.1629213483146067,3.827082278554738,0.0214392907791812,synchronized_persistent_drop_low_frame_count,front_negative_high_apparent_front_proxy,1.1538461538461535,,,,,,,,,,,,pending,False,False,False,False,False
