roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,cycleNo_recon,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score_recon,cohort_role_recon,selection_subrole,balanced_cycle_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,object_mean_abs_z,object_mean_residual,roi_mean_delta_last_minus_first,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,first_frame_index,last_frame_index,low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_fraction_of_full_mean,low_rank_dmd_particle_mask_area_fraction_mean,low_rank_dmd_mask_fallback_used_mean,low_rank_dmd_accepted_area_fraction_median,persistence_particle_mse_mean,persistence_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_fraction_of_full_mean,persistence_particle_mask_area_fraction_mean,persistence_mask_fallback_used_mean,persistence_accepted_area_fraction_median,velocity_particle_mse_mean,velocity_particle_to_nonparticle_mse_ratio_mean,velocity_particle_mse_fraction_of_full_mean,velocity_particle_mask_area_fraction_mean,velocity_mask_fallback_used_mean,velocity_accepted_area_fraction_median,object_x_full_approx,object_y_full_approx,object_area_ds_px,fallback_frame_fraction,accepted_area_cv,accepted_centroid_path_px,accepted_centroid_max_step_px,mask_instability_score,x_bin,y_bin,xy_region
cycle140_rank9_obj2,140.0,future8_negative,0,140.0,,,,12296.607302004,7,-5.009456689453361e-06,1.3710530904234328e-06,0.0,1.0,5.009456689453361e-06,0.0034755232960976,0.0004258221731256,1.0,0.0,8.007605674208981e-06,9.810942868814433e-07,8.616339745488977e-06,-8.270752109288256e-06,-5.200694487582223e-06,-2.2128423133286423e-06,0.0028815615723849,0.0038073043177384,0.0046166125616525,0.8472222222222222,8.007605674208981e-06,1.2430555555555556,140.0,16_c2_x10_HighHighCOV_130723,4,9,2,23.56051462566941,future8_negative,low_risk_negative,9,0.2389476922815127,0,1,0,17.313608169555664,6757.494140625,84.41796875,0.0035080760717391,0.2499999999999317,4898,6121,0.0096119099907809,13.020830586895364,3.4606416260575186,0.1321309407552083,0.0,0.1283094618055555,0.0080033448770109,6.905771765356623,1.910156037787177,0.1321309407552083,0.0,0.1283094618055555,0.0139677303341159,7.308326527504906,1.8568256936978185,0.1321309407552083,0.0,0.1283094618055555,1199.6153846153843,1106.0,104,0.0,0.1903873906204018,276.4275600520429,19.53012297772511,2.1903873906204017,mid,high,mid_high
cycle143_rank10_obj2,143.0,future8_negative,0,143.0,,,,12312.066600504,7,-3.165147176477388e-06,9.155539409128004e-07,0.0,1.0,3.165147176477388e-06,-8.697162518123692e-05,0.0002252628324819,0.1428571428571428,0.8571428571428571,-2.003826244175699e-07,5.190055660384057e-07,-1.9409884051438577e-07,-5.8475343733986726e-06,-3.203513701707865e-06,-8.728110768976129e-07,-0.0007137365350429,-0.0001214944771425,0.000545598442058,0.8472222222222222,2.003826244175699e-07,0.2083333333333333,143.0,16_c2_x10_HighHighCOV_130723,7,10,2,24.19643345057739,future8_negative,low_risk_negative,10,0.2351301084038065,0,1,0,21.96653938293457,9385.5107421875,1.3525390625,0.0007655695080757,0.2499999999999317,8571,9795,0.0046849388818372,17.0502501434361,5.048334963707084,0.1470845540364583,0.0,0.1492513020833333,6.668887010619073e-05,1.1826354694213197,0.9795743438449424,0.1470845540364583,0.0,0.1492513020833333,0.0001814435404412,1.0941679294644373,0.9185496848116576,0.1470845540364583,0.0,0.1492513020833333,846.4126984126984,80.82539682539682,63,0.0,0.0330506563683357,54.95350502678505,2.9904038072441907,0.6054830003973467,low,low,low_low
cycle139_rank11_obj2,139.0,future8_negative,0,139.0,,,,12303.98316874,7,-7.775621245466107e-06,2.100439204454772e-06,0.0,1.0,7.775621245466107e-06,0.0006156872332581,0.0002185269330755,1.0,0.0,1.418543385426885e-06,5.03486053806098e-07,1.3162375671954766e-06,-1.0161310549715692e-05,-7.777104225674542e-06,-5.61665561809643e-06,-0.0014126751386676,0.0006700639930815,0.0029042691013874,0.8194444444444445,1.418543385426885e-06,0.9097222222222224,139.0,16_c2_x10_HighHighCOV_130723,3,11,2,23.937760651918044,future8_negative,low_risk_negative,11,0.2177667218010263,0,0,0,19.04055976867676,7522.54833984375,21.1279296875,0.0011606365442276,0.2121320343559321,3673,4897,0.0072351311027887,4.88389314825149,2.7008267475137013,0.1314154730902778,0.0,0.1282009548611111,0.0005386426463473,2.5581797642619946,1.6689001117651503,0.1314154730902778,0.0,0.1282009548611111,0.0012393886220252,2.4106705227010536,1.5378867495067017,0.1314154730902778,0.0,0.1282009548611111,1200.516129032258,1104.645161290323,93,0.0,0.1409597451528585,165.2608795435107,15.508278088813176,1.8624272403977615,mid,high,mid_high
cycle129_rank7_obj2,129.0,future8_negative,0,129.0,,,,11971.851669512,7,1.2496881701100736e-06,1.9513703604610266e-07,1.0,0.0,1.2496881701100736e-06,0.0004992041665787,0.0005086795735474,1.0,0.0,1.1501663997974038e-06,1.171997737453321e-06,1.1501663997974038e-06,-1.5718089804800251e-06,1.2206062232871148e-06,4.052507826752053e-06,-0.0001481203436337,0.0004599308355222,0.0010789323290774,0.8194444444444444,1.1501663997974038e-06,0.5625,129.0,14_c2_x10_HighCOV_110723,8,7,2,24.688025072654327,future8_negative,low_risk_negative,7,0.2863584478094875,0,0,0,23.285369873046875,10286.3154296875,8.779296875,0.0005150437355041,0.2500000000000227,9521,10710,0.0093104101397329,3.468034012063391,2.6255199626673216,0.101104736328125,0.0,0.1008029513888889,8.380740132452047e-05,1.4196052729453308,1.1797688619566378,0.101104736328125,0.0,0.1008029513888889,0.0001903665754525,1.180525034853137,1.0238377888786518,0.101104736328125,0.0,0.1008029513888889,1202.7540983606557,1107.2131147540983,61,0.0,0.1002794369537469,63.4088557519806,6.062340263391081,0.7607883510368783,mid,high,mid_high
cycle151_rank14_obj3,151.0,future8_positive,0,151.0,,,,12438.259448892,7,1.6933994776911942e-06,4.023296233851589e-07,1.0,0.0,1.6933994776911942e-06,0.0015428954829821,0.0008510679436445,1.0,0.0,3.5548311927908026e-06,1.960860542157084e-06,3.5548311927908026e-06,-1.2951515124031989e-06,1.6344232166802182e-06,4.604538570426751e-06,0.0007827871099723,0.0015430619662956,0.0023487935166529,0.8055555555555556,3.5548311927908026e-06,0.7430555555555556,151.0,17_c2_x10_HighHighCOV_150723,5,14,3,24.11764540844328,future8_positive,high_warning_positive,14,1.4388691546947752,1,1,0,23.21497344970703,7830.56005859375,5.0634765625,0.0001749545335769,0.2500000000000227,6188,7425,0.0150607995237805,6.91883583951609,4.167367311529278,0.1032511393229166,0.0,0.1021050347222222,0.0007654748320646,1.6188193245956632,1.4045937091536236,0.1032511393229166,0.0,0.1021050347222222,0.00176741303585,1.663449449676388,1.424716900170897,0.1032511393229166,0.0,0.1021050347222222,1202.7692307692307,667.0769230769231,52,0.0,0.0613545592362691,82.02552418448879,8.456385253535174,0.915787102824694,high,high,high_high
cycle76_rank8_obj3,76.0,future8_negative,0,76.0,,,,9131.576459066,7,7.970035181570776e-07,1.215232112564992e-07,1.0,0.0,7.970035181570776e-07,0.000504202261325,0.0002654574602682,1.0,0.0,1.1616820100929252e-06,6.116139884580742e-07,8.997909210886433e-07,-9.369973737486632e-07,6.801750850895373e-07,2.1041153886217915e-06,-0.0005012371398511,0.0003678175346755,0.0015208279534082,0.7916666666666667,1.1616820100929252e-06,0.7986111111111112,76.0,9_c2_x10_010723,1,8,3,25.981851806001654,future8_negative,low_risk_negative,8,0.2739127589669339,0,1,0,29.623783111572266,12983.359375,1.6005859375,0.0001174062490463,0.2500000000000227,909,1818,0.0058767630325746,6.919982604501031,3.939907338810276,0.1215989854600694,0.0,0.1222873263888889,9.291074093198404e-05,1.0655828812370718,0.9284328959738262,0.1215989854600694,0.0,0.1222873263888889,0.0002596361882751,1.006376325612138,0.8898933077343856,0.1215989854600694,0.0,0.1222873263888889,576.0,184.22857142857143,35,0.0,0.0432966656345535,88.39762586616084,3.264512546780738,0.9641052684070622,low,mid,low_mid
cycle149_rank20_obj3,149.0,future8_positive,0,149.0,,,,12422.659052488,7,2.5110752176827617e-06,7.593921945450781e-07,1.0,0.0,2.5110752176827617e-06,-0.001482098159438,0.0003745406745129,0.0,1.0,-3.414754159345294e-06,8.629417140779501e-07,-3.817602922959323e-06,-6.126547607085913e-08,2.7508913640496186e-06,5.974280976154151e-06,-0.0022113266401928,-0.0016606333395983,-0.0010676911564844,0.7916666666666666,3.414754159345294e-06,1.0763888888888888,149.0,17_c2_x10_HighHighCOV_150723,3,20,3,24.526324661175103,future8_positive,high_warning_positive,20,0.5580241541936951,1,1,0,23.25557518005371,8221.42578125,10.125,0.0011329352855682,0.2499999999999317,3713,4949,0.003402711074159,6.437915590213965,4.047129038471079,0.1123691134982639,0.0,0.0908745659722222,0.000174764252506,1.4245930737035597,1.163022553250634,0.1123691134982639,0.0,0.0908745659722222,0.000494375522976,1.3592333943064192,1.1120155173600224,0.1123691134982639,0.0,0.0908745659722222,847.1746031746031,84.19047619047619,63,0.0,0.2967409572921966,457.68793408212974,13.81568036741158,2.2967409572921964,mid,low,mid_low
cycle108_rank21_obj3,108.0,future8_positive,0,108.0,,,,9088.191856282,7,8.598190275741233e-07,1.667162872020983e-07,1.0,0.0,8.598190275741233e-07,-0.0010483445835766,0.0002518045682218,0.0,1.0,-2.4153859205605697e-06,5.801577251831072e-07,-2.0586911521405155e-06,-7.945683465638898e-07,7.010540486993842e-07,1.9033784871709008e-06,-0.0013354270550452,-0.0008297122803012,-0.0004256483347982,0.7638888888888888,2.4153859205605697e-06,1.0347222222222223,108.0,12_c2_x10_070723,3,21,3,24.6156452256459,future8_positive,high_warning_positive,21,0.3455880466883458,1,1,0,23.966796875,10817.78125,-1.42578125,-0.0001063048839569,0.2236067977498773,2712,3615,0.0023317707746173,7.644293074209767,4.2630661762501765,0.1203240288628472,0.0,0.1384548611111111,0.0001718475800771,1.880959450445516,1.3536814088096163,0.1203240288628472,0.0,0.1384548611111111,0.000417848439838,1.7774501768175317,1.3085906589608245,0.1203240288628472,0.0,0.1384548611111111,839.0,97.76923076923076,52,0.0,0.3011002999320663,208.97033231932835,30.730667648568865,2.301100299932066,low,low,low_low
cycle152_rank15_obj2,152.0,future8_positive,0,152.0,,,,12557.445742552,7,2.379398903442321e-06,6.808372655997233e-07,1.0,0.0,2.379398903442321e-06,0.0050829743412172,0.0026932718560292,1.0,0.0,1.1711172882164502e-05,6.205298356291478e-06,1.1711172882164502e-05,-1.215092540429904e-06,2.329983722126237e-06,5.2899500737682206e-06,0.0020165537904698,0.0050876361616602,0.0078842138461675,0.7638888888888888,1.1711172882164502e-05,0.6875000000000001,152.0,17_c2_x10_HighHighCOV_150723,6,15,2,24.14244513883759,future8_positive,high_warning_positive,15,1.1876601241161993,1,1,0,19.41768264770508,7259.271484375,4.703125,0.0002936422824859,0.2915475947422533,7426,8662,0.0099563718540593,9.72093215510526,3.1032697098905726,0.1368611653645833,0.0,0.1361762152777778,0.0008566531739688,2.8663804536724515,1.7097487058740553,0.1368611653645833,0.0,0.1361762152777778,0.0020870934135928,2.82721049905315,1.60797223464682,0.1368611653645833,0.0,0.1361762152777778,1198.936170212766,1104.6808510638298,94,0.0,0.1057853308297102,133.2704540695287,15.859782611856444,1.494019227387301,mid,high,mid_high
cycle158_rank12_obj1,158.0,future8_negative,0,158.0,,,,19531.183546792,7,9.410883813478818e-07,1.786704887735761e-07,1.0,0.0,9.410883813478818e-07,-1.261057282994533e-05,0.0002323613245805,0.4285714285714285,0.5714285714285714,-2.9054759800194044e-08,5.353604918336187e-07,7.864507016603714e-07,-3.064178586455477e-07,1.020613077403081e-06,2.4138690353143664e-06,-0.0001722021802175,0.0003821488036096,0.0008287264102853,0.7638888888888888,2.9054759800194044e-08,-0.0833333333333333,158.0,18_c2_xN_HighHighCOV_170723,2,12,1,24.06814112304627,future8_negative,low_risk_negative,12,0.1268052199398837,0,0,0,19.081018447875977,8811.4033203125,221.3642578125,0.0087323635816574,0.1802775637731931,3878,5817,0.0107343922718428,6.925945060758426,2.760755783388851,0.1433342827690972,0.0,0.1429036458333333,0.0007710548070463,3.418358648002307,2.07552163420161,0.1433342827690972,0.0,0.1429036458333333,0.0011204340455606,1.9841808408355093,1.3686106114276049,0.1433342827690972,0.0,0.1429036458333333,1196.3478260869565,1048.8260869565215,92,0.0,0.0179167026032016,14.237836973137814,0.3900614396210715,0.1662275044067205,mid,high,mid_high
