consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,pre_event_review_score,pre_event_review_rank,review_reason,si_clean_physics_prob,si_near_far_physics_prob,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,matched_positive_support_count,matched_positive_support_weight,matched_positive_support_details,consensus_review_reason,npz_path
11,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.7201751914396031,2.8948661488332696,40,near_pre_front_diffusion_review,0.5680399348938041,0.511844076157913,0.9877577319587604,16.79188144329895,0.914164406650018,15.89553369891303,-0.4906464012003412,2.8051057161769694e-06,19.0,49.004886218654676,near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.003;near_vs_any_non_near|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.003;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.003,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=19; front_radius2_slope_px2_per_norm_time=16.8; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.914; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.491,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2.npz
12,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,56.0,7_c2_x10_290623,near_pre_event_1_8,4.0,matched_support_front_qc,0.6480345640671727,3.326630708114364,24,near_pre_front_diffusion_review,0.5704237919102725,0.5029959506813085,0.4813144329896924,5.294458762886611,0.4265074031550435,4.6330859340904205,,1.889714273795161e-06,17.0,45.584199002044095,near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=17; front_radius2_slope_px2_per_norm_time=5.29; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.427,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle56_rank51_obj2_7_c2_x10_290623.npz
13,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,near_pre_event_1_8,6.0,matched_support_front_qc,0.6464941126575097,3.4769884596921665,19,near_pre_high_source_invariant_front_score,0.6559369439311635,0.5163098964354269,0.002577319587627,0.0438144329896962,-0.023499744123282,-0.4170885674494309,-0.1118614935730659,1.3961892656448471e-05,45.0,119.49262137289529,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=45; front_radius2_slope_px2_per_norm_time=0.0438; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0235; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.112,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz
14,source_balanced_cycle84_rank64_obj2_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.6355294079150899,3.3628436852395174,22,near_pre_front_diffusion_review,0.6173502877725796,0.4990302742166494,0.1965206185567026,2.161726804123692,0.1554864461530406,1.7116432097724696,,6.380078469835176e-06,23.0,60.386833770283694,near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=23; front_radius2_slope_px2_per_norm_time=2.16; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.155,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj2_9_c2_x10_010723.npz
15,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.6353088832567841,3.0017354008407287,34,near_pre_front_diffusion_review,0.4104303531601103,0.5101715014256929,0.701675257731959,7.718427835051564,0.6391651669230987,7.017408630279018,,2.12267292720307e-06,18.0,46.153269315364355,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=18; front_radius2_slope_px2_per_norm_time=7.72; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.639,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2.npz
16,source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,post_event_1_16,30.0,routine_review,0.6346001750759428,2.5078436783597806,69,context_or_guardrail_row,0.6301782294891995,,1.0914948453608295,23.15077319587633,1.1087572004726174,23.66402942329352,0.0053431088044246,1.763531957756503e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=23.2; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.11; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.00534,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz
17,source_balanced_cycle58_rank52_obj2_7_c2_x10_290623,58.0,7_c2_x10_290623,near_pre_event_1_8,2.0,matched_support_front_qc,0.62707673905893,3.485339749050869,18,near_pre_high_source_invariant_front_score,0.7843053699749247,0.5075188584115021,0.0109536082474237,0.186211340206175,-0.0475319874438441,-0.5906150788223208,-0.1196195862142488,2.2372723457448613e-05,24.0,62.74763381492856,near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=24; front_radius2_slope_px2_per_norm_time=0.186; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0475; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.12,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle58_rank52_obj2_7_c2_x10_290623.npz
18,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,82.0,9_c2_x10_010723,near_pre_event_1_8,4.0,matched_support_front_qc,0.6140390866074897,3.691417233872273,13,near_pre_front_diffusion_review,0.5983265247181447,0.4990051244973415,0.0612113402061873,0.6733247422680478,0.0176813364018149,0.1775509900119694,,7.462392882354916e-06,31.0,82.1649971083926,near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=31; front_radius2_slope_px2_per_norm_time=0.673; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.0177,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.npz
19,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,near_pre_event_1_8,6.0,matched_support_front_qc,0.6116873854739296,3.138657625626704,28,near_pre_front_diffusion_review,0.4280361191008493,0.5114361059045193,0.212628865979384,1.7010309278350606,0.1567754330104843,1.0818087481888568,,4.270765621154241e-06,24.0,66.8186316119222,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=24; front_radius2_slope_px2_per_norm_time=1.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.157,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2.npz
20,source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,post_event_1_16,32.0,routine_review,0.5873719280324625,3.0928940502951976,29,context_or_guardrail_row,0.914507906167886,,0.134020618556705,2.27835051546394,0.1119267558280679,1.9361822188609168,0.0308136801869335,4.152836801352619e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=2.28; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.112; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.0308,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz
21,source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,far_pre_event_17_32,23.0,routine_review,0.5858089746695508,2.14134932312872,93,context_or_guardrail_row,,0.4905862524601677,3.2016752577319583,32.85889175257731,3.1703486894177333,32.474538615243546,-0.026066103585342,3.281278711189277e-05,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=32.9; front_radius_slope_px_per_norm_time_source_echem_context_residual=3.17; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0261,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz
22,source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,mid_pre_event_9_16,14.0,routine_review,0.5799451836581708,3.006328125,33,mid_pre_followup_front_diffusion_review,,,6.831829896907218,75.05734536082475,6.757272383348708,74.17779843761281,,5.608006668458408e-06,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=75.1; front_radius_slope_px_per_norm_time_source_echem_context_residual=6.76,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2.npz
23,source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,no_near_event_control,58.0,routine_review,0.5720270445134574,2.535295269998718,67,context_or_guardrail_row,0.3984896025551675,,8.948453608247423,129.95103092783506,8.86961378621951,128.89000270932337,,4.84835980166656e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=130; front_radius_slope_px_per_norm_time_source_echem_context_residual=8.87,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.npz
24,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.5709622311999599,3.714214463636445,10,near_pre_front_diffusion_review,0.5051976793656131,0.498526167064171,2.2504976528960115e-15,-2.0902006235849162e-14,-0.0518978289612965,-0.6436616770073629,0.1463935123449954,6.161694541684688e-06,16.0,39.93932633509681,near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.003;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.005,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=16; front_radius2_slope_px2_per_norm_time=-2.09e-14; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0519; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj1_9_c2_x10_010723.npz
25,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,near_pre_event_1_8,8.0,matched_support_front_qc,0.5528912993620559,3.635488609852795,15,near_pre_front_diffusion_review,0.6098418629211719,0.521455162133873,-0.4748711340206194,-4.273840206185566,-0.5107013704937886,-4.820551092684923,-0.0386273188327578,6.320949591016831e-06,37.0,98.23108783078975,near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=37; front_radius2_slope_px2_per_norm_time=-4.27; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.511; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0386,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz
26,source_balanced_cycle62_rank53_obj1_7_c2_x10_290623,62.0,7_c2_x10_290623,post_event_1_16,24.0,routine_review,0.5478210514335387,1.9914946710885917,100,context_or_guardrail_row,0.7580324427755681,,1.461340206185567,10.229381443298974,1.4211067597544538,9.774048625789856,-0.4228877440249161,2.587204900243358e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=10.2; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.42; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.423,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle62_rank53_obj1_7_c2_x10_290623.npz
27,source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,far_pre_event_17_32,23.0,routine_review,0.527370483136757,2.7890828880031355,45,context_or_guardrail_row,,0.5054762810271783,0.0612113402061868,1.2854381443298806,0.0360397389727396,1.0027139611920428,1.063562143730346,2.336187185072671e-05,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=1.29; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.036; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=1.06,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz
28,source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723,146.0,17_c2_x10_HighHighCOV_150723,mid_pre_event_9_16,10.0,routine_review,0.5239699362466653,2.7154335387323947,53,mid_pre_followup_front_diffusion_review,,,0.6198453608247421,4.354381443298966,0.5870779691135133,3.98488001283852,-0.0425336589635082,0.0002627810960718,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=4.35; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.587; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0425,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle146_rank26_obj2_17_c2_x10_HighHighCOV_150723.npz
29,source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,near_pre_event_1_8,4.0,matched_support_front_qc,0.5209171731762109,3.5997122021754104,17,near_pre_high_source_invariant_front_score,0.8836506466913451,0.521438517213678,-3.7203608247422713,-36.46907216494844,-3.707878339016286,-36.36419586946928,-0.1363899085947548,5.509144068501499e-05,35.0,90.82273434925277,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=35; front_radius2_slope_px2_per_norm_time=-36.5; front_radius_slope_px_per_norm_time_source_echem_context_residual=-3.71; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.136,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz
30,source_balanced_cycle50_rank48_obj1_6_c2_x10_270623_2,50.0,6_c2_x10_270623_2,mid_pre_event_9_16,10.0,routine_review,0.5162551536731633,2.9215625,36,mid_pre_followup_front_diffusion_review,,,1.172680412371138,12.89948453608248,1.1035822228179175,12.112119757775396,,2.3602611386539394e-06,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=12.9; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.1,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle50_rank48_obj1_6_c2_x10_270623_2.npz
31,source_balanced_cycle40_rank43_obj1_5_c2_x10_260623,40.0,5_c2_x10_260623,far_pre_event_17_32,20.0,routine_review,0.5134411141944676,2.3787498223812484,77,context_or_guardrail_row,,0.4818880427537596,1.3582474226804129,12.224226804123711,1.3150360844460969,11.697757650929786,-0.2028852797688211,2.245342624386277e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=12.2; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.32; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.203,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle40_rank43_obj1_5_c2_x10_260623.npz
32,source_balanced_cycle4_rank32_obj1_2_c2_x14_200623,4.0,2_c2_x14_200623,no_near_event_control,56.0,routine_review,0.5051942982859675,1.3902845154041363,123,context_or_guardrail_row,0.4766339216574229,,1.4942010309278364,11.010953608247426,1.4474047134912875,10.49649235851445,-0.3732657780241867,4.09741853100743e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=11; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.45; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.373,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj1_2_c2_x14_200623.npz
33,source_balanced_cycle82_rank63_obj1_9_c2_x10_010723,82.0,9_c2_x10_010723,near_pre_event_1_8,4.0,routine_review,0.49553346161147005,3.614416004881446,16,near_pre_front_diffusion_review,0.2105703279546707,0.4970142155636441,-0.1797680412371061,-3.0560567010309407,-0.2327555977455807,-3.7212138024341583,1.1764616963657246,1.0326343224014266e-05,25.0,63.10362930294001,near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=25; front_radius2_slope_px2_per_norm_time=-3.06; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.233; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=1.18,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj1_9_c2_x10_010723.npz
34,source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,8.0,2_c2_x14_200623,no_near_event_control,52.0,routine_review,0.49286550920968075,1.7694865550789196,114,context_or_guardrail_row,0.3903631425643304,,2.479381443298971,39.6701030927835,2.419475152682401,38.809122883991925,,1.694369554245352e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=39.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=2.42,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj1_2_c2_x14_200623.npz
