consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,pre_event_review_score,pre_event_review_rank,review_reason,si_clean_physics_prob,si_near_far_physics_prob,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,matched_positive_support_count,matched_positive_support_weight,matched_positive_support_details,consensus_review_reason,npz_path
76,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,78.0,9_c2_x10_010723,near_pre_event_1_8,8.0,routine_review,0.31550854037267073,3.141733239472348,27,near_pre_front_diffusion_review,0.3143371289033374,0.498834046628992,,,,,,3.442819886160921e-06,23.0,59.53219041236317,near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=23,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj1_9_c2_x10_010723.npz
77,source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,mid_pre_event_9_16,11.0,routine_review,0.3125121088223493,2.698136003521127,56,mid_pre_followup_front_diffusion_review,,,-0.5386597938144342,-3.770618556701024,-0.5219631987849946,-3.5158651878935987,0.0768625272758845,3.334996191631163e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-3.77; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.522; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.0769,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle145_rank25_obj1_16_c2_x10_HighHighCOV_130723.npz
78,source_balanced_cycle68_rank56_obj2_8_c2_x10_300623,68.0,8_c2_x10_300623,post_event_1_16,18.0,routine_review,0.30314786803027055,2.0132830484345967,98,context_or_guardrail_row,0.4904270900437695,,-0.0476804123711324,-0.5244845360824658,-0.0956551146653524,-1.1438789995633971,,3.5408618962388355e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-0.524; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0957,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle68_rank56_obj2_8_c2_x10_300623.npz
79,source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,mid_pre_event_9_16,15.0,routine_review,0.30117565557010223,2.7701265404929583,49,mid_pre_followup_front_diffusion_review,,,-0.8414948453608243,-9.03092783505154,-0.8345894992199998,-8.925260034771714,0.2211344263529219,5.82241038625717e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-9.03; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.835; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.221,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz
80,source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,34.0,4_c2_x10_240623,far_pre_event_17_32,26.0,routine_review,0.3007196922372147,2.491563127398805,73,context_or_guardrail_row,,0.4952420476352774,-0.0412371134020604,-0.453608247422674,-0.0808208958497889,-0.909590532247029,,2.512285206860678e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-0.454; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0808,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle34_rank40_obj1_4_c2_x10_240623.npz
81,source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723,143.0,16_c2_x10_HighHighCOV_130723,mid_pre_event_9_16,13.0,routine_review,0.29649476538139374,2.256416153169014,86,mid_pre_followup_front_diffusion_review,,,-0.141108247422675,-2.521262886597931,-0.1399607448324821,-2.471141853643573,-0.0669606166071364,5.797893683418811e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-2.52; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.14; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.067,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle143_rank23_obj2_16_c2_x10_HighHighCOV_130723.npz
82,source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,106.0,12_c2_x10_070723,mid_pre_event_9_16,10.0,routine_review,0.2929709551034342,2.8705061619718317,42,mid_pre_followup_front_diffusion_review,,,-0.2106958762886627,-1.7506443298969112,-0.2529437324033572,-2.3859703201067983,-0.6822918806863048,5.334912916782551e-06,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-1.75; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.253; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.682,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj2_12_c2_x10_070723.npz
83,source_balanced_cycle38_rank42_obj2_5_c2_x10_260623,38.0,5_c2_x10_260623,far_pre_event_17_32,22.0,routine_review,0.29100287615386355,3.651883400751848,14,context_or_guardrail_row,,0.4531626466502066,,,,,1.4394444622457114,1.4238200644183102e-05,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=1.44,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle38_rank42_obj2_5_c2_x10_260623.npz
84,source_balanced_cycle32_rank39_obj2_4_c2_x10_240623,32.0,4_c2_x10_240623,far_pre_event_17_32,28.0,routine_review,0.2802957028430229,2.539660821722179,66,context_or_guardrail_row,,0.4952882470201631,-0.1469072164948445,-1.6159793814432883,-0.1919089700071893,-2.156140621508129,,2.823733908401015e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-1.62; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.192,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj2_4_c2_x10_240623.npz
85,source_balanced_cycle28_rank37_obj1_4_c2_x10_240623,28.0,4_c2_x10_240623,far_pre_event_17_32,32.0,routine_review,0.25280162759973684,2.584680773501644,64,context_or_guardrail_row,,0.5655198533113539,,,,,-0.0473721845917273,8.408977518475877e-07,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0474,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj1_4_c2_x10_240623.npz
86,source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,mid_pre_event_9_16,12.0,routine_review,0.2493214330334832,2.4000781250000003,76,mid_pre_followup_front_diffusion_review,,,-0.3666237113402036,-4.366623711340194,-0.3633176282413522,-4.320483272246759,,6.035050840871633e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-4.37; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.363,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle144_rank24_obj1_16_c2_x10_HighHighCOV_130723.npz
87,source_balanced_cycle74_rank59_obj1_8_c2_x10_300623,74.0,8_c2_x10_300623,post_event_1_16,12.0,routine_review,0.24472440119226102,1.8007193982181129,113,context_or_guardrail_row,0.45010893932345,,-0.1185567010309277,-1.304123711340174,-0.1494691081988459,-1.6700864618533504,,2.180735701154863e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-1.3; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.149,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle74_rank59_obj1_8_c2_x10_300623.npz
88,source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,36.0,5_c2_x10_260623,far_pre_event_17_32,24.0,routine_review,0.24102136749504746,2.5427770145891104,65,context_or_guardrail_row,,0.4796652437365794,-0.9690721649484522,-10.659793814432996,-1.0269355046441548,-11.366517187051208,-0.1294866440344595,6.699426499186564e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-10.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=-1.03; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.129,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle36_rank41_obj2_5_c2_x10_260623.npz
89,source_balanced_cycle42_rank44_obj2_5_c2_x10_260623,42.0,5_c2_x10_260623,far_pre_event_17_32,18.0,routine_review,0.2358522360005443,3.0788055873454385,30,context_or_guardrail_row,,0.4720655787647396,,,,,-0.0364586001571194,5.2598682510763485e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0365,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle42_rank44_obj2_5_c2_x10_260623.npz
90,source_balanced_cycle62_rank53_obj2_7_c2_x10_290623,62.0,7_c2_x10_290623,post_event_1_16,24.0,routine_review,0.2353438236239023,2.298301115905832,83,context_or_guardrail_row,0.7290039198042434,,-3.970360824742267,-47.6443298969072,-4.008718546192362,-48.07858514880965,,5.231861472746037e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-47.6; front_radius_slope_px_per_norm_time_source_echem_context_residual=-4.01,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle62_rank53_obj2_7_c2_x10_290623.npz
91,source_balanced_cycle10_rank34_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,no_near_event_control,50.0,routine_review,0.23111060949655954,1.7624823062294404,115,context_or_guardrail_row,0.2282159063057028,,-0.4639175257731902,-7.886597938144319,-0.5293118760296573,-8.755304895554106,0.3892284323979268,3.8116759764208313e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-7.89; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.529; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.389,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj2_2_c2_x14_200623.npz
92,source_balanced_cycle96_rank5_obj1_11_c2_x10_050723,96.0,11_c2_x10_050723,post_event_1_16,20.0,routine_review,0.22830830089231036,2.492000748391826,72,context_or_guardrail_row,0.3380716610495892,,,,,,0.0978159107910587,1.1081527102899124e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.0978,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle96_rank5_obj1_11_c2_x10_050723.npz
93,source_balanced_cycle32_rank39_obj1_4_c2_x10_240623,32.0,4_c2_x10_240623,far_pre_event_17_32,28.0,routine_review,0.2192054146537842,2.7430432157054345,50,context_or_guardrail_row,,0.4010620142776677,,,,,4.132422166186204,8.366914812881021e-07,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=4.13,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj1_4_c2_x10_240623.npz
94,source_balanced_cycle4_rank32_obj2_2_c2_x14_200623,4.0,2_c2_x14_200623,no_near_event_control,56.0,routine_review,0.2114115744567354,1.3739579579821222,124,context_or_guardrail_row,0.290747227813469,,-0.298969072164948,-5.0824742268041225,-0.3589389168774752,-5.807581646725236,-0.2905249407348317,6.096700747881789e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-5.08; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.359; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.291,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj2_2_c2_x14_200623.npz
95,source_balanced_cycle72_rank58_obj2_8_c2_x10_300623,72.0,8_c2_x10_300623,post_event_1_16,14.0,routine_review,0.2113433772927419,2.0251213197016407,97,context_or_guardrail_row,0.6415190363271261,,,,,,-0.189064420089149,4.841559360876003e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.189,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle72_rank58_obj2_8_c2_x10_300623.npz
96,source_balanced_cycle64_rank54_obj2_7_c2_x10_290623,64.0,7_c2_x10_290623,post_event_1_16,22.0,routine_review,0.20917329156095996,2.150148326908605,91,context_or_guardrail_row,0.385299980129993,,,,,,0.3163575552466366,4.411953512799192e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.316,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle64_rank54_obj2_7_c2_x10_290623.npz
97,source_balanced_cycle28_rank37_obj2_4_c2_x10_240623,28.0,4_c2_x10_240623,far_pre_event_17_32,32.0,routine_review,0.20721366747181963,2.7883680408315064,46,context_or_guardrail_row,,0.5008601507559146,,,,,,3.1092196799677704e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj2_4_c2_x10_240623.npz
98,source_balanced_cycle14_rank35_obj1_2_c2_x14_200623,14.0,2_c2_x14_200623,no_near_event_control,46.0,routine_review,0.20384640269151136,2.356287035649536,79,context_or_guardrail_row,0.5976303814035814,,,,,,,5.40189178182077e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle14_rank35_obj1_2_c2_x14_200623.npz
99,source_balanced_cycle26_rank36_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,no_near_event_control,34.0,routine_review,0.2020348084886128,2.266223967999337,84,context_or_guardrail_row,0.5265952373767105,,,,,,,1.513723637866106e-05,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle26_rank36_obj1_4_c2_x10_240623.npz
100,source_balanced_cycle38_rank42_obj1_5_c2_x10_260623,38.0,5_c2_x10_260623,far_pre_event_17_32,22.0,routine_review,0.20086597326336827,2.621932966363267,62,context_or_guardrail_row,,0.4852089466938787,-5.945231958762882,-65.05734536082474,-5.986868050440802,-65.61107332139474,,2.068327654144859e-05,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-65.1; front_radius_slope_px_per_norm_time_source_echem_context_residual=-5.99,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle38_rank42_obj1_5_c2_x10_260623.npz
101,source_balanced_cycle145_rank25_obj2_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,mid_pre_event_9_16,11.0,routine_review,0.20067601542538585,1.9594256161971837,104,mid_pre_followup_front_diffusion_review,,,-1.37048969072165,-23.298324742268047,-1.3623217856738337,-23.159640127783053,-0.1352149872840054,7.675197867890243e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-23.3; front_radius_slope_px_per_norm_time_source_echem_context_residual=-1.36; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.135,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle145_rank25_obj2_16_c2_x10_HighHighCOV_130723.npz
102,source_balanced_cycle30_rank38_obj1_4_c2_x10_240623,30.0,4_c2_x10_240623,far_pre_event_17_32,30.0,routine_review,0.19968903092467846,2.1792109174876817,89,context_or_guardrail_row,,0.6757591247327193,,,,,-3.1877376787450373,8.732317708203933e-07,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-3.19,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle30_rank38_obj1_4_c2_x10_240623.npz
103,source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,far_pre_event_17_32,22.0,routine_review,0.19311845813204506,2.1463404168663494,92,context_or_guardrail_row,,0.5073975380603176,,,,,,1.6612759746044508e-05,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz
104,source_balanced_cycle96_rank5_obj2_11_c2_x10_050723,96.0,11_c2_x10_050723,post_event_1_16,20.0,routine_review,0.19302212732919252,2.50234567726281,71,context_or_guardrail_row,0.6353306448664143,,,,,,,1.497392070303198e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle96_rank5_obj2_11_c2_x10_050723.npz
105,source_balanced_cycle70_rank57_obj1_8_c2_x10_300623,70.0,8_c2_x10_300623,post_event_1_16,16.0,routine_review,0.19109981446650917,2.183697088468533,88,context_or_guardrail_row,0.2747436305111865,,,,,,0.280393306151694,2.642975606711479e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.28,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle70_rank57_obj1_8_c2_x10_300623.npz
106,source_balanced_cycle76_rank60_obj1_9_c2_x10_010723,76.0,9_c2_x10_010723,post_event_1_16,10.0,routine_review,0.18956715838509314,2.438156174493758,74,context_or_guardrail_row,0.5551279015474722,,,,,,,2.628740982955908e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle76_rank60_obj1_9_c2_x10_010723.npz
107,source_balanced_cycle100_rank7_obj2_11_c2_x10_050723,100.0,11_c2_x10_050723,post_event_1_16,16.0,routine_review,0.1834400879917184,2.2656454164571933,85,context_or_guardrail_row,0.6532850711802297,,,,,,,1.1942384417079583e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj2_11_c2_x10_050723.npz
108,source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,106.0,12_c2_x10_070723,mid_pre_event_9_16,10.0,routine_review,0.17913427749153588,2.3040173855633803,81,mid_pre_followup_front_diffusion_review,,,-4.077319587628869,-44.60438144329899,-4.117026445932094,-45.20789864063313,-2.462389043980973,1.563734130149265e-05,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-44.6; front_radius_slope_px_per_norm_time_source_echem_context_residual=-4.12; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-2.46,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj1_12_c2_x10_070723.npz
109,source_balanced_cycle90_rank2_obj1_10_c2_x10_030723,90.0,10_c2_x10_030723,post_event_1_16,26.0,routine_review,0.1690126909005256,1.3095684887136123,126,context_or_guardrail_row,0.2369446286175097,,-0.6855670103092795,-6.170103092783492,-0.7284946985997508,-6.758811078400764,-0.5012854908289321,2.560374756802317e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-6.17; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.728; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.501,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle90_rank2_obj1_10_c2_x10_030723.npz
110,source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,post_event_1_16,30.0,routine_review,0.16295463152478085,0.946812710532716,128,context_or_guardrail_row,0.2343699968568142,,-2.2396907216494863,-44.70747422680412,-2.21836116650071,-44.1020880019574,-0.4895643887394235,4.8332826226418666e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-44.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=-2.22; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.49,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz
111,source_balanced_cycle42_rank44_obj1_5_c2_x10_260623,42.0,5_c2_x10_260623,far_pre_event_17_32,18.0,routine_review,0.1598455112721417,2.6677284547915874,58,context_or_guardrail_row,,0.481741777083261,,,,,,2.2073759962571647e-06,0.0,0.0,,event_relative_bin=far_pre_event_17_32; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle42_rank44_obj1_5_c2_x10_260623.npz
112,source_balanced_cycle8_rank33_obj2_2_c2_x14_200623,8.0,2_c2_x14_200623,no_near_event_control,52.0,routine_review,0.15913884575569356,1.965377494110498,102,context_or_guardrail_row,0.4825144490032809,,,,,,,3.2260567492525264e-06,0.0,0.0,,event_relative_bin=no_near_event_control; review_reason=context_or_guardrail_row; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj2_2_c2_x14_200623.npz
113,source_balanced_cycle44_rank45_obj2_5_c2_x10_260623,44.0,5_c2_x10_260623,mid_pre_event_9_16,16.0,routine_review,0.1587635869565217,2.85046875,43,mid_pre_followup_front_diffusion_review,,,,,,,,1.678252291506999e-06,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle44_rank45_obj2_5_c2_x10_260623.npz
114,source_balanced_cycle100_rank7_obj1_11_c2_x10_050723,100.0,11_c2_x10_050723,post_event_1_16,16.0,routine_review,0.1587265896101245,1.963907355854968,103,context_or_guardrail_row,0.2547198864961855,,,,,,-0.0393585095483791,3.261197053332353e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.0394,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj1_11_c2_x10_050723.npz
115,source_balanced_cycle94_rank4_obj2_10_c2_x10_030723,94.0,10_c2_x10_030723,post_event_1_16,22.0,routine_review,0.15740667298393055,1.086150030306045,127,context_or_guardrail_row,0.3305702305981449,,-1.014819587628866,-7.103737113402054,-1.050644904341327,-7.572399537676106,-1.673567193981369,2.501549948363416e-06,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=-7.1; front_radius_slope_px_per_norm_time_source_echem_context_residual=-1.05; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-1.67,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle94_rank4_obj2_10_c2_x10_030723.npz
