roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,persistence_mse_mean,persistence_mse_p95,persistence_mse_late_mean,velocity_mse_mean,velocity_mse_p95,velocity_minus_persistence_mse,temporal_energy_mean,temporal_energy_p95,temporal_energy_late_minus_early,roi_norm_mean_late_minus_early,roi_norm_mean_positive_step_fraction,raw_roi_mean_delta_last_minus_first,stage_drift_xy_recomputed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,28,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,5.0,35.0,1.0,0.0,True,23.25513376257133,source_balanced_pre_event_candidate,844.0588235294117,81.82352941176471,68.0,7681.2578125,22.20478248596192,748,0,940,192,192,96,96,6188,7425,8924.9560546875,8921.62890625,-3.3271484375,0.09088637679815292,0.09040794521570206,-0.0004784315824508667,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.0006284580449573696,0.0011267485038842981,0.0010584179544821382,0.0013913096627220511,0.0030710653867572547,0.0007575105992145836,0.01762644574046135,0.06281759701669215,0.0029115770012140274,0.0009225256120165282,0.5578947368421052,-3.3271484375,0.2500244143604941,96,96,96
source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,28,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,5.0,35.0,1.0,0.0,True,22.039171339281385,source_balanced_pre_event_candidate,1201.4426229508197,1108.7868852459017,122.0,5056.99951171875,15.51652717590332,1105,1008,1297,1200,192,96,96,6188,7425,8334.48046875,8339.189453125,4.708984375,0.06940001994371414,0.06971979141235352,0.0003197714686393738,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.000993541907519102,0.0007839923287974651,0.0017696763388812542,0.0018586436053737998,0.0021792811574414357,0.0008554452797397971,0.018820982426404953,0.08857859969139097,0.0042714886367321014,0.007676602806895971,0.5578947368421052,4.708984375,0.2500244143604941,96,96,96
source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,29,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,36.0,1.0,0.0,True,24.14387666053677,source_balanced_pre_event_candidate,845.448275862069,83.03448275862068,58.0,9333.2646484375,25.55080223083496,749,0,941,192,192,96,96,7426,8662,8921.19921875,8915.037109375,-6.162109375,0.0898796021938324,0.08925586938858032,-0.0006237328052520752,0.2915475947422533,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.0009935623966157436,0.0016020999581087348,0.00154568487778306,0.0021740260999649763,0.004269524058327079,0.0011714401189237833,0.020257877185940742,0.08949223905801773,0.002698667347431183,0.00024131763105590676,0.5157894736842106,-6.162109375,0.2915601564253875,96,96,96
source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,29,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,36.0,1.0,0.0,True,23.04046306287261,source_balanced_pre_event_candidate,1199.1827956989248,1103.139784946237,93.0,7140.58154296875,19.68328094482422,1103,1007,1295,1199,192,96,96,7426,8662,8326.26953125,8329.8154296875,3.5458984375,0.06547503173351288,0.06568693369626999,0.0002119019627571106,0.2915475947422533,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.001717231934890151,0.001051818806445224,0.0025552879087626934,0.003190920688211918,0.002975596988108006,0.0014569043414667249,0.023012982681393623,0.12259113490581512,0.0041349707171320915,0.007558061120410756,0.5263157894736842,3.5458984375,0.2915601564253875,96,96,96
source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,8,30,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,38.0,1.0,0.0,True,24.14632430431297,source_balanced_pre_event_candidate,845.2631578947369,82.87719298245614,57.0,10089.1748046875,25.39972496032715,749,0,941,192,192,96,96,9901,11138,8895.4404296875,8887.27734375,-8.1630859375,0.0844794362783432,0.08400458097457886,-0.00047485530376434326,0.2828427124746029,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.00044629760668613017,0.0011217873776331543,0.0003465655609034002,0.0010376560967415571,0.002896546339616177,0.0005882032564841211,0.016580548137426376,0.04802295379340647,-0.0012005241587758064,1.407228410243988e-06,0.49473684210526314,-8.1630859375,0.2828168207439179,96,96,96
source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,8,30,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,38.0,1.0,0.0,True,23.129301219531644,source_balanced_pre_event_candidate,1203.2093023255811,1110.3720930232555,86.0,7735.7646484375,20.26103782653809,1107,1008,1299,1200,192,96,96,9901,11138,8322.8095703125,8313.04296875,-9.7666015625,0.05771607905626297,0.057171642780303955,-0.0005444362759590149,0.2828427124746029,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.000720798154361546,0.0008842706854920819,0.0005535238888114691,0.0015017472906038165,0.0022684589028358453,0.000774441403336823,0.018738586455583572,0.06680334657430649,-0.0012019267305731773,0.005050837916011616,0.49473684210526314,-9.7666015625,0.2828168207439179,96,96,96
source_balanced_cycle2_rank31_obj1_2_c2_x14_200623,2.0,2_c2_x14_200623,1,31,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,58.0,,0.0,0.0,True,22.71135659408796,source_balanced_pre_event_candidate,1185.4794520547946,1029.5342465753424,73.0,8466.7255859375,21.60968589782715,1089,934,1281,1126,192,96,96,974,1948,8265.8193359375,8241.685546875,-24.1337890625,0.07941827178001404,0.07789809256792068,-0.0015201792120933533,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj1_2_c2_x14_200623.npz,,0.00010875597945414484,0.00037106631498318166,0.0001301170705119148,0.0003039423609152436,0.0010437485936563462,0.0001952326128957793,0.010079208761453629,0.014001817163079976,4.6650879085063934e-05,0.00387256297593315,0.5052631578947369,-24.1337890625,0.21212340707186456,96,96,96
source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,1,31,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,58.0,,0.0,0.0,True,22.325846619816154,source_balanced_pre_event_candidate,1655.926605504587,127.70642201834862,109.0,6310.44970703125,18.527402877807617,1560,32,1752,224,192,96,96,974,1948,8066.298828125,8027.25,-39.048828125,0.08409294486045837,0.08234386891126633,-0.0017490759491920471,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle2_rank31_obj2_2_c2_x14_200623.npz,,5.641469397232868e-05,0.00019020657709916118,6.857421976746991e-05,0.00015646612155251205,0.0005372174200601876,0.00010001700866268948,0.007206792011857033,0.009652754385024309,9.48077067732811e-05,0.002127084725846856,0.49473684210526314,-39.048828125,0.21212340707186456,96,96,96
source_balanced_cycle4_rank32_obj1_2_c2_x14_200623,4.0,2_c2_x14_200623,11,32,1,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,56.0,,0.0,0.0,False,23.55776606077156,source_balanced_pre_event_candidate,1182.4,1028.6,60.0,9681.8095703125,24.146244049072266,1086,933,1278,1125,192,96,96,10723,11697,8498.0634765625,8548.8935546875,50.830078125,0.09621336311101913,0.09901047497987747,0.0027971118688583374,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj1_2_c2_x14_200623.npz,,8.586325566284359e-05,0.00033585514320293435,8.561347203794867e-05,0.00024247010878752917,0.0009469632292166352,0.00015665868704672903,0.00925874337553978,0.009872840158641337,-0.00011412147432565689,-0.011537984168777868,0.5263157894736842,50.830078125,0.22360679941597944,96,96,96
source_balanced_cycle4_rank32_obj2_2_c2_x14_200623,4.0,2_c2_x14_200623,11,32,2,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,56.0,,0.0,0.0,False,22.687511144577737,source_balanced_pre_event_candidate,1329.3818181818183,105.57575757575758,165.0,4999.91650390625,15.894702911376951,1233,10,1425,202,192,96,96,10723,11697,8890.771484375,8910.302734375,19.53125,0.08582568913698196,0.08685493469238281,0.0010292455554008484,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle4_rank32_obj2_2_c2_x14_200623.npz,,4.5984299504198134e-05,0.0001785725777153851,4.542618989944458e-05,0.00013028096873313189,0.0005124323652125895,8.432820322923362e-05,0.006776202470064163,0.0073018501512706275,-0.00011622393503785133,-0.005722695651153714,0.5263157894736842,19.53125,0.22360679941597944,96,96,96
source_balanced_cycle8_rank33_obj1_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.35019795305106,source_balanced_pre_event_candidate,1654.0434782608695,127.6086956521739,92.0,7553.31103515625,21.531736373901367,1558,32,1750,224,192,96,96,2924,3898,8050.41845703125,8077.26904296875,26.8505859375,0.08139261603355408,0.08260497450828552,0.0012123584747314453,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj1_2_c2_x14_200623.npz,,4.1553521441528574e-05,0.0001608431375643698,4.208430982544087e-05,0.00011453019396867603,0.0004511169652687382,7.294440001714975e-05,0.006441059056669474,0.006834292225539685,4.839617758989334e-05,-0.002028873345504209,0.5157894736842106,26.8505859375,0.22360679941597944,96,96,96
source_balanced_cycle8_rank33_obj2_2_c2_x14_200623,8.0,2_c2_x14_200623,3,33,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,52.0,,0.0,0.0,False,23.49871855771456,source_balanced_pre_event_candidate,1184.9180327868853,1031.1475409836066,61.0,9451.41015625,23.937150955200195,1089,935,1281,1127,192,96,96,2924,3898,8273.486328125,8296.4521484375,22.9658203125,0.08144794404506683,0.08316519856452942,0.0017172545194625854,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle8_rank33_obj2_2_c2_x14_200623.npz,,8.605459879618138e-05,0.00033850198669824747,8.699230966158211e-05,0.00024366834259126335,0.0009541922569042065,0.00015755119966343045,0.009272921830415726,0.009782957565039396,9.498279541730881e-05,-0.0016894900860885825,0.5263157894736842,22.9658203125,0.22360679941597944,96,96,96
source_balanced_cycle10_rank34_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,23.272724973652963,source_balanced_pre_event_candidate,1653.0454545454545,126.4090909090909,88.0,7940.71728515625,22.496131896972656,1557,30,1749,222,192,96,96,4874,5848,8098.37939453125,8125.857421875,27.47802734375,0.08233177661895752,0.08349031955003738,0.0011585429310798645,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj1_2_c2_x14_200623.npz,,4.092253584531136e-05,0.0001587599304912146,4.1168503230437636e-05,0.00011215321865165606,0.0004418810596689579,7.12042601662688e-05,0.0063905189745128155,0.006952316081151366,3.08002345263958e-05,-0.0056714885868132114,0.5157894736842106,27.47802734375,0.1802843381948163,96,96,96
source_balanced_cycle10_rank34_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,5,34,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,50.0,,0.0,0.0,True,22.77690240693432,source_balanced_pre_event_candidate,1333.8074074074077,108.23703703703704,135.0,5872.78076171875,18.528026580810547,1238,12,1430,204,192,96,96,4874,5848,8736.951171875,8762.28515625,25.333984375,0.07851478457450867,0.07955029606819153,0.0010355114936828613,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle10_rank34_obj2_2_c2_x14_200623.npz,,4.3828695197589695e-05,0.00017002400782075707,4.401499973027967e-05,0.00012317244545556605,0.00048418508813483633,7.930783613119274e-05,0.006615853402763605,0.007183841103687882,5.873711779713631e-05,-0.003844855663677066,0.5263157894736842,25.333984375,0.1802843381948163,96,96,96
source_balanced_cycle14_rank35_obj1_2_c2_x14_200623,14.0,2_c2_x14_200623,9,35,1,source_fill,no_near_event_control,source_balanced_pre_event_sampling,46.0,,0.0,0.0,False,22.82416535348394,source_balanced_pre_event_candidate,1329.1538461538462,105.02564102564102,156.0,5352.28076171875,16.648698806762695,1233,9,1425,201,192,96,96,8773,9747,8838.20703125,8864.658203125,26.451171875,0.08192849904298782,0.08290021866559982,0.0009717196226119995,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle14_rank35_obj1_2_c2_x14_200623.npz,,4.4622167479246855e-05,0.00017120283155236393,4.1974384657805786e-05,0.00012529974628705531,0.00048749152047093957,8.068064926192164e-05,0.006655928213149309,0.007049570465460419,-0.00048209400847554207,-0.0058678098333378725,0.5157894736842106,26.451171875,0.22360679941597944,96,96,96
source_balanced_cycle14_rank35_obj2_2_c2_x14_200623,14.0,2_c2_x14_200623,9,35,2,source_fill,no_near_event_control,source_balanced_pre_event_sampling,46.0,,0.0,0.0,False,22.97899038904026,source_balanced_pre_event_candidate,1181.3333333333333,1026.3636363636365,66.0,8832.5927734375,21.92408561706543,1085,930,1277,1122,192,96,96,8773,9747,8383.9580078125,8425.62890625,41.6708984375,0.08874204009771347,0.09087857604026794,0.002136535942554474,0.2236067977499789,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle14_rank35_obj2_2_c2_x14_200623.npz,,8.625524787930772e-05,0.0003321592812426388,8.08847471489571e-05,0.0002411858586128801,0.0009349229687359178,0.00015493325190618634,0.00925363227725029,0.009908410999923943,-0.0007255179807543755,-0.011521786451339722,0.5157894736842106,41.6708984375,0.22360679941597944,96,96,96
source_balanced_cycle26_rank36_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,1,36,1,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,34.0,,0.0,0.0,True,25.079870246666943,source_balanced_pre_event_candidate,569.7142857142857,189.25714285714287,35.0,13485.7822265625,32.374229431152344,474,93,666,285,192,96,96,936,1872,8492.6904296875,8490.19921875,-2.4912109375,0.09128836542367935,0.09126941859722137,-1.8946826457977295e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle26_rank36_obj1_4_c2_x10_240623.npz,,0.00014085748989600688,0.000527182943187654,0.00012421939754858613,0.0004087357083335519,0.0015250577125698328,0.0002676628064364195,0.011721435002982616,0.014898945018649096,-0.0011432766914367676,0.0022768101965387616,0.5052631578947369,-2.4912109375,0.2500244143604941,96,96,96
source_balanced_cycle26_rank36_obj2_4_c2_x10_240623,26.0,4_c2_x10_240623,1,36,2,no_near_event_control,no_near_event_control,source_balanced_pre_event_sampling,34.0,,0.0,0.0,True,22.78637000861585,source_balanced_pre_event_candidate,1332.4963503649635,128.2919708029197,137.0,5932.49560546875,18.39220428466797,1236,32,1428,224,192,96,96,936,1872,8760.6279296875,8756.60546875,-4.0224609375,0.07409940659999847,0.07390996068716049,-0.00018944591283798218,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle26_rank36_obj2_4_c2_x10_240623.npz,,4.795349377673119e-05,0.00017935820287675537,4.230959166307002e-05,0.0001380955072818324,0.0005193550634430719,9.0085479314439e-05,0.006837707944214344,0.008712058980017898,-0.0006487504579126835,0.0016413452103734016,0.49473684210526314,-4.0224609375,0.2500244143604941,96,96,96
source_balanced_cycle28_rank37_obj1_4_c2_x10_240623,28.0,4_c2_x10_240623,3,37,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,32.0,,1.0,0.0,True,26.15704479226437,source_balanced_pre_event_candidate,825.1111111111111,25.22222222222222,36.0,14946.62890625,35.38248825073242,729,0,921,192,192,96,96,2809,3745,8868.5400390625,8867.8828125,-0.6572265625,0.08300013095140457,0.08307668566703796,7.655471563339233e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj1_4_c2_x10_240623.npz,,6.20882710791193e-05,0.00024361406904063182,6.199320341693237e-05,0.00018019623530562967,0.0007109456841135397,0.00011838885984616354,0.007875951007008553,0.008254733681678771,-6.0094986110925674e-05,0.0011000411274532385,0.5157894736842106,-0.6572265625,0.2500244143604941,96,96,96
source_balanced_cycle28_rank37_obj2_4_c2_x10_240623,28.0,4_c2_x10_240623,3,37,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,32.0,,1.0,0.0,True,23.070442608784315,source_balanced_pre_event_candidate,1332.9375,128.90625,128.0,6481.3994140625,19.310503005981445,1237,33,1429,225,192,96,96,2809,3745,8759.029296875,8760.47265625,1.443359375,0.0734901875257492,0.0735941231250763,0.0001039355993270874,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle28_rank37_obj2_4_c2_x10_240623.npz,,3.9967602788237855e-05,0.0001566330793139059,3.993388600065373e-05,0.00011406790144974366,0.0004487898535444401,7.424130308208987e-05,0.00631963275372982,0.006622917158529162,-5.175033584237099e-05,0.0010369434021413326,0.5263157894736842,1.443359375,0.2500244143604941,96,96,96
source_balanced_cycle30_rank38_obj1_4_c2_x10_240623,30.0,4_c2_x10_240623,5,38,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,30.0,,1.0,0.0,True,24.560125008264656,source_balanced_pre_event_candidate,826.6666666666666,25.6,45.0,12095.6220703125,29.271419525146484,731,0,923,192,192,96,96,4682,5618,8865.73046875,8851.17578125,-14.5546875,0.08306407928466797,0.08224913477897644,-0.0008149445056915283,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle30_rank38_obj1_4_c2_x10_240623.npz,,6.188654515426606e-05,0.0002434740221360698,6.172744906507432e-05,0.00018041762814391404,0.0007123747491277754,0.00011851535236928612,0.007864587940275669,0.008172691147774459,2.2181309759616852e-05,0.00033565936610102654,0.49473684210526314,-14.5546875,0.22360679941597944,96,96,96
source_balanced_cycle30_rank38_obj2_4_c2_x10_240623,30.0,4_c2_x10_240623,5,38,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,30.0,,1.0,0.0,True,22.76781268703481,source_balanced_pre_event_candidate,1329.1870967741936,128.25806451612902,155.0,5364.740234375,17.243749618530273,1233,32,1425,224,192,96,96,4682,5618,8753.4814453125,8741.287109375,-12.1943359375,0.07355746626853943,0.07298668473958969,-0.0005707815289497375,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle30_rank38_obj2_4_c2_x10_240623.npz,,3.998428292106837e-05,0.0001562832287163473,3.991214543930255e-05,0.00011454096966190264,0.00044999301753705366,7.45509605621919e-05,0.006321777123957872,0.006523537356406451,2.1694693714380264e-05,0.0004179825385411534,0.5052631578947369,-12.1943359375,0.22360679941597944,96,96,96
source_balanced_cycle32_rank39_obj1_4_c2_x10_240623,32.0,4_c2_x10_240623,7,39,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,28.0,,1.0,0.0,False,25.40345945614252,source_balanced_pre_event_candidate,825.7142857142857,25.428571428571427,42.0,13060.6962890625,31.208984375,730,0,922,192,192,96,96,6555,7491,8850.87890625,8856.5498046875,5.6708984375,0.08247420191764832,0.0827721357345581,0.00029793381690979004,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj1_4_c2_x10_240623.npz,,6.321005639620125e-05,0.0002474552020430565,6.347659655148163e-05,0.00018450985953677446,0.0007244792795972899,0.00012129686365369707,0.007948233745992184,0.00830613374710083,3.515556454658508e-05,0.00031413231045007706,0.5263157894736842,5.6708984375,0.2692491741557371,96,96,96
source_balanced_cycle32_rank39_obj2_4_c2_x10_240623,32.0,4_c2_x10_240623,7,39,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,28.0,,1.0,0.0,False,24.872823678992287,source_balanced_pre_event_candidate,570.0,189.26315789473685,38.0,12529.9716796875,30.002422332763672,474,93,666,285,192,96,96,6555,7491,8467.3642578125,8468.48046875,1.1162109375,0.08641941100358963,0.08656705170869827,0.00014764070510864258,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle32_rank39_obj2_4_c2_x10_240623.npz,,0.00011086498852819204,0.00043492591503309076,0.00011090940097346902,0.00032149872276932,0.0012605817348230626,0.00021067605121061206,0.010527019388973713,0.01101603414863348,-1.5638768672943115e-05,0.0008538273784021583,0.5157894736842106,1.1162109375,0.2692491741557371,96,96,96
source_balanced_cycle34_rank40_obj1_4_c2_x10_240623,34.0,4_c2_x10_240623,9,40,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,26.0,,1.0,0.0,True,26.154192036243128,source_balanced_pre_event_candidate,569.2903225806451,188.0,31.0,15218.8740234375,36.04883193969727,473,92,665,284,192,96,96,8428,9364,8474.0791015625,8472.84375,-1.2353515625,0.08792129158973694,0.08796153217554092,4.0240585803985596e-05,0.2828427124746029,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle34_rank40_obj1_4_c2_x10_240623.npz,,0.0001095127227017656,0.0004286806579330005,0.00010937805927824229,0.00031791432411409914,0.0012464341707527637,0.00020832775044254959,0.010462576523423195,0.01092105470597744,-2.707354724407196e-05,0.0004387494797507968,0.5157894736842106,-1.2353515625,0.2828168207439179,96,96,96
source_balanced_cycle34_rank40_obj2_4_c2_x10_240623,34.0,4_c2_x10_240623,9,40,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,26.0,,1.0,0.0,True,22.87704839259452,source_balanced_pre_event_candidate,1333.8529411764705,127.23529411764706,136.0,5988.5029296875,18.40530776977539,1238,31,1430,223,192,96,96,8428,9364,8744.5751953125,8740.3154296875,-4.259765625,0.07290478050708771,0.07268854975700378,-0.00021623075008392334,0.2828427124746029,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle34_rank40_obj2_4_c2_x10_240623.npz,,3.946579818148166e-05,0.0001542430742119899,3.958025263273157e-05,0.0001127293289755471,0.0004458220384549349,7.323631143663079e-05,0.006280557718127966,0.0065729404799640175,-4.40375879406929e-06,-0.00013132905587553978,0.5157894736842106,-4.259765625,0.2828168207439179,96,96,96
source_balanced_cycle36_rank41_obj1_5_c2_x10_260623,36.0,5_c2_x10_260623,1,41,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,24.0,,1.0,0.0,True,23.412970574757583,source_balanced_pre_event_candidate,1178.5454545454545,1038.1818181818182,55.0,10327.6552734375,24.71964454650879,1083,942,1275,1134,192,96,96,927,1854,8213.90234375,8233.9462890625,20.0439453125,0.08006227016448975,0.0812070220708847,0.0011447519063949585,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle36_rank41_obj1_5_c2_x10_260623.npz,,9.823620348470286e-05,0.0003526660439092666,0.00010428388486616313,0.0002837089996319264,0.0010000885115005076,0.00018524396000429988,0.009733161889016628,0.013927652686834335,0.0009349314495921135,0.0035018743947148323,0.5052631578947369,20.0439453125,0.26927184323626285,96,96,96
source_balanced_cycle36_rank41_obj2_5_c2_x10_260623,36.0,5_c2_x10_260623,1,41,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,24.0,,1.0,0.0,True,23.48586016770073,source_balanced_pre_event_candidate,564.9166666666666,170.08333333333334,48.0,10704.7685546875,25.607177734375,469,74,661,266,192,96,96,927,1854,8486.265625,8484.666015625,-1.599609375,0.09054163098335266,0.09047642350196838,-6.520748138427734e-05,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle36_rank41_obj2_5_c2_x10_260623.npz,,0.00011886050924658775,0.0004486547550186515,0.00012423511361703277,0.00034674297785386443,0.0013034042145591222,0.00022766616893932223,0.010802446864545345,0.014092710614204406,0.000682770274579525,0.002041660714894533,0.5263157894736842,-1.599609375,0.26927184323626285,96,96,96
