roi_id,cycleNo,cohort_role,event_reference_cycle,roi_norm_mean_delta_protocol_residual_shape_residual,high_fraction_delta_protocol_residual_shape_residual,low_fraction_delta_protocol_residual_shape_residual,first_last_corr_protocol_residual_shape_residual,cumulative_abs_norm_change_protocol_residual_shape_residual,latent_net_displacement_protocol_residual_shape_residual,dmd_minus_persistence_mse_protocol_residual_shape_residual,phase_slope_median_per_s_protocol_residual_shape_residual,phase_slope_positive_fraction_protocol_residual_shape_residual,threshold_robust_phase_score_protocol_residual_shape_residual,diffusion_proxy_median_um2_per_s_protocol_residual_shape_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual_shape_residual,q60_logistic_k_per_s_shape_residual,q70_logistic_k_per_s_shape_residual,q70_transformed_fraction_delta_shape_residual,q80_transformed_fraction_delta_shape_residual,mode_review_priority_shape_residual
cycle62_rank2_obj2,62.0,control,60.0,-0.0019011440989208633,-0.005864053773043002,0.01895086882058926,0.024481805529643345,-0.004820107699201511,-0.28056284133331433,-0.001154721167023713,-1.3597971027423657e-06,-0.31448571372307677,-0.8655935872481519,-2.7623741870007675e-06,7.105079913824191e-07,-0.0015682183180776642,0.000586778150564024,-0.005374091277135243,-0.005050594285286942,-0.202985573766175
cycle58_rank6_obj29,58.0,control,60.0,0.0003339256227967767,-0.00036330109044160484,-0.000571408433005452,-0.002555711674073799,0.005285504108907939,-0.29469012517077453,0.0005937165955046009,1.915695257312719e-07,0.06931689768283561,0.15191022688896433,1.5901231082620485e-06,-2.4277133832594072e-06,-0.006582671336308443,-0.0030011205575186817,-0.0041574525958365804,-0.003716700810372041,0.12305314059938821
cycle60_rank1_obj1,60.0,event,60.0,-7.508688918891806e-05,0.004032525235078004,-0.00946282634669686,0.010923627912387629,-0.006309363591348366,0.7934298098412995,0.0005113668409515939,-5.723371626199411e-07,0.1420607813442233,0.00269143977984261,-1.197363479895742e-06,-3.285238924500893e-08,-0.0006862348730853896,0.00035221617158462436,-0.004768750543652813,-0.0058624642918849905,-0.5030095064562392
cycle86_rank4_obj9,86.0,event,86.0,-0.0008291504460855689,0.0004216879320695036,-0.005474087662622703,0.001779801752370379,0.002579164835252715,0.34141097347853877,0.0005003823188773786,2.3235703617369322e-06,0.042614757111694566,0.16300310273923777,2.1200982186668796e-06,-4.6780963472244245e-07,0.0026244152023005597,0.0019342381666117283,0.0021531398472330026,-0.0020960658086896125,0.7567990086205794
cycle62_rank1_obj4,62.0,control,60.0,0.0007902738335894364,-0.0022690867269074995,-0.007562013144659239,0.05468258073230364,-0.0059411034293632104,-0.6472160452975473,-0.00022633449564781304,-2.102343722147092e-07,-0.028771428008791067,0.12479102813646344,2.8819187656510554e-06,-5.70458976892904e-07,0.003318522557009036,0.00043458945825462433,0.0025686170561981577,0.0023278779369352584,-0.2606778814584829
cycle156_rank2_obj2,156.0,event,156.0,0.005553232004914345,0.06328491591162959,-0.01228362565635381,0.00628347416568323,0.0015909299421282626,-0.006015807146669181,0.002006487799904812,1.1205156334881228e-06,0.02792621081756414,0.11342656270024463,2.2483597893248486e-06,5.636812336029745e-07,0.10617465127282771,0.0947146365319913,0.1435332800982911,0.12246369754623491,0.02672224016355962
cycle58_rank4_obj2,58.0,control,60.0,0.00017513139853457673,-0.00021351079685260482,0.001525655677239948,0.004271398178392602,-0.0015837505248763612,-0.4790188600454999,-0.0007035130614794991,-3.5646245983177585e-07,0.06931689768283561,0.2865256115043489,4.422765034436595e-06,4.049285429151393e-07,-0.006461531836635743,-0.003081858590039282,-0.00845432759583668,-0.004194131365927641,-0.050023782477534695
cycle157_rank1_obj1,157.0,control,156.0,0.003621868807315345,0.011384738214036993,-0.022825213970099907,0.01306042340848293,-0.0053981532479260375,-0.6560715104087596,-0.0014818368662661877,6.924456235696923e-08,-0.09055480064304167,0.14936937092292693,1.8877311892340052e-06,-2.827979641912264e-07,0.18543524832724068,0.1376663621735814,-0.08624102545726439,-0.08059619828709828,-0.19443160599028664
cycle86_rank8_obj17,86.0,event,86.0,0.00023926281151323081,-0.004970762637133596,-0.005024716781855904,-0.01484516196944902,0.0021952475929641153,-0.30573942382218133,0.00019265771624227856,-5.44556743225287e-07,0.042614757111694566,0.18223387197000707,4.913082393711233e-07,3.2045106223475484e-07,0.0018500385659039596,0.0013795554899859283,-0.0022305407083224984,0.0005949064135325876,0.4202605470821177
cycle158_rank6_obj3,158.0,control,156.0,0.0010720953661630449,-0.003114887262460108,0.009747669733871192,0.012269803060733829,-0.0023960671616405373,-0.26031600808934185,0.0008415869577130123,8.342175972681818e-08,0.11419007602961073,0.05083222501887995,-2.3915559709274486e-07,-6.248958077713629e-08,,,-0.02185300462393119,-0.011043246898209583,-0.25212391368259457
cycle157_rank6_obj3,157.0,control,156.0,-0.0014303847966198552,-0.012431918466610008,-0.0052997496201898095,0.025287092967525227,-0.0028135598773692374,-0.23584064493024398,-0.0008614384074023877,-3.102492546873582e-07,-0.09055480064304167,0.20706167861523464,7.35515945757397e-07,-1.407008686105309e-06,0.10504270884386241,0.11667453029707464,-0.1103946712905978,-0.09685053856487609,-0.2905854521441329
cycle158_rank2_obj1,158.0,control,156.0,0.004843974145097545,0.03028834820788129,-0.03084549982874101,-0.0034586377180702704,-0.0006808373374551375,0.3091539206521131,0.0007130105248418123,6.495486229496783e-07,0.11419007602961073,0.16621684040349535,1.1825999647567026e-06,-1.417841119285947e-06,,0.46103498355710243,0.005903071764957808,0.005753628101790517,-0.2905854521441329
cycle156_rank8_obj10,156.0,event,156.0,0.002844633033547445,-0.002473022973930508,-0.04209189408055991,-0.0026123197059882705,0.0016409605908365625,0.3782868089727155,-0.0005048577004471877,-6.088143931438952e-08,0.02792621081756414,-0.25195805268437077,-1.7255955355775846e-06,6.884632343595574e-07,0.11005555084881952,0.06718275678944935,0.1309898773205132,0.08424755171290152,-0.3002008367595175
cycle158_rank4_obj8,158.0,control,156.0,0.0013656780440042449,0.001678402132386992,-0.01586647046984351,-0.00735134906763167,0.0014266711430935626,-0.4572023091299911,8.907932741766788e-05,-7.109058206025859e-08,0.11419007602961073,0.08929376348041834,-1.1069744958914519e-06,8.053293180215706e-07,,,-0.022091719901708988,-0.013538906620431782,-0.4828931444518254
cycle58_rank1_obj1,58.0,control,60.0,3.533615479460962e-05,-0.0011122525583865048,0.003173348906718748,0.010275046012296202,-0.005256720983741562,-0.10630690354449279,-0.0012851079412839993,-1.052863901526987e-06,0.06931689768283561,0.05575638073511823,-1.788738234067485e-06,8.865573374796353e-07,-0.006456929613907944,-0.003027011103709882,-0.00589356370694778,-0.0021759021992609406,-0.5788699363236884
cycle158_rank1_obj2,158.0,control,156.0,-0.000692753462152555,0.0007796603708531921,0.008099976504392491,0.0037073984663669297,-0.0027201804561227372,0.3551884951607801,-0.0006659319056639877,-1.547896846427912e-07,-0.17152420968467486,-0.6703216211349661,-1.5214181340919658e-06,1.219772956222085e-06,,-0.34948248604935855,-0.023524011568375688,-0.016164774675987283,-0.6655854521441329
cycle88_rank2_obj4,88.0,control,86.0,0.0005455024586332488,0.00025518636782318783,0.0018506502249482897,-0.0005793828498809146,-0.0012271615300493868,0.2517945957152109,-0.0007587271973565691,-7.049091061657526e-07,-0.1661002246061664,-0.5967023640001234,-3.975071517856227e-06,4.6390633310561306e-07,0.005728461377775607,0.0030540108497401322,0.006594964523342014,-0.0010069631312876887,0.48469551195244476
cycle86_rank3_obj5,86.0,event,86.0,0.00044579290565993114,0.005214977326916705,-0.009518425589525103,0.00890119911976588,-0.0023003992116068846,-0.18362846095444454,-0.00018057240714432145,6.252659111677812e-07,0.042614757111694566,0.23992617966231478,2.721655807354436e-06,1.3374795396511366e-07,0.0022511792150163596,0.0015935643400398283,0.0010463690138997027,0.001159142524643787,-0.12781637599480522
cycle86_rank6_obj78,86.0,event,86.0,0.000156807236047031,0.0013204296936033047,0.002464797897592896,-0.001174570837388421,0.0014612163925552153,-0.5842595310914686,-0.00036427214860022144,-5.455099593050057e-07,0.042614757111694566,-0.10622766649153143,2.0035585869707363e-06,-5.843492664185859e-07,0.0023775054024094597,0.0016335135772361283,-1.6999041655897662e-05,-0.0007722810864674128,-0.1374317606101898
cycle116_rank7_obj37,116.0,event,116.0,-0.0001972120286831525,0.0005232188012382664,-0.004260008091116558,-0.005250830650671866,0.0047737439929900986,-0.04104348653018673,0.0009299140840285101,8.804739366274262e-07,-0.001102718548067756,0.03982923272701508,5.0660655855956485e-06,1.3930007370991173e-06,-0.010739076918147863,-0.00707431110601219,-0.011758192768108024,-0.010517439393300103,0.7103028977791805
cycle86_rank5_obj8,86.0,event,86.0,0.0001658745926335311,0.0065630899692175025,0.0023150076040038964,0.002094149431600379,-0.0012497397562480847,0.23650977890609004,0.00022071153711217855,-3.556317323683409e-07,0.042614757111694566,-0.029304589568454328,1.052846910566245e-06,-2.4108760896036643e-07,0.0022466143847995595,0.0016555525207240284,0.000568938458344102,0.0017016772468659873,-0.3201240683024975
cycle88_rank4_obj8,88.0,control,86.0,0.0004561625466955486,-0.0004937651001217132,0.0018506502249482897,0.0002678960736908851,-0.0012576893527226868,-0.10342399359066679,0.00027818750954463093,-2.543435976463179e-07,-0.023243081749023505,-0.08708697938473871,-7.1708397418307e-06,3.659674557080086e-06,0.005757546131926207,0.003251639653112332,0.0034048603566752145,-0.002504358964620995,0.11931089656782912
cycle86_rank2_obj6,86.0,event,86.0,-3.4806795744669015e-05,-0.00017747324228639672,6.815320016929655e-05,0.007034336556781078,-0.0032373665323471848,0.42801187317488887,-0.0006357481661878214,-1.0105770131748376e-06,0.042614757111694566,0.009156948893083874,8.811927169159004e-08,7.236400299142882e-07,0.0022467910308377596,0.0015305212850622281,-0.0005378323749891979,0.0007468161357547876,-0.6182009913794206
cycle90_rank3_obj4,90.0,control,86.0,0.0001661769743129105,-0.0017077353233647618,0.0034916166657528946,0.0017898273100687197,-0.0022535443341481767,0.005752706892231341,-0.0006693693221200601,-1.2202071940085851e-06,-0.0026218451330230538,-0.3789223971754658,-2.1359665235450544e-06,1.773445288774896e-06,-0.015807434234969,-0.007976331233576937,-0.013293060090021418,-0.010974542321812247,0.11794846566809114
cycle90_rank4_obj6,90.0,control,86.0,-1.6101007297895063e-06,0.0026361831907154385,-0.005346010655996606,0.0006880769689047196,-0.0012868189288425765,0.04669454134199935,-0.00036451020577956,-6.532480047776542e-07,-0.0026218451330230538,-0.10969162794469661,-2.3065327972170146e-06,1.944011562446856e-06,-0.0158178093733796,-0.008056969506631536,-0.011405039256688117,-0.0077627367662567465,0.07948692720655237
cycle88_rank3_obj6,88.0,control,86.0,0.0003757782326353487,0.0013037184229459878,0.0012514890505923894,-0.002495585904281915,0.001013041325269413,-0.09108279228527738,-5.7547189013737025e-08,-1.1509803466273354e-06,-0.023243081749023505,0.1821437898460305,-3.945178643561898e-06,4.340134588112838e-07,0.0061662889655320074,0.0035180381194822325,-0.0026064243655468853,0.0017057104798233053,-0.26530448804755524
cycle88_rank5_obj9,88.0,control,86.0,-0.0010054476513253513,-0.005137264201379811,0.0023000211057151894,-0.0008424457866311142,0.001903162189183829,0.009472568031952719,-0.00031538921785196906,1.6892846595406173e-06,-0.023243081749023505,0.12445148215372279,7.89731156586072e-07,-4.300896341336685e-06,0.006443317847109707,0.0035105911605799326,-0.0017600701988802854,-0.003307310353509895,-0.26530448804755524
cycle116_rank1_obj6,116.0,event,116.0,-0.00035841279047811386,0.0008227993884161665,-0.005907701320595357,-0.00012983138452376608,-0.0011666965835333016,0.057699683969614765,0.0008902296230845101,8.433171182598816e-07,-0.001102718548067756,0.19367538657316896,-5.440972720520294e-07,-2.1744605611043126e-06,-0.007035376196998063,-0.00702453669174039,-0.010890137212552423,-0.010278724115522303,0.15261059008687305
cycle90_rank6_obj3,90.0,control,86.0,-0.0003443815116718895,-0.006800605305390062,0.0007953913811512944,-0.0018426175171258807,0.0017662688122938785,-0.20263442956711936,0.0005478445782977399,-4.152265619426868e-07,-0.0026218451330230538,-0.22507624332931192,6.440413054778383e-07,-1.0065625402479963e-06,-0.015520172907301,-0.013245036270743136,-0.015246185090021317,-0.011820896488478947,-0.10320538048575478
cycle118_rank4_obj1,118.0,control,116.0,-5.571769562091368e-05,-0.007379814069410216,0.007442426490073268,0.0009186195744801144,0.0013031912146184957,-0.15300549618303602,-0.00021933961649861432,-1.0228065363183175e-06,0.0015784928761686237,0.029911787904228753,3.0203747330439014e-06,6.28841375546788e-07,0.006010433222577794,0.001016908459003069,-0.005646014179797889,-0.0018073220389178356,0.12992970736618126
cycle90_rank5_obj10,90.0,control,86.0,-0.0003367446665600896,0.0021868123099485384,0.008434696354188994,-0.0007312714927281798,0.0018886473925660233,0.15032317674849355,-0.00043531864998616,2.2221663469051476e-06,-0.0026218451330230538,0.1403083720553034,3.2114020351171634e-06,-2.854228351571641e-06,-0.0155307737343276,-0.007706183822515037,-0.010037851756688117,-0.009108222877367868,-0.14166691894729355
cycle118_rank3_obj9,118.0,control,116.0,-0.0006940536388430136,-0.006031701427109516,0.005045781792649667,0.003052994707654715,0.00012878786009289567,0.12575004943311377,-0.00017895824546231432,1.5025683215091398e-06,0.0015784928761686237,-0.06624205824961735,8.971219591063399e-07,-1.0475242172810148e-06,0.002361819247213494,0.0048296922529840695,-0.002955041957575689,-0.0013081900944733355,0.07223739967387366
cycle116_rank2_obj2,116.0,event,116.0,0.0006154824016681475,0.0066646208383861665,-0.008903507192374756,9.348032897593369e-05,-0.0023608234875441016,0.07829252249538686,-0.00078079283016709,-1.3195182418110042e-06,-0.001102718548067756,0.17444461734239966,-5.875537922804906e-07,-2.1310040408758514e-06,-0.007151258172725164,-0.0032622352101290904,-0.0065064566569970235,-0.006372474115522402,-0.001235563759281022
cycle116_rank3_obj9,116.0,event,116.0,-0.00025162361878241374,0.0005232188012382664,-0.0021629439808709574,-0.001461951910005566,0.00022618992472289842,0.29398447639286307,-0.00012725960098388994,2.4276708876808667e-06,-0.001102718548067756,-0.017863074965292523,2.615387680370884e-06,-1.0576771681256478e-06,-0.006917744574619463,-0.0032012408845599905,-0.009956977490330324,-0.007283932448855802,-0.09738940991312695
cycle116_rank5_obj43,116.0,event,116.0,-0.00043829046505771384,0.0020211217371280663,0.0015818133588533427,-0.0004491210236052664,-0.0003934543744266016,-0.10862400763690673,-0.00056117425017689,-3.0561888520950366e-08,-0.001102718548067756,0.02059846349624598,-4.931260387906538e-06,2.2127025547501952e-06,-0.007000993833699563,-0.006937174532294791,-0.010608019156996924,-0.007262231059966802,-0.1935432560669732
cycle118_rank2_obj2,118.0,control,116.0,0.00030731184396418635,0.0020569744266950847,-0.00019687848296433264,0.004050694635949915,-0.0020760298596645046,-0.12996308557092973,-0.0005498237944923142,-1.6444059100027712e-06,0.0015784928761686237,0.12606563405807475,-4.033282040391691e-08,-1.1006943777075806e-07,0.005962313990014193,0.0046532097983096685,-0.003540979457575689,-0.0016771137055844355,-0.1585318310953573
cycle118_rank1_obj7,118.0,control,116.0,1.1680256458886378e-05,-0.002286944087385115,0.007742007077251267,0.0035925961655087144,-0.0008764910401727029,-0.052933767953513323,4.496132826510773e-05,3.3758341135445096e-07,0.0015784928761686237,0.16452717251961324,2.318125918089494e-06,-7.340743940761893e-08,0.0024469516397678933,0.004722037906338869,-0.0009368127909090891,-0.002046037316695536,-0.2066087541722803
cycle116_rank8_obj20,116.0,event,116.0,0.0010648194668879474,0.003369234379428766,-0.0006650410449811575,-0.0046398938044195665,0.00047164371455309833,-0.06613096230685914,-0.00072872127909969,-1.9832972156129167e-06,-0.001102718548067756,-0.11401692111913851,-5.088505134924353e-06,2.3699473017680123e-06,-0.007109766468941063,-0.0033660695800713904,-0.007504720545886023,-0.006632890782189003,-0.40508171760543465
