path,file_size_mb,n_rows_sampled,columns,time_frame_columns,Computer time (s)_min,Computer time (s)_max,Computer time (s)_positive_step_median,Time (s)_min,Time (s)_max,Time (s)_positive_step_median
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/alek_jiho_nmc_deg/echemDF_full/cycleFrames.csv,0.001143,88,2.0;945.0,,,,,,,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/alek_jiho_nmc_deg/echemDF_full/echemDF_full.csv,2111.539732,2000,Unnamed: 0;Computer time (s);Time (s);Potential (V);Current (mA);Status;Range;Block;cycleNo;addrs,Computer time (s);Time (s),301.586656332016,501.00666189193726,0.10000014305114746,0.1010259999999999,200.001,0.09999999999999432
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/alek_jiho_nmc_deg/echemDF_full/echemDF_partial_10_2_2.csv,418.288853,2000,Unnamed: 0;Computer time (s);Time (s);Potential (V);Current (mA);Status;Range;Block;cycleNo;addrs,Computer time (s);Time (s),10111.593851089478,10311.383852005005,0.03999853134519071,10060.803,10260.703,0.1000000000003638
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/alek_jiho_nmc_deg/echemDF_full/echemDF_partial_2_1_1.csv,1265.812354,2000,Unnamed: 0;Computer time (s);Time (s);Potential (V);Current (mA);Status;Range;Block;cycleNo;addrs,Computer time (s);Time (s),10111.593851089478,10311.383852005005,0.03999853134519071,10060.803,10260.703,0.1000000000003638
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/alek_jiho_nmc_deg/echemDF_full/exampleParticles.csv,0.01083,89,cycleNo;particle0;particle1;particle2;particle3;addrs,,,,,,,
