cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,cohort_role,selection_subrole,event_reference_cycle,object_x_full_approx,object_y_full_approx,object_x_ds,object_y_ds,object_area_ds_px,object_mean_residual,object_mean_abs_z,balanced_cycle_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,segment_start_frame,segment_end_frame,downsample,source_reconstructed_overlay_png
155.0,17_c2_x10_HighHighCOV_150723,9,19,1,24.688769328885478,balanced_future_roi_candidate,future8_positive,high_warning_positive,155.0,1346.1151832460732,185.34031413612564,336.5287958115183,46.33507853403141,191,4520.5576171875,14.979876518249512,19,0.7426923860413742,1,1,0,11139,12377,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_155_rank19_17_c2_x10_HighHighCOV_150723_local9.png
155.0,17_c2_x10_HighHighCOV_150723,9,19,2,24.251245447739095,balanced_future_roi_candidate,future8_positive,high_warning_positive,155.0,842.0298507462686,80.11940298507463,210.50746268656715,20.029850746268657,67,8648.0859375,21.85816764831543,19,0.7426923860413742,1,1,0,11139,12377,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_155_rank19_17_c2_x10_HighHighCOV_150723_local9.png
155.0,17_c2_x10_HighHighCOV_150723,9,19,3,23.548300466193936,balanced_future_roi_candidate,future8_positive,high_warning_positive,155.0,1201.7586206896551,1111.1724137931035,300.4396551724138,277.7931034482759,116,6033.2763671875,16.54679298400879,19,0.7426923860413742,1,1,0,11139,12377,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_155_rank19_17_c2_x10_HighHighCOV_150723_local9.png
149.0,17_c2_x10_HighHighCOV_150723,3,20,3,24.526324661175106,balanced_future_roi_candidate,future8_positive,high_warning_positive,149.0,847.1746031746031,84.19047619047619,211.79365079365078,21.047619047619047,63,8221.42578125,23.25557518005371,20,0.5580241541936951,1,1,0,3713,4950,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_149_rank20_17_c2_x10_HighHighCOV_150723_local3.png
149.0,17_c2_x10_HighHighCOV_150723,3,20,1,24.13169896898958,balanced_future_roi_candidate,future8_positive,high_warning_positive,149.0,824.8888888888889,396.74074074074076,206.22222222222223,99.18518518518519,81,7290.8408203125,20.692157745361328,20,0.5580241541936951,1,1,0,3713,4950,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_149_rank20_17_c2_x10_HighHighCOV_150723_local3.png
149.0,17_c2_x10_HighHighCOV_150723,3,20,2,23.95836335409321,balanced_future_roi_candidate,future8_positive,high_warning_positive,149.0,1201.3478260869565,1102.4347826086957,300.3369565217391,275.60869565217394,92,6820.72607421875,19.394615173339844,20,0.5580241541936951,1,1,0,3713,4950,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_149_rank20_17_c2_x10_HighHighCOV_150723_local3.png
108.0,12_c2_x10_070723,3,21,3,24.6156452256459,balanced_future_roi_candidate,future8_positive,high_warning_positive,108.0,839.0,97.76923076923077,209.75,24.442307692307693,52,10817.78125,23.966796875,21,0.3455880466883458,1,1,0,2712,3616,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_108_rank21_12_c2_x10_070723_local3.png
108.0,12_c2_x10_070723,3,21,1,24.57545572680972,balanced_future_roi_candidate,future8_positive,high_warning_positive,108.0,1665.4736842105262,226.21052631578948,416.36842105263156,56.55263157894737,76,9662.458984375,21.67879295349121,21,0.3455880466883458,1,1,0,2712,3616,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_108_rank21_12_c2_x10_070723_local3.png
108.0,12_c2_x10_070723,3,21,2,24.25594937175352,balanced_future_roi_candidate,future8_positive,high_warning_positive,108.0,1344.246153846154,202.0,336.0615384615385,50.5,130,6693.23388671875,17.216493606567383,21,0.3455880466883458,1,1,0,2712,3616,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_108_rank21_12_c2_x10_070723_local3.png
78.0,9_c2_x10_010723,3,22,1,24.746835096070086,balanced_future_roi_candidate,future8_positive,high_warning_positive,78.0,1336.5483870967741,121.29032258064517,334.13709677419354,30.322580645161292,124,6861.36767578125,19.026752471923828,22,0.2683863942126585,1,1,0,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_78_rank22_9_c2_x10_010723_local3.png
78.0,9_c2_x10_010723,3,22,2,24.497738086062473,balanced_future_roi_candidate,future8_positive,high_warning_positive,78.0,1188.0625,1042.8125,297.015625,260.703125,64,9729.53125,22.65509796142578,22,0.2683863942126585,1,1,0,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_78_rank22_9_c2_x10_010723_local3.png
78.0,9_c2_x10_010723,3,22,3,24.263112458779265,balanced_future_roi_candidate,future8_positive,high_warning_positive,78.0,1657.247311827957,138.58064516129033,414.31182795698925,34.645161290322584,93,7448.890625,19.99983024597168,22,0.2683863942126585,1,1,0,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_78_rank22_9_c2_x10_010723_local3.png
84.0,9_c2_x10_010723,9,23,3,24.81387714907142,balanced_future_roi_candidate,future8_positive,high_warning_positive,84.0,573.0,162.45454545454547,143.25,40.61363636363637,44,11066.9287109375,25.488122940063477,23,0.257364534667413,1,1,0,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_84_rank23_9_c2_x10_010723_local9.png
84.0,9_c2_x10_010723,9,23,2,24.753681477229097,balanced_future_roi_candidate,future8_positive,high_warning_positive,84.0,1185.1333333333334,1028.9333333333334,296.28333333333336,257.23333333333335,60,10268.96875,23.681468963623047,23,0.257364534667413,1,1,0,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_84_rank23_9_c2_x10_010723_local9.png
84.0,9_c2_x10_010723,9,23,1,24.70841394342318,balanced_future_roi_candidate,future8_positive,high_warning_positive,84.0,1332.9481481481482,105.48148148148148,333.23703703703706,26.37037037037037,135,6463.787109375,18.24064826965332,23,0.257364534667413,1,1,0,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_84_rank23_9_c2_x10_010723_local9.png
110.0,12_c2_x10_070723,5,24,1,26.314764358916044,balanced_future_roi_candidate,future8_positive,high_warning_positive,110.0,840.8,96.4,210.2,24.1,40,13473.8642578125,29.91758155822754,24,0.1861489207307045,1,1,0,4521,5425,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_110_rank24_12_c2_x10_070723_local5.png
110.0,12_c2_x10_070723,5,24,3,24.508921888371106,balanced_future_roi_candidate,future8_positive,high_warning_positive,110.0,1199.9344262295083,1126.295081967213,299.9836065573771,281.57377049180326,61,10264.3447265625,22.89075469970703,24,0.1861489207307045,1,1,0,4521,5425,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_110_rank24_12_c2_x10_070723_local5.png
110.0,12_c2_x10_070723,5,24,2,24.243154546062012,balanced_future_roi_candidate,future8_positive,high_warning_positive,110.0,1346.9830508474577,203.66101694915255,336.7457627118644,50.91525423728814,118,7052.7138671875,18.04859161376953,24,0.1861489207307045,1,1,0,4521,5425,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_110_rank24_12_c2_x10_070723_local5.png
