roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png
source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,21,1,future16_positive,True,23.281277283321877,source_balanced_expansion_candidate,1201.1304347826087,1102.7391304347825,92.0,6924.46533203125,19.53758811950684,1105,1007,1297,1199,192,96,96,4950,6187,8339.8203125,8320.8447265625,-18.9755859375,0.07368291914463043,0.07241024821996689,-0.0012726709246635437,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,21,2,future16_positive,True,23.829821346321637,source_balanced_expansion_candidate,846.4516129032259,85.09677419354838,62.0,8405.9931640625,23.582231521606445,750,0,942,192,192,96,96,4950,6187,8927.2958984375,8930.533203125,3.2373046875,0.09141111373901367,0.09214331209659576,0.0007321983575820923,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle151_rank22_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,22,1,source_representative,True,23.196808212155457,source_balanced_expansion_candidate,844.0588235294117,81.82352941176471,68.0,7681.2578125,22.204782485961918,748,0,940,192,192,96,96,6188,7425,8924.9560546875,8921.62890625,-3.3271484375,0.09088637679815292,0.09040794521570206,-0.0004784315824508667,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle151_rank22_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle151_rank22_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,22,2,source_representative,True,22.14284578886551,source_balanced_expansion_candidate,1201.4426229508197,1108.7868852459017,122.0,5056.99951171875,15.51652717590332,1105,1008,1297,1200,192,96,96,6188,7425,8334.48046875,8339.189453125,4.708984375,0.06940001994371414,0.06971979141235352,0.0003197714686393738,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle151_rank22_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,23,1,source_fill,True,24.05585395051531,source_balanced_expansion_candidate,845.448275862069,83.03448275862068,58.0,9333.2646484375,25.55080223083496,749,0,941,192,192,96,96,7426,8662,8921.19921875,8915.037109375,-6.162109375,0.0898796021938324,0.08925586938858032,-0.0006237328052520752,0.29154759474225334,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle152_rank23_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,23,2,source_fill,True,23.05744035285116,source_balanced_expansion_candidate,1199.1827956989248,1103.139784946237,93.0,7140.58154296875,19.68328094482422,1103,1007,1295,1199,192,96,96,7426,8662,8326.26953125,8329.8154296875,3.5458984375,0.06547503173351288,0.06568693369626999,0.0002119019627571106,0.29154759474225334,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle152_rank23_obj2_17_c2_x10_HighHighCOV_150723.npz,
source_balanced_cycle2_rank24_obj1_2_c2_x14_200623,2.0,2_c2_x14_200623,1,24,1,future16_negative,False,23.28035659408796,source_balanced_expansion_candidate,1185.4794520547946,1029.5342465753424,73.0,8466.7255859375,21.60968589782715,1089,934,1281,1126,192,96,96,974,1948,8265.8193359375,8241.685546875,-24.1337890625,0.07941827178001404,0.07789809256792068,-0.0015201792120933533,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle2_rank24_obj1_2_c2_x14_200623.npz,
source_balanced_cycle2_rank24_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,1,24,2,future16_negative,False,23.00284661981616,source_balanced_expansion_candidate,1655.926605504587,127.70642201834862,109.0,6310.44970703125,18.527402877807617,1560,32,1752,224,192,96,96,974,1948,8066.298828125,8027.25,-39.048828125,0.08409294486045837,0.08234386891126633,-0.0017490759491920471,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle2_rank24_obj2_2_c2_x14_200623.npz,
source_balanced_cycle6_rank25_obj1_2_c2_x14_200623,6.0,2_c2_x14_200623,13,25,1,source_fill,False,24.437490368868,source_balanced_expansion_candidate,1182.2142857142858,1027.857142857143,56.0,10571.0400390625,26.6348876953125,1086,932,1278,1124,192,96,96,12673,13647,8591.5771484375,8608.8720703125,17.294921875,0.10276781767606735,0.10359077900648117,0.0008229613304138184,0.2236067977498773,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle6_rank25_obj1_2_c2_x14_200623.npz,
source_balanced_cycle6_rank25_obj2_2_c2_x14_200623,6.0,2_c2_x14_200623,13,25,2,source_fill,False,22.90952187010828,source_balanced_expansion_candidate,1647.0260869565218,121.00869565217393,115.0,6168.99462890625,17.858083724975586,1551,25,1743,217,192,96,96,12673,13647,8384.4580078125,8429.837890625,45.3798828125,0.0995074212551117,0.10059695690870285,0.001089535653591156,0.2236067977498773,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle6_rank25_obj2_2_c2_x14_200623.npz,
source_balanced_cycle10_rank26_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,5,26,1,source_representative,False,23.886724973652964,source_balanced_expansion_candidate,1653.0454545454545,126.4090909090909,88.0,7940.71728515625,22.496131896972656,1557,30,1749,222,192,96,96,4874,5848,8098.37939453125,8125.857421875,27.47802734375,0.08233177661895752,0.08349031955003738,0.0011585429310798645,0.18027756377319315,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj1_2_c2_x14_200623.npz,
source_balanced_cycle10_rank26_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,5,26,2,source_representative,False,23.53190240693432,source_balanced_expansion_candidate,1333.8074074074077,108.23703703703704,135.0,5872.78076171875,18.528026580810547,1238,12,1430,204,192,96,96,4874,5848,8736.951171875,8762.28515625,25.333984375,0.07851478457450867,0.07955029606819153,0.0010355114936828613,0.18027756377319315,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj2_2_c2_x14_200623.npz,
source_balanced_cycle12_rank27_obj1_2_c2_x14_200623,12.0,2_c2_x14_200623,7,27,1,source_fill,False,23.60120249867158,source_balanced_expansion_candidate,1651.824175824176,123.42857142857144,91.0,7553.72265625,21.441333770751957,1556,27,1748,219,192,96,96,6824,7797,8156.76123046875,8188.4990234375,31.73779296875,0.08540216088294983,0.08674480766057968,0.0013426467776298523,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj1_2_c2_x14_200623.npz,
source_balanced_cycle12_rank27_obj2_2_c2_x14_200623,12.0,2_c2_x14_200623,7,27,2,source_fill,False,23.42803305623629,source_balanced_expansion_candidate,1330.2133333333334,109.06666666666666,150.0,5535.62548828125,17.309221267700195,1234,13,1426,205,192,96,96,6824,7797,8795.1630859375,8816.9697265625,21.806640625,0.08036002516746521,0.08112936466932297,0.0007693395018577576,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj2_2_c2_x14_200623.npz,
source_balanced_cycle26_rank28_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,1,28,1,source_fill,False,25.53486181617449,source_balanced_expansion_candidate,569.7142857142857,189.25714285714287,35.0,13485.7822265625,32.374229431152344,474,93,666,285,192,96,96,936,1872,8492.6904296875,8490.19921875,-2.4912109375,0.09128836542367935,0.09126941859722137,-1.8946826457977295e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle26_rank28_obj1_4_c2_x10_240623.npz,
source_balanced_cycle26_rank28_obj2_4_c2_x10_240623,26.0,4_c2_x10_240623,1,28,2,source_fill,False,23.54736157812341,source_balanced_expansion_candidate,1332.4963503649635,128.2919708029197,137.0,5932.49560546875,18.39220428466797,1236,32,1428,224,192,96,96,936,1872,8760.6279296875,8756.60546875,-4.0224609375,0.07409940659999847,0.07390996068716049,-0.00018944591283798218,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle26_rank28_obj2_4_c2_x10_240623.npz,
source_balanced_cycle28_rank29_obj1_4_c2_x10_240623,28.0,4_c2_x10_240623,3,29,1,source_fill,False,26.525012820022155,source_balanced_expansion_candidate,825.1111111111111,25.22222222222222,36.0,14946.62890625,35.38248825073242,729,0,921,192,192,96,96,2809,3745,8868.5400390625,8867.8828125,-0.6572265625,0.08300013095140457,0.08307668566703796,7.655471563339233e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle28_rank29_obj1_4_c2_x10_240623.npz,
source_balanced_cycle28_rank29_obj2_4_c2_x10_240623,28.0,4_c2_x10_240623,3,29,2,source_fill,False,23.714410636542095,source_balanced_expansion_candidate,1332.9375,128.90625,128.0,6481.3994140625,19.310503005981445,1237,33,1429,225,192,96,96,2809,3745,8759.029296875,8760.47265625,1.443359375,0.0734901875257492,0.0735941231250763,0.0001039355993270874,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle28_rank29_obj2_4_c2_x10_240623.npz,
source_balanced_cycle30_rank30_obj1_4_c2_x10_240623,30.0,4_c2_x10_240623,5,30,1,source_representative,False,24.95512500826466,source_balanced_expansion_candidate,826.6666666666666,25.6,45.0,12095.6220703125,29.271419525146484,731,0,923,192,192,96,96,4682,5618,8865.73046875,8851.17578125,-14.5546875,0.08306407928466797,0.08224913477897644,-0.0008149445056915283,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle30_rank30_obj1_4_c2_x10_240623.npz,
source_balanced_cycle30_rank30_obj2_4_c2_x10_240623,30.0,4_c2_x10_240623,5,30,2,source_representative,False,23.49281268703481,source_balanced_expansion_candidate,1329.1870967741936,128.25806451612902,155.0,5364.740234375,17.243749618530273,1233,32,1425,224,192,96,96,4682,5618,8753.4814453125,8741.287109375,-12.1943359375,0.07355746626853943,0.07298668473958969,-0.0005707815289497375,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle30_rank30_obj2_4_c2_x10_240623.npz,
source_balanced_cycle34_rank31_obj1_4_c2_x10_240623,34.0,4_c2_x10_240623,9,31,1,future16_negative,False,26.506861179747432,source_balanced_expansion_candidate,569.2903225806451,188.0,31.0,15218.8740234375,36.04883193969727,473,92,665,284,192,96,96,8428,9364,8474.0791015625,8472.84375,-1.2353515625,0.08792129158973694,0.08796153217554092,4.0240585803985596e-05,0.28284271247460296,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle34_rank31_obj1_4_c2_x10_240623.npz,
source_balanced_cycle34_rank31_obj2_4_c2_x10_240623,34.0,4_c2_x10_240623,9,31,2,future16_negative,False,23.544717536098823,source_balanced_expansion_candidate,1333.8529411764705,127.23529411764706,136.0,5988.5029296875,18.40530776977539,1238,31,1430,223,192,96,96,8428,9364,8744.5751953125,8740.3154296875,-4.259765625,0.07290478050708771,0.07268854975700378,-0.00021623075008392334,0.28284271247460296,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle34_rank31_obj2_4_c2_x10_240623.npz,
source_balanced_cycle36_rank32_obj1_5_c2_x10_260623,36.0,5_c2_x10_260623,1,32,1,source_representative,False,23.837929247919924,source_balanced_expansion_candidate,1178.5454545454545,1038.1818181818182,55.0,10327.6552734375,24.71964454650879,1083,942,1275,1134,192,96,96,927,1854,8213.90234375,8233.9462890625,20.0439453125,0.08006227016448975,0.0812070220708847,0.0011447519063949585,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle36_rank32_obj1_5_c2_x10_260623.npz,
source_balanced_cycle36_rank32_obj2_5_c2_x10_260623,36.0,5_c2_x10_260623,1,32,2,source_representative,False,23.889818840863068,source_balanced_expansion_candidate,564.9166666666666,170.08333333333334,48.0,10704.7685546875,25.607177734375,469,74,661,266,192,96,96,927,1854,8486.265625,8484.666015625,-1.599609375,0.09054163098335266,0.09047642350196838,-6.520748138427734e-05,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle36_rank32_obj2_5_c2_x10_260623.npz,
source_balanced_cycle38_rank33_obj1_5_c2_x10_260623,38.0,5_c2_x10_260623,3,33,1,future16_negative,False,22.941693610186253,source_balanced_expansion_candidate,1174.8169014084508,1026.5915492957747,71.0,8483.4208984375,20.641084671020508,1079,931,1271,1123,192,96,96,2783,3710,8176.65625,8201.98046875,25.32421875,0.07723084092140198,0.07878559827804565,0.0015547573566436768,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle38_rank33_obj1_5_c2_x10_260623.npz,
source_balanced_cycle38_rank33_obj2_5_c2_x10_260623,38.0,5_c2_x10_260623,3,33,2,future16_negative,False,23.225286470005496,source_balanced_expansion_candidate,1322.8,107.92941176470588,170.0,4584.2939453125,15.85906219482422,1227,12,1419,204,192,96,96,2783,3710,8707.32421875,8710.0673828125,2.7431640625,0.07391966879367828,0.07403907179832458,0.00011940300464630127,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle38_rank33_obj2_5_c2_x10_260623.npz,
source_balanced_cycle42_rank34_obj1_5_c2_x10_260623,42.0,5_c2_x10_260623,7,34,1,source_fill,False,26.790077165606863,source_balanced_expansion_candidate,563.0,161.125,32.0,15272.9765625,36.92790222167969,467,65,659,257,192,96,96,6495,7422,8467.095703125,8464.365234375,-2.73046875,0.09287413954734802,0.09253391623497009,-0.0003402233123779297,0.24999999999993178,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle42_rank34_obj1_5_c2_x10_260623.npz,
source_balanced_cycle42_rank34_obj2_5_c2_x10_260623,42.0,5_c2_x10_260623,7,34,2,source_fill,False,23.597673302204026,source_balanced_expansion_candidate,1323.572327044025,98.38993710691824,159.0,5314.34375,17.366104125976562,1228,2,1420,194,192,96,96,6495,7422,8696.546875,8705.6923828125,9.1455078125,0.07361937314271927,0.07415315508842468,0.0005337819457054138,0.24999999999993178,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle42_rank34_obj2_5_c2_x10_260623.npz,
source_balanced_cycle46_rank35_obj1_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,1,35,1,source_fill,False,25.15731787589997,source_balanced_expansion_candidate,568.1,165.3,40.0,12319.0537109375,29.939472198486328,472,69,664,261,192,96,96,925,1850,8456.962890625,8464.3984375,7.435546875,0.09334775805473328,0.09396199136972427,0.0006142333149909973,0.2236067977498773,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle46_rank35_obj1_6_c2_x10_270623_2.npz,
source_balanced_cycle46_rank35_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,1,35,2,source_fill,False,23.292911736226305,source_balanced_expansion_candidate,1181.2923076923078,1026.7076923076922,65.0,8843.2275390625,21.660539627075195,1085,931,1277,1123,192,96,96,925,1850,8195.3046875,8184.2958984375,-11.0087890625,0.07978309690952301,0.07895072549581528,-0.0008323714137077332,0.2236067977498773,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle46_rank35_obj2_6_c2_x10_270623_2.npz,
source_balanced_cycle48_rank36_obj1_6_c2_x10_270623_2,48.0,6_c2_x10_270623_2,3,36,1,source_fill,False,24.675014279089226,source_balanced_expansion_candidate,568.0,168.57142857142858,42.0,11736.1220703125,28.12982177734375,472,73,664,265,192,96,96,2776,3701,8461.55078125,8459.6240234375,-1.9267578125,0.08975157886743546,0.0896722748875618,-7.930397987365723e-05,0.29154759474225334,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle48_rank36_obj1_6_c2_x10_270623_2.npz,
source_balanced_cycle48_rank36_obj2_6_c2_x10_270623_2,48.0,6_c2_x10_270623_2,3,36,2,source_fill,False,23.41585755165817,source_balanced_expansion_candidate,1181.904761904762,1030.7301587301588,63.0,9197.29296875,22.143524169921875,1086,935,1278,1127,192,96,96,2776,3701,8205.1943359375,8194.6630859375,-10.53125,0.08026035130023956,0.07947102934122086,-0.0007893219590187073,0.29154759474225334,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle48_rank36_obj2_6_c2_x10_270623_2.npz,
source_balanced_cycle52_rank37_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,7,37,1,source_representative,False,26.2223854173412,source_balanced_expansion_candidate,568.1212121212121,176.72727272727272,33.0,14321.037109375,33.76914978027344,472,81,664,273,192,96,96,6479,7403,8447.666015625,8448.61328125,0.947265625,0.08726748824119568,0.0874243751168251,0.00015688687562942505,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle52_rank37_obj1_6_c2_x10_270623_2.npz,
source_balanced_cycle52_rank37_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,7,37,2,source_representative,False,23.80246635412513,source_balanced_expansion_candidate,1333.7518248175184,117.05109489051095,137.0,5933.7333984375,18.16097450256348,1238,21,1430,213,192,96,96,6479,7403,8701.3955078125,8697.52734375,-3.8681640625,0.07325601577758789,0.07305333018302917,-0.00020268559455871582,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle52_rank37_obj2_6_c2_x10_270623_2.npz,
source_balanced_cycle54_rank38_obj1_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,9,38,1,future16_positive,False,24.783902326194827,source_balanced_expansion_candidate,1332.857142857143,123.91836734693878,98.0,8920.6171875,23.158897399902344,1237,28,1429,220,192,96,96,8330,9255,8716.84765625,8717.0927734375,0.2451171875,0.07380351424217224,0.07382266968488693,1.9155442714691162e-05,0.22360679774992814,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle54_rank38_obj1_6_c2_x10_270623_2.npz,
source_balanced_cycle54_rank38_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,9,38,2,future16_positive,False,23.41320291956749,source_balanced_expansion_candidate,1180.5797101449275,1036.1739130434785,69.0,8996.3212890625,21.14890480041504,1085,940,1277,1132,192,96,96,8330,9255,8201.01953125,8198.9814453125,-2.0380859375,0.08154264092445374,0.08142810314893723,-0.00011453777551651001,0.22360679774992814,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle54_rank38_obj2_6_c2_x10_270623_2.npz,
source_balanced_cycle56_rank39_obj1_7_c2_x10_290623,56.0,7_c2_x10_290623,1,39,1,future16_positive,False,24.541355949322547,source_balanced_expansion_candidate,1333.8461538461538,123.46153846153848,104.0,8290.7568359375,22.076351165771484,1238,27,1430,219,192,96,96,920,1840,8735.9619140625,8735.8203125,-0.1416015625,0.07394926995038986,0.07396633923053741,1.706928014755249e-05,0.18027756377319315,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle56_rank39_obj1_7_c2_x10_290623.npz,
source_balanced_cycle56_rank39_obj2_7_c2_x10_290623,56.0,7_c2_x10_290623,1,39,2,future16_positive,False,25.369790314379987,source_balanced_expansion_candidate,569.2222222222222,177.22222222222223,36.0,13156.5732421875,30.565053939819336,473,81,665,273,192,96,96,920,1840,8489.359375,8483.0849609375,-6.2744140625,0.08724335581064224,0.08680661022663116,-0.0004367455840110779,0.18027756377319315,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle56_rank39_obj2_7_c2_x10_290623.npz,
source_balanced_cycle64_rank40_obj1_7_c2_x10_290623,64.0,7_c2_x10_290623,9,40,1,future16_negative,False,25.751864300349823,source_balanced_expansion_candidate,565.3714285714286,161.6,35.0,13981.1220703125,33.0367431640625,469,66,661,258,192,96,96,8285,9205,8470.943359375,8474.431640625,3.48828125,0.0936238095164299,0.09387527406215668,0.0002514645457267761,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle64_rank40_obj1_7_c2_x10_290623.npz,
source_balanced_cycle64_rank40_obj2_7_c2_x10_290623,64.0,7_c2_x10_290623,9,40,2,future16_negative,False,23.50102435300064,source_balanced_expansion_candidate,1328.9929078014184,102.4964539007092,141.0,5854.51953125,18.008760452270508,1233,6,1425,198,192,96,96,8285,9205,8697.8017578125,8696.640625,-1.1611328125,0.07334894686937332,0.07333570718765259,-1.3239681720733643e-05,0.29154759474225334,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle64_rank40_obj2_7_c2_x10_290623.npz,
source_balanced_cycle68_rank41_obj1_8_c2_x10_300623,68.0,8_c2_x10_300623,3,41,1,future16_negative,False,23.683276991109448,source_balanced_expansion_candidate,549.1636363636363,179.56363636363636,55.0,9795.5771484375,24.391326904296875,453,84,645,276,192,96,96,2742,3655,8460.4150390625,8455.3310546875,-5.083984375,0.08993911743164062,0.08952286839485168,-0.00041624903678894043,0.25,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle68_rank41_obj1_8_c2_x10_300623.npz,
source_balanced_cycle68_rank41_obj2_8_c2_x10_300623,68.0,8_c2_x10_300623,3,41,2,future16_negative,False,24.807685098436156,source_balanced_expansion_candidate,1170.060606060606,604.6060606060606,33.0,12434.7802734375,30.415143966674805,1074,509,1266,701,192,96,96,2742,3655,7961.28662109375,7956.08837890625,-5.1982421875,0.0749700516462326,0.07457035034894943,-0.0003997012972831726,0.25,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle68_rank41_obj2_8_c2_x10_300623.npz,
source_balanced_cycle70_rank42_obj1_8_c2_x10_300623,70.0,8_c2_x10_300623,5,42,1,source_representative,False,24.43043621744613,source_balanced_expansion_candidate,558.4347826086956,185.2173913043478,46.0,11111.662109375,26.94074821472168,462,89,654,281,192,96,96,4570,5483,8472.38671875,8469.0625,-3.32421875,0.08793491125106812,0.08767630159854889,-0.0002586096525192261,0.18027756377319315,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle70_rank42_obj1_8_c2_x10_300623.npz,
source_balanced_cycle70_rank42_obj2_8_c2_x10_300623,70.0,8_c2_x10_300623,5,42,2,source_representative,False,24.934013772122235,source_balanced_expansion_candidate,1172.0,609.5757575757576,33.0,12562.2861328125,30.125808715820312,1076,514,1268,706,192,96,96,4570,5483,7956.3515625,7955.35400390625,-0.99755859375,0.07360976189374924,0.07361716032028198,7.398426532745361e-06,0.18027756377319315,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle70_rank42_obj2_8_c2_x10_300623.npz,
source_balanced_cycle72_rank43_obj1_8_c2_x10_300623,72.0,8_c2_x10_300623,7,43,1,source_fill,False,26.44193532701825,source_balanced_expansion_candidate,556.1212121212121,192.72727272727272,33.0,14739.283203125,34.92921447753906,460,97,652,289,192,96,96,6398,7311,8454.08984375,8458.830078125,4.740234375,0.08516018837690353,0.08548428118228912,0.0003240928053855896,0.2121320343560125,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle72_rank43_obj1_8_c2_x10_300623.npz,
source_balanced_cycle72_rank43_obj2_8_c2_x10_300623,72.0,8_c2_x10_300623,7,43,2,source_fill,False,23.55936144594749,source_balanced_expansion_candidate,1318.6842105263158,131.78947368421052,152.0,5472.39111328125,16.9943904876709,1223,36,1415,228,192,96,96,6398,7311,8766.9375,8776.58203125,9.64453125,0.07285920530557632,0.07334799319505692,0.0004887878894805908,0.2121320343560125,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle72_rank43_obj2_8_c2_x10_300623.npz,
source_balanced_cycle74_rank44_obj1_8_c2_x10_300623,74.0,8_c2_x10_300623,9,44,1,future16_positive,False,26.449508910622303,source_balanced_expansion_candidate,556.1212121212121,192.72727272727272,33.0,14731.1025390625,34.947486877441406,460,97,652,289,192,96,96,8226,9140,8467.166015625,8462.2314453125,-4.9345703125,0.08832412213087082,0.08794081211090088,-0.0003833100199699402,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle74_rank44_obj1_8_c2_x10_300623.npz,
