roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,n_frames_loaded,train_n,horizon_n,history_mask_area_px,history_mask_fraction,fallback_frame_fraction,fallback_frame_count,median_history_iou,centroid_jitter_q90_px,blur_ratio_q10,one_step_history_mse,one_step_adaptive_mse,one_step_hybrid_mse,one_step_hybrid_minus_adaptive_mse,one_step_hybrid_adaptive_abs_delta_median,one_step_hybrid_adaptive_rel_delta,persistence_rollout_history_mse,persistence_rollout_hybrid_mse,latent_linear_rollout_history_mse,latent_linear_rollout_hybrid_mse,latent_linear_gain_vs_persistence_history,latent_linear_gain_vs_persistence_hybrid,hybrid_vs_history_persistence_rollout_mse_delta,hybrid_vs_history_latent_rollout_mse_delta,late_one_step_hybrid_mse,early_one_step_hybrid_mse,late_minus_early_one_step_hybrid_mse
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.272265275644223,source_balanced_pre_event_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.0744398459792137,0.074378527700901,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,,96,58,38,118,0.012803819444444444,0.4895833333333333,47,0.9344262295081968,0.4487526201652111,0.48003866594673705,6.825583993290861e-05,6.49863020950314e-05,6.745077445219493e-05,2.464472357163542e-06,0.0,0.0379229511099073,0.002522925850006726,0.0021159054613237383,0.0009933637821013168,0.0009531130262419963,0.6062651694267319,0.5495483878350046,-0.00040702038868298783,-4.0250755859320476e-05,4.9569905415616714e-05,8.571208751082799e-05,-3.614218209521128e-05
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.55256855416359,source_balanced_pre_event_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.0769208893179893,0.0768555477261543,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,,96,58,38,76,0.008246527777777778,0.5520833333333334,53,0.9113924050632911,0.790647724848804,0.5090695085121446,4.3933606533036315e-05,4.630339826912321e-05,4.397410437149844e-05,-2.3292938976247678e-06,5.129231438946578e-07,-0.05030503126544873,0.001933122255855367,0.0017109912034667795,0.0009148504004339197,0.0009686480081311004,0.5267498485091328,0.43386733598136373,-0.00022213105238858759,5.379760769718073e-05,5.466932258622374e-05,3.305132832241728e-05,2.161799426380646e-05
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.03471399548354,source_balanced_pre_event_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.0756309404969215,0.0757838860154151,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,,96,58,38,121,0.013129340277777778,0.40625,39,0.890625,1.6770272868984821,0.5122445596867156,0.00020033014770720622,0.00023347821359567225,0.00019927116208183528,-3.4207051513837e-05,0.0,-0.1465106786069356,0.002275052533261837,0.002103677436683478,0.0009655283068646333,0.0012023058860778282,0.5756017530371857,0.42847422085141246,-0.0001713750965783591,0.00023677757921319485,7.835691699048228e-05,0.0003227580506857703,-0.000244401133695288
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.988204537386228,source_balanced_pre_event_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.0902780815958976,0.0898862034082412,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,,96,58,38,50,0.005425347222222222,0.23958333333333334,23,0.8679245283018868,0.616810047538251,0.5480567460874818,1.1169418697556622e-06,2.7186736255294423e-05,1.2615319243502292e-05,-1.4571417011792129e-05,0.0,-0.5359752224379066,2.625050437961369e-07,7.347370006201843e-07,2.108007749695276e-06,2.613982952200334e-06,-7.03035141424699,-2.557712419537735,4.722319568240474e-07,5.059752025050582e-07,1.0555112075619155e-06,2.4421080641909487e-05,-2.3365569434347573e-05
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,24.199332988208194,source_balanced_pre_event_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.0892989188432693,0.0890530347824096,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,,96,58,38,47,0.005099826388888889,0.3645833333333333,35,0.7592592592592593,0.7253863619347691,0.2304650205066967,6.515427323189183e-06,3.0452491093012182e-05,3.056338336435119e-05,1.108922713390086e-07,0.0,0.003641484402714582,0.0007489721417493489,5.920853887168446e-06,0.0007509176114132972,7.833458753955504e-06,-0.0025975193942518763,-0.3230285535219873,-0.0007430512878621805,-0.0007430841526593417,7.043363197215588e-07,6.105772928227081e-05,-6.0353392962549256e-05
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,23.08806596464201,source_balanced_pre_event_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.073902353644371,0.0733919516205787,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,,96,58,38,70,0.007595486111111111,0.0,0,0.7391975308641976,3.3717051648099563,0.9401857806626472,9.340970110478538e-05,0.0001454016366291979,0.0001454016366291979,0.0,0.0,0.0,0.0011667263479653595,0.0007246790121861045,0.0009293007224913719,0.000624591467837673,0.20349726899373735,0.13811293367873628,-0.000442047335779255,-0.00030470925465369897,5.575165789097257e-05,0.0002369590617235556,-0.00018120740383258303
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.942180100195944,source_balanced_pre_event_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.0719261765480041,0.0715657845139503,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,,96,58,38,102,0.011067708333333334,0.3854166666666667,37,0.7226890756302521,2.7176884698619803,0.5810280618740122,6.088618519250668e-05,5.824967085817605e-05,6.402931154187328e-05,5.779640683697232e-06,0.0,0.09922185994439811,0.004496774025084966,0.0023493542811920624,0.003880183172367733,0.0020315545481386444,0.13711848744847305,0.13527109793426575,-0.0021474197438929032,-0.0018486286242290887,7.90580718787607e-05,4.868079034675423e-05,3.0377281532006472e-05
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.740731379998923,source_balanced_pre_event_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.0765645802021026,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,,96,58,38,73,0.007921006944444444,0.5625,54,0.7261904761904762,0.855908264596694,0.4938851636263684,0.00011932082380182579,5.038645934705506e-05,0.00011783605615100285,6.744959680394778e-05,3.1407922204117857e-06,1.338645296335751,0.003487647136731055,0.0020518920540101193,0.002372155927872529,0.0014724087631655285,0.31984061607335285,0.2824141210119102,-0.0014357550827209355,-0.0008997471647070006,0.00019748767134797386,3.648972573707498e-05,0.0001609979456108989
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,23.92572024499704,source_balanced_pre_event_candidate,843.9245283018868,77.66037735849056,53.0,11193.2998046875,25.66951560974121,748,0,940,192,192,96,96,3570,4759,8888.2724609375,8885.4208984375,-2.8515625,0.0803607553243637,0.0801430195569992,-0.0002177357673645,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,54,0.005859375,0.0,0,0.6212121212121212,2.8471053853480432,0.8621277420590467,6.022569588073961e-05,0.00037684437831019875,0.00037684437831019875,0.0,0.0,0.0,2.6750837639553355e-06,7.835230416166569e-05,5.3458345173680426e-05,0.0001313649797764111,-18.98380233695478,-0.6765937030436708,7.567722039771035e-05,7.790663460273067e-05,4.405128994525252e-05,0.0007167181706829098,-0.0006726668807376573
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,22.913194214165536,source_balanced_pre_event_candidate,1347.4820143884892,181.64028776978412,139.0,6108.63330078125,17.572914123535156,1251,86,1443,278,192,96,96,3570,4759,8780.8583984375,8777.6181640625,-3.240234375,0.0692163780331611,0.0690933093428611,-0.0001230686902999,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,138,0.014973958333333334,0.4270833333333333,41,0.9103448275862069,1.6187559662134947,0.36918803026082797,0.0004521180406214383,0.0004441342157329888,0.00045940786675327565,1.5273651020286864e-05,0.0,0.03438971932184866,0.007379991384194445,0.006626802198650899,0.002991238168992004,0.0033838145786564446,0.5946827017443044,0.4893744407603821,-0.0007531891855435463,0.00039257640966444034,0.00021081082491129096,0.0007132942073578556,-0.0005024833824465646
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,22.753093817165645,source_balanced_pre_event_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.0672490298748016,0.0683512389659881,0.0011022090911865,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,164,0.017795138888888888,0.3020833333333333,29,0.8370786516853933,0.848476290829176,0.4929210005978393,0.00025678490751235723,0.00028163203013359064,0.00029836314818496067,1.6731118051370026e-05,0.0,0.05940772448160002,0.008094787235385923,0.009842009281966454,0.007444501043023466,0.007325561226249006,0.08033394497631348,0.2556843814736432,0.0017472220465805308,-0.0001189398167744599,0.00014201805122008562,0.00045803473657462043,-0.0003160166853545348
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,23.468019468618884,source_balanced_pre_event_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.0773386284708976,0.0779915153980255,0.0006528869271278,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,56,0.006076388888888889,0.010416666666666666,1,0.6376811594202898,1.9850693031201943,0.8245603268156108,1.8030813725221914e-05,0.00031030774167339485,0.0003106757789314872,3.680372580923147e-07,0.0,0.001186039562234581,0.0003424077127259241,0.00010652991121791617,0.00034088813396111994,0.0001333484920836654,0.004437922127123598,-0.25174695594075464,-0.00023587780150800792,-0.00020753964187745453,3.899087805271921e-05,0.0005881412096161862,-0.000549150331563467
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.0794317424297332,0.0795043781399726,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,44,0.004774305555555556,0.0,0,0.78,0.7792065127495232,0.9481445513390374,2.6299573548787745e-05,2.4306332298214543e-05,2.4306332298214543e-05,0.0,0.0,0.0,0.0001241929557133937,2.603009137398202e-05,0.0001129021017322276,5.3158211100038256e-05,0.09091380357532163,-1.042183038710795,-9.816286433941168e-05,-5.974389063218935e-05,3.183250937247871e-05,1.662002379683836e-05,1.5212485575640348e-05
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.0687264129519462,0.0690276250243187,0.0003012120723724,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,164,0.017795138888888888,0.2916666666666667,28,0.9292203271841282,0.373638767960161,0.5507439727398878,0.0001249922756498693,0.00011286990703801653,0.00012761783572739547,1.474792868937895e-05,0.0,0.13066307110903877,0.012332856809243821,0.012407541476473086,0.0045540544374842425,0.005068936136014548,0.6307380757010937,0.5914632930604217,7.46846672292651e-05,0.0005148816985303057,0.0001339537285991541,0.00012114713662432279,1.2806591974831309e-05
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.78255081176757,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.0796633809804916,0.0793985277414321,-0.0002648532390594,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,49,0.005316840277777778,0.0,0,0.7678571428571429,0.6607865770868404,0.974408398879271,1.1742485568745912e-05,1.475606026065179e-05,1.475606026065179e-05,0.0,0.0,0.0,0.00013568803590550908,5.072491355920162e-05,9.542555367838531e-05,5.2520748425984895e-05,0.2967283147584353,-0.03540340910955593,-8.496312234630746e-05,-4.290480525240042e-05,1.370493564993414e-05,1.5829549224788977e-05,-2.1246135748548378e-06
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.0664975419640541,0.0668392181396484,0.0003416761755943,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,68,0.007378472222222222,0.6770833333333334,65,0.6981803797468354,1.2562321085130594,0.28022489115445454,6.251533160286068e-05,5.9902051318454155e-05,6.37961493218141e-05,3.894098003359953e-06,4.90365893406501e-06,0.06500775712434224,0.000785200322220119,0.0007196592361655771,0.0005844321150184866,0.0006003560977992746,0.25569042895190014,0.16577726286396693,-6.554108605454187e-05,1.5923982780788e-05,5.684961891698371e-05,7.089047824589621e-05,-1.40408593289125e-05
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.0823076665401458,0.0847692787647247,0.0024616122245788,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,,96,58,38,60,0.006510416666666667,0.0,0,0.8307692307692308,1.1277841655522314,0.8542292093345888,0.0005255208922995244,0.0005214270499579091,0.0005214270499579091,0.0,0.0,0.0,0.00867725274321734,9.360822329118989e-05,0.009785642012678383,0.0007760029746767173,-0.12773504498038585,-7.28990175641708,-0.00858364451992615,-0.009009639038001666,1.871224412627081e-05,0.001034837915488093,-0.0010161256713618221
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.0709467530250549,0.0739238113164901,0.0029770582914352,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,,96,58,38,181,0.019639756944444444,0.010416666666666666,1,0.91005291005291,0.9696685747040386,0.7186561274038846,0.0006479751305592292,0.0006438821605611277,0.0006441238246345511,2.416640734233515e-07,0.0,0.0003753234492670943,0.018573077078789413,0.010338970452993692,0.010042106573188651,0.008840592785442539,0.4593191784759883,0.14492522967964303,-0.00823410662579572,-0.0012015137877461127,0.00016340075005438973,0.0011350750497376948,-0.000971674299683305
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.0742800533771514,0.0752032548189163,0.0009232014417648,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,,96,58,38,154,0.016710069444444444,0.0625,6,0.906832298136646,0.5125441040379466,0.6999713629973066,0.0004081932804897176,0.00037769976603699995,0.0003964528486944718,1.8753082657471743e-05,0.0,0.04965076588274791,0.008259698155866482,0.0067514565155049715,0.008761690095597588,0.006201039486008984,-0.060776063514447434,0.08152567201342913,-0.0015082416403615108,-0.002560650609588604,0.0001144870698998155,0.0006844178993783762,-0.0005699308294785608
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.0857632011175155,0.0867747962474823,0.0010115951299667,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,,96,58,38,54,0.005859375,0.0,0,0.8620689655172413,0.9014463714512212,0.8539221412184445,0.0001732670518113542,0.00021332289348807918,0.00021332289348807918,0.0,0.0,0.0,0.0020271938669527752,7.001247627559052e-05,0.002258877469053331,4.44958013206834e-05,-0.11428783693432176,0.36445896949089024,-0.0019571813906771847,-0.002214381667732648,1.89321887951602e-05,0.0004118495706212729,-0.00039291738182611267
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.0904803574085235,0.088857851922512,-0.0016225054860115,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,,96,58,38,51,0.005533854166666667,0.0,0,0.8888888888888888,0.876709860784072,0.8992737973531422,0.0007337042532955247,0.0005982606246562011,0.0005982606246562011,0.0,0.0,0.0,0.0027784587517162155,6.827296145378747e-05,0.0019774209972514656,4.8522716813657124e-05,0.2883029139698259,0.2892835497329184,-0.002710185790262428,-0.0019288982804378085,3.708449233950637e-05,0.0011713766746817616,-0.0011342921823422553
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.0666073262691497,-0.0008464679121971,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,,96,58,38,36,0.00390625,0.3229166666666667,31,0.8717948717948718,0.31941395877130074,0.08947285708814198,8.879197842150629e-06,1.3556850559903838e-06,1.3556850559903838e-06,0.0,0.0,0.0,0.0001817020449256577,3.0676854495813513e-07,0.0001817020449256577,3.0676854495813513e-07,0.0,0.0,-0.00018139527638069957,-0.00018139527638069957,2.5848450521845543e-06,1.0037271945165661e-07,2.4844723327328975e-06
source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723,141.0,16_c2_x10_HighHighCOV_130723,5,22,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,15.0,25.0,1.0,0.0,False,23.262612450305785,source_balanced_pre_event_candidate,1198.2117647058824,1103.2470588235294,85.0,8594.083984375,20.40177726745605,1102,1007,1294,1199,192,96,96,6122,7346,8564.75390625,8572.5390625,7.78515625,0.0714969560503959,0.0718242824077606,0.0003273263573646,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle141_rank22_obj1_16_c2_x10_HighHighCOV_130723.npz,,96,58,38,88,0.009548611111111112,0.4479166666666667,43,0.7044748592506309,2.669731058506958,0.3646119924959255,0.0014106403710631634,0.001829169978724325,0.0019369512662979961,0.0001077812875736707,0.0,0.05892360405392072,0.011999193798925082,0.00827511306351141,0.010068934414896114,0.007598115129576116,0.16086575618120993,0.08181132133655959,-0.003724080735413672,-0.0024708192853199976,0.0019160527967844933,0.00195829438409902,-4.224158731452681e-05
