roi_id,cycleNo,source_stem,pre_blockers,post_candidate_blockers,q70_candidate_blocker_removed,target_status,default_q70_D_um2_per_s,default_q70_D_p05_um2_per_s,default_q70_D_p95_um2_per_s,default_q70_radius2_r2,max_radius2_r2,median_D_um2_per_s,positive_D_fraction,positive_ci_fraction,same_source_default_q70_D_percentile,same_source_positive_ci_fraction_percentile,publication_ready_after_remeasurement
cycle78_rank22_obj2,78.0,9_c2_x10_010723,q70 positive CI; publication-ready gate,publication-ready gate,True,q70_positive_ci_passed_automatically,3.456512133062921e-06,1.9531822660687e-06,5.379870113798701e-06,0.42366463856220815,0.8494148487940061,3.2878762231388737e-06,0.7380952380952381,0.3968253968253968,0.9,0.9,False
