roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,degradation_mode_hypothesis,threshold_quantile,threshold_value,phase_fraction_first,phase_fraction_last,phase_fraction_delta,phase_fraction_slope_per_s,phase_fraction_slope_r2,radius2_delta_px2,radius2_slope_px2_per_s,radius2_slope_r2,apparent_diffusion_proxy_um2_per_s,interface_density_delta,interface_density_slope_per_s,interface_density_slope_r2,centroid_path_px,centroid_net_px,threshold_cohort,source_stem
cycle158_rank12_obj1,158.0,future8_negative,0,158.0,,0.7,0.0644954144954681,0.2640802875973637,0.3150089874176153,0.0509286998202516,1.0580800036135151e-06,0.0113601401870775,21.24052261456154,0.0003413414503734,0.0076592257156136,7.864507016603714e-07,0.0149790293588975,4.9738758612115707e-08,0.0006932224125418,24.42474744930977,2.209039358644317,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj1,158.0,future8_negative,0,158.0,,0.75,0.0718682892620563,0.2179448771719592,0.2630317555422408,0.0450868783702815,8.750354740744049e-07,0.0095125657822482,23.116594259054864,0.0002468829664401,0.0023715290861364,5.688183546781919e-07,0.0142300778909526,1.1198038803691485e-07,0.0025283258257465,27.834696676598988,2.278605776477374,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj1,158.0,future8_negative,0,158.0,,0.8,0.0811358883976936,0.1733073696824446,0.2140503295386459,0.0407429598562013,7.871887702880204e-07,0.0099379484703407,39.389705646646576,-1.261057282994533e-05,4.208928343962803e-06,-2.9054759800194044e-08,0.011983223487118,9.571224922076665e-08,0.0016938674129798,28.14284485464033,1.7824293943378284,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj1,158.0,future8_negative,0,158.0,,0.85,0.0956754248589277,0.1298681845416417,0.1640203714799281,0.0341521869382863,6.817799216824168e-07,0.0113276041927448,40.3836438040164,-0.0001739794342805,0.000409347821425,-4.00848616582471e-07,0.0154284002396644,1.801976798502277e-07,0.0068255228331145,30.441253106061595,1.818219625257365,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.55,0.0478480152785778,0.4044337926902336,0.4722887956860395,0.0678550029958058,1.4859654531456623e-06,0.0128502881414812,9.676191986467984,-0.0001535244735411,0.0103809176227285,-3.537203870387135e-07,0.0115338526063511,3.0949213475623274e-08,0.0003170382500465,20.35210890611111,1.0900066393081764,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.6,0.0526370763778686,0.3562013181545835,0.4173157579388855,0.0611144397843019,1.366344154391435e-06,0.0122286817077362,13.30059102432756,-2.5083545950351083e-05,0.0001657967874987,-5.7792489869608896e-08,0.0071899340922708,1.8619375261645642e-08,9.043674283204516e-05,21.8442503424046,1.4740891423566456,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.65,0.0581489810720086,0.3103654883163571,0.3689334931096465,0.0585680047932894,1.38180201813018e-06,0.0141980681120501,14.365401768568518,0.0001579769061214,0.0043076508396737,3.639787917038577e-07,0.0082384661473936,-5.554269526972372e-09,5.394672770941966e-06,24.8613183482962,1.6914376338817707,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.7,0.065302275121212,0.2631815458358298,0.3202516476932295,0.0570701018573996,1.3301223761721326e-06,0.0154133335725008,29.81353431656248,0.0003946423678043,0.0185444881304921,9.092560154213304e-07,0.0140802875973636,1.0218056940597461e-07,0.0013817669885278,25.956840446388146,1.7682251649235643,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.75,0.0742384381592273,0.2207908927501498,0.2687237866986219,0.0479328939484721,1.320654966034265e-06,0.0183860846962975,21.52297648274282,0.0003082222506094,0.0073939354492654,7.101440654042245e-07,0.0155781905332534,2.716294726551684e-07,0.0081841131840505,26.95848305422302,2.371823332345961,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.8,0.086838361620903,0.1751048532055122,0.2204913121629718,0.0453864589574595,1.1814988884851523e-06,0.0199694614547927,22.704083293041208,0.0002910999227354,0.0033680458900486,6.706942219824927e-07,0.0193229478729778,3.127900957906155e-07,0.0120643619093753,28.54274647780094,1.9178943887417093,balanced_future_threshold_robust_fronts,
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,0.85,0.1064250815659761,0.1301677651288196,0.1649191132414619,0.0347513481126423,9.63913576557713e-07,0.019971982052091,34.10237998931825,0.0003563033685761,0.0026691459772045,8.209229611995468e-07,0.0197723187537447,2.88114864354105e-07,0.0113315111833862,36.34155201476711,2.077888822868561,balanced_future_threshold_robust_fronts,
cycle58_rank6_obj29,58.0,control,0,60.0,single_persistent_drop_needs_roi_qc,0.55,0.0966412845999002,0.4420311563810665,0.4379868184541641,-0.0040443379269023,2.468890111408507e-06,0.0361647033294474,-5.536006714318319,-3.381127472586716e-05,8.125769690658924e-05,-7.790117696839795e-08,0.0002995805871779,-2.625780136941895e-07,0.0521196561529593,18.70635275530079,0.2596581200259139,multi_cycle_threshold_robust_fronts,
cycle58_rank6_obj29,58.0,control,0,60.0,single_persistent_drop_needs_roi_qc,0.6,0.1056178241968154,0.3917016177351707,0.3931995206710605,0.0014979029358897,2.3712702548061885e-06,0.0348661351713417,-9.034215059637631,-6.888570258579276e-05,0.0002142190415822,-1.587126587576665e-07,-0.0020970641102456,-7.669666946778462e-11,8.249277372307517e-09,18.58645431054165,0.5123391347445643,multi_cycle_threshold_robust_fronts,
cycle58_rank6_obj29,58.0,control,0,60.0,single_persistent_drop_needs_roi_qc,0.65,0.1161389276385307,0.341372079089275,0.3454164170161773,0.0040443379269023,2.3091760412942267e-06,0.0368791958626877,-5.17551862151015,-0.0001015524998502,0.0003085336420122,-2.33976959654892e-07,0.0,1.5371356670107957e-07,0.0098961059869822,20.589307184492636,0.5304769023219327,multi_cycle_threshold_robust_fronts,
cycle58_rank6_obj29,58.0,control,0,60.0,single_persistent_drop_needs_roi_qc,0.7,0.1286580666899681,0.2905931695626123,0.2910425404433793,0.0004493708807669,1.9836635442909093e-06,0.0323529590768493,-6.115486732706927,1.4017061977103122e-05,3.845497596910441e-06,3.22953107952456e-08,-0.0019472738166566,2.633615978905739e-07,0.0098913383357973,23.26982597461057,0.2913641903663135,multi_cycle_threshold_robust_fronts,
