roi_id,cycleNo,source_stem,front_candidate_rank,object_candidate_rank,sample_index,frame_index,elapsed_s,roi_mean_corrected,signed_delta_mean,signed_delta_p90,active_threshold,active_area_full_px,active_fraction,front_weighted_radius_full_px,front_radius_p90_full_px,front_radius2_weighted_full_px2,validation_score
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,0,4534,0.0,8995.5078125,-14.05886459350586,167.6904296875,333.51550312499995,887,0.024061414930555556,27.203414481045098,77.0954690786845,1469.1611104166836,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,1,4563,290.8600103855133,9001.4189453125,-8.147661209106445,164.1884765625,333.51550312499995,618,0.016764322916666668,45.48482465833166,94.15027110635042,3192.846256678093,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,2,4592,582.4100353717804,9012.0283203125,2.461024284362793,175.04897460937522,333.51550312499995,396,0.0107421875,67.48968992454556,103.10084275966074,5362.523750164485,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,3,4621,874.3100399971008,9016.5576171875,6.99086332321167,180.00146484375048,333.51550312499995,619,0.016791449652777776,32.165780602729775,86.31691800479159,1863.9201771982575,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,4,4650,1165.4800355434418,9028.4951171875,18.927114486694336,222.50732421875,333.51550312499995,1469,0.039849175347222224,24.411163933906522,47.61416393385891,1077.5145472919571,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,5,4679,1457.1700360774994,9037.53515625,27.968191146850586,244.55810546875,333.51550312499995,2155,0.05845811631944445,22.453202379090207,33.611584106910996,887.918820688514,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,6,4709,1758.320042848587,9042.6533203125,33.086307525634766,259.4111328125,333.51550312499995,2103,0.057047526041666664,19.390275712007334,28.087625860372118,639.7238204976693,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,7,4738,2050.200040102005,9052.5419921875,42.974693298339844,272.0712890625,333.51550312499995,2586,0.07014973958333333,19.477472755683493,28.460203894179916,620.0932647685756,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,8,4767,2341.2800014019012,9061.1298828125,51.56289291381836,266.4931640625,333.51550312499995,2505,0.06795247395833333,18.378591309728634,27.366385927027665,531.4775818809294,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,9,4796,2633.2100369930267,9072.33984375,62.77349090576172,285.06640625,333.51550312499995,2859,0.07755533854166667,18.431265839107926,27.75703369881727,538.275264722836,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,10,4825,2925.0000414848328,9083.6298828125,74.06314849853516,294.400390625,333.51550312499995,3139,0.08515082465277778,18.433679002003572,28.0212615618181,534.485999394696,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,11,4855,3227.2600288391113,9091.015625,81.44828033447266,288.9150390625,333.51550312499995,2966,0.08045789930555555,17.931435148229482,27.548500960264878,492.677632850725,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,12,4884,3518.6409499645233,9099.9453125,90.37808227539062,296.490234375,333.51550312499995,2998,0.0813259548611111,17.76364815870221,27.37755517256536,479.8554100414907,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,13,4913,3809.241913318634,9106.7197265625,97.15303039550781,304.13632812500146,333.51550312499995,3339,0.090576171875,17.924892996581814,27.607971915245933,494.41169199730297,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,14,4942,4101.222147703171,9116.8955078125,107.32901763916016,304.6689453125,333.51550312499995,3335,0.09046766493055555,17.945825877371135,27.59886937967081,501.8619567576985,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,15,4971,4392.702863693237,9125.728515625,116.16116333007812,311.3232421875,333.51550312499995,3276,0.0888671875,17.70222480065811,27.4679778478218,475.68248681902526,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,16,5001,4694.23345375061,9136.931640625,127.36457061767578,303.6435546875,333.51550312499995,3332,0.09038628472222222,17.664298202245025,27.377024103598778,472.0796419899853,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,17,5030,4986.283719539642,9132.890625,123.32367706298828,294.69921875,333.51550312499995,3121,0.08466254340277778,17.432198436126377,26.87674445861076,450.6127515774214,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,18,5059,5278.214555025101,9125.53515625,115.96847534179688,324.23046875,333.51550312499995,3507,0.09513346354166667,17.94015444222364,27.412941864634206,498.9007244881027,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,19,5088,5569.704869270325,9112.3974609375,102.82968139648438,301.9619140625,333.51550312499995,3272,0.08875868055555555,17.77156371799861,27.322889692923365,483.1589164586178,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,20,5117,5861.504994869232,9100.82421875,91.25822448730469,304.19682617187544,333.51550312499995,3176,0.0861545138888889,17.934795892776034,27.37667026017663,496.97313794863027,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,21,5147,6162.996149778366,9089.484375,79.91729736328125,299.4990234375,333.51550312499995,3063,0.08308919270833333,17.87959810542241,27.204738916594582,491.826319677869,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,22,5176,6455.006392002106,9081.591796875,72.02505493164062,292.376953125,333.51550312499995,3127,0.08482530381944445,18.15591167527949,27.36849341414534,515.0653972902435,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,23,5205,6746.087412595749,9073.7568359375,64.19066619873047,287.5361328125,333.51550312499995,3002,0.08143446180555555,17.968949494667974,27.105522416519154,495.87549632077827,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,24,5234,7038.467626094818,9066.2119140625,56.64542007446289,283.8486328125,333.51550312499995,2862,0.07763671875,18.02897445773713,27.11530500505766,500.5240393336715,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,25,5263,7330.017600059509,9061.791015625,52.224449157714844,296.5005859375028,333.51550312499995,2934,0.07958984375,18.93110068482006,27.987895752155776,579.5551637565395,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,26,5293,7632.2575924396515,9052.97265625,43.40495300292969,265.5693359375,333.51550312499995,2492,0.0675998263888889,18.158144500859112,26.498965502450414,509.2983333759056,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,27,5322,7923.557628631592,9046.7978515625,37.23004150390625,260.2822265625,333.51550312499995,2450,0.06646050347222222,18.73072035556973,26.903426338400575,555.6803468381704,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,28,5351,8215.657623291016,9037.935546875,28.369182586669922,267.7685546875,333.51550312499995,2475,0.067138671875,20.138004405372964,28.54341037900569,676.8135914491938,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,29,5380,8506.937591552734,9027.8603515625,18.293472290039062,249.2126953125005,333.51550312499995,2207,0.059868706597222224,20.451576566566047,28.33117657786027,699.599315805083,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,30,5409,8798.667627811432,9017.5986328125,8.032115936279297,251.2109375,333.51550312499995,1826,0.04953342013888889,24.17936207260027,38.40400797790843,1008.3194145316116,-0.0909036875015433
cycle90_front3_obj4,90.0,10_c2_x10_030723,3,4,31,5439,9100.727631568909,8998.4423828125,-11.12426471710205,220.55078125,333.51550312499995,1232,0.03342013888888889,29.239679426105884,77.01124757420874,1516.9478156139635,-0.0909036875015433
