roi_id,cycleNo,source_stem,front_candidate_rank,object_candidate_rank,sample_index,frame_index,elapsed_s,roi_mean_corrected,signed_delta_mean,signed_delta_p90,active_threshold,active_area_full_px,active_fraction,front_weighted_radius_full_px,front_radius_p90_full_px,front_radius2_weighted_full_px2,validation_score
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,0,3878,0.0,8762.267578125,-22.91699981689453,218.62441406250286,375.830412890625,632,0.017144097222222224,65.498614553097,101.9438516376087,5199.619081731883,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,1,3940,625.4110052585602,8774.8203125,-10.36491584777832,186.724609375,375.830412890625,399,0.010823567708333334,52.26805733313176,99.8011003529435,4082.4813776123283,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,2,4003,1259.5579640865326,8787.529296875,2.344794750213623,160.53271484375,375.830412890625,242,0.006564670138888889,51.58770478564487,98.0205524609917,3841.68937678818,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,3,4065,1883.3759639263153,8799.21875,14.034317016601562,186.85595703125,375.830412890625,1166,0.03162977430555555,22.881101013635934,75.56103215626722,1108.2468162555356,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,4,4128,2517.7407281398773,8815.7587890625,30.573930740356445,274.53369140625,375.830412890625,2403,0.065185546875,26.471150830481974,78.3482783779837,1367.205816691721,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,5,4190,3142.6757340431213,8832.826171875,47.64234924316406,381.005859375,375.830412890625,3731,0.10120985243055555,28.545070291397508,80.90493975692353,1565.681228733048,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,6,4253,3777.4082202911377,8844.5400390625,59.35544204711914,528.3681640625,375.830412890625,5258,0.1426323784722222,32.68642163981101,88.58790797495399,1986.696012760223,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,7,4315,4400.06717467308,8879.33984375,94.15599822998047,330.6267089843768,375.830412890625,3336,0.09049479166666667,26.06158725216894,76.01205819262393,1372.2368458966412,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,8,4378,5035.86220741272,8864.4306640625,79.24567413330078,474.0379394531268,375.830412890625,4570,0.12396918402777778,27.710817535205212,79.58619204773089,1495.871941410174,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,9,4440,5660.123172998428,8832.76953125,47.585060119628906,454.57421875,375.830412890625,4487,0.12171766493055555,30.540927718998855,83.45019711050949,1761.6127305822845,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,10,4503,6294.115206241608,8811.05078125,25.86476707458496,316.408203125,375.830412890625,2966,0.08045789930555555,26.899823877133308,78.45073442716742,1397.0620566642817,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,11,4566,6929.018175601959,8793.216796875,8.032888412475586,289.177734375,375.830412890625,2331,0.063232421875,29.146007560395617,79.82088001115048,1628.5995715658469,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,12,4628,7553.094175338745,8780.2783203125,-4.906248569488525,272.77294921875,375.830412890625,1999,0.05422634548611111,37.885443719658184,91.71814507878398,2484.31575412512,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,13,4691,8188.306174993515,8771.12109375,-14.06400203704834,288.353515625,375.830412890625,1810,0.04909939236111111,42.68820599182929,93.85180059732667,2912.617457242084,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,14,4753,8812.465173006058,8764.2197265625,-20.965816497802734,289.4228515625,375.830412890625,2194,0.059516059027777776,46.00111291256992,95.44049826783284,3233.087378852728,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,15,4816,9447.856212615967,8756.5390625,-28.64470100402832,320.349609375,375.830412890625,2556,0.0693359375,49.998581539072575,98.82605439015852,3639.7055464592163,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,16,4878,10070.840175151825,8742.025390625,-43.159889221191406,352.59814453125,375.830412890625,3378,0.09163411458333333,53.86616403988508,98.93850420704254,4005.731153485875,0.2823149947463765
cycle158_front4_obj8,158.0,18_c2_xN_HighHighCOV_170723,4,8,17,4941,10706.332172870636,8743.9482421875,-41.23692321777344,354.35400390625,375.830412890625,3295,0.0893825954861111,56.534790726515126,101.18045574964374,4315.757318029911,0.2823149947463765
