roi_id,cycleNo,source_stem,front_candidate_rank,object_candidate_rank,sample_index,frame_index,elapsed_s,roi_mean_corrected,signed_delta_mean,signed_delta_p90,active_threshold,active_area_full_px,active_fraction,front_weighted_radius_full_px,front_radius_p90_full_px,front_radius2_weighted_full_px2,validation_score
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,0,4534,0.0,8628.9462890625,0.3511914014816284,197.0478515625,328.80708984374996,1047,0.028401692708333332,49.06441989610191,96.25597051741012,3502.5548460256573,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,1,4563,290.8600103855133,8626.984375,-1.6098873615264893,163.85078125000115,328.80708984374996,688,0.018663194444444444,54.009175244617225,98.81481020503864,3947.5524324898843,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,2,4592,582.4100353717804,8628.703125,0.10837483406066895,174.26953125,328.80708984374996,443,0.012017144097222222,73.72053264854054,102.35527990934584,6160.408868783036,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,3,4621,874.3100399971008,8631.4765625,2.881591558456421,169.9677734375,328.80708984374996,591,0.016031901041666668,31.881482462159827,89.96316556790111,2209.2768742965554,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,4,4650,1165.4800355434418,8634.40234375,5.807516098022461,183.9599609375,328.80708984374996,1078,0.029242621527777776,20.391123028834,68.13906345062539,1138.8608707028573,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,5,4679,1457.1700360774994,8640.0615234375,11.467093467712402,228.630859375,328.80708984374996,1586,0.043023003472222224,18.610779983881745,59.52047547315092,998.6876382523633,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,6,4709,1758.320042848587,8645.205078125,16.609941482543945,223.2685546875,328.80708984374996,1521,0.041259765625,15.024291426936246,35.16789815496927,652.8453112327479,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,7,4738,2050.200040102005,8648.53125,19.93662452697754,251.12109375,328.80708984374996,1916,0.05197482638888889,15.650180558074654,36.02063909226,697.4608317805857,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,8,4767,2341.2800014019012,8654.7431640625,26.147911071777344,246.8857421875,328.80708984374996,1856,0.050347222222222224,15.074610522655226,34.528648335859764,617.7156591245678,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,9,4796,2633.2100369930267,8662.828125,34.23268127441406,252.4716796875,328.80708984374996,2224,0.06032986111111111,15.61071329091306,34.581040109591285,653.4073505394889,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,10,4825,2925.0000414848328,8669.826171875,41.23139572143555,273.8291015625,328.80708984374996,2619,0.071044921875,15.97304516168072,35.11500668137438,668.8731727544264,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,11,4855,3227.2600288391113,8676.24609375,47.65080261230469,270.904296875,328.80708984374996,2655,0.072021484375,15.803530907825268,35.21220015470182,646.9541395997809,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,12,4884,3518.6409499645233,8681.3662109375,52.771507263183594,270.12939453125,328.80708984374996,2599,0.07050238715277778,15.476788126672496,34.617901251602525,608.8456651488477,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,13,4913,3809.241913318634,8687.033203125,58.43766403198242,293.251953125,328.80708984374996,3013,0.08173285590277778,16.18823348192196,35.49132884717101,669.1453719297707,1.0222437150538166
cycle90_front6_obj3,90.0,10_c2_x10_030723,6,3,14,4942,4101.222147703171,8692.025390625,63.43101119995117,291.705078125,328.80708984374996,3170,0.08599175347222222,16.442760706446602,35.67984958976807,688.663850199254,1.0222437150538166
