feature_set,transform,target,group_col,n_eval,n_positive,n_groups,roc_auc,average_precision,spearman_rho,spearman_p,permutation
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5928819444444444,0.612887379630102,0.16088497568891752,0.11736863756196603,151
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5555555555555556,0.5861895103818131,0.09623026583262356,0.3509872625957289,152
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5264756944444445,0.5393558980490505,0.04585973606085966,0.6572744332752125,153
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.48697916666666663,0.49603887676040387,-0.02255396855452115,0.8273388696933283,154
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5668402777777778,0.580982491568965,0.11577703857987523,0.26130961640778677,155
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.578125,0.5633864641541027,0.1353238113271269,0.1886495721016145,156
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.43663194444444436,0.4633767884449809,-0.10976264696533626,0.28706487640018646,157
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.41579861111111116,0.5000439883575902,-0.1458489966525701,0.15622078236702464,158
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.56640625,0.5560884508874671,0.11502523962805784,0.2644401187120839,159
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.3315972222222222,0.3954658459439412,-0.2916979933051402,0.003931617052923686,160
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4149305555555555,0.4306647857943364,-0.14735259455620484,0.15195056313947064,161
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.6024305555555556,0.5514861413714824,0.1774245526288997,0.08374194212103,162
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4466145833333333,0.4683366813608405,-0.09247127107353671,0.37020836847002,163
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4075520833333333,0.4252299196608198,-0.16013317673710017,0.1191145447695215,164
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.44401041666666663,0.496341701120091,-0.09698206478444094,0.3472191003014166,165
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4266493055555556,0.4479142068813534,-0.12705402285713582,0.2173635116517362,166
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5078125,0.6049487905185882,0.01353238113271269,0.8958869834791312,167
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.6002604166666667,0.5765136222323923,0.17366555786981283,0.09061502138871942,168
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4375,0.4505726696618953,-0.10825904906170151,0.29375845998031974,169
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.41059027777777773,0.4643407767335582,-0.15487058407437854,0.1319018598796255,170
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5047743055555556,0.517316385902813,0.008269788469991088,0.9362635109129802,171
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.46875,0.47485077116274776,-0.05412952453085076,0.6004206547311336,172
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5555555555555555,0.5230876975570582,0.09623026583262356,0.3509872625957289,173
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4587673611111111,0.4893046371017169,-0.07142090042265031,0.4892538309525147,174
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.44010416666666663,0.48178970448407443,-0.10374825535079729,0.31445266648567266,175
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4470486111111111,0.45702489279881775,-0.09171947212171933,0.37412837791600145,176
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5421006944444444,0.6014925599255863,0.07292449832628504,0.48013066226270457,177
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5772569444444445,0.5619372366227773,0.13382021342349215,0.19365430971977046,178
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5685763888888888,0.5868510363028538,0.11878423438714471,0.24904027786387775,179
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.6128472222222222,0.5980052590089626,0.19546772747251662,0.05632008857468819,180
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4969618055555556,0.5253369531277,-0.005262592662721601,0.9594151138533688,181
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5694444444444444,0.6065107881070807,0.12028783229077944,0.24305662543529152,182
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5230034722222222,0.5692847891614454,0.039845344446320693,0.699909901664544,183
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.3602430555555555,0.4217118970840256,-0.24207926248519365,0.01748858672457612,184
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.49479166666666663,0.5085565221381243,-0.00902158742180846,0.9304831305511024,185
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4140625,0.46158954717432765,-0.14885619245983958,0.14776839547923704,186
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.513454861111111,0.4953185871971098,0.02330576750633852,0.8216772165772254,187
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5924479166666666,0.5814060632468467,0.16013317673710017,0.1191145447695215,188
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5043402777777778,0.5121927473088319,0.007517989518173715,0.9420471987190314,189
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.3797743055555556,0.4212818296422948,-0.2082483096534119,0.04174431691286574,190
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4075520833333333,0.4471584986622751,-0.16013317673710017,0.1191145447695215,191
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.615017361111111,0.615963692593426,0.19922672223160348,0.05165472641805074,192
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.5182291666666666,0.5346093578186721,0.031575555976329606,0.7600619101753128,193
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.6124131944444444,0.6192956716976612,0.19471592852069924,0.057293381146408195,194
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.4071180555555556,0.4496248393415574,-0.16088497568891752,0.11736863756196603,195
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.38671875000000006,0.49892425054266387,-0.19621952642433396,0.05536038151239773,196
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.48307291666666663,0.5039864881194648,-0.029320159120877494,0.7767357244300107,197
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.43489583333333337,0.4934815067017946,-0.11276984277260572,0.27398380402812883,198
dictionary_recon_error_last_minus_first_source_residual,source_residual,future_any_drop_within_16cycles,source_stem,96,48,14,0.41796875,0.45706850171543617,-0.14209000189348323,0.16728732370248922,199
