roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,persistence_mse_mean,persistence_mse_p95,persistence_mse_late_mean,velocity_mse_mean,velocity_mse_p95,velocity_minus_persistence_mse,temporal_energy_mean,temporal_energy_p95,temporal_energy_late_minus_early,roi_norm_mean_late_minus_early,roi_norm_mean_positive_step_fraction,raw_roi_mean_delta_last_minus_first,stage_drift_xy_recomputed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle108_rank6_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,6,1,source_fill,True,23.365257710020515,source_balanced_expansion_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.07443984597921371,0.07437852770090103,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle108_rank6_obj1_12_c2_x10_070723.npz,,5.6962704547913745e-05,0.0001979876687983051,5.703317583538592e-05,0.0001594552886672318,0.0005592489731498062,0.00010233800276182592,0.007338429801166058,0.011745800636708735,0.0010609603486955166,0.0015261390556891713,0.5263157894736842,-1.84765625,0.22360679941597944,96,96,96
source_balanced_cycle108_rank6_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,6,2,source_fill,True,23.516560988539883,source_balanced_expansion_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.07692088931798935,0.07685554772615433,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle108_rank6_obj2_12_c2_x10_070723.npz,,5.770324787590653e-05,0.00019339076461619633,5.820326623506844e-05,0.00015893149247858673,0.000538775121094659,0.0001010406413115561,0.007301890756934881,0.01249303789809346,0.0012577096931636333,0.002262398755798728,0.5263157894736842,0.568359375,0.22360679941597944,96,96,96
source_balanced_cycle110_rank7_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,7,1,source_fill,True,23.136898638745315,source_balanced_expansion_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.07563094049692154,0.07578388601541519,0.00015294551849365234,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj1_12_c2_x10_070723.npz,,7.967016426846385e-05,0.00023637131089344549,5.389114812714979e-05,0.00022100961359683424,0.000661390597815625,0.0001418118190485984,0.00822837371379137,0.011609232798218724,-0.0018472801893949509,0.000893127483626216,0.5157894736842106,5.744140625,0.21216656105426437,96,96,96
source_balanced_cycle110_rank7_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,7,2,source_fill,True,23.874389180648,source_balanced_expansion_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.09027808159589767,0.08988620340824127,-0.0003918781876564026,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj2_12_c2_x10_070723.npz,,0.00012261242954991758,0.0004094739677384494,9.030968794832006e-05,0.00034411458182148635,0.0011743554496206343,0.00022224070562515408,0.010422548279166222,0.014149779919534918,-0.001965009607374668,0.0007177229660252776,0.5157894736842106,-5.677734375,0.21216656105426437,96,96,96
source_balanced_cycle112_rank8_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,8,1,future16_positive,False,24.4333329882082,source_balanced_expansion_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.08929891884326935,0.08905303478240967,-0.0002458840608596802,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj1_12_c2_x10_070723.npz,,0.00011098005052190274,0.00036523459129966795,0.00010412758274469525,0.0002980294812005013,0.0010491410794202232,0.0001866551028797403,0.00980662927031517,0.012817056663334362,-0.001920703798532486,0.00038365911071498726,0.5157894736842106,-4.5263671875,0.21216656105426437,96,96,96
source_balanced_cycle112_rank8_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,8,2,future16_positive,False,23.38806596464201,source_balanced_expansion_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.07390235364437103,0.07339195162057877,-0.0005104020237922668,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj2_12_c2_x10_070723.npz,,0.0001253833615919575,0.00034919126337626947,0.0001272894733119756,0.00031988794216886163,0.0009731392725370823,0.000193969885003753,0.010042729787528515,0.013971085567027327,-0.002134779468178749,0.0005129359972973757,0.4842105263157895,-5.5693359375,0.21216656105426437,96,96,96
source_balanced_cycle114_rank9_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,9,1,source_representative,False,24.341180100195945,source_balanced_expansion_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.07192617654800415,0.07156578451395035,-0.0003603920340538025,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle114_rank9_obj1_12_c2_x10_070723.npz,,4.977737262379378e-05,0.0001781803002813831,5.6141925597330555e-05,0.0001339259761152789,0.0005028663756093011,8.423090912401676e-05,0.006810667458921671,0.007210616301745175,-7.9356599599123e-05,0.0003352286294102669,0.5263157894736842,-7.0078125,0.21216656105426437,96,96,96
source_balanced_cycle114_rank9_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,9,2,source_representative,False,24.046731379998924,source_balanced_expansion_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.07656458020210266,0.0763106718659401,-0.00025390833616256714,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle114_rank9_obj2_12_c2_x10_070723.npz,,5.124806193634868e-05,0.00017209423822350795,6.011170262354426e-05,0.00013303507876116782,0.0004762556694913652,8.185533806681633e-05,0.006771198008209467,0.0073845107574015845,-0.00014229165390133858,0.00038346322253346443,0.5157894736842106,-6.2080078125,0.21216656105426437,96,96,96
source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723,123.0,14_c2_x10_HighCOV_110723,2,10,1,source_fill,False,23.408876847510307,source_balanced_expansion_candidate,1348.8055555555557,180.97222222222223,144.0,6378.58935546875,17.22971534729004,1253,85,1445,277,192,96,96,2380,3569,8792.3349609375,8776.7216796875,-15.61328125,0.07132366299629211,0.0706147700548172,-0.0007088929414749146,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723.npz,,0.00010433470015414059,0.000218368400237523,7.778388680890203e-05,0.00020979912369512022,0.0005675734864780676,0.00010481905337655917,0.008188050240278244,0.013372746203094713,-0.001394457183778286,0.00185766676440835,0.5052631578947369,-15.61328125,0.21216656105426437,96,96,96
source_balanced_cycle123_rank10_obj2_14_c2_x10_HighCOV_110723,123.0,14_c2_x10_HighCOV_110723,2,10,2,source_fill,False,24.18449265574761,source_balanced_expansion_candidate,843.3076923076923,78.38461538461539,52.0,11407.560546875,25.961259841918945,747,0,939,192,192,96,96,2380,3569,8893.033203125,8888.333984375,-4.69921875,0.08201566338539124,0.08152631670236588,-0.0004893466830253601,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle123_rank10_obj2_14_c2_x10_HighCOV_110723.npz,,0.00015998820890672505,0.0003945605654735117,0.00013149302685633302,0.0003438064595684409,0.0010355194914154708,0.00018291367450729012,0.010531114414334297,0.016399339027702794,-0.0014557931572198868,0.001592300832271576,0.49473684210526314,-4.69921875,0.21216656105426437,96,96,96
source_balanced_cycle125_rank11_obj1_14_c2_x10_HighCOV_110723,125.0,14_c2_x10_HighCOV_110723,4,11,1,source_representative,False,24.66506279371305,source_balanced_expansion_candidate,844.72,78.4,50.0,11897.259765625,27.71571350097656,749,0,941,192,192,96,96,4760,5950,8881.5146484375,8881.4873046875,-0.02734375,0.07767942547798157,0.07777675986289978,9.733438491821289e-05,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle125_rank11_obj1_14_c2_x10_HighCOV_110723.npz,,0.00010853140702238306,0.00031022714247228483,8.897361112758517e-05,0.0002539251290727407,0.000843421948957257,0.00014493467460852116,0.009192673489451408,0.011608271859586234,0.0006623901426792145,0.001953690623243645,0.5263157894736842,-0.02734375,0.26927184323626285,96,96,96
source_balanced_cycle125_rank11_obj2_14_c2_x10_HighCOV_110723,125.0,14_c2_x10_HighCOV_110723,4,11,2,source_representative,False,23.607037258302373,source_balanced_expansion_candidate,1351.0144927536232,181.2463768115942,138.0,6389.43359375,18.29157447814941,1255,85,1447,277,192,96,96,4760,5950,8764.3896484375,8770.5166015625,6.126953125,0.06696885079145432,0.06720474362373352,0.00023589283227920532,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle125_rank11_obj2_14_c2_x10_HighCOV_110723.npz,,6.581721390830353e-05,0.00017753595384419892,5.193863034946844e-05,0.0001499963109381497,0.0004710966037237085,8.390052971662953e-05,0.007063231430947781,0.009308819752186533,0.0005560587160289288,0.0023563113063573837,0.5368421052631579,6.126953125,0.26927184323626285,96,96,96
source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,12,1,future16_negative,False,23.592093817165647,source_balanced_expansion_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.06724902987480164,0.06835123896598816,0.0011022090911865234,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723.npz,,6.43986786599271e-05,0.0001819860095565673,4.765815901919268e-05,0.00014933172496967018,0.0004834795545320958,8.470548345940188e-05,0.007136234547942877,0.00947924554347992,-0.001551664900034666,0.00231731931368509,0.5052631578947369,21.43359375,0.2915601564253875,96,96,96
source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,12,2,future16_negative,False,23.989019468618885,source_balanced_expansion_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.07733862847089767,0.07799151539802551,0.0006528869271278381,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723.npz,,0.00010473372822161764,0.00031522013014182446,7.944404205773026e-05,0.000248841883148998,0.0008473130757920444,0.00014375694445334375,0.009198678657412529,0.01199733754619956,-0.001848067156970501,0.0018909686865905967,0.47368421052631576,3.9853515625,0.2915601564253875,96,96,96
source_balanced_cycle127_rank13_obj1_14_c2_x10_HighCOV_110723,127.0,14_c2_x10_HighCOV_110723,6,13,1,source_fill,False,24.150236360303246,source_balanced_expansion_candidate,843.8461538461538,79.15384615384616,52.0,11258.3525390625,25.90870857238769,748,0,940,192,192,96,96,7141,8330,8882.072265625,8886.5927734375,4.5205078125,0.07822605222463608,0.07878032326698303,0.0005542710423469543,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle127_rank13_obj1_14_c2_x10_HighCOV_110723.npz,,8.164650353137404e-05,0.00030774476472288353,8.571202488383278e-05,0.00021565449424088,0.0008337681385455652,0.00013387152284849435,0.008915750309824944,0.012091534119099377,-5.887635052204132e-05,0.0010683354921638966,0.5157894736842106,4.5205078125,0.22363409516745456,96,96,96
source_balanced_cycle127_rank13_obj2_14_c2_x10_HighCOV_110723,127.0,14_c2_x10_HighCOV_110723,6,13,2,source_fill,False,22.91224776047345,source_balanced_expansion_candidate,1202.13698630137,1103.2876712328766,73.0,8852.8828125,20.280948638916016,1106,1007,1298,1199,192,96,96,7141,8330,8412.5625,8390.9140625,-21.6484375,0.06923899054527283,0.0684678852558136,-0.0007711052894592285,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle127_rank13_obj2_14_c2_x10_HighCOV_110723.npz,,9.483841131441295e-05,0.0002857407424016856,0.00010543741518631577,0.00020670575031545013,0.0007089973660185933,0.0001114677797886543,0.009210539050400257,0.01627208031713962,-0.0001000845804810524,0.0027682192934056216,0.5052631578947369,-21.6484375,0.22363409516745456,96,96,96
source_balanced_cycle132_rank14_obj1_15_c2_x5_HighCOV_120723,132.0,15_c2_x5_HighCOV_120723,1,14,1,source_fill,False,23.50996224586616,source_balanced_expansion_candidate,842.8771929824561,78.59649122807018,57.0,10375.26953125,23.42484474182129,747,0,939,192,192,96,96,1238,2476,8918.5986328125,8937.515625,18.9169921875,0.0846426710486412,0.08488990366458893,0.0002472326159477234,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle132_rank14_obj1_15_c2_x5_HighCOV_120723.npz,,0.00031061263871379197,0.00043463983456604183,0.0005235327989794314,0.0006323727429844439,0.0012547543272376038,0.0003193295269738883,0.011854829266667366,0.014505801256746033,0.008313804864883423,-0.003970694728195667,0.5368421052631579,18.9169921875,0.2500244143604941,96,96,96
source_balanced_cycle132_rank14_obj2_15_c2_x5_HighCOV_120723,132.0,15_c2_x5_HighCOV_120723,1,14,2,source_fill,False,22.95129908326105,source_balanced_expansion_candidate,1670.7628865979382,200.7422680412371,97.0,7444.3251953125,18.85873031616211,1575,105,1767,297,192,96,96,1238,2476,8211.8232421875,8246.03515625,34.2119140625,0.07429610192775726,0.07533852010965347,0.0010424181818962097,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle132_rank14_obj2_15_c2_x5_HighCOV_120723.npz,,0.0004143840342294425,0.0002462242846377193,0.0007650975021533668,0.0007147880387492478,0.0006690335401799526,0.00029650781652890146,0.010487149469554424,0.013035462144762255,0.011158323381096125,-0.004990821549048036,0.5263157894736842,34.2119140625,0.2500244143604941,96,96,96
source_balanced_cycle133_rank15_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,15,1,source_representative,False,23.315318479269443,source_balanced_expansion_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.08230766654014587,0.08476927876472473,0.0024616122245788574,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle133_rank15_obj1_15_c2_x5_HighCOV_120723.npz,,0.00013368819782044739,0.00034862274042097853,8.306872769026086e-05,0.00031552722794003785,0.0009760588640347123,0.00018124328926205635,0.009815303608775139,0.011474973242729902,-0.0019213203340768814,-0.005602269433438778,0.5368421052631579,48.130859375,0.26927184323626285,96,96,96
source_balanced_cycle133_rank15_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,15,2,source_representative,False,22.92968319579963,source_balanced_expansion_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.07094675302505493,0.07392381131649017,0.0029770582914352417,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle133_rank15_obj2_15_c2_x5_HighCOV_120723.npz,,8.82518506841734e-05,0.00019643513369373917,4.839826942770742e-05,0.00019908302056137472,0.0005308198364218693,0.00011039239325327799,0.007651768159121275,0.009463579021394252,-0.0017081107944250107,-0.004576168488711119,0.5263157894736842,75.7080078125,0.26927184323626285,96,96,96
